,what,california,city,last,hosted,the,super,bowl,?
since,0.29783400893211365,0.2154780477285385,0.2516091465950012,0.3911735415458679,0.3413774073123932,0.4054957628250122,0.13119962811470032,0.14065173268318176,0.2876587212085724
super,0.13651713728904724,0.15213294327259064,0.14329007267951965,0.17231976985931396,0.1794566810131073,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.22235432267189026,0.18699099123477936,0.20327796041965485,0.17901405692100525,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xxxvii,0.1147824078798294,0.22377914190292358,0.19566120207309723,0.25397825241088867,0.2868101894855499,0.2767731845378876,0.5304186344146729,0.588387668132782,0.15080690383911133
took,0.1316593885421753,0.16191183030605316,0.17792659997940063,0.318408340215683,0.2613966763019562,0.31657639145851135,0.111402727663517,0.11772479861974716,0.14109265804290771
place,0.2689766585826874,0.1805843710899353,0.32570505142211914,0.2233041673898697,0.22656458616256714,0.4179787337779999,0.06724333763122559,0.15577438473701477,0.2455766350030899
in,0.30808621644973755,0.2772824168205261,0.3911624252796173,0.30714505910873413,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
san,0.19375550746917725,0.5170050263404846,0.32193511724472046,0.15585462749004364,0.1884586364030838,0.2858080565929413,0.15279507637023926,0.18508543074131012,0.10952327400445938
diego,0.16958405077457428,0.5714370608329773,0.2495635747909546,0.16555064916610718,0.1566265970468521,0.20885010063648224,0.16325625777244568,0.1746794432401657,0.11438121646642685
in,0.30808621644973755,0.2772824168205261,0.3911624252796173,0.30714505910873413,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
2003,-0.17906495928764343,-0.08992136269807816,-0.09671586006879807,-0.043487560003995895,-0.11901281028985977,-0.14761915802955627,-0.035010822117328644,-0.06428323686122894,-0.17560148239135742
.,0.3567904531955719,0.2870451807975769,0.29856356978416443,0.3548945486545563,0.22959090769290924,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
