,are,juiveniles,capable,of,reproduction,?
platyctenids,0.3534345328807831,0.5321806073188782,0.2869330048561096,0.27809709310531616,0.4347034692764282,0.1917940229177475
",",0.4062570035457611,0.38783201575279236,0.17765167355537415,0.4946078956127167,0.20734451711177826,0.31091248989105225
whose,0.2854825556278229,0.29156938195228577,0.2380884289741516,0.37058958411216736,0.2017194628715515,0.16990536451339722
young,0.21606162190437317,0.3909880220890045,0.15367533266544342,0.28555598855018616,0.2720933258533478,0.14931946992874146
live,0.30489251017570496,0.25758427381515503,0.14802628755569458,0.27734068036079407,0.23465752601623535,0.19481121003627777
as,0.3826591968536377,0.32912564277648926,0.18422278761863708,0.3886612355709076,0.2517807185649872,0.27043893933296204
cydippid-like,0.37220892310142517,0.5364468097686768,0.2656118869781494,0.3267868161201477,0.4365290105342865,0.26385825872421265
plankton,0.3183727264404297,0.46602869033813477,0.2663225829601288,0.23074674606323242,0.43804922699928284,0.19155742228031158
until,0.154075488448143,0.2492082566022873,0.12946435809135437,0.2787701487541199,0.14193497598171234,0.20304496586322784
they,0.610666811466217,0.4378044605255127,0.27377915382385254,0.3426007330417633,0.32692456245422363,0.2753053903579712
reach,0.22842340171337128,0.2692735493183136,0.23306752741336823,0.20552729070186615,0.24166186153888702,0.13152138888835907
near-adult,0.3022233545780182,0.429099440574646,0.2925187349319458,0.311717689037323,0.32472842931747437,0.20922894775867462
size,0.25654396414756775,0.254679411649704,0.24227233231067657,0.27599775791168213,0.24826614558696747,0.13693112134933472
",",0.4062570035457611,0.38783201575279236,0.17765167355537415,0.4946078956127167,0.20734451711177826,0.31091248989105225
but,0.47990062832832336,0.39564087986946106,0.26895198225975037,0.39942997694015503,0.3101000487804413,0.27921953797340393
then,0.23076686263084412,0.3273068070411682,0.16958242654800415,0.2937326431274414,0.20392709970474243,0.2884598970413208
sink,0.13257889449596405,0.22060251235961914,0.2238677740097046,0.2172638475894928,0.25290408730506897,0.2078552544116974
to,0.3504326641559601,0.35703107714653015,0.21250563859939575,0.41548454761505127,0.24905818700790405,0.29463258385658264
the,0.40399202704429626,0.35292017459869385,0.18860051035881042,0.733189046382904,0.3131958246231079,0.22068053483963013
bottom,0.24991905689239502,0.2341385930776596,0.14738816022872925,0.2214360237121582,0.21772374212741852,0.21899469196796417
and,0.48576638102531433,0.38566577434539795,0.20753251016139984,0.5116966962814331,0.27082639932632446,0.20544172823429108
rapidly,0.2320833057165146,0.31547579169273376,0.33516162633895874,0.18131932616233826,0.2571040689945221,0.11245343834161758
metamorphose,0.2247416079044342,0.42021551728248596,0.15310347080230713,0.20557183027267456,0.3677627742290497,0.14337772130966187
into,0.2930682599544525,0.2003936767578125,0.17264388501644135,0.32255905866622925,0.1957511156797409,0.15662476420402527
the,0.40399202704429626,0.35292017459869385,0.18860051035881042,0.733189046382904,0.3131958246231079,0.22068053483963013
adult,0.21328388154506683,0.4314294159412384,0.18258216977119446,0.2112857699394226,0.36504271626472473,0.14439715445041656
form,0.29983413219451904,0.2582041919231415,0.16016803681850433,0.29600051045417786,0.27514150738716125,0.1463010311126709
.,0.3452940285205841,0.3541281521320343,0.17216666042804718,0.5352458953857422,0.28015854954719543,0.4130953550338745
,are,juiveniles,capable,of,reproduction,?
in,0.3841303884983063,0.28486013412475586,0.13216491043567657,0.5696388483047485,0.2302154004573822,0.20430970191955566
at,0.2074895054101944,0.2546030580997467,0.2198420763015747,0.42558613419532776,0.18913108110427856,0.21978627145290375
least,0.3839871287345886,0.23810520768165588,0.2809647023677826,0.32696738839149475,0.22450725734233856,0.28866854310035706
some,0.6331475377082825,0.38738948106765747,0.2712385654449463,0.4300730526447296,0.3246118724346161,0.2562315762042999
species,0.3297041952610016,0.39145970344543457,0.3012503981590271,0.23307405412197113,0.45345252752304077,0.1957087516784668
",",0.4062570035457611,0.38783201575279236,0.17765167355537415,0.4946078956127167,0.20734451711177826,0.31091248989105225
juveniles,0.3026576638221741,0.8404553532600403,0.22746001183986664,0.21348455548286438,0.3586996793746948,0.20202435553073883
are,1.0,0.35405516624450684,0.328324556350708,0.39081433415412903,0.3003554344177246,0.24591213464736938
capable,0.328324556350708,0.2719808518886566,1.0000001192092896,0.21464630961418152,0.30924779176712036,0.18388573825359344
of,0.39081433415412903,0.29120421409606934,0.21464630961418152,1.0,0.2937599718570709,0.1826142966747284
reproduction,0.3003554344177246,0.44238126277923584,0.30924779176712036,0.2937599718570709,1.0,0.27122244238853455
before,0.21243946254253387,0.2815071642398834,0.3039622902870178,0.3282964527606964,0.14424927532672882,0.2507109045982361
reaching,0.241521954536438,0.2851253151893616,0.349711149930954,0.2953004240989685,0.2697302997112274,0.13075216114521027
the,0.40399202704429626,0.35292017459869385,0.18860051035881042,0.733189046382904,0.3131958246231079,0.22068053483963013
adult,0.21328388154506683,0.4314294159412384,0.18258216977119446,0.2112857699394226,0.36504271626472473,0.14439715445041656
size,0.25654396414756775,0.254679411649704,0.24227233231067657,0.27599775791168213,0.24826614558696747,0.13693112134933472
and,0.48576638102531433,0.38566577434539795,0.20753251016139984,0.5116966962814331,0.27082639932632446,0.20544172823429108
shape,0.25119420886039734,0.28567731380462646,0.24648429453372955,0.2597946226596832,0.22494731843471527,0.11426173895597458
.,0.3452940285205841,0.3541281521320343,0.17216666042804718,0.5352458953857422,0.28015854954719543,0.4130953550338745
