,what,might,offering,bonuses,help,reduce,?
the,0.42745697498321533,0.32504433393478394,0.2296384871006012,0.3169242739677429,0.30064165592193604,0.2735816240310669,0.22068053483963013
work,0.3762225806713104,0.31159356236457825,0.27679890394210815,0.2809121310710907,0.44682931900024414,0.24033230543136597,0.2621155381202698
environment,0.213022843003273,0.31783056259155273,0.1871708333492279,0.23141102492809296,0.22255954146385193,0.32721129059791565,0.19478057324886322
",",0.3087472915649414,0.2533247768878937,0.2681748569011688,0.2891404926776886,0.2855570912361145,0.15094059705734253,0.31091248989105225
and,0.31309178471565247,0.31685465574264526,0.3040096163749695,0.2908192574977875,0.34926167130470276,0.2456025630235672,0.20544172823429108
offering,0.24005436897277832,0.26340559124946594,0.9999999403953552,0.3111993372440338,0.28175923228263855,0.23117120563983917,0.15441901981830597
promotions,0.19845254719257355,0.21682144701480865,0.2973053455352783,0.3302561938762665,0.24495692551136017,0.16207000613212585,0.23684287071228027
and,0.31309178471565247,0.31685465574264526,0.3040096163749695,0.2908192574977875,0.34926167130470276,0.2456025630235672,0.20544172823429108
bonuses,0.20245571434497833,0.2984303832054138,0.3111993372440338,1.0,0.327495276927948,0.33736535906791687,0.2397540807723999
",",0.3087472915649414,0.2533247768878937,0.2681748569011688,0.2891404926776886,0.2855570912361145,0.15094059705734253,0.31091248989105225
may,0.25739946961402893,0.5044193863868713,0.19344939291477203,0.24153977632522583,0.28016674518585205,0.2523757219314575,0.2768254578113556
be,0.3929833769798279,0.5260229706764221,0.27035874128341675,0.29079774022102356,0.3613757789134979,0.38083505630493164,0.3324260413646698
effective,0.23494793474674225,0.3017834722995758,0.1591736376285553,0.2354276329278946,0.3053716719150543,0.3953647315502167,0.21825028955936432
in,0.30808621644973755,0.26443570852279663,0.2069210261106491,0.256501168012619,0.21321536600589752,0.22053970396518707,0.20430970191955566
helping,0.33323097229003906,0.3319196403026581,0.3398127257823944,0.27582022547721863,0.6632916927337646,0.2906966805458069,0.28235307335853577
to,0.455847829580307,0.5153919458389282,0.3353215456008911,0.3348471224308014,0.46191298961639404,0.35182690620422363,0.29463258385658264
reduce,0.18258237838745117,0.3731558620929718,0.23117120563983917,0.33736535906791687,0.4318390190601349,1.0000001192092896,0.1462220549583435
occupational,0.19267335534095764,0.24321074783802032,0.2580674886703491,0.23499318957328796,0.16188065707683563,0.148922398686409,0.12401652336120605
stress,0.33004483580589294,0.3573732376098633,0.1889629065990448,0.20623454451560974,0.33850735425949097,0.38192665576934814,0.2845553457736969
among,0.21154822409152985,0.22492800652980804,0.21794497966766357,0.17122110724449158,0.2440573275089264,0.1887364387512207,0.14343059062957764
teachers,0.2526462972164154,0.24122771620750427,0.27868929505348206,0.2323416918516159,0.3310721218585968,0.18393248319625854,0.19522249698638916
.,0.3567904531955719,0.27493223547935486,0.2025103121995926,0.27780038118362427,0.32205137610435486,0.2184620201587677,0.4130953550338745
,what,might,offering,bonuses,help,reduce,?
individual-level,0.33934682607650757,0.37520700693130493,0.25452345609664917,0.3122512400150299,0.26448190212249756,0.3191682696342468,0.27634546160697937
interventions,0.33308809995651245,0.3019852936267853,0.31808942556381226,0.32849445939064026,0.378017395734787,0.3576204478740692,0.21823889017105103
",",0.3087472915649414,0.2533247768878937,0.2681748569011688,0.2891404926776886,0.2855570912361145,0.15094059705734253,0.31091248989105225
including,0.18328791856765747,0.24818634986877441,0.24803520739078522,0.30386102199554443,0.21602055430412292,0.19663496315479279,0.1633303165435791
stress-management,0.28955352306365967,0.3185330629348755,0.3327065408229828,0.3014673888683319,0.3274931311607361,0.4135817289352417,0.24743932485580444
training,0.19520394504070282,0.1615331768989563,0.2846602201461792,0.2897493839263916,0.3233146369457245,0.24456971883773804,0.14311334490776062
and,0.31309178471565247,0.31685465574264526,0.3040096163749695,0.2908192574977875,0.34926167130470276,0.2456025630235672,0.20544172823429108
counseling,0.28589415550231934,0.32453978061676025,0.347979336977005,0.24610617756843567,0.4075826108455658,0.3218993544578552,0.189170241355896
",",0.3087472915649414,0.2533247768878937,0.2681748569011688,0.2891404926776886,0.2855570912361145,0.15094059705734253,0.31091248989105225
are,0.29724663496017456,0.4007396399974823,0.24794180691242218,0.28058794140815735,0.2738749086856842,0.24856437742710114,0.24591213464736938
also,0.42747777700424194,0.46752241253852844,0.2350952923297882,0.29762542247772217,0.3775554299354553,0.31161972880363464,0.21848613023757935
used,0.27546408772468567,0.38014352321624756,0.22804833948612213,0.2836833894252777,0.3330858647823334,0.3338667154312134,0.22430120408535004
to,0.455847829580307,0.5153919458389282,0.3353215456008911,0.3348471224308014,0.46191298961639404,0.35182690620422363,0.29463258385658264
relieve,0.3218000531196594,0.29958704113960266,0.23298747837543488,0.20562146604061127,0.4615348279476166,0.45872393250465393,0.1464250236749649
occupational,0.19267335534095764,0.24321074783802032,0.2580674886703491,0.23499318957328796,0.16188065707683563,0.148922398686409,0.12401652336120605
stress,0.33004483580589294,0.3573732376098633,0.1889629065990448,0.20623454451560974,0.33850735425949097,0.38192665576934814,0.2845553457736969
among,0.21154822409152985,0.22492800652980804,0.21794497966766357,0.17122110724449158,0.2440573275089264,0.1887364387512207,0.14343059062957764
teachers,0.2526462972164154,0.24122771620750427,0.27868929505348206,0.2323416918516159,0.3310721218585968,0.18393248319625854,0.19522249698638916
.,0.3567904531955719,0.27493223547935486,0.2025103121995926,0.27780038118362427,0.32205137610435486,0.2184620201587677,0.4130953550338745
