,what,type,of,markets,is,the,dwelling,type,below,?
detached,0.14088524878025055,0.16930465400218964,0.19064097106456757,0.15789201855659485,0.11884669959545135,0.22360335290431976,0.27925005555152893,0.16930465400218964,0.16506357491016388,0.1312139630317688
homes,0.1709814965724945,0.07057777047157288,0.2122298777103424,0.272569864988327,0.1548708975315094,0.22941356897354126,0.3200288414955139,0.07057777047157288,0.12325053662061691,0.12707971036434174
rise,0.23887591063976288,0.05735350772738457,0.2733727991580963,0.17739468812942505,0.1640702784061432,0.3404741883277893,0.2784977853298187,0.05735350772738457,0.21358613669872284,0.10799103230237961
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2811138927936554,0.5394441485404968,0.6662389636039734,0.22181351482868195,0.20604541897773743,0.29600706696510315,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23818166553974152,0.5823672413825989,1.0,0.28435325622558594,0.21819381415843964,0.2930138111114502,0.22068053483963013
2010,0.2741409242153168,0.10125482827425003,0.26419875025749207,0.12041953951120377,0.24019573628902435,0.31722962856292725,0.2373228520154953,0.10125482827425003,0.16561555862426758,0.21232788264751434
census,0.2061002552509308,0.06189003586769104,0.19615516066551208,0.15685445070266724,0.18403194844722748,0.2524987757205963,0.24790658056735992,0.06189003586769104,0.17270365357398987,0.12548218667507172
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.08029836416244507,0.35393038392066956,0.33289089798927307,0.17289835214614868,0.1677488386631012,0.23059530556201935,0.40561532974243164
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.23568420112133026,0.42745086550712585,0.535392165184021,0.25273066759109497,0.19930607080459595,0.24981431663036346,0.29463258385658264
7.8,-0.044524502009153366,-0.015229867771267891,0.030618401244282722,-0.01362681481987238,0.049609895795583725,0.05780068784952164,-0.06882704049348831,-0.015229867771267891,-0.05775381624698639,-0.09796684235334396
%,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.13572518527507782,0.18672586977481842,0.21490740776062012,0.24457445740699768,0.21680237352848053,0.1880347728729248,0.21441808342933655
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.07353660464286804,0.37732169032096863,0.3456730246543884,0.171968013048172,0.18612703680992126,0.2348279356956482,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2811138927936554,0.5394441485404968,0.6662389636039734,0.22181351482868195,0.20604541897773743,0.29600706696510315,0.20430970191955566
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.16017229855060577,0.480927973985672,0.6274310946464539,0.26792317628860474,0.36936521530151367,0.41616520285606384,0.3155723512172699
instance,0.3862040638923645,0.27324962615966797,0.3011147379875183,0.23945364356040955,0.33154773712158203,0.3539782464504242,0.288063645362854,0.27324962615966797,0.2513657510280609,0.30205854773521423
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.16017229855060577,0.480927973985672,0.6274310946464539,0.26792317628860474,0.36936521530151367,0.41616520285606384,0.3155723512172699
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.21543589234352112,0.5810302495956421,0.48711544275283813,0.08100230991840363,0.14348182082176208,0.11549114435911179,0.18412111699581146
coupled,0.20149748027324677,0.2148604393005371,0.1870793104171753,0.17652492225170135,0.15134887397289276,0.19603942334651947,0.20780612528324127,0.2148604393005371,0.15638045966625214,0.22709330916404724
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.16027575731277466,0.3250955045223236,0.4223487675189972,0.21437585353851318,0.1964726597070694,0.2136729657649994,0.2433311939239502
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1907232105731964,0.658733606338501,0.5829201340675354,0.24012432992458344,0.3813284635543823,0.19127120077610016,0.23916715383529663
similar,0.30608364939689636,0.30731043219566345,0.2911645472049713,0.17121310532093048,0.28929588198661804,0.2963123023509979,0.2334941029548645,0.30731043219566345,0.2147214710712433,0.23309361934661865
rise,0.23887591063976288,0.05735350772738457,0.2733727991580963,0.17739468812942505,0.1640702784061432,0.3404741883277893,0.2784977853298187,0.05735350772738457,0.21358613669872284,0.10799103230237961
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2811138927936554,0.5394441485404968,0.6662389636039734,0.22181351482868195,0.20604541897773743,0.29600706696510315,0.20430970191955566
flats,0.15326234698295593,0.1418527215719223,0.1872427761554718,0.2458370178937912,0.17926952242851257,0.2048041820526123,0.3339497745037079,0.1418527215719223,0.24769426882266998,0.0691165030002594
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
waterside,0.16172142326831818,0.15268436074256897,0.26453807950019836,0.17615363001823425,0.2729121446609497,0.3206460773944855,0.40530872344970703,0.15268436074256897,0.1966499388217926,0.10944898426532745
apartments,0.13978047668933868,0.0410691499710083,0.234693244099617,0.22655758261680603,0.0982925146818161,0.22404253482818604,0.2129647582769394,0.0410691499710083,0.11698714643716812,0.10140594840049744
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.23568420112133026,0.42745086550712585,0.535392165184021,0.25273066759109497,0.19930607080459595,0.24981431663036346,0.29463258385658264
25.6,0.043311651796102524,0.032805316150188446,0.15144546329975128,0.20545630156993866,0.11329459398984909,0.10499457269906998,-0.05996090918779373,0.032805316150188446,0.029139813035726547,0.05618119612336159
%,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.13572518527507782,0.18672586977481842,0.21490740776062012,0.24457445740699768,0.21680237352848053,0.1880347728729248,0.21441808342933655
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23818166553974152,0.5823672413825989,1.0,0.28435325622558594,0.21819381415843964,0.2930138111114502,0.22068053483963013
proportion,0.21334725618362427,0.13515342772006989,0.326309472322464,0.2080836445093155,0.267301470041275,0.2945463955402374,0.30858084559440613,0.13515342772006989,0.20526546239852905,0.16980072855949402
of,0.33290785551071167,0.18112817406654358,1.0,0.17050357162952423,0.4854315221309662,0.733189046382904,0.22750063240528107,0.18112817406654358,0.23283669352531433,0.1826142966747284
converted,0.1663769781589508,0.11109039932489395,0.27010029554367065,0.14177106320858002,0.19808925688266754,0.2538719177246094,0.14563889801502228,0.11109039932489395,0.15423476696014404,0.12743066251277924
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2510073482990265,0.41870999336242676,0.4174870550632477,0.34472227096557617,0.38183850049972534,0.33616241812705994,0.32389625906944275
shared,0.18776313960552216,0.07868564873933792,0.2307819277048111,0.16382265090942383,0.15255604684352875,0.21652492880821228,0.1515764743089676,0.07868564873933792,0.06386194378137589,0.18310070037841797
houses,0.1434021294116974,0.12099999934434891,0.2718559205532074,0.24417906999588013,0.1995694637298584,0.2692612111568451,0.29705876111984253,0.12099999934434891,0.1255481243133545,0.10120081901550293
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2811138927936554,0.5394441485404968,0.6662389636039734,0.22181351482868195,0.20604541897773743,0.29600706696510315,0.20430970191955566
2011,0.04286744073033333,0.09249930828809738,0.09709474444389343,0.16446825861930847,0.07836040109395981,0.07811610400676727,0.002649004105478525,0.09249930828809738,0.052694518119096756,0.005212190095335245
renders,0.12966082990169525,0.21894706785678864,0.16994033753871918,0.19555559754371643,0.1706986278295517,0.2716754972934723,0.19243942201137543,0.21894706785678864,0.21445687115192413,0.12628787755966187
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.16017229855060577,0.480927973985672,0.6274310946464539,0.26792317628860474,0.36936521530151367,0.41616520285606384,0.3155723512172699
dwelling,0.2450004369020462,0.19792774319648743,0.22750063240528107,0.20289795100688934,0.23325200378894806,0.28435325622558594,1.0,0.19792774319648743,0.25686147809028625,0.22199395298957825
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.11673485487699509,0.3053323030471802,0.21819381415843964,0.19792774319648743,1.0000001192092896,0.21953663229942322,0.17536182701587677
within,0.2498195916414261,0.16128505766391754,0.39594778418540955,0.20654283463954926,0.30135563015937805,0.39827480912208557,0.26854023337364197,0.16128505766391754,0.20886866748332977,0.1870293766260147
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23818166553974152,0.5823672413825989,1.0,0.28435325622558594,0.21819381415843964,0.2930138111114502,0.22068053483963013
highest,0.19637788832187653,0.09751620888710022,0.3223685622215271,0.20919887721538544,0.27460670471191406,0.36945265531539917,0.18973754346370697,0.09751620888710022,0.27219003438949585,0.11527936160564423
of,0.33290785551071167,0.18112817406654358,1.0,0.17050357162952423,0.4854315221309662,0.733189046382904,0.22750063240528107,0.18112817406654358,0.23283669352531433,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23818166553974152,0.5823672413825989,1.0,0.28435325622558594,0.21819381415843964,0.2930138111114502,0.22068053483963013
five,0.18688078224658966,0.08239041268825531,0.3980514109134674,0.15492457151412964,0.22980348765850067,0.41977158188819885,0.16809046268463135,0.08239041268825531,0.2275405377149582,0.18342848122119904
colour-coded,0.27267691493034363,0.28657665848731995,0.23503069579601288,0.2205907702445984,0.23811154067516327,0.29795557260513306,0.3562864065170288,0.28657665848731995,0.3184433877468109,0.2657078206539154
brackets,0.2432994693517685,0.18274831771850586,0.1546982228755951,0.289020836353302,0.1917291134595871,0.2854970097541809,0.18440265953540802,0.18274831771850586,0.35700687766075134,0.20899316668510437
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.18640322983264923,0.25906258821487427,0.457212895154953,0.14826063811779022,0.15147243440151215,0.24354472756385803,0.21978627145290375
5.9,-0.03574233874678612,-0.05429603159427643,0.012475238181650639,-0.047273606061935425,-0.06479553133249283,0.010727518238127232,-0.10379995405673981,-0.05429603159427643,-0.02653719112277031,-0.050876665860414505
%,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.13572518527507782,0.18672586977481842,0.21490740776062012,0.24457445740699768,0.21680237352848053,0.1880347728729248,0.21441808342933655
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.24747714400291443,0.3635730445384979,0.5107308030128479,0.16067376732826233,0.2118636518716812,0.242792010307312,0.2714994251728058
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1907232105731964,0.658733606338501,0.5829201340675354,0.24012432992458344,0.3813284635543823,0.19127120077610016,0.23916715383529663
par,0.11508969962596893,0.09413833171129227,0.12130799144506454,0.19429005682468414,0.16582579910755157,0.16616463661193848,0.05565739423036575,0.09413833171129227,0.08465735614299774,0.18598014116287231
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.16027575731277466,0.3250955045223236,0.4223487675189972,0.21437585353851318,0.1964726597070694,0.2136729657649994,0.2433311939239502
oxford,0.17534328997135162,0.09719199687242508,0.27131637930870056,0.1606488823890686,0.15880683064460754,0.24588388204574585,0.1479492336511612,0.09719199687242508,0.10916305333375931,0.14411403238773346
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
reading,0.3198648989200592,0.03977196291089058,0.18713706731796265,0.13644787669181824,0.2149139791727066,0.2655330300331116,0.15684141218662262,0.03977196291089058,0.2050303965806961,0.2818225026130676
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
greater,0.1946859508752823,0.11788910627365112,0.34470728039741516,0.22323139011859894,0.21338969469070435,0.2814446687698364,0.23037110269069672,0.11788910627365112,0.20824193954467773,0.09723397344350815
than,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.21568982303142548,0.2839990258216858,0.3227543234825134,0.2643722593784332,0.21065692603588104,0.3642770051956177,0.24917294085025787
manchester,0.13493712246418,0.1178160160779953,0.19117267429828644,0.2343141883611679,0.199817955493927,0.2647765576839447,0.18339528143405914,0.1178160160779953,0.12329846620559692,0.1106586754322052
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
liverpool,0.18151158094406128,0.04610274359583855,0.16104301810264587,0.1901780664920807,0.12442734837532043,0.214613139629364,0.18149350583553314,0.04610274359583855,0.16510897874832153,0.11240486055612564
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
below,0.23541416227817535,0.21953663229942322,0.23283669352531433,0.16965053975582123,0.24241961538791656,0.2930138111114502,0.25686147809028625,0.21953663229942322,1.0,0.17692236602306366
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1907232105731964,0.658733606338501,0.5829201340675354,0.24012432992458344,0.3813284635543823,0.19127120077610016,0.23916715383529663
handful,0.2922556698322296,0.16159918904304504,0.24861755967140198,0.1227412223815918,0.2209896743297577,0.2290862649679184,0.16696591675281525,0.16159918904304504,0.11405321955680847,0.21969880163669586
of,0.33290785551071167,0.18112817406654358,1.0,0.17050357162952423,0.4854315221309662,0.733189046382904,0.22750063240528107,0.18112817406654358,0.23283669352531433,0.1826142966747284
historic,0.18988226354122162,0.1356266438961029,0.2833002209663391,0.23780806362628937,0.19778819382190704,0.2829611599445343,0.24595651030540466,0.1356266438961029,0.11099310219287872,0.09992891550064087
densely,0.19661039113998413,0.12298443913459778,0.3541527986526489,0.22992873191833496,0.3503496050834656,0.33806583285331726,0.3482581377029419,0.12298443913459778,0.17577601969242096,0.06828517466783524
occupied,0.2295091450214386,0.005824783816933632,0.3310187757015228,0.17972885072231293,0.17384637892246246,0.3288927674293518,0.23574359714984894,0.005824783816933632,0.16908279061317444,0.11679025739431381
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
arguably,0.3008277118206024,0.17230787873268127,0.28196096420288086,0.1987791210412979,0.3046913146972656,0.3503933250904083,0.22975006699562073,0.17230787873268127,0.11741098016500473,0.213229700922966
overinflated,0.22614282369613647,0.23528514802455902,0.31124773621559143,0.3214800953865051,0.23913128674030304,0.3665742874145508,0.3096557855606079,0.23528514802455902,0.2931325137615204,0.15386471152305603
markets,0.12341798096895218,0.11673485487699509,0.17050357162952423,1.0000001192092896,0.21294242143630981,0.23818166553974152,0.20289795100688934,0.11673485487699509,0.16965053975582123,0.11209505051374435
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2811138927936554,0.5394441485404968,0.6662389636039734,0.22181351482868195,0.20604541897773743,0.29600706696510315,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23818166553974152,0.5823672413825989,1.0,0.28435325622558594,0.21819381415843964,0.2930138111114502,0.22068053483963013
local,0.18981902301311493,0.17805400490760803,0.20668989419937134,0.21626485884189606,0.13173899054527283,0.2130540907382965,0.16273236274719238,0.17805400490760803,0.15228421986103058,0.15022775530815125
authorities,0.23251837491989136,0.14122916758060455,0.2408684492111206,0.2904670536518097,0.17750932276248932,0.2784515917301178,0.23323172330856323,0.14122916758060455,0.15029709041118622,0.17285770177841187
:,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,-0.031118828803300858,-0.07222653180360794,-0.03403344005346298,-0.154653862118721,-0.051249612122774124,-0.08598228543996811,-0.07156077772378922
harrogate,0.2441006451845169,0.08479167520999908,0.17222554981708527,0.21176835894584656,0.22963382303714752,0.19138553738594055,0.24717263877391815,0.08479167520999908,0.14945027232170105,0.1562594622373581
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
cheltenham,0.13727574050426483,0.059141214936971664,0.15026050806045532,0.18378758430480957,0.14674296975135803,0.18594567477703094,0.21466784179210663,0.059141214936971664,0.18271197378635406,0.09060408920049667
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
bath,0.1070404127240181,0.11308202892541885,0.22312796115875244,0.13359634578227997,0.20806662738323212,0.1741502583026886,0.1917586326599121,0.11308202892541885,0.1967657506465912,0.12758642435073853
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
inner,0.226011261343956,0.19664394855499268,0.2847692370414734,0.1319892257452011,0.21686768531799316,0.2790820598602295,0.2632143795490265,0.19664394855499268,0.2591014802455902,0.10395674407482147
london,0.15188734233379364,0.1569826304912567,0.2159106284379959,0.22294974327087402,0.15162920951843262,0.27034124732017517,0.16217277944087982,0.1569826304912567,0.18274180591106415,0.11278104782104492
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
hastings,0.19458791613578796,0.0784885585308075,0.27719053626060486,0.19266679883003235,0.2278415411710739,0.29055723547935486,0.1912795454263687,0.0784885585308075,0.1593460589647293,0.12590168416500092
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24350304901599884,0.4691906273365021,0.4933079481124878,0.24786125123500824,0.1804078221321106,0.29792070388793945,0.31091248989105225
brighton,0.16455525159835815,0.13466010987758636,0.23402844369411469,0.21984101831912994,0.2081446796655655,0.28520357608795166,0.24588634073734283,0.13466010987758636,0.12660886347293854,0.13032378256320953
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2580149173736572,0.3859752118587494,0.5171257257461548,0.2742287516593933,0.16898801922798157,0.2736442983150482,0.20544172823429108
tunbridge,0.17571981251239777,0.129235178232193,0.27010253071784973,0.17688332498073578,0.23018093407154083,0.30094125866889954,0.25752902030944824,0.129235178232193,0.18086875975131989,0.15352597832679749
wells,0.07079237699508667,0.026186693459749222,0.16743157804012299,0.2506033182144165,0.14180442690849304,0.18364261090755463,0.24666622281074524,0.026186693459749222,0.19023029506206512,0.12499259412288666
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.1713474988937378,0.4569662809371948,0.5934505462646484,0.25463175773620605,0.23195341229438782,0.2445746809244156,0.4130953550338745
