,what,is,used,by,certain,wealthy,groups,to,obtain,policies,financially,beneficial,for,them,?
the,0.42745697498321533,0.5823672413825989,0.3718377649784088,0.4408751428127289,0.392071396112442,0.2220325618982315,0.27790749073028564,0.535392165184021,0.21407602727413177,0.22566401958465576,0.29122650623321533,0.23215433955192566,0.4739971458911896,0.4788833558559418,0.22068053483963013
use,0.3453877568244934,0.3357410430908203,0.7127541303634644,0.21048003435134888,0.43781089782714844,0.08744539320468903,0.2616036832332611,0.47261837124824524,0.39331045746803284,0.24920585751533508,0.16808588802814484,0.35981816053390503,0.47655582427978516,0.43374505639076233,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.3075267970561981,0.3646814823150635,0.40204232931137085,0.2134784311056137,0.24723079800605774,0.41548454761505127,0.22279390692710876,0.210641011595726,0.235359787940979,0.25373950600624084,0.4185989499092102,0.34503093361854553,0.1826142966747284
political,0.21846716105937958,0.15203817188739777,0.18879330158233643,0.22635963559150696,0.1760351061820984,0.29165247082710266,0.2147335261106491,0.2065112292766571,0.18493923544883728,0.3868739604949951,0.2547147274017334,0.17769213020801544,0.24620850384235382,0.16637086868286133,0.17130474746227264
power,0.22216427326202393,0.15234114229679108,0.21249571442604065,0.21582826972007751,0.18419143557548523,0.22301000356674194,0.19567672908306122,0.27001675963401794,0.24063193798065186,0.2678138017654419,0.23785541951656342,0.18920637667179108,0.15072456002235413,0.2235332876443863,0.15304024517536163
generated,0.2341722995042801,0.25260961055755615,0.42084771394729614,0.310081422328949,0.2945396602153778,0.08591318130493164,0.18588285148143768,0.2428233027458191,0.25922951102256775,0.1761341691017151,0.14252804219722748,0.2705460786819458,0.25731027126312256,0.22348324954509735,0.28358349204063416
by,0.2455483376979828,0.3899846076965332,0.27705541253089905,1.0000001192092896,0.28917592763900757,0.19136741757392883,0.22748439013957977,0.33534231781959534,0.18065550923347473,0.12518560886383057,0.29466623067855835,0.19715537130832672,0.3248702883720398,0.35830166935920715,0.17966607213020325
wealth,0.2415573000907898,0.19482117891311646,0.15019570291042328,0.1584445983171463,0.24219413101673126,0.7251801490783691,0.11538130789995193,0.30562296509742737,0.2728419303894043,0.38017311692237854,0.3859935402870178,0.2693658769130707,0.21390709280967712,0.2581407427787781,0.1624586433172226
by,0.2455483376979828,0.3899846076965332,0.27705541253089905,1.0000001192092896,0.28917592763900757,0.19136741757392883,0.22748439013957977,0.33534231781959534,0.18065550923347473,0.12518560886383057,0.29466623067855835,0.19715537130832672,0.3248702883720398,0.35830166935920715,0.17966607213020325
certain,0.4561643898487091,0.28826433420181274,0.43159982562065125,0.28917592763900757,1.0,0.1618064045906067,0.30432695150375366,0.4444960355758667,0.4115695357322693,0.31628093123435974,0.2940841615200043,0.4042142331600189,0.3654305636882782,0.46208322048187256,0.2516106069087982
groups,0.23137421905994415,0.19906288385391235,0.2554233968257904,0.22748439013957977,0.30432695150375366,0.12834203243255615,1.0,0.24181967973709106,0.13910439610481262,0.2013009786605835,0.17712391912937164,0.20125845074653625,0.21627482771873474,0.3675707280635834,0.14349548518657684
to,0.455847829580307,0.42745086550712585,0.40058770775794983,0.33534231781959534,0.4444960355758667,0.2669115960597992,0.24181967973709106,1.0,0.34578439593315125,0.31011244654655457,0.32958492636680603,0.35746264457702637,0.4451248347759247,0.5916602611541748,0.29463258385658264
shape,0.26758873462677,0.2674638032913208,0.2686067819595337,0.13405035436153412,0.2717115581035614,0.09821914881467819,0.20231054723262787,0.2912862002849579,0.21400552988052368,0.15852738916873932,0.19773565232753754,0.2271268218755722,0.17322315275669098,0.2749699354171753,0.11426173895597458
government,0.28074538707733154,0.20343491435050964,0.18485276401042938,0.24235671758651733,0.2880367934703827,0.2755781412124634,0.20860309898853302,0.28343796730041504,0.15255875885486603,0.402792751789093,0.3320501446723938,0.2388571947813034,0.23902073502540588,0.28266388177871704,0.18851417303085327
policies,0.37312451004981995,0.1406831294298172,0.16378752887248993,0.12518560886383057,0.31628093123435974,0.2832442820072174,0.2013009786605835,0.31011244654655457,0.1764311045408249,0.9999998807907104,0.32509300112724304,0.40574854612350464,0.2570570409297943,0.3296949565410614,0.2969106435775757
financially,0.21563132107257843,0.22115498781204224,0.2021426111459732,0.29466623067855835,0.2940841615200043,0.36196377873420715,0.17712391912937164,0.32958492636680603,0.25209319591522217,0.32509300112724304,1.0000001192092896,0.29872462153434753,0.32859906554222107,0.2786862254142761,0.061733633279800415
beneficial,0.3265649378299713,0.2293063849210739,0.2706819772720337,0.19715537130832672,0.4042142331600189,0.19632799923419952,0.20125845074653625,0.35746264457702637,0.271112859249115,0.40574854612350464,0.29872462153434753,0.9999999403953552,0.3201185166835785,0.40524163842201233,0.3134678304195404
to,0.455847829580307,0.42745086550712585,0.40058770775794983,0.33534231781959534,0.4444960355758667,0.2669115960597992,0.24181967973709106,1.0,0.34578439593315125,0.31011244654655457,0.32958492636680603,0.35746264457702637,0.4451248347759247,0.5916602611541748,0.29463258385658264
them,0.4994642734527588,0.2390832006931305,0.35850977897644043,0.35830166935920715,0.46208322048187256,0.2358667105436325,0.3675707280635834,0.5916602611541748,0.2924569547176361,0.3296949565410614,0.2786862254142761,0.40524163842201233,0.41447147727012634,1.0,0.35435691475868225
.,0.3567904531955719,0.4569662809371948,0.33111312985420227,0.3936232924461365,0.2603873014450073,0.19928500056266785,0.2408272922039032,0.4645031690597534,0.1978217512369156,0.226143017411232,0.25006550550460815,0.2700452506542206,0.4726039469242096,0.39945515990257263,0.4130953550338745
