,when,did,the,term,imperialism,first,come,to,be,used,by,its,current,definition,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.27866655588150024,0.2081184834241867,0.4127444326877594,0.26272067427635193,0.45010748505592346,0.3481820821762085,0.3090210556983948,0.370934396982193,0.3793783485889435,0.1955713927745819,0.20306213200092316,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2740369141101837,0.2716025412082672,0.49448907375335693,0.36020293831825256,0.535392165184021,0.4248143136501312,0.3718377649784088,0.4408751428127289,0.559237003326416,0.3314409554004669,0.23176956176757812,0.22068053483963013
late,0.29498016834259033,0.27609187364578247,0.31481194496154785,0.24602682888507843,0.24195796251296997,0.37285134196281433,0.24728232622146606,0.25809016823768616,0.18044832348823547,0.16762472689151764,0.2580295205116272,0.21946582198143005,0.1506645232439041,0.1370602250099182,0.11339222639799118
1870s,0.037702035158872604,0.16275833547115326,0.030265789479017258,0.085035540163517,0.10733470320701599,0.09741424024105072,0.07319951057434082,0.07432317733764648,0.06838475912809372,0.1945818066596985,0.09233589470386505,-0.014697439968585968,0.015919873490929604,0.08873806148767471,0.10143878310918808
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.1564474254846573,0.21250218152999878,0.3877052962779999,0.11457374691963196,0.33534231781959534,0.43158695101737976,0.27705541253089905,1.0000001192092896,0.24398943781852722,0.20655159652233124,0.11182640492916107,0.17966607213020325
opponents,0.21187026798725128,0.26735401153564453,0.2483137845993042,0.19032853841781616,0.294725239276886,0.189936101436615,0.20030266046524048,0.25407272577285767,0.22617454826831818,0.2502104640007019,0.2102731168270111,0.16294682025909424,0.1473155915737152,0.052682697772979736,0.12975426018238068
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26047757267951965,0.29240643978118896,0.3536086082458496,0.3194141983985901,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.3646814823150635,0.48690423369407654,0.31470298767089844,0.24912455677986145,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2740369141101837,0.2716025412082672,0.49448907375335693,0.36020293831825256,0.535392165184021,0.4248143136501312,0.3718377649784088,0.4408751428127289,0.559237003326416,0.3314409554004669,0.23176956176757812,0.22068053483963013
allegedly,0.32330048084259033,0.23400627076625824,0.23063746094703674,0.14782366156578064,0.14266960322856903,0.20894503593444824,0.14922912418842316,0.19996404647827148,0.23435303568840027,0.1858225166797638,0.3064643442630768,0.22385317087173462,0.04867677390575409,0.08672581613063812,0.07345700263977051
aggressive,0.270370751619339,0.20164024829864502,0.19166512787342072,0.20564886927604675,0.21689535677433014,0.19853681325912476,0.18294188380241394,0.25493720173835754,0.26112931966781616,0.20134441554546356,0.16155332326889038,0.1863415539264679,0.14705416560173035,0.17590343952178955,0.16846291720867157
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.22272127866744995,0.19073538482189178,0.3167642652988434,0.3412281572818756,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.4289871156215668,0.3841775357723236,0.23919939994812012,0.1981266289949417,0.20544172823429108
ostentatious,0.27600663900375366,0.18648847937583923,0.27719759941101074,0.26862356066703796,0.2762926518917084,0.21888701617717743,0.18181288242340088,0.3058859407901764,0.34780973196029663,0.31064844131469727,0.2927797734737396,0.25589752197265625,0.2401212900876999,0.33184635639190674,0.21051359176635742
imperial,0.19296634197235107,0.16254396736621857,0.3074202835559845,0.09885736554861069,0.6758624315261841,0.1698215752840042,0.09449450671672821,0.20807525515556335,0.18557091057300568,0.18153227865695953,0.21118007600307465,0.14497362077236176,0.17546255886554718,0.17509546875953674,0.10900196433067322
policies,0.24372214078903198,0.28301122784614563,0.22566401958465576,0.2837781310081482,0.41587334871292114,0.1332220584154129,0.23551978170871735,0.31011244654655457,0.2595726251602173,0.16378752887248993,0.12518560886383057,0.16681824624538422,0.276300311088562,0.28764575719833374,0.2969106435775757
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26047757267951965,0.29240643978118896,0.3536086082458496,0.3194141983985901,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.3646814823150635,0.48690423369407654,0.31470298767089844,0.24912455677986145,0.1826142966747284
british,0.1642608791589737,0.2039594054222107,0.28973397612571716,0.15532805025577545,0.25555220246315,0.23959001898765564,0.1212172880768776,0.22690963745117188,0.1748596578836441,0.21756380796432495,0.26707085967063904,0.17957141995429993,0.13659313321113586,0.16766630113124847,0.09711728990077972
prime,0.1445009857416153,0.15196266770362854,0.19960100948810577,0.179794579744339,0.17619311809539795,0.21695679426193237,0.14888621866703033,0.2015804797410965,0.14576895534992218,0.1468653529882431,0.1702890843153,0.1312374770641327,0.19939251244068146,0.16673098504543304,0.11276303976774216
minister,0.14265094697475433,0.16385287046432495,0.19297581911087036,0.18997114896774292,0.1842808872461319,0.20848903059959412,0.13120298087596893,0.17637476325035095,0.14974933862686157,0.13881397247314453,0.15696930885314941,0.12561781704425812,0.18920888006687164,0.10782556980848312,0.10825661569833755
benjamin,0.20060622692108154,0.1405869424343109,0.2507040798664093,0.1483820676803589,0.17862050235271454,0.22370125353336334,0.07984892278909683,0.17437827587127686,0.11216076463460922,0.1687561720609665,0.2217930257320404,0.1458900421857834,0.06995445489883423,0.06563890725374222,0.20336422324180603
disraeli,0.17723704874515533,0.18056680262088776,0.1948554962873459,0.19639791548252106,0.21562343835830688,0.1372317522764206,0.13084518909454346,0.1768219918012619,0.14240141212940216,0.16010837256908417,0.2276528775691986,0.12625187635421753,0.11825426667928696,0.160592719912529,0.1340569257736206
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.18456575274467468,0.22279119491577148,0.4345304071903229,0.2866859436035156,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.3936232924461365,0.3566088080406189,0.29179835319519043,0.2228187918663025,0.4130953550338745
