,who,commissioned,the,gateshead,milennium,bridge,?
contemporary,0.21760618686676025,0.2521950304508209,0.25350451469421387,0.18581494688987732,0.24204710125923157,0.15938186645507812,0.09539991617202759
art,0.14986436069011688,0.20638611912727356,0.20297785103321075,0.18996582925319672,0.18962104618549347,0.16324585676193237,0.138971745967865
",",0.3365725874900818,0.22128435969352722,0.4933079481124878,0.33737507462501526,0.2537722587585449,0.2011108100414276,0.31091248989105225
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
venue,0.16672831773757935,0.2554175555706024,0.22078999876976013,0.23987756669521332,0.1918320506811142,0.23156799376010895,0.12291393429040909
for,0.37110671401023865,0.23078955709934235,0.4739971458911896,0.22530944645404816,0.18847355246543884,0.14798229932785034,0.264628142118454
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
turner,0.24899595975875854,0.19271771609783173,0.2248314470052719,0.26957064867019653,0.1766997128725052,0.20552441477775574,0.15201951563358307
prize,0.20312342047691345,0.22779276967048645,0.18969248235225677,0.15800705552101135,0.248774915933609,0.16013237833976746,0.14158497750759125
2011,0.023839345201849937,-0.07818301767110825,0.07811610400676727,0.02514720894396305,0.04087831825017929,0.01611708104610443,0.005212190095335245
and,0.41279885172843933,0.24769723415374756,0.5171257257461548,0.3041302263736725,0.17716045677661896,0.22415432333946228,0.20544172823429108
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
norman,0.18241798877716064,0.19912603497505188,0.23459704220294952,0.27528002858161926,0.24431733787059784,0.18823504447937012,0.12243545055389404
foster-designed,0.29352128505706787,0.3521338105201721,0.3558715283870697,0.32914504408836365,0.25997674465179443,0.2725164294242859,0.19050510227680206
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
sage,0.24579745531082153,0.1238064244389534,0.19391703605651855,0.3010171353816986,0.20026129484176636,0.07936076819896698,0.0675908774137497
gateshead,0.18852967023849487,0.18706418573856354,0.29985129833221436,1.0,0.3172965347766876,0.3866555690765381,0.14773961901664734
music,0.20470726490020752,0.1521523892879486,0.2714049816131592,0.22387047111988068,0.26394519209861755,0.15213434398174286,0.18264494836330414
centre,0.15608038008213043,0.13014155626296997,0.32783594727516174,0.25199270248413086,0.2758779525756836,0.17435449361801147,0.019365152344107628
.,0.3541337847709656,0.243389293551445,0.5934505462646484,0.3257577121257782,0.19366367161273956,0.23252202570438385,0.4130953550338745
