,when,did,the,bbc,rebroadcast,the,first,episode,of,doctor,who,?
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.19421324133872986,0.25236859917640686,0.535392165184021,0.3792489171028137,0.25052839517593384,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.29463258385658264
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.199848011136055,0.23013240098953247,0.5829201340675354,0.4287874400615692,0.211050882935524,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.3845241069793701,0.17134205996990204,0.2210346907377243,0.3845241069793701,0.3283863663673401,0.1309434175491333,0.343457967042923,0.12563565373420715,0.2378052920103073,0.14782847464084625
series,0.2194245308637619,0.15581852197647095,0.31376904249191284,0.31758952140808105,0.44788578152656555,0.31376904249191284,0.3264976441860199,0.4687832295894623,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.1709602326154709
due,0.27254438400268555,0.15152592957019806,0.22577603161334991,0.13488031923770905,0.18290477991104126,0.22577603161334991,0.16485638916492462,0.20237720012664795,0.2533245384693146,0.07074899971485138,0.1198829784989357,0.10954997688531876
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.19421324133872986,0.25236859917640686,0.535392165184021,0.3792489171028137,0.25052839517593384,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.3131920397281647,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
coverage,0.1540977507829666,0.28288882970809937,0.2704935073852539,0.2959735095500946,0.4028567671775818,0.2704935073852539,0.23245075345039368,0.18486027419567108,0.2336641550064087,0.1222703605890274,0.21888519823551178,0.2543165385723114
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1797877550125122,0.23344707489013672,0.733189046382904,0.3536086082458496,0.17369085550308228,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.3131920397281647,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
assassination,0.18559332191944122,0.19157227873802185,0.2033206969499588,0.19281789660453796,0.2544185221195221,0.2033206969499588,0.24696820974349976,0.20265035331249237,0.23465228080749512,0.10495249927043915,0.2732718586921692,0.21308238804340363
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.2571921646595001,0.4933079481124878,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18809008598327637,0.20282620191574097,0.48381632566452026,0.33842000365257263,0.27605700492858887,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.42630070447921753,0.1753981113433838,0.20033614337444305,0.42630070447921753,0.320014625787735,0.1785467565059662,0.3343164324760437,0.1410580575466156,0.3480316996574402,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18809008598327637,0.20282620191574097,0.48381632566452026,0.33842000365257263,0.27605700492858887,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.199848011136055,0.23013240098953247,0.5829201340675354,0.4287874400615692,0.211050882935524,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
series,0.2194245308637619,0.15581852197647095,0.31376904249191284,0.31758952140808105,0.44788578152656555,0.31376904249191284,0.3264976441860199,0.4687832295894623,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.1709602326154709
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1797877550125122,0.23344707489013672,0.733189046382904,0.3536086082458496,0.17369085550308228,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
power,0.28225177526474,0.2120266556739807,0.2647338807582855,0.09790404886007309,0.21287505328655243,0.2647338807582855,0.18843717873096466,0.08855497092008591,0.25273123383522034,0.038905974477529526,0.25855374336242676,0.15304024517536163
blackouts,0.24625033140182495,0.24620242416858673,0.2787471115589142,0.21901828050613403,0.3150613307952881,0.2787471115589142,0.16400334239006042,0.24309302866458893,0.14740562438964844,0.12972450256347656,0.22680611908435822,0.37907323241233826
across,0.32499930262565613,0.165368914604187,0.3816230297088623,0.12643058598041534,0.2148147076368332,0.3816230297088623,0.19914396107196808,0.10838718712329865,0.2936134934425354,0.10466058552265167,0.23016521334648132,0.17034576833248138
the,0.5091903209686279,0.34736719727516174,1.0,0.2735401690006256,0.3131920397281647,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
country,0.21558639407157898,0.24348343908786774,0.30432501435279846,0.20267371833324432,0.2743180990219116,0.30432501435279846,0.25299665331840515,0.12084735929965973,0.28866857290267944,0.16982609033584595,0.22791717946529388,0.12647280097007751
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.2571921646595001,0.4933079481124878,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.17831335961818695,0.25372594594955444,0.5171257257461548,0.3167642652988434,0.2091434895992279,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
they,0.5090266466140747,0.4879390597343445,0.49925389885902405,0.18726664781570435,0.2130565345287323,0.49925389885902405,0.3431090712547302,0.16563798487186432,0.3426007330417633,0.23025377094745636,0.47879111766815186,0.2753053903579712
broadcast,0.2190258502960205,0.17054221034049988,0.2713715434074402,0.5486354827880859,0.9332443475723267,0.2713715434074402,0.2604263722896576,0.3553028106689453,0.20155203342437744,0.18613839149475098,0.18632595241069794,0.15760008990764618
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.18502579629421234,0.26580438017845154,0.6251175999641418,0.3491429388523102,0.1822436898946762,0.38761502504348755,0.24568085372447968,0.2868398427963257,0.25732165575027466
again,0.5500401854515076,0.35250324010849,0.4104243218898773,0.22609978914260864,0.22883908450603485,0.4104243218898773,0.39692386984825134,0.22433540225028992,0.24152639508247375,0.21954944729804993,0.29984283447265625,0.2679590880870819
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2646632492542267,0.2766147553920746,0.5107308030128479,0.3120559751987457,0.28993746638298035,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.2714994251728058
30,0.07008512318134308,-0.015366257168352604,0.0730796679854393,-0.07784513384103775,-0.03710488602519035,0.0730796679854393,0.0016350549412891269,-0.04414944723248482,0.003304550424218178,-0.0031356567051261663,0.0856964960694313,-0.08261742442846298
november,0.2606481611728668,0.27178457379341125,0.25734350085258484,0.21225117146968842,0.2823063135147095,0.25734350085258484,0.324241042137146,0.20623475313186646,0.19941139221191406,0.20084704458713531,0.2615586519241333,0.3159552216529846
1963,-0.029794543981552124,0.022874606773257256,0.03728247061371803,-0.06975524872541428,0.006519773509353399,0.03728247061371803,-0.007132149767130613,-0.029357485473155975,0.040411919355392456,0.008513279259204865,-0.045281361788511276,0.03411978855729103
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.2571921646595001,0.4933079481124878,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
just,0.46590861678123474,0.38283270597457886,0.40061673521995544,0.19729937613010406,0.18829397857189178,0.40061673521995544,0.24058574438095093,0.20800665020942688,0.35124439001083374,0.20174098014831543,0.357815682888031,0.4144178032875061
before,0.5650408267974854,0.33642593026161194,0.45900648832321167,0.193171888589859,0.2479686737060547,0.45900648832321167,0.46023231744766235,0.2131020575761795,0.3282964527606964,0.20290981233119965,0.31244513392448425,0.2507109045982361
episode,0.2618144154548645,0.14017418026924133,0.25342556834220886,0.3176216185092926,0.380490243434906,0.25342556834220886,0.24243572354316711,1.0,0.17369085550308228,0.2940889000892639,0.2015407234430313,0.23978739976882935
two,0.3743424117565155,0.2755576968193054,0.43858039379119873,0.21134033799171448,0.1943707913160324,0.43858039379119873,0.3794230818748474,0.19262391328811646,0.37726253271102905,0.12698069214820862,0.2791741192340851,0.19645625352859497
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20265105366706848,0.2730359435081482,0.5934505462646484,0.4345304071903229,0.23102888464927673,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
