,what,year,was,temüjin,",",who,became,genghis,khan,",",likely,born,?
modern-day,0.3245202898979187,0.25829359889030457,0.3210471272468567,0.29388508200645447,0.31467822194099426,0.2174457609653473,0.26724377274513245,0.25156068801879883,0.19490189850330353,0.31467822194099426,0.1880684792995453,0.23151282966136932,0.2257315069437027
northern,0.19332477450370789,0.22468909621238708,0.22730717062950134,0.2812771201133728,0.29473260045051575,0.21377815306186676,0.18331386148929596,0.2395780384540558,0.1290637105703354,0.29473260045051575,0.15119343996047974,0.190534770488739,0.13149388134479523
mongolia,0.18044717609882355,0.13239812850952148,0.12289638072252274,0.461716890335083,0.23564393818378448,0.16683310270309448,0.10771304368972778,0.4294305145740509,0.37883228063583374,0.23564393818378448,0.12404590845108032,0.11400329321622849,0.12165829539299011
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3484273850917816,1.0000001192092896,0.3365725874900818,0.2798398435115814,0.2891939878463745,0.19700400531291962,1.0000001192092896,0.22176046669483185,0.37898433208465576,0.31091248989105225
not,0.5449194312095642,0.23447993397712708,0.2888734042644501,0.3234820067882538,0.3769696354866028,0.369414746761322,0.22392530739307404,0.14725978672504425,0.12768790125846863,0.3769696354866028,0.4694836735725403,0.11885243654251099,0.41942933201789856
far,0.34794166684150696,0.13917221128940582,0.24026422202587128,0.2774156928062439,0.346853643655777,0.24308858811855316,0.2071279138326645,0.20873212814331055,0.17200538516044617,0.346853643655777,0.3068681061267853,0.15123894810676575,0.2170870453119278
from,0.2737620174884796,0.2101740688085556,0.31171464920043945,0.29172295331954956,0.39760664105415344,0.27839982509613037,0.22486808896064758,0.19071364402770996,0.10581372678279877,0.39760664105415344,0.25849097967147827,0.18966072797775269,0.19969791173934937
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.43713900446891785,0.4933079481124878,0.3733934462070465,0.36325156688690186,0.3448939025402069,0.21067845821380615,0.4933079481124878,0.28129076957702637,0.19202874600887299,0.22068053483963013
current,0.18294453620910645,0.1603107899427414,0.20140352845191956,0.2213509976863861,0.29341426491737366,0.18425484001636505,0.15124216675758362,0.17831522226333618,0.17860856652259827,0.29341426491737366,0.1567617952823639,0.14499947428703308,0.12074550241231918
capital,0.17967931926250458,0.16104143857955933,0.21907466650009155,0.2692255973815918,0.28033894300460815,0.15628641843795776,0.22269992530345917,0.28575485944747925,0.19148284196853638,0.28033894300460815,0.08013632893562317,0.21838563680648804,0.0907452180981636
ulaanbaatar,0.16900591552257538,0.2049129456281662,0.26915422081947327,0.47047853469848633,0.2917681634426117,0.15605881810188293,0.21407550573349,0.4078821539878845,0.40841197967529297,0.2917681634426117,0.061105187982320786,0.1311415135860443,0.12214430421590805
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.31788840889930725,0.6812511086463928,0.3541337847709656,0.2806840240955353,0.25373268127441406,0.19819748401641846,0.6812511086463928,0.26822179555892944,0.2350279539823532,0.4130953550338745
