,how,many,vice,presidents,are,in,the,board,of,trustees,?
",",0.22659391164779663,0.40610817074775696,0.2756725251674652,0.27774885296821594,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.25734269618988037,0.4946078956127167,0.24503383040428162,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2412198781967163,0.29295453429222107,0.40399202704429626,0.6662389636039734,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
directors,0.15767917037010193,0.30222564935684204,0.2997472286224365,0.369839608669281,0.18744952976703644,0.19217245280742645,0.28179070353507996,0.3815777599811554,0.23341327905654907,0.3568470776081085,0.10687020421028137
of,0.2480744868516922,0.37253960967063904,0.21141734719276428,0.2828550338745117,0.39081433415412903,0.5696388483047485,0.733189046382904,0.23488809168338776,1.0,0.3031838834285736,0.1826142966747284
argonne,0.11946168541908264,0.1160735934972763,0.041281867772340775,0.07569403201341629,0.1719602644443512,0.19621549546718597,0.26346632838249207,0.09958896785974503,0.2671380639076233,0.15530599653720856,0.135736882686615
national,0.13248363137245178,0.21160955727100372,0.18022334575653076,0.3486698567867279,0.17082279920578003,0.28915393352508545,0.32739606499671936,0.2600649297237396,0.3314673602581024,0.28373876214027405,0.15643028914928436
laboratory,0.1753118336200714,0.13267220556735992,0.10284116119146347,0.08639023452997208,0.18305745720863342,0.2533527612686157,0.19762322306632996,0.19577160477638245,0.23493865132331848,0.20593814551830292,0.07445509731769562
and,0.33647966384887695,0.5296266674995422,0.24808862805366516,0.2590823471546173,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.24616685509681702,0.5116966962814331,0.258476585149765,0.20544172823429108
fermilab,0.17429345846176147,0.2341383397579193,0.129402294754982,0.14852488040924072,0.22044962644577026,0.24372480809688568,0.2714831829071045,0.19880537688732147,0.25748470425605774,0.3482230007648468,0.14421918988227844
",",0.22659391164779663,0.40610817074775696,0.2756725251674652,0.27774885296821594,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.25734269618988037,0.4946078956127167,0.24503383040428162,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2412198781967163,0.29295453429222107,0.40399202704429626,0.6662389636039734,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
secretary,0.1105002760887146,0.1360880583524704,0.48603615164756775,0.3943674564361572,0.06351467221975327,0.22551915049552917,0.23160062730312347,0.2502123713493347,0.21537087857723236,0.3639049828052521,0.10113837569952011
of,0.2480744868516922,0.37253960967063904,0.21141734719276428,0.2828550338745117,0.39081433415412903,0.5696388483047485,0.733189046382904,0.23488809168338776,1.0,0.3031838834285736,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2412198781967163,0.29295453429222107,0.40399202704429626,0.6662389636039734,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.21828298270702362,0.2307261973619461,0.16609783470630646,0.3201795518398285,0.263973206281662,0.21278244256973267,0.30646374821662903,0.3692660927772522,0.11887256056070328
",",0.22659391164779663,0.40610817074775696,0.2756725251674652,0.27774885296821594,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.25734269618988037,0.4946078956127167,0.24503383040428162,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.24808862805366516,0.2590823471546173,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.24616685509681702,0.5116966962814331,0.258476585149765,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2412198781967163,0.29295453429222107,0.40399202704429626,0.6662389636039734,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
student,0.22541755437850952,0.18084076046943665,0.28817689418792725,0.2203095704317093,0.1161111518740654,0.254856139421463,0.21259291470050812,0.19979676604270935,0.20310284197330475,0.3277781009674072,0.13282090425491333
ombudsperson,0.29176920652389526,0.2797147035598755,0.29692506790161133,0.299763560295105,0.29404982924461365,0.2725067436695099,0.3431818187236786,0.2786008417606354,0.30773141980171204,0.33935150504112244,0.2820122539997101
.,0.3287222981452942,0.3974229395389557,0.2451372742652893,0.2867530882358551,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.2503213584423065,0.5352458953857422,0.27198153734207153,0.4130953550338745
