,how,many,outputs,are,expected,for,each,input,in,a,function,problem,?
input,0.3018225431442261,0.1384889930486679,0.6518434286117554,0.21708397567272186,0.2559634745121002,0.2638095021247864,0.27885621786117554,0.9999999403953552,0.10243455320596695,0.20009170472621918,0.4125753343105316,0.2680823802947998,0.24861721694469452
",",0.22659391164779663,0.40610817074775696,0.21375620365142822,0.4062570035457611,0.23470614850521088,0.4464869201183319,0.207483172416687,0.24717740714550018,0.5201468467712402,0.427140474319458,0.18487244844436646,0.23938199877738953,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.26693350076675415,0.47990062832832336,0.4109830856323242,0.45162561535835266,0.3620259463787079,0.2772269546985626,0.48674455285072327,0.44750767946243286,0.24084661900997162,0.4038695693016052,0.27921953797340393
the,0.33890387415885925,0.4335206151008606,0.24067167937755585,0.40399202704429626,0.3108554780483246,0.4739971458911896,0.470844566822052,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.2037137746810913,0.24928659200668335,0.22068053483963013
output,0.28654277324676514,0.1822388470172882,0.8907508850097656,0.24573048949241638,0.3481872081756592,0.23403237760066986,0.2787311375141144,0.6574379205703735,0.15088461339473724,0.17850732803344727,0.3839699625968933,0.24181972444057465,0.16760045289993286
is,0.22544461488723755,0.2649032473564148,0.3005733788013458,0.5330929756164551,0.20087631046772003,0.43268078565597534,0.2954041659832001,0.2170686423778534,0.5394441485404968,0.658733606338501,0.17586156725883484,0.23238427937030792,0.22961433231830597
more,0.4319567084312439,0.48608261346817017,0.24268899857997894,0.4066504240036011,0.39012789726257324,0.3891189992427826,0.37741073966026306,0.309222012758255,0.32563260197639465,0.3452818691730499,0.20834574103355408,0.3073251247406006,0.27894994616508484
complex,0.30056968331336975,0.33979249000549316,0.2736680805683136,0.33041873574256897,0.1614118367433548,0.24154409766197205,0.19618725776672363,0.22564440965652466,0.26918336749076843,0.26552852988243103,0.30114975571632385,0.33565452694892883,0.17752902209758759
than,0.29763275384902954,0.39069414138793945,0.23478160798549652,0.39206281304359436,0.4091733992099762,0.30793827772140503,0.38285353779792786,0.22856223583221436,0.3270052373409271,0.3126874566078186,0.22723710536956787,0.28667381405830383,0.24917294085025787
that,0.557814359664917,0.5391656160354614,0.26568838953971863,0.45265161991119385,0.41815024614334106,0.4137635827064514,0.46111494302749634,0.24763350188732147,0.435920387506485,0.47537946701049805,0.2751213610172272,0.4416671693325043,0.32716336846351624
of,0.2480744868516922,0.37253960967063904,0.1748155951499939,0.39081433415412903,0.26944905519485474,0.4185989499092102,0.38460010290145874,0.13291659951210022,0.5696388483047485,0.5052502155303955,0.16667552292346954,0.20464475452899933,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.207633376121521,0.265255331993103,0.309760719537735,0.44038116931915283,0.434999018907547,0.20009170472621918,0.539380669593811,1.0,0.20934805274009705,0.2605542540550232,0.23916715383529663
decision,0.30215373635292053,0.1825752705335617,0.22360938787460327,0.1736466884613037,0.30368342995643616,0.2598762512207031,0.20093946158885956,0.2815944254398346,0.2212151288986206,0.24091263115406036,0.13022024929523468,0.31341657042503357,0.2796577215194702
problem,0.4059199392795563,0.2891656458377838,0.26876145601272583,0.2619974911212921,0.26637083292007446,0.2661307752132416,0.19521000981330872,0.2680823802947998,0.16969570517539978,0.2605542540550232,0.33479827642440796,1.0,0.3762950301170349
",",0.22659391164779663,0.40610817074775696,0.21375620365142822,0.4062570035457611,0.23470614850521088,0.4464869201183319,0.207483172416687,0.24717740714550018,0.5201468467712402,0.427140474319458,0.18487244844436646,0.23938199877738953,0.31091248989105225
that,0.557814359664917,0.5391656160354614,0.26568838953971863,0.45265161991119385,0.41815024614334106,0.4137635827064514,0.46111494302749634,0.24763350188732147,0.435920387506485,0.47537946701049805,0.2751213610172272,0.4416671693325043,0.32716336846351624
is,0.22544461488723755,0.2649032473564148,0.3005733788013458,0.5330929756164551,0.20087631046772003,0.43268078565597534,0.2954041659832001,0.2170686423778534,0.5394441485404968,0.658733606338501,0.17586156725883484,0.23238427937030792,0.22961433231830597
",",0.22659391164779663,0.40610817074775696,0.21375620365142822,0.4062570035457611,0.23470614850521088,0.4464869201183319,0.207483172416687,0.24717740714550018,0.5201468467712402,0.427140474319458,0.18487244844436646,0.23938199877738953,0.31091248989105225
it,0.36714982986450195,0.39615920186042786,0.230438232421875,0.3617996573448181,0.23061738908290863,0.32171204686164856,0.31343626976013184,0.18733926117420197,0.5130809545516968,0.5452592968940735,0.2046748548746109,0.296018123626709,0.25732165575027466
is,0.22544461488723755,0.2649032473564148,0.3005733788013458,0.5330929756164551,0.20087631046772003,0.43268078565597534,0.2954041659832001,0.2170686423778534,0.5394441485404968,0.658733606338501,0.17586156725883484,0.23238427937030792,0.22961433231830597
n't,-0.09568241238594055,-0.09550667554140091,-0.07841557264328003,-0.1517762839794159,-0.035976193845272064,-0.05512906610965729,-0.1520339548587799,-0.006595860235393047,-0.0012929976219311357,0.013574101030826569,0.01505054160952568,-0.08322153985500336,0.07068326324224472
just,0.41178324818611145,0.3534678518772125,0.22053617238998413,0.3630673587322235,0.33253780007362366,0.3841261863708496,0.3231208920478821,0.2736024260520935,0.3910168707370758,0.47693389654159546,0.21002955734729767,0.35045257210731506,0.4144178032875061
yes,0.2154206782579422,0.1633225679397583,0.2321062982082367,0.19056683778762817,0.22803598642349243,0.20450380444526672,0.1344294548034668,0.2528139054775238,0.12174388766288757,0.21635428071022034,0.2071215659379959,0.31176358461380005,0.3918913006782532
or,0.3378981947898865,0.36905089020729065,0.35347843170166016,0.5374364256858826,0.281390905380249,0.4111599624156952,0.4373190701007843,0.2964729070663452,0.3586423695087433,0.48853766918182373,0.3191862404346466,0.29821720719337463,0.32389625906944275
no,0.2603875398635864,0.27654168009757996,0.2339983880519867,0.2432553917169571,0.2676111161708832,0.306581974029541,0.26291269063949585,0.22352617979049683,0.24372287094593048,0.26280897855758667,0.2121964544057846,0.34181922674179077,0.32165053486824036
.,0.3287222981452942,0.3974229395389557,0.2260233461856842,0.3452940285205841,0.27163344621658325,0.4726039469242096,0.31204065680503845,0.24013976752758026,0.5591574311256409,0.50484299659729,0.253307044506073,0.22562150657176971,0.4130953550338745
