,where,did,the,earliest,item,in,the,v,&,a,glass,collection,come,from,?
ancient,0.29684463143348694,0.14945527911186218,0.28808021545410156,0.4843014180660248,0.11351596564054489,0.27350422739982605,0.28808021545410156,0.1507517248392105,0.10821932554244995,0.2069382220506668,0.1406283676624298,0.21834081411361694,0.24366070330142975,0.22951196134090424,0.12938068807125092
roman,0.18148501217365265,0.1483525037765503,0.2862859070301056,0.2494395673274994,0.13850055634975433,0.24986636638641357,0.2862859070301056,0.1573350727558136,0.12562093138694763,0.18130378425121307,0.16197137534618378,0.11727632582187653,0.1406412273645401,0.2159160077571869,0.1663191318511963
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.20733466744422913,0.14941494166851044,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.350309282541275,0.39760664105415344,0.31091248989105225
medieval,0.19842390716075897,0.1563311666250229,0.28617456555366516,0.32564252614974976,0.1683063507080078,0.2546980679035187,0.28617456555366516,0.14920875430107117,0.14738665521144867,0.22829298675060272,0.22171780467033386,0.2224784940481186,0.20553548634052277,0.1984475702047348,0.15571735799312592
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.20733466744422913,0.14941494166851044,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.350309282541275,0.39760664105415344,0.31091248989105225
renaissance,0.17852835357189178,0.16786469519138336,0.2050212025642395,0.32888245582580566,0.0963444858789444,0.20993053913116455,0.2050212025642395,0.11165492981672287,0.1369248777627945,0.1908426582813263,0.21298202872276306,0.23197145760059357,0.11803188920021057,0.18428313732147217,0.12260647863149643
covering,0.22515557706356049,0.14005444943904877,0.36934760212898254,0.19629718363285065,0.16392065584659576,0.31768515706062317,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.2659650146961212,0.21270377933979034,0.14099429547786713,0.2755114734172821,0.10643069446086884
areas,0.390926331281662,0.19908885657787323,0.3311663568019867,0.16083645820617676,0.16482466459274292,0.33029478788375854,0.3311663568019867,0.07335717231035233,0.07607676833868027,0.24730755388736725,0.15215352177619934,0.15097638964653015,0.2618298828601837,0.1950436532497406,0.1273590475320816
such,0.3198639750480652,0.24497397243976593,0.3575236201286316,0.29608985781669617,0.22414708137512207,0.2704046070575714,0.3575236201286316,0.11022654175758362,0.1514441817998886,0.2706976532936096,0.20726396143436432,0.2619282305240631,0.2829435169696808,0.24813218414783478,0.17851735651493073
as,0.35409465432167053,0.3596470057964325,0.48381632566452026,0.25896963477134705,0.24469316005706787,0.3887844979763031,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.24598997831344604,0.23568034172058105,0.192745640873909,0.3251767158508301,0.27043893933296204
venetian,0.14349313080310822,0.1293005347251892,0.21322013437747955,0.2128026932477951,0.08480997383594513,0.12244543433189392,0.21322013437747955,0.1027367040514946,0.0836191400885582,0.14788831770420074,0.22919243574142456,0.11977997422218323,0.1563103049993515,0.15141472220420837,0.09660717099905014
glass,0.17684833705425262,0.16013789176940918,0.20646950602531433,0.17320188879966736,0.1564275026321411,0.21226459741592407,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,1.0000001192092896,0.20833949744701385,0.13852134346961975,0.1566731482744217,0.1252557635307312
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.2148319035768509,0.18348689377307892,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2681989371776581,0.2379438579082489,0.3412281572818756,0.3601827025413513,0.20544172823429108
bohemian,0.19228464365005493,0.1093437671661377,0.20154303312301636,0.23221582174301147,0.16695649921894073,0.20463664829730988,0.20154303312301636,0.0670594796538353,0.09140797704458237,0.20388472080230713,0.171214759349823,0.18196460604667664,0.19434118270874023,0.13942007720470428,0.11425837129354477
glass,0.17684833705425262,0.16013789176940918,0.20646950602531433,0.17320188879966736,0.1564275026321411,0.21226459741592407,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,1.0000001192092896,0.20833949744701385,0.13852134346961975,0.1566731482744217,0.1252557635307312
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.2148319035768509,0.18348689377307892,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2681989371776581,0.2379438579082489,0.3412281572818756,0.3601827025413513,0.20544172823429108
more,0.29405033588409424,0.2803135812282562,0.39758381247520447,0.2842361330986023,0.20470552146434784,0.32563260197639465,0.39758381247520447,0.12196233123540878,0.0793071761727333,0.3452818691730499,0.18880079686641693,0.19879412651062012,0.2886572778224945,0.2529715299606323,0.27894994616508484
recent,0.20222888886928558,0.28459128737449646,0.31046223640441895,0.31129190325737,0.15549495816230774,0.2857761085033417,0.31046223640441895,0.09553496539592743,0.06014178693294525,0.2685950994491577,0.22553999722003937,0.22433088719844818,0.25433722138404846,0.1929580122232437,0.2544887959957123
periods,0.2572476267814636,0.13953155279159546,0.27702534198760986,0.2930436134338379,0.13811492919921875,0.19927051663398743,0.27702534198760986,0.09080586582422256,-0.020936599001288414,0.19556547701358795,0.1277228444814682,0.15778590738773346,0.19463016092777252,0.2133294641971588,0.167264923453331
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.20733466744422913,0.14941494166851044,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.350309282541275,0.39760664105415344,0.31091248989105225
including,0.33177727460861206,0.26678287982940674,0.3738902807235718,0.24947413802146912,0.13037459552288055,0.35857823491096497,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.1692555844783783,0.32469215989112854,0.30886557698249817,0.3061726689338684,0.1633303165435791
art,0.22415512800216675,0.1711656004190445,0.20297785103321075,0.19640545547008514,0.20719178020954132,0.2282189577817917,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.24277548491954803,0.3446033000946045,0.18835324048995972,0.2182932198047638,0.138971745967865
nouveau,0.12927572429180145,0.1339534968137741,0.22185814380645752,0.19896259903907776,0.2351704090833664,0.1565151959657669,0.22185814380645752,0.11036413908004761,0.11281146854162216,0.13901041448116302,0.23363664746284485,0.2569828927516937,0.09572846442461014,0.1259179562330246,0.10298789292573929
glass,0.17684833705425262,0.16013789176940918,0.20646950602531433,0.17320188879966736,0.1564275026321411,0.21226459741592407,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,1.0000001192092896,0.20833949744701385,0.13852134346961975,0.1566731482744217,0.1252557635307312
by,0.2641284465789795,0.18574509024620056,0.4408751428127289,0.1959538608789444,0.14509552717208862,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.1903875768184662,0.2678082287311554,0.11457374691963196,0.3373257517814636,0.17966607213020325
louis,0.1962079405784607,0.21384841203689575,0.22078758478164673,0.14721783995628357,0.1648678332567215,0.2117311805486679,0.22078758478164673,0.13349977135658264,0.11590763926506042,0.17078496515750885,0.18173187971115112,0.1713322252035141,0.13913822174072266,0.14207422733306885,0.09819188714027405
comfort,0.2171606421470642,0.14712314307689667,0.20076191425323486,0.11057061702013016,0.13576164841651917,0.16573859751224518,0.20076191425323486,0.03534803166985512,0.1970260888338089,0.23718740046024323,0.3091546595096588,0.15644589066505432,0.2116791009902954,0.1022193506360054,0.13065335154533386
tiffany,0.13102419674396515,0.17505325376987457,0.15607501566410065,0.1858055591583252,0.10866093635559082,0.14524230360984802,0.15607501566410065,0.11254962533712387,0.3332848846912384,0.22327059507369995,0.37810811400413513,0.16061069071292877,0.12892736494541168,0.10283296555280685,0.17250743508338928
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.2148319035768509,0.18348689377307892,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2681989371776581,0.2379438579082489,0.3412281572818756,0.3601827025413513,0.20544172823429108
émile,0.08685225248336792,0.1615724116563797,0.1643645465373993,0.17153532803058624,0.11738532036542892,0.25653496384620667,0.1643645465373993,0.07947295159101486,0.09555752575397491,0.23532408475875854,0.14479734003543854,0.23437000811100006,0.029479648917913437,0.13090617954730988,0.17449891567230225
gallé,0.24159397184848785,0.15252617001533508,0.24452736973762512,0.13468395173549652,0.12040869891643524,0.26380300521850586,0.24452736973762512,0.1580677479505539,0.18006648123264313,0.17543074488639832,0.25730374455451965,0.21608866751194,0.16498643159866333,0.2181950807571411,0.1834975928068161
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.20733466744422913,0.14941494166851044,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.350309282541275,0.39760664105415344,0.31091248989105225
the,0.5003893971443176,0.34736719727516174,1.0,0.32825469970703125,0.24508722126483917,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.20646950602531433,0.25281965732574463,0.36020293831825256,0.40150508284568787,0.22068053483963013
art,0.22415512800216675,0.1711656004190445,0.20297785103321075,0.19640545547008514,0.20719178020954132,0.2282189577817917,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.24277548491954803,0.3446033000946045,0.18835324048995972,0.2182932198047638,0.138971745967865
deco,0.17429296672344208,0.12195888161659241,0.21593374013900757,0.223257914185524,0.19633561372756958,0.22439251840114594,0.21593374013900757,0.05983051285147667,0.16926762461662292,0.14468930661678314,0.29408136010169983,0.28064143657684326,0.14234615862369537,0.17185479402542114,0.15149420499801636
style,0.20751675963401794,0.20048470795154572,0.2331719547510147,0.23148664832115173,0.2551499307155609,0.21896705031394958,0.2331719547510147,0.113642118871212,0.13545219600200653,0.23984776437282562,0.19292095303535461,0.17251873016357422,0.0921245664358139,0.19759854674339294,0.19862167537212372
is,0.3586711287498474,0.19247472286224365,0.5823672413825989,0.22056961059570312,0.2482070028781891,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.24710522592067719,0.21135231852531433,0.25866594910621643,0.27355384826660156,0.22961433231830597
represented,0.26108410954475403,0.154952272772789,0.3256146013736725,0.24064233899116516,0.11736055463552475,0.33309870958328247,0.3256146013736725,0.13714782893657684,0.07141020148992538,0.3039659857749939,0.10677637159824371,0.1968824714422226,0.21286731958389282,0.27583742141723633,0.11276352405548096
by,0.2641284465789795,0.18574509024620056,0.4408751428127289,0.1959538608789444,0.14509552717208862,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.1903875768184662,0.2678082287311554,0.11457374691963196,0.3373257517814636,0.17966607213020325
several,0.32044100761413574,0.24080568552017212,0.40559855103492737,0.30555325746536255,0.11347761005163193,0.39405709505081177,0.40559855103492737,0.0863536074757576,0.12087831646203995,0.29992109537124634,0.18056558072566986,0.24703916907310486,0.29695335030555725,0.2822973132133484,0.15595775842666626
examples,0.2948688268661499,0.19283179938793182,0.30092597007751465,0.29689455032348633,0.24261008203029633,0.25567561388015747,0.30092597007751465,0.12880930304527283,0.14307698607444763,0.2633219361305237,0.2836865484714508,0.25887519121170044,0.27170366048812866,0.24532081186771393,0.19976599514484406
by,0.2641284465789795,0.18574509024620056,0.4408751428127289,0.1959538608789444,0.14509552717208862,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.1903875768184662,0.2678082287311554,0.11457374691963196,0.3373257517814636,0.17966607213020325
rené,0.13240285217761993,0.08939684927463531,0.2024662345647812,0.15188483893871307,0.1279865801334381,0.1914007067680359,0.2024662345647812,0.1077922061085701,0.0629960224032402,0.19604946672916412,0.16946697235107422,0.16143596172332764,0.12793245911598206,0.18470078706741333,0.11571391671895981
lalique,0.13132697343826294,0.08637101203203201,0.18264198303222656,0.09001646190881729,0.1686321645975113,0.16453611850738525,0.18264198303222656,0.15057989954948425,0.1695927232503891,0.20991024374961853,0.2088489681482315,0.1852075457572937,0.045220665633678436,0.159589022397995,0.1338021457195282
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.21521835029125214,0.258804053068161,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2393880933523178,0.2516246736049652,0.2866859436035156,0.41536515951156616,0.4130953550338745
