,who,decides,how,land,or,property,is,allowed,to,be,used,?
party,0.2427869290113449,0.16631636023521423,0.1578328013420105,0.19880948960781097,0.16072599589824677,0.19357505440711975,0.1756078004837036,0.1370275765657425,0.1893671154975891,0.18923810124397278,0.14347805082798004,0.19031576812267303
or,0.31144875288009644,0.23257599771022797,0.3378981947898865,0.17952218651771545,1.0000001192092896,0.29589805006980896,0.41870999336242676,0.39462190866470337,0.38921234011650085,0.5260903835296631,0.4951852560043335,0.32389625906944275
promoter,0.2377709150314331,0.21787959337234497,0.13652421534061432,-0.01939820498228073,0.14502501487731934,0.06539195030927658,0.17508015036582947,0.1851871907711029,0.21038547158241272,0.15077286958694458,0.1366884708404541,0.10950886458158493
who,0.9999998807907104,0.3701135814189911,0.4070430099964142,0.2111203372478485,0.31144875288009644,0.17305545508861542,0.24293622374534607,0.37092331051826477,0.42656609416007996,0.3371641933917999,0.20756356418132782,0.26220351457595825
is,0.24293622374534607,0.27412500977516174,0.22544461488723755,0.22457899153232574,0.41870999336242676,0.1944577693939209,1.0,0.14454121887683868,0.42745086550712585,0.4819129705429077,0.3288823366165161,0.22961433231830597
not,0.369414746761322,0.32410186529159546,0.4869767427444458,0.21174323558807373,0.5119067430496216,0.27776095271110535,0.3776007890701294,0.5134925246238708,0.5149973034858704,0.5788898468017578,0.358921617269516,0.41942933201789856
a,0.36608949303627014,0.2980812191963196,0.29312583804130554,0.247930645942688,0.48853766918182373,0.237611323595047,0.658733606338501,0.275193989276886,0.45503583550453186,0.39883795380592346,0.3864384889602661,0.23916715383529663
member,0.3046252727508545,0.21359601616859436,0.09643107652664185,0.10362710803747177,0.14377020299434662,0.10653916746377945,0.2522773742675781,0.20877370238304138,0.19456195831298828,0.15509481728076935,0.11455250531435013,0.06826172769069672
of,0.2827862501144409,0.24656741321086884,0.2480744868516922,0.3057127296924591,0.3792596757411957,0.2299845814704895,0.4854315221309662,0.2699741721153259,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.1826142966747284
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
scottish,0.27621203660964966,0.16001413762569427,0.10600311309099197,0.13125449419021606,0.18833233416080475,0.08368939161300659,0.16398480534553528,0.15416602790355682,0.1268421709537506,0.13774465024471283,0.16287745535373688,0.06442669779062271
parliament,0.237068772315979,0.2043820470571518,0.13635116815567017,0.19114914536476135,0.209258034825325,0.18316690623760223,0.19676777720451355,0.27032536268234253,0.20290622115135193,0.1534755527973175,0.16101059317588806,0.1586504578590393
or,0.31144875288009644,0.23257599771022797,0.3378981947898865,0.17952218651771545,1.0000001192092896,0.29589805006980896,0.41870999336242676,0.39462190866470337,0.38921234011650085,0.5260903835296631,0.4951852560043335,0.32389625906944275
scottish,0.27621203660964966,0.16001413762569427,0.10600311309099197,0.13125449419021606,0.18833233416080475,0.08368939161300659,0.16398480534553528,0.15416602790355682,0.1268421709537506,0.13774465024471283,0.16287745535373688,0.06442669779062271
government,0.27194860577583313,0.2432194948196411,0.21719732880592346,0.28320056200027466,0.2456667572259903,0.3121843934059143,0.20343491435050964,0.30684539675712585,0.28343796730041504,0.22621913254261017,0.18485276401042938,0.18851417303085327
.,0.3541337847709656,0.19607381522655487,0.3287222981452942,0.259204238653183,0.36683785915374756,0.22922755777835846,0.4569662809371948,0.3197084665298462,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.4130953550338745
,who,decides,how,land,or,property,is,allowed,to,be,used,?
private,0.2552628517150879,0.12891289591789246,0.08935344964265823,0.21752433478832245,0.21888144314289093,0.3199664056301117,0.1420905888080597,0.2225826382637024,0.18892748653888702,0.1834806501865387,0.18543760478496552,0.14389030635356903
bill,0.19545355439186096,0.10232403129339218,0.19698695838451385,0.1612488180398941,0.1616130769252777,0.13082313537597656,0.16088230907917023,0.18635500967502594,0.17981381714344025,0.14357201755046844,0.11027999222278595,0.12855131924152374
committees,0.22404304146766663,0.27703818678855896,0.17905516922473907,0.12444600462913513,0.30003318190574646,0.2090233415365219,0.15802469849586487,0.2687840163707733,0.2806923985481262,0.22433970868587494,0.20459704101085663,0.1382787674665451
have,0.39246654510498047,0.18955418467521667,0.4370637536048889,0.24725517630577087,0.46389055252075195,0.21833796799182892,0.3613572418689728,0.34924131631851196,0.4544740617275238,0.5760743618011475,0.3086531162261963,0.32991164922714233
been,0.3295723795890808,0.14439454674720764,0.26456597447395325,0.17860938608646393,0.32461076974868774,0.14646579325199127,0.39566612243652344,0.2442728579044342,0.34945759177207947,0.5304332375526428,0.2855360507965088,0.24354910850524902
set,0.19352185726165771,0.25219404697418213,0.2561637759208679,0.1505701243877411,0.19129279255867004,0.18438635766506195,0.21148966252803802,0.25276079773902893,0.320547491312027,0.19580282270908356,0.2491818517446518,0.1698019951581955
up,0.26056501269340515,0.34376129508018494,0.2819872200489044,0.22875653207302094,0.28756099939346313,0.11974146962165833,0.2853454053401947,0.2412392497062683,0.40375280380249023,0.27963516116142273,0.2526317238807678,0.1819818764925003
to,0.42656609416007996,0.42171913385391235,0.44169697165489197,0.2885280251502991,0.38921234011650085,0.26292115449905396,0.42745086550712585,0.42967355251312256,1.0,0.4972836375236511,0.40058770775794983,0.29463258385658264
consider,0.2578253149986267,0.2714328467845917,0.3577665686607361,0.15753906965255737,0.3235694468021393,0.2704160511493683,0.32138293981552124,0.2377256155014038,0.3287919759750366,0.44244229793548584,0.31490910053253174,0.37281370162963867
legislation,0.1736799031496048,0.18094301223754883,0.2266223430633545,0.23588186502456665,0.23326462507247925,0.26377782225608826,0.17952819168567657,0.25805625319480896,0.25758448243141174,0.2503572702407837,0.13435931503772736,0.21123437583446503
on,0.2340552806854248,0.21356654167175293,0.32655060291290283,0.2075873464345932,0.2897229492664337,0.1105850338935852,0.3635730445384979,0.28039318323135376,0.41031414270401,0.37900757789611816,0.24785758554935455,0.2714994251728058
issues,0.24231775104999542,0.23527978360652924,0.3156745731830597,0.16165702044963837,0.23356692492961884,0.205452561378479,0.17773117125034332,0.16885608434677124,0.27458062767982483,0.3066639304161072,0.15487916767597198,0.320565789937973
such,0.2594927251338959,0.15367911756038666,0.307365357875824,0.1314060091972351,0.5489916801452637,0.12750139832496643,0.23545363545417786,0.2711704671382904,0.2871878743171692,0.5239806771278381,0.4262988865375519,0.17851735651493073
as,0.3923053741455078,0.21736818552017212,0.33782753348350525,0.17944268882274628,0.4400654137134552,0.16548745334148407,0.43216490745544434,0.23990891873836517,0.42092081904411316,0.5230465531349182,0.35160550475120544,0.27043893933296204
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
development,0.15172652900218964,0.09454961866140366,0.2009134739637375,0.1926106959581375,0.20496505498886108,0.1737055480480194,0.2293442040681839,0.1515207141637802,0.27639102935791016,0.22699303925037384,0.19750651717185974,0.1211358830332756
of,0.2827862501144409,0.24656741321086884,0.2480744868516922,0.3057127296924591,0.3792596757411957,0.2299845814704895,0.4854315221309662,0.2699741721153259,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.1826142966747284
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
edinburgh,0.17130666971206665,0.10628297179937363,0.18993356823921204,0.06122167780995369,0.16299830377101898,0.1356373429298401,0.15342804789543152,0.11613474786281586,0.14218463003635406,0.1588786542415619,0.18664780259132385,0.09266204386949539
tram,0.14887362718582153,0.13801611959934235,0.19025976955890656,0.19230587780475616,0.21655867993831635,0.17254526913166046,0.18285980820655823,0.19850827753543854,0.18523995578289032,0.1817941963672638,0.2025774121284485,0.09031618386507034
network,0.16999904811382294,0.12512776255607605,0.22464405000209808,0.16986750066280365,0.21460621058940887,0.148037388920784,0.2196272611618042,0.11737009882926941,0.25940340757369995,0.21879678964614868,0.25543278455734253,0.17853789031505585
",",0.3365725874900818,0.2148037850856781,0.22659391164779663,0.22220008075237274,0.3769497275352478,0.19562678039073944,0.4691906273365021,0.2785535454750061,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.31091248989105225
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
glasgow,0.20710714161396027,0.15263260900974274,0.07996248453855515,0.07821927964687347,0.18769916892051697,0.04198720306158066,0.2142253965139389,0.09452789276838303,0.1892232596874237,0.1935090869665146,0.18771766126155853,0.035187333822250366
airport,0.1491892784833908,0.16961966454982758,0.05454898625612259,0.22238676249980927,0.09169285744428635,0.214277982711792,0.22916455566883087,0.13860204815864563,0.2481278032064438,0.13086426258087158,0.12785618007183075,0.13105051219463348
rail,0.1040501818060875,0.06397943943738937,0.13560721278190613,0.23019559681415558,0.17674793303012848,0.23221710324287415,0.20201268792152405,0.09592309594154358,0.21482926607131958,0.18355721235275269,0.2308095544576645,0.1349031925201416
link,0.13609585165977478,0.15440411865711212,0.19679482281208038,0.14146944880485535,0.1948544681072235,0.16488845646381378,0.2359558343887329,0.15588274598121643,0.27267101407051086,0.25105106830596924,0.24557362496852875,0.280567467212677
",",0.3365725874900818,0.2148037850856781,0.22659391164779663,0.22220008075237274,0.3769497275352478,0.19562678039073944,0.4691906273365021,0.2785535454750061,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.31091248989105225
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
airdrie-bathgate,0.232925683259964,0.22802428901195526,0.1392788589000702,0.20915566384792328,0.19256684184074402,0.20345886051654816,0.2849198579788208,0.16686424612998962,0.2827194333076477,0.2172139436006546,0.21065554022789001,0.19396859407424927
rail,0.1040501818060875,0.06397943943738937,0.13560721278190613,0.23019559681415558,0.17674793303012848,0.23221710324287415,0.20201268792152405,0.09592309594154358,0.21482926607131958,0.18355721235275269,0.2308095544576645,0.1349031925201416
link,0.13609585165977478,0.15440411865711212,0.19679482281208038,0.14146944880485535,0.1948544681072235,0.16488845646381378,0.2359558343887329,0.15588274598121643,0.27267101407051086,0.25105106830596924,0.24557362496852875,0.280567467212677
and,0.41279885172843933,0.24027897417545319,0.33647966384887695,0.2874513864517212,0.4713204801082611,0.26201775670051575,0.3859752118587494,0.30774351954460144,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.20544172823429108
extensions,0.07035532593727112,0.05604938417673111,0.20223458111286163,0.1324205994606018,0.262230783700943,0.22359922528266907,0.23678432404994965,0.24608050286769867,0.27120548486709595,0.2916548252105713,0.29546621441841125,0.267410010099411
to,0.42656609416007996,0.42171913385391235,0.44169697165489197,0.2885280251502991,0.38921234011650085,0.26292115449905396,0.42745086550712585,0.42967355251312256,1.0,0.4972836375236511,0.40058770775794983,0.29463258385658264
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
national,0.18105065822601318,0.15468384325504303,0.13248363137245178,0.17842194437980652,0.1739870309829712,0.1708276867866516,0.23413582146167755,0.18961820006370544,0.21067756414413452,0.1411116123199463,0.22750559449195862,0.15643028914928436
gallery,0.16549232602119446,0.15092690289020538,0.12040410190820694,0.16825594007968903,0.15218280255794525,0.18232396245002747,0.15374112129211426,0.15739138424396515,0.19736915826797485,0.15811461210250854,0.12758871912956238,0.18202216923236847
of,0.2827862501144409,0.24656741321086884,0.2480744868516922,0.3057127296924591,0.3792596757411957,0.2299845814704895,0.4854315221309662,0.2699741721153259,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.1826142966747284
scotland,0.16836953163146973,0.12210558354854584,0.1224040538072586,0.213604137301445,0.20560160279273987,0.16306176781654358,0.19796344637870789,0.14729289710521698,0.19875919818878174,0.19496235251426697,0.23349227011203766,0.09160218387842178
.,0.3541337847709656,0.19607381522655487,0.3287222981452942,0.259204238653183,0.36683785915374756,0.22922755777835846,0.4569662809371948,0.3197084665298462,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.4130953550338745
,who,decides,how,land,or,property,is,allowed,to,be,used,?
private,0.2552628517150879,0.12891289591789246,0.08935344964265823,0.21752433478832245,0.21888144314289093,0.3199664056301117,0.1420905888080597,0.2225826382637024,0.18892748653888702,0.1834806501865387,0.18543760478496552,0.14389030635356903
bills,0.1645503044128418,0.148988738656044,0.23053446412086487,0.20905214548110962,0.266512006521225,0.2043996900320053,0.13326987624168396,0.2693731188774109,0.24257683753967285,0.2385317087173462,0.17436227202415466,0.12315891683101654
normally,0.27320173382759094,0.21384675800800323,0.3486819565296173,0.15266352891921997,0.5445803999900818,0.21018414199352264,0.39886221289634705,0.38259267807006836,0.3993734121322632,0.4979165494441986,0.4331343472003937,0.20675471425056458
relate,0.2507610023021698,0.22139057517051697,0.41144508123397827,0.09548491984605789,0.24531030654907227,0.2099427580833435,0.2523452639579773,0.20406149327754974,0.353634238243103,0.31043049693107605,0.24960900843143463,0.2502281963825226
to,0.42656609416007996,0.42171913385391235,0.44169697165489197,0.2885280251502991,0.38921234011650085,0.26292115449905396,0.42745086550712585,0.42967355251312256,1.0,0.4972836375236511,0.40058770775794983,0.29463258385658264
large-scale,0.13869436085224152,0.09689304232597351,0.2150786966085434,0.2640489339828491,0.3400918245315552,0.2882446348667145,0.3318614065647125,0.19439952075481415,0.2593790292739868,0.3377569019794464,0.3398067355155945,0.238608717918396
development,0.15172652900218964,0.09454961866140366,0.2009134739637375,0.1926106959581375,0.20496505498886108,0.1737055480480194,0.2293442040681839,0.1515207141637802,0.27639102935791016,0.22699303925037384,0.19750651717185974,0.1211358830332756
projects,0.2510550618171692,0.21509480476379395,0.27294015884399414,0.2040630578994751,0.21512368321418762,0.211933434009552,0.1878127157688141,0.20138885080814362,0.3065624237060547,0.2728806436061859,0.24060964584350586,0.3193145990371704
such,0.2594927251338959,0.15367911756038666,0.307365357875824,0.1314060091972351,0.5489916801452637,0.12750139832496643,0.23545363545417786,0.2711704671382904,0.2871878743171692,0.5239806771278381,0.4262988865375519,0.17851735651493073
as,0.3923053741455078,0.21736818552017212,0.33782753348350525,0.17944268882274628,0.4400654137134552,0.16548745334148407,0.43216490745544434,0.23990891873836517,0.42092081904411316,0.5230465531349182,0.35160550475120544,0.27043893933296204
infrastructure,0.14939962327480316,0.13890431821346283,0.26071518659591675,0.2762506604194641,0.2437850683927536,0.31942906975746155,0.20160584151744843,0.1885087788105011,0.28079214692115784,0.26157519221305847,0.23339341580867767,0.15828795731067657
projects,0.2510550618171692,0.21509480476379395,0.27294015884399414,0.2040630578994751,0.21512368321418762,0.211933434009552,0.1878127157688141,0.20138885080814362,0.3065624237060547,0.2728806436061859,0.24060964584350586,0.3193145990371704
that,0.45444270968437195,0.3212502896785736,0.557814359664917,0.256797194480896,0.4729836881160736,0.2542542517185211,0.3995479643344879,0.41059720516204834,0.5436353087425232,0.6036020517349243,0.37621384859085083,0.32716336846351624
require,0.13131776452064514,0.2149418294429779,0.2924719452857971,0.12351030856370926,0.43268540501594543,0.1758679896593094,0.20895631611347198,0.38782328367233276,0.29503753781318665,0.40844497084617615,0.35992130637168884,0.2463286817073822
the,0.3733934462070465,0.32573065161705017,0.33890387415885925,0.28587454557418823,0.4174870550632477,0.2061677873134613,0.5823672413825989,0.2985120713710785,0.535392165184021,0.4248143136501312,0.3718377649784088,0.22068053483963013
use,0.2265424281358719,0.22995568811893463,0.39296725392341614,0.18931825459003448,0.44579923152923584,0.20569001138210297,0.3357410430908203,0.39482128620147705,0.47261837124824524,0.4528608024120331,0.7127541303634644,0.32795652747154236
of,0.2827862501144409,0.24656741321086884,0.2480744868516922,0.3057127296924591,0.3792596757411957,0.2299845814704895,0.4854315221309662,0.2699741721153259,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.1826142966747284
land,0.2111203372478485,0.13750867545604706,0.1918935328722,1.0000001192092896,0.17952218651771545,0.3866153657436371,0.22457899153232574,0.22224242985248566,0.2885280251502991,0.18650540709495544,0.18310055136680603,0.1432059109210968
or,0.31144875288009644,0.23257599771022797,0.3378981947898865,0.17952218651771545,1.0000001192092896,0.29589805006980896,0.41870999336242676,0.39462190866470337,0.38921234011650085,0.5260903835296631,0.4951852560043335,0.32389625906944275
property,0.17305545508861542,0.14637458324432373,0.21214880049228668,0.3866153657436371,0.29589805006980896,0.9999999403953552,0.1944577693939209,0.19114378094673157,0.26292115449905396,0.2193349301815033,0.17208485305309296,0.16865147650241852
.,0.3541337847709656,0.19607381522655487,0.3287222981452942,0.259204238653183,0.36683785915374756,0.22922755777835846,0.4569662809371948,0.3197084665298462,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.4130953550338745
