,what,are,two,factors,that,directly,effect,how,powerful,a,turing,machine,may,or,may,not,be,?
resources,0.24701403081417084,0.30372336506843567,0.1392221450805664,0.35343804955482483,0.2818494439125061,0.28084781765937805,0.19181963801383972,0.23077203333377838,0.16471247375011444,0.19164273142814636,0.23828433454036713,0.19042828679084778,0.22292640805244446,0.31857627630233765,0.22292640805244446,0.2661054730415344,0.3009093999862671,0.26047492027282715
(,0.2411840260028839,0.23263892531394958,0.2169162482023239,0.12408363074064255,0.2264307141304016,0.15871506929397583,0.14807337522506714,0.1676948219537735,0.13998106122016907,0.3206180930137634,0.16206736862659454,0.13877293467521667,0.35500821471214294,0.3582012951374054,0.35500821471214294,0.2710699737071991,0.2349044382572174,0.40561532974243164
such,0.23989605903625488,0.4654397666454315,0.29377371072769165,0.3023752272129059,0.4479874074459076,0.2772268056869507,0.2521497309207916,0.307365357875824,0.25521230697631836,0.2706976532936096,0.3163287043571472,0.2530263364315033,0.327393501996994,0.5489916801452637,0.327393501996994,0.4058493673801422,0.5239806771278381,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.3029302954673767,0.20224575698375702,0.4735107421875,0.288499653339386,0.23823627829551697,0.33782753348350525,0.24847356975078583,0.39550232887268066,0.24472561478614807,0.20022566616535187,0.32133710384368896,0.4400654137134552,0.32133710384368896,0.5105602741241455,0.5230465531349182,0.27043893933296204
time,0.36319252848625183,0.24188680946826935,0.33960169553756714,0.23059570789337158,0.388528436422348,0.22525086998939514,0.265207976102829,0.35346719622612,0.1848127245903015,0.3292340338230133,0.3296571373939514,0.25790056586265564,0.25842100381851196,0.2774261236190796,0.25842100381851196,0.3786478340625763,0.3473503291606903,0.27391523122787476
or,0.33867141604423523,0.5374364256858826,0.3349444568157196,0.2834587097167969,0.4729836881160736,0.3583093583583832,0.29699721932411194,0.3378981947898865,0.20863741636276245,0.48853766918182373,0.24171410501003265,0.23812997341156006,0.399771511554718,1.0000001192092896,0.399771511554718,0.5119067430496216,0.5260903835296631,0.32389625906944275
space,0.20525942742824554,0.18112362921237946,0.20972752571105957,0.12560489773750305,0.2368461638689041,0.188515767455101,0.18574243783950806,0.1899009644985199,0.14975497126579285,0.20296213030815125,0.16944122314453125,0.18313324451446533,0.17307262122631073,0.28110602498054504,0.17307262122631073,0.2228187918663025,0.21281394362449646,0.1885536164045334
),0.26259949803352356,0.2373749315738678,0.24161455035209656,0.11539923399686813,0.23478686809539795,0.17199867963790894,0.1535777598619461,0.17939934134483337,0.16541500389575958,0.3640355169773102,0.1710575371980667,0.13634051382541656,0.3756577968597412,0.3706604242324829,0.3756577968597412,0.2718011736869812,0.24578070640563965,0.42300865054130554
are,0.29724663496017456,1.0,0.46276170015335083,0.3234047591686249,0.45265161991119385,0.322107195854187,0.20265594124794006,0.311818927526474,0.20714731514453888,0.265255331993103,0.17666763067245483,0.17000128328800201,0.3162533640861511,0.5374364256858826,0.3162533640861511,0.46186959743499756,0.5556803941726685,0.24591213464736938
bounded,0.14650486409664154,0.23855885863304138,0.27754369378089905,0.14980252087116241,0.19196045398712158,0.2066722810268402,0.1348903328180313,0.08354081213474274,0.1305486112833023,0.2297627031803131,0.13096438348293304,0.09477347135543823,0.06882744282484055,0.22215308248996735,0.06882744282484055,0.1394985020160675,0.19165223836898804,0.029345547780394554
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.20595882833003998,0.4137537479400635,0.24953341484069824,0.2150653600692749,0.22659391164779663,0.19557704031467438,0.427140474319458,0.2807261645793915,0.21841607987880707,0.5007920861244202,0.3769497275352478,0.5007920861244202,0.3769696354866028,0.39254459738731384,0.31091248989105225
some,0.4491020441055298,0.6331475377082825,0.47025808691978455,0.3107324242591858,0.6049469113349915,0.3364677131175995,0.2883170247077942,0.4180530905723572,0.271207332611084,0.34539633989334106,0.2511632442474365,0.22239452600479126,0.35431578755378723,0.5009974837303162,0.35431578755378723,0.564181387424469,0.49956634640693665,0.2562315762042999
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.30045145750045776,0.41498205065727234,0.2998887896537781,0.24129827320575714,0.2480744868516922,0.2867213189601898,0.5052502155303955,0.2670239806175232,0.15468473732471466,0.26447007060050964,0.3792596757411957,0.26447007060050964,0.3307090103626251,0.33904364705085754,0.1826142966747284
these,0.4164220690727234,0.7107698917388916,0.5489652752876282,0.3934800326824188,0.5512621402740479,0.39174047112464905,0.2762090563774109,0.41104358434677124,0.24975265562534332,0.24380075931549072,0.2506507635116577,0.21263210475444794,0.31939980387687683,0.5009458661079407,0.31939980387687683,0.5041285753250122,0.4507283866405487,0.2571668326854706
may,0.25739946961402893,0.3162533640861511,0.25614964962005615,0.29222604632377625,0.4234136641025543,0.23431356251239777,0.25223419070243835,0.22490409016609192,0.13671225309371948,0.29255667328834534,0.23234832286834717,0.15755292773246765,0.9999998807907104,0.399771511554718,0.9999998807907104,0.39885732531547546,0.45514434576034546,0.2768254578113556
be,0.3929833769798279,0.5556803941726685,0.28515341877937317,0.32797008752822876,0.6036020517349243,0.38079655170440674,0.3193022906780243,0.4158933162689209,0.23873676359653473,0.39883795380592346,0.2587292492389679,0.24763767421245575,0.45514434576034546,0.5260903835296631,0.45514434576034546,0.5788898468017578,1.0,0.3324260413646698
more,0.3484537899494171,0.4066504240036011,0.36959168314933777,0.3159894049167633,0.4813884496688843,0.28171658515930176,0.29258641600608826,0.4319567084312439,0.3304181694984436,0.3452818691730499,0.23407544195652008,0.24265186488628387,0.3057594895362854,0.41612157225608826,0.3057594895362854,0.4605548083782196,0.5445363521575928,0.27894994616508484
powerful,0.20215895771980286,0.20714731514453888,0.21976791322231293,0.12221390008926392,0.31185805797576904,0.21195997297763824,0.25193506479263306,0.20779310166835785,1.0,0.2647459805011749,0.1742451936006546,0.24198408424854279,0.13671225309371948,0.20863741636276245,0.13671225309371948,0.2257230579853058,0.23873676359653473,0.12160622328519821
than,0.29388150572776794,0.39206281304359436,0.37341010570526123,0.2963021397590637,0.4891277849674225,0.24932387471199036,0.28072336316108704,0.29763275384902954,0.28667542338371277,0.3126874566078186,0.16465090215206146,0.18816794455051422,0.3617818057537079,0.5002588033676147,0.3617818057537079,0.3858577013015747,0.46516597270965576,0.24917294085025787
others,0.3888046145439148,0.44607222080230713,0.35480397939682007,0.33269935846328735,0.4184957444667816,0.28728628158569336,0.18589051067829132,0.3401021361351013,0.17092211544513702,0.2675355076789856,0.2927294671535492,0.24313890933990479,0.32855185866355896,0.39302846789360046,0.32855185866355896,0.3655056357383728,0.33927494287490845,0.26705288887023926
.,0.3567904531955719,0.3452940285205841,0.3524959683418274,0.21191899478435516,0.4460422694683075,0.30484142899513245,0.2277858853340149,0.3287222981452942,0.2159569263458252,0.50484299659729,0.19254323840141296,0.20798662304878235,0.35826805233955383,0.36683785915374756,0.35826805233955383,0.4824007451534271,0.4383580684661865,0.4130953550338745
