,what,television,trend,are,charlies,angels,and,three,'s,company,an,example,of,?
1977,-0.14419497549533844,-0.015097829513251781,0.07685491442680359,0.033228155225515366,-0.022953273728489876,-0.02384130470454693,0.10625912994146347,0.04616392403841019,0.024843718856573105,0.035431455820798874,-0.04555710032582283,0.04751460254192352,0.09827802330255508,-0.059247612953186035
),0.26259949803352356,0.27724143862724304,0.11990106105804443,0.2373749315738678,0.21065731346607208,0.1986824870109558,0.4961937665939331,0.2493964433670044,0.021107977256178856,0.14284300804138184,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.42300865054130554
were,0.22298263013362885,0.18070289492607117,0.18570193648338318,0.6489362716674805,0.25262054800987244,0.1835605949163437,0.42175528407096863,0.38429051637649536,0.007088581565767527,0.1783226877450943,0.08893381804227829,0.21319323778152466,0.34038281440734863,0.17890112102031708
two,0.23363454639911652,0.20872139930725098,0.10952255874872208,0.46276170015335083,0.3108818531036377,0.18679367005825043,0.4671151638031006,0.8359169363975525,0.038143858313560486,0.15919356048107147,0.1867314726114273,0.2711022198200226,0.37726253271102905,0.19645625352859497
prime,0.15586113929748535,0.16598151624202728,0.1232207715511322,0.12279369682073593,0.1489163488149643,0.08308372646570206,0.21528048813343048,0.15575771033763885,-0.0056337774731218815,0.11632472276687622,0.08209051191806793,0.16545042395591736,0.23935265839099884,0.11276303976774216
examples,0.26665759086608887,0.23515844345092773,0.17039839923381805,0.5214043259620667,0.19955702126026154,0.2244621217250824,0.35639533400535583,0.19757460057735443,-0.04718343913555145,0.17239941656589508,0.19613532721996307,0.7060196995735168,0.3054686188697815,0.19976599514484406
of,0.33290785551071167,0.21995750069618225,0.17461234331130981,0.39081433415412903,0.2238166779279709,0.1758749932050705,0.5116966962814331,0.3844621181488037,-0.03817026689648628,0.20467796921730042,0.32280945777893066,0.3570667505264282,1.0,0.1826142966747284
a,0.3320399522781372,0.22552843391895294,0.2678647041320801,0.265255331993103,0.21345554292201996,0.12488887459039688,0.3739250600337982,0.3025658130645752,0.04866964742541313,0.22037413716316223,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.23916715383529663
trend,0.22732172906398773,0.21354135870933533,1.0,0.1695440411567688,0.20060619711875916,0.1619260460138321,0.24407464265823364,0.09216082096099854,-0.030595991760492325,0.18397390842437744,0.1628093123435974,0.2284221053123474,0.17461234331130981,0.10325077921152115
among,0.21154822409152985,0.1772182434797287,0.15658698976039886,0.3811550438404083,0.2102847695350647,0.12588320672512054,0.39211368560791016,0.26337674260139465,0.01186611782759428,0.07454272359609604,0.08896297216415405,0.22920608520507812,0.3679063022136688,0.14343059062957764
the,0.42745697498321533,0.24569597840309143,0.23692767322063446,0.40399202704429626,0.29000937938690186,0.23098918795585632,0.5171257257461548,0.43452659249305725,-0.01540423184633255,0.26591673493385315,0.4207492768764496,0.3755223751068115,0.733189046382904,0.22068053483963013
major,0.21026742458343506,0.16757544875144958,0.2108938843011856,0.21536177396774292,0.1503671109676361,0.2046685516834259,0.29795366525650024,0.2582734227180481,-0.010959804058074951,0.18270181119441986,0.14518070220947266,0.16200189292430878,0.2641255557537079,0.19788557291030884
networks,0.18279550969600677,0.4588569104671478,0.2418910264968872,0.2735958993434906,0.13835182785987854,0.19979767501354218,0.27532249689102173,0.1424666941165924,0.11665306240320206,0.34266772866249084,0.2116188257932663,0.22733066976070404,0.17763681709766388,0.17815114557743073
during,0.24137552082538605,0.2791837751865387,0.1764143705368042,0.2297976016998291,0.26089420914649963,0.19060774147510529,0.36462149024009705,0.28113842010498047,0.011294117197394371,0.12950238585472107,0.21076080203056335,0.19390994310379028,0.3869180977344513,0.1325719803571701
the,0.42745697498321533,0.24569597840309143,0.23692767322063446,0.40399202704429626,0.29000937938690186,0.23098918795585632,0.5171257257461548,0.43452659249305725,-0.01540423184633255,0.26591673493385315,0.4207492768764496,0.3755223751068115,0.733189046382904,0.22068053483963013
1970s,-0.020239217206835747,-0.02834245003759861,-0.0625883936882019,0.04649269953370094,0.0017207588534802198,-0.07436942309141159,0.10044565051794052,0.07034924626350403,0.019194331020116806,-0.03567149117588997,0.02870962768793106,0.02415604703128338,0.060115184634923935,0.03861190751194954
known,0.20381177961826324,0.28405800461769104,0.17892912030220032,0.26720109581947327,0.2940492331981659,0.16230365633964539,0.3468935489654541,0.20026786625385284,0.008368984796106815,0.1490166187286377,0.3156754970550537,0.29706430435180664,0.35814476013183594,0.18314571678638458
as,0.31749409437179565,0.25070273876190186,0.27952757477760315,0.3826591968536377,0.28433191776275635,0.20577865839004517,0.49487000703811646,0.23234014213085175,-0.05775856226682663,0.18860384821891785,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.27043893933296204
``,0.008517155423760414,-0.06242398917675018,0.034851472824811935,0.12624181807041168,-0.03236034885048866,-0.05078595131635666,0.036644238978624344,0.08353904634714127,-0.03416389226913452,-0.11237407475709915,0.03770720958709717,0.17130611836910248,0.06780257821083069,0.0685480609536171
jiggle,0.29114463925361633,0.37465012073516846,0.29562848806381226,0.2702251374721527,0.30811384320259094,0.2447247952222824,0.2645420432090759,0.2357066124677658,-0.003719430649653077,0.1649627536535263,0.1942058652639389,0.22227147221565247,0.19012509286403656,0.33223089575767517
tv,0.20700684189796448,0.7039412260055542,0.15187449753284454,0.12406839430332184,0.21859785914421082,0.23367518186569214,0.2652006149291992,0.16803818941116333,0.08012830466032028,0.23478539288043976,0.14825421571731567,0.18637870252132416,0.19364769756793976,0.20290863513946533
'',0.08143015950918198,0.06711827218532562,-0.06922835111618042,0.0263817198574543,0.017435284331440926,-0.0036510885693132877,0.021612688899040222,0.024504557251930237,-0.04859459400177002,0.04412749409675598,0.09471100568771362,-0.021546287462115288,0.13035868108272552,0.018684765323996544
",",0.3087472915649414,0.27995240688323975,0.2384498566389084,0.4062570035457611,0.260601669549942,0.20643967390060425,0.6633074283599854,0.3347506821155548,-0.0016132977325469255,0.2697763442993164,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
featuring,0.18412666022777557,0.24814322590827942,0.17418624460697174,0.1736019104719162,0.20893247425556183,0.22623924911022186,0.25851142406463623,0.17956137657165527,0.006669926922768354,0.13585777580738068,0.11431387066841125,0.13592629134655,0.1792638599872589,0.24838131666183472
attractive,0.1607188582420349,0.22489282488822937,0.2606934607028961,0.3024958670139313,0.22208844125270844,0.1715986281633377,0.27310436964035034,0.17060278356075287,0.016093991696834564,0.18736539781093597,0.17928554117679596,0.24178101122379303,0.2428080141544342,0.059703927487134933
",",0.3087472915649414,0.27995240688323975,0.2384498566389084,0.4062570035457611,0.260601669549942,0.20643967390060425,0.6633074283599854,0.3347506821155548,-0.0016132977325469255,0.2697763442993164,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
often,0.3849453330039978,0.20080210268497467,0.27939721941947937,0.5443448424339294,0.2658953070640564,0.25108084082603455,0.42465832829475403,0.3106970191001892,0.05346176400780678,0.1588151752948761,0.18115736544132233,0.48267167806625366,0.3351972997188568,0.23748154938220978
buxom,0.2967661917209625,0.20582008361816406,0.14893870055675507,0.162375345826149,0.21405090391635895,0.2393026500940323,0.2822089195251465,0.12420489639043808,0.07440444827079773,0.23117870092391968,0.1789098083972931,0.20210155844688416,0.23209525644779205,0.30741941928863525
",",0.3087472915649414,0.27995240688323975,0.2384498566389084,0.4062570035457611,0.260601669549942,0.20643967390060425,0.6633074283599854,0.3347506821155548,-0.0016132977325469255,0.2697763442993164,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
women,0.14828920364379883,0.16297650337219238,0.15384811162948608,0.20756962895393372,0.13887359201908112,0.18089359998703003,0.24605001509189606,0.17832300066947937,0.012937425635755062,0.12273411452770233,0.12665927410125732,0.17266443371772766,0.22431409358978271,0.1616753786802292
in,0.30808621644973755,0.2689782977104187,0.19545964896678925,0.3841303884983063,0.24015597999095917,0.1486874520778656,0.4954058527946472,0.34828072786331177,-0.037580832839012146,0.22141718864440918,0.2605783939361572,0.30483278632164,0.5696388483047485,0.20430970191955566
main,0.2344268560409546,0.1630113422870636,0.09093668311834335,0.2828797399997711,0.2068352997303009,0.13907074928283691,0.29831406474113464,0.29923519492149353,0.032559316605329514,0.10915444046258926,0.18319673836231232,0.2034275382757187,0.3177044689655304,0.1665669083595276
and,0.31309178471565247,0.29514092206954956,0.24407464265823364,0.48576638102531433,0.27213606238365173,0.23319421708583832,1.0,0.3826501965522766,0.06895173341035843,0.23788511753082275,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.20544172823429108
guest,0.1783466339111328,0.3730357885360718,0.10273371636867523,0.13819509744644165,0.25289231538772583,0.13656172156333923,0.2331896722316742,0.18053901195526123,-0.0491914227604866,0.11229831725358963,0.1603619009256363,0.07803089171648026,0.17263373732566833,0.23479853570461273
roles,0.19272974133491516,0.464872807264328,0.13573862612247467,0.1888345181941986,0.23550063371658325,0.25675168633461,0.28516852855682373,0.1662386804819107,0.05153476819396019,0.13573311269283295,0.15444520115852356,0.20925021171569824,0.19068127870559692,0.1763966977596283
.,0.3567904531955719,0.2806251645088196,0.23819147050380707,0.3452940285205841,0.180003359913826,0.22635480761528015,0.588965117931366,0.34968629479408264,-0.003708066651597619,0.266353577375412,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.4130953550338745
