,in,which,case,did,the,court,of,justice,hold,that,requiring,italian,lawyers,to,comply,with,maximum,tariffs,unless,there,was,an,agreement,with,a,client,was,not,a,restriction,?
held,0.3127288818359375,0.2626747488975525,0.1021638736128807,0.18607917428016663,0.32185450196266174,0.2663261592388153,0.28960686922073364,0.13507039844989777,0.4960750639438629,0.224154531955719,0.17191915214061737,0.13644137978553772,0.17732512950897217,0.22177374362945557,0.14078639447689056,0.1774713099002838,0.19819548726081848,0.17122392356395721,0.1526843160390854,0.26702648401260376,0.30231067538261414,0.09179631620645523,0.20089755952358246,0.1774713099002838,0.22326228022575378,0.11195482313632965,0.30231067538261414,0.1698913723230362,0.22326228022575378,0.11450514942407608,0.14103956520557404
that,0.435920387506485,0.6894589066505432,0.4129708409309387,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.34848764538764954,1.0,0.35411882400512695,0.18464817106723785,0.23632875084877014,0.5436353087425232,0.37541913986206055,0.4154358208179474,0.2725290358066559,0.32347166538238525,0.5599766373634338,0.6006520986557007,0.33670201897621155,0.365763783454895,0.3057451844215393,0.4154358208179474,0.47537946701049805,0.19408075511455536,0.33670201897621155,0.6600887179374695,0.47537946701049805,0.3972736895084381,0.32716336846351624
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.2822398841381073,0.47537946701049805,0.2638072371482849,0.2020866572856903,0.22432680428028107,0.45503583550453186,0.21835075318813324,0.3783375024795532,0.24441662430763245,0.20753416419029236,0.33399075269699097,0.4214206337928772,0.4508470594882965,0.44552403688430786,0.203191339969635,0.3783375024795532,1.0,0.2345588207244873,0.4508470594882965,0.3791346549987793,1.0,0.24006448686122894,0.23916715383529663
requirement,0.17425359785556793,0.34176772832870483,0.33471783995628357,0.27167975902557373,0.272737056016922,0.209595188498497,0.25398141145706177,0.19209012389183044,0.3012670576572418,0.4118568003177643,0.6107841730117798,0.12164832651615143,0.24810856580734253,0.339241087436676,0.46579140424728394,0.21567337214946747,0.37833908200263977,0.3191780149936676,0.47462180256843567,0.3419473469257355,0.18146158754825592,0.24463318288326263,0.3235829472541809,0.21567337214946747,0.27365487813949585,0.18619684875011444,0.18146158754825592,0.474785178899765,0.27365487813949585,0.4765028655529022,0.3024540841579437
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.318512886762619,0.4739971458911896,0.21894486248493195,0.4185989499092102,0.22499679028987885,0.325223445892334,0.4137635827064514,0.34026676416397095,0.18703393638134003,0.23160754144191742,0.4451248347759247,0.3064946234226227,0.39140474796295166,0.2296343743801117,0.2735564410686493,0.3660550117492676,0.3728419542312622,0.3863949179649353,0.3236706852912903,0.20913051068782806,0.39140474796295166,0.44038116931915283,0.2184782177209854,0.3863949179649353,0.39280617237091064,0.44038116931915283,0.34250372648239136,0.264628142118454
lawyers,0.16819880902767181,0.14797165989875793,0.38532304763793945,0.2865249812602997,0.18563616275787354,0.4963245093822479,0.14232225716114044,0.3879619240760803,0.22356851398944855,0.23632875084877014,0.30465295910835266,0.1336929351091385,1.0,0.274583637714386,0.37119749188423157,0.15683823823928833,0.07486404478549957,0.4341580867767334,0.1984526365995407,0.20236720144748688,0.19119355082511902,0.18852871656417847,0.24928748607635498,0.15683823823928833,0.22432680428028107,0.29929542541503906,0.19119355082511902,0.28591176867485046,0.22432680428028107,0.2661108374595642,0.248005673289299
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.2667064666748047,0.435920387506485,0.178789421916008,0.1941935271024704,0.16819880902767181,0.45010748505592346,0.14223448932170868,0.4080928862094879,0.18371941149234772,0.20371130108833313,0.24363665282726288,0.5361666083335876,0.45514053106307983,0.2605783939361572,0.20350398123264313,0.4080928862094879,0.539380669593811,0.1503005474805832,0.45514053106307983,0.3403114080429077,0.539380669593811,0.21895073354244232,0.20430970191955566
italy,0.3334544897079468,0.23020818829536438,0.1242690235376358,0.10825580358505249,0.2633645832538605,0.15383219718933105,0.2844046950340271,0.13768064975738525,0.08162830024957657,0.17940302193164825,0.11617501080036163,0.6474564671516418,0.07531110942363739,0.19335418939590454,0.10737375915050507,0.18881605565547943,0.12410473823547363,0.1736602485179901,0.19657067954540253,0.1675352156162262,0.26177310943603516,0.1049756184220314,0.15371493995189667,0.18881605565547943,0.1983879655599594,0.18350236117839813,0.26177310943603516,0.15040241181850433,0.1983879655599594,0.19768349826335907,0.11567100137472153
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.3469145894050598,0.5436353087425232,0.3393286466598511,0.12072206288576126,0.274583637714386,1.0,0.3985632061958313,0.4239959120750427,0.27501562237739563,0.29657942056655884,0.45781534910202026,0.40669289231300354,0.3636345863342285,0.3138085603713989,0.2757699489593506,0.4239959120750427,0.45503583550453186,0.20786559581756592,0.3636345863342285,0.5149973034858704,0.45503583550453186,0.35110020637512207,0.29463258385658264
comply,0.14223448932170868,0.3154757022857666,0.32149556279182434,0.34791624546051025,0.26171886920928955,0.32119178771972656,0.24753829836845398,0.23844408988952637,0.23485983908176422,0.37541913986206055,0.4139799177646637,0.16490483283996582,0.37119749188423157,0.3985632061958313,1.0,0.24927465617656708,0.2126656174659729,0.33612194657325745,0.41330891847610474,0.26534178853034973,0.20986635982990265,0.24403269588947296,0.3804755210876465,0.24927465617656708,0.21835075318813324,0.267461895942688,0.20986635982990265,0.43628060817718506,0.21835075318813324,0.4421825706958771,0.2770853340625763
with,0.4080928862094879,0.46403205394744873,0.2825133502483368,0.25472134351730347,0.4223487675189972,0.14494022727012634,0.41827285289764404,0.13907890021800995,0.22930166125297546,0.4154358208179474,0.29522594809532166,0.1372891515493393,0.15683823823928833,0.4239959120750427,0.24927465617656708,0.9999999403953552,0.1925959587097168,0.19721101224422455,0.32924002408981323,0.37390366196632385,0.27411898970603943,0.2730048894882202,0.29106786847114563,0.9999999403953552,0.3783375024795532,0.16699977219104767,0.27411898970603943,0.3409014642238617,0.3783375024795532,0.24154092371463776,0.2433311939239502
maximum,0.18371941149234772,0.25036051869392395,0.18531128764152527,0.10565699636936188,0.228700190782547,0.1490837186574936,0.23949185013771057,0.1566755175590515,0.27575162053108215,0.2725290358066559,0.34545403718948364,0.09455516189336777,0.07486404478549957,0.27501562237739563,0.2126656174659729,0.1925959587097168,1.0,0.25120222568511963,0.25418540835380554,0.19955562055110931,0.1159391924738884,0.20667795836925507,0.18846248090267181,0.1925959587097168,0.24441662430763245,0.16579701006412506,0.1159391924738884,0.17924286425113678,0.24441662430763245,0.3347785472869873,0.10959649085998535
tariffs,0.20371130108833313,0.3089129626750946,0.2662957012653351,0.29321232438087463,0.2589615285396576,0.32958006858825684,0.23401698470115662,0.3285437822341919,0.22539016604423523,0.32347166538238525,0.31007328629493713,0.14491406083106995,0.4341580867767334,0.29657942056655884,0.33612194657325745,0.19721101224422455,0.25120222568511963,1.0,0.2836354374885559,0.2337951511144638,0.25417786836624146,0.1582639217376709,0.3961404263973236,0.19721101224422455,0.20753416419029236,0.18119865655899048,0.25417786836624146,0.2968122959136963,0.20753416419029236,0.4329777956008911,0.217265322804451
unless,0.24363665282726288,0.4714217483997345,0.45562154054641724,0.2809399366378784,0.3451882302761078,0.16038638353347778,0.26434075832366943,0.15099863708019257,0.25260522961616516,0.5599766373634338,0.4251399636268616,0.20350176095962524,0.1984526365995407,0.45781534910202026,0.41330891847610474,0.32924002408981323,0.25418540835380554,0.2836354374885559,1.0,0.3125649392604828,0.20415489375591278,0.27203744649887085,0.2252410352230072,0.32924002408981323,0.33399075269699097,0.25771310925483704,0.20415489375591278,0.5855684876441956,0.33399075269699097,0.4246829152107239,0.37169966101646423
there,0.5361666083335876,0.45256471633911133,0.2921479344367981,0.29736605286598206,0.47025805711746216,0.21166393160820007,0.44397735595703125,0.1235368549823761,0.24829471111297607,0.6006520986557007,0.306242972612381,0.1462177187204361,0.20236720144748688,0.40669289231300354,0.26534178853034973,0.37390366196632385,0.19955562055110931,0.2337951511144638,0.3125649392604828,1.0,0.24909798800945282,0.22476400434970856,0.1784631460905075,0.37390366196632385,0.4214206337928772,0.1189635768532753,0.24909798800945282,0.43214359879493713,0.4214206337928772,0.23657108843326569,0.29405656456947327
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.19631803035736084,0.33670201897621155,0.06839247047901154,0.27526864409446716,0.19119355082511902,0.3636345863342285,0.20986635982990265,0.27411898970603943,0.1159391924738884,0.25417786836624146,0.20415489375591278,0.24909798800945282,1.0000001192092896,0.3694365322589874,0.23975293338298798,0.27411898970603943,0.4508470594882965,0.166180819272995,1.0000001192092896,0.2888734042644501,0.4508470594882965,0.18069669604301453,0.18412111699581146
an,0.2605783939361572,0.3611921966075897,0.28771698474884033,0.22598257660865784,0.4207492768764496,0.20114386081695557,0.32280945777893066,0.1862974911928177,0.13976497948169708,0.365763783454895,0.16899141669273376,0.21763551235198975,0.18852871656417847,0.3138085603713989,0.24403269588947296,0.2730048894882202,0.20667795836925507,0.1582639217376709,0.27203744649887085,0.22476400434970856,0.3694365322589874,1.0,0.18085570633411407,0.2730048894882202,0.44552403688430786,0.16693705320358276,0.3694365322589874,0.3722182512283325,0.44552403688430786,0.24295277893543243,0.19793890416622162
agreement,0.20350398123264313,0.24597544968128204,0.1856611669063568,0.2812501788139343,0.2490699142217636,0.2145192176103592,0.21259461343288422,0.19459882378578186,0.1825382262468338,0.3057451844215393,0.23571568727493286,0.1213010773062706,0.24928748607635498,0.2757699489593506,0.3804755210876465,0.29106786847114563,0.18846248090267181,0.3961404263973236,0.2252410352230072,0.1784631460905075,0.23975293338298798,0.18085570633411407,1.0,0.29106786847114563,0.203191339969635,0.2305053025484085,0.23975293338298798,0.2792661786079407,0.203191339969635,0.37770479917526245,0.15830197930335999
with,0.4080928862094879,0.46403205394744873,0.2825133502483368,0.25472134351730347,0.4223487675189972,0.14494022727012634,0.41827285289764404,0.13907890021800995,0.22930166125297546,0.4154358208179474,0.29522594809532166,0.1372891515493393,0.15683823823928833,0.4239959120750427,0.24927465617656708,0.9999999403953552,0.1925959587097168,0.19721101224422455,0.32924002408981323,0.37390366196632385,0.27411898970603943,0.2730048894882202,0.29106786847114563,0.9999999403953552,0.3783375024795532,0.16699977219104767,0.27411898970603943,0.3409014642238617,0.3783375024795532,0.24154092371463776,0.2433311939239502
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.2822398841381073,0.47537946701049805,0.2638072371482849,0.2020866572856903,0.22432680428028107,0.45503583550453186,0.21835075318813324,0.3783375024795532,0.24441662430763245,0.20753416419029236,0.33399075269699097,0.4214206337928772,0.4508470594882965,0.44552403688430786,0.203191339969635,0.3783375024795532,1.0,0.2345588207244873,0.4508470594882965,0.3791346549987793,1.0,0.24006448686122894,0.23916715383529663
client,0.1503005474805832,0.24099282920360565,0.209635391831398,0.1565028727054596,0.22438184916973114,0.23429745435714722,0.1617206633090973,0.09850203990936279,0.19354426860809326,0.19408075511455536,0.28233182430267334,0.14672568440437317,0.29929542541503906,0.20786559581756592,0.267461895942688,0.16699977219104767,0.16579701006412506,0.18119865655899048,0.25771310925483704,0.1189635768532753,0.166180819272995,0.16693705320358276,0.2305053025484085,0.16699977219104767,0.2345588207244873,0.9999999403953552,0.166180819272995,0.18795622885227203,0.2345588207244873,0.21204912662506104,0.20958182215690613
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.19631803035736084,0.33670201897621155,0.06839247047901154,0.27526864409446716,0.19119355082511902,0.3636345863342285,0.20986635982990265,0.27411898970603943,0.1159391924738884,0.25417786836624146,0.20415489375591278,0.24909798800945282,1.0000001192092896,0.3694365322589874,0.23975293338298798,0.27411898970603943,0.4508470594882965,0.166180819272995,1.0000001192092896,0.2888734042644501,0.4508470594882965,0.18069669604301453,0.18412111699581146
not,0.3403114080429077,0.46766895055770874,0.3788454234600067,0.6481515765190125,0.4310511648654938,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.30054694414138794,0.6600887179374695,0.4110551178455353,0.19617684185504913,0.28591176867485046,0.5149973034858704,0.43628060817718506,0.3409014642238617,0.17924286425113678,0.2968122959136963,0.5855684876441956,0.43214359879493713,0.2888734042644501,0.3722182512283325,0.2792661786079407,0.3409014642238617,0.3791346549987793,0.18795622885227203,0.2888734042644501,0.9999999403953552,0.3791346549987793,0.4043932259082794,0.41942933201789856
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.2822398841381073,0.47537946701049805,0.2638072371482849,0.2020866572856903,0.22432680428028107,0.45503583550453186,0.21835075318813324,0.3783375024795532,0.24441662430763245,0.20753416419029236,0.33399075269699097,0.4214206337928772,0.4508470594882965,0.44552403688430786,0.203191339969635,0.3783375024795532,1.0,0.2345588207244873,0.4508470594882965,0.3791346549987793,1.0,0.24006448686122894,0.23916715383529663
restriction,0.21895073354244232,0.3765501379966736,0.3316742479801178,0.2462376058101654,0.2859073281288147,0.20468907058238983,0.23267412185668945,0.16995644569396973,0.26565393805503845,0.3972736895084381,0.4412105679512024,0.14994901418685913,0.2661108374595642,0.35110020637512207,0.4421825706958771,0.24154092371463776,0.3347785472869873,0.4329777956008911,0.4246829152107239,0.23657108843326569,0.18069669604301453,0.24295277893543243,0.37770479917526245,0.24154092371463776,0.24006448686122894,0.21204912662506104,0.18069669604301453,0.4043932259082794,0.24006448686122894,1.0000001192092896,0.2774273455142975
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.30296799540519714,0.4460422694683075,0.20486041903495789,0.21152353286743164,0.21965870261192322,0.4645031690597534,0.18477702140808105,0.4446153938770294,0.2106751948595047,0.2067917287349701,0.3206039071083069,0.43897318840026855,0.40146201848983765,0.3581749200820923,0.20123955607414246,0.4446153938770294,0.50484299659729,0.23342491686344147,0.40146201848983765,0.4824007451534271,0.50484299659729,0.2427184283733368,0.4130953550338745
