,which,sitcom,produced,a,spinoff,for,abc,after,ending,its,run,in,1984,?
's,0.03856118768453598,-0.0017705160425975919,-0.03862787038087845,0.04866964742541313,0.009391658939421177,-0.07241261005401611,0.06670809537172318,-0.055672239512205124,0.010338542982935905,0.03202139586210251,0.017889494076371193,-0.037580832839012146,0.06487888097763062,-0.023395681753754616
marquee,0.23895610868930817,0.24926233291625977,0.14937742054462433,0.20491953194141388,0.252387672662735,0.2394723743200302,0.25658467411994934,0.21470394730567932,0.15987545251846313,0.17164303362369537,0.1918366551399231,0.22384251654148102,0.11383721232414246,0.10540568828582764
shows,0.33303946256637573,0.3272691071033478,0.20858928561210632,0.3360818326473236,0.27081769704818726,0.35496386885643005,0.3304527997970581,0.22265245020389557,0.19322174787521362,0.2824936509132385,0.1459360122680664,0.3289647698402405,-0.009078789502382278,0.2040930688381195
of,0.5011631846427917,0.14758242666721344,0.18961067497730255,0.5052502155303955,0.2608235478401184,0.4185989499092102,0.14607268571853638,0.3867455720901489,0.26691535115242004,0.48690423369407654,0.2272813767194748,0.5696388483047485,0.018355052918195724,0.1826142966747284
the,0.6521818041801453,0.18489417433738708,0.22045251727104187,0.5829201340675354,0.27353307604789734,0.4739971458911896,0.2068762183189392,0.4565047025680542,0.3726840615272522,0.559237003326416,0.27883726358413696,0.6662389636039734,-0.007670710328966379,0.22068053483963013
1970s,0.005460713058710098,0.04934221878647804,-0.012738793157041073,-0.008740115910768509,0.01297308225184679,0.04791708290576935,-0.11265640705823898,-0.014865546487271786,0.06209418550133705,-0.011291023343801498,0.024789026007056236,0.057396724820137024,-0.005261105485260487,0.03861190751194954
ended,0.17998263239860535,0.24889639019966125,0.17260882258415222,0.23481619358062744,0.279362291097641,0.25393593311309814,0.2626802623271942,0.49760809540748596,0.513846755027771,0.207168310880661,0.23642955720424652,0.3353011906147003,-0.005131209269165993,0.15429291129112244
their,0.4582767188549042,0.1376071572303772,0.16197408735752106,0.29698723554611206,0.25124040246009827,0.3406745493412018,0.17463743686676025,0.30973172187805176,0.19236034154891968,0.5367968082427979,0.2519458532333374,0.34976133704185486,-0.09176897257566452,0.1898253709077835
runs,0.2880222499370575,0.14337800443172455,0.15159037709236145,0.23921579122543335,0.14271780848503113,0.1882663071155548,0.10696805268526077,0.15291158854961395,0.18191950023174286,0.25302407145500183,0.6555101275444031,0.2674408257007599,-0.0117871705442667,0.08094297349452972
during,0.3590145409107208,0.1942109763622284,0.20210334658622742,0.30341604351997375,0.22547367215156555,0.3448435664176941,0.18870772421360016,0.528485894203186,0.35915330052375793,0.23688937723636627,0.22647301852703094,0.4627237319946289,0.002191714011132717,0.1325719803571701
the,0.6521818041801453,0.18489417433738708,0.22045251727104187,0.5829201340675354,0.27353307604789734,0.4739971458911896,0.2068762183189392,0.4565047025680542,0.3726840615272522,0.559237003326416,0.27883726358413696,0.6662389636039734,-0.007670710328966379,0.22068053483963013
mid-1980s,0.38076886534690857,0.127516970038414,0.15945130586624146,0.3233974575996399,0.17245899140834808,0.2470930963754654,0.11429709941148758,0.2805900275707245,0.25147297978401184,0.28760161995887756,0.22482308745384216,0.279976487159729,-0.04758765548467636,0.03908414766192436
:,-0.11049769818782806,-0.12986059486865997,-0.1622886210680008,-0.0007584693375974894,-0.05362628027796745,-0.02522280067205429,-0.06154730170965195,-0.011440866626799107,0.026016948744654655,-0.09279701858758926,-0.037502460181713104,0.020521078258752823,-0.0971415787935257,-0.07156077772378922
laverne,0.15648342669010162,0.34642595052719116,0.1286322921514511,0.16022242605686188,0.22824080288410187,0.15944010019302368,0.22432038187980652,0.08414582908153534,0.11749529093503952,0.06462568044662476,0.09579432010650635,0.2994062602519989,0.175660640001297,0.15383945405483246
&,0.16294614970684052,0.2466602623462677,0.1529259979724884,0.07266713678836823,0.2322816401720047,0.15479104220867157,0.1936885565519333,0.08896223455667496,-0.022834468632936478,0.11429427564144135,0.08620958030223846,0.1358654648065567,0.17730149626731873,0.12596383690834045
shirley,0.1212906613945961,0.3921109735965729,0.15701183676719666,0.16616585850715637,0.21734590828418732,0.14431054890155792,0.2905524671077728,0.08980800956487656,0.11413557827472687,0.10255748778581619,0.20073850452899933,0.21833598613739014,0.18474969267845154,0.127523273229599
ended,0.17998263239860535,0.24889639019966125,0.17260882258415222,0.23481619358062744,0.279362291097641,0.25393593311309814,0.2626802623271942,0.49760809540748596,0.513846755027771,0.207168310880661,0.23642955720424652,0.3353011906147003,-0.005131209269165993,0.15429291129112244
its,0.5154205560684204,0.16252698004245758,0.19729402661323547,0.4424409866333008,0.28489983081817627,0.2992613911628723,0.19045390188694,0.29879069328308105,0.26788225769996643,1.0,0.255632609128952,0.3793783485889435,0.02381262183189392,0.15103481709957123
run,0.32898253202438354,0.17811015248298645,0.15911537408828735,0.2607046067714691,0.22843600809574127,0.27206581830978394,0.1768566370010376,0.1923825591802597,0.22760280966758728,0.255632609128952,1.0,0.26368704438209534,-0.021380718797445297,0.17904110252857208
in,0.4840516746044159,0.21119031310081482,0.2542861998081207,0.539380669593811,0.2422005534172058,0.4322226941585541,0.1697147786617279,0.44050168991088867,0.3119421899318695,0.3793783485889435,0.26368704438209534,1.0,0.006334475241601467,0.20430970191955566
1983,-0.07515686750411987,0.09692312777042389,-0.016722166910767555,0.005996976047754288,0.039571404457092285,0.021706007421016693,0.12831369042396545,-0.10907930135726929,-0.048094939440488815,0.040093716233968735,-0.018866758793592453,-0.00395767018198967,0.33796337246894836,0.09926492720842361
",",0.3658004403114319,0.20374301075935364,0.22260788083076477,0.427140474319458,0.33401575684547424,0.4464869201183319,0.2097204476594925,0.38860568404197693,0.2547510862350464,0.33157986402511597,0.2309936285018921,0.5201468467712402,0.1623975932598114,0.31091248989105225
happy,0.2121075838804245,0.32746678590774536,0.131831556558609,0.25186726450920105,0.21471484005451202,0.2225712537765503,0.1251838207244873,0.2433304339647293,0.36136072874069214,0.16758061945438385,0.16063793003559113,0.19048242270946503,0.0039735157042741776,0.27375271916389465
days,0.21783310174942017,0.17616385221481323,0.15183071792125702,0.24421119689941406,0.16433675587177277,0.2734130620956421,0.174025297164917,0.5160173177719116,0.27496257424354553,0.22651438415050507,0.17387016117572784,0.24827800691127777,0.007548321504145861,0.2198754847049713
and,0.506277859210968,0.214419424533844,0.24455034732818604,0.3739250600337982,0.2910442650318146,0.5064792633056641,0.16453155875205994,0.3765919506549835,0.23760265111923218,0.3841775357723236,0.2711782455444336,0.4954058527946472,0.01118233148008585,0.20544172823429108
three,0.40919098258018494,0.19691835343837738,0.1890154778957367,0.3025658130645752,0.22087931632995605,0.3032672107219696,0.15282940864562988,0.2759888768196106,0.25173333287239075,0.23637419939041138,0.2245328724384308,0.34828072786331177,0.02674373798072338,0.20928427577018738
's,0.03856118768453598,-0.0017705160425975919,-0.03862787038087845,0.04866964742541313,0.009391658939421177,-0.07241261005401611,0.06670809537172318,-0.055672239512205124,0.010338542982935905,0.03202139586210251,0.017889494076371193,-0.037580832839012146,0.06487888097763062,-0.023395681753754616
company,0.25990763306617737,0.1974037140607834,0.29742905497550964,0.22037413716316223,0.28008565306663513,0.25874319672584534,0.16210390627384186,0.21655593812465668,0.10139594972133636,0.258992999792099,0.2012515664100647,0.22141718864440918,0.042282331734895706,0.12195809185504913
ended,0.17998263239860535,0.24889639019966125,0.17260882258415222,0.23481619358062744,0.279362291097641,0.25393593311309814,0.2626802623271942,0.49760809540748596,0.513846755027771,0.207168310880661,0.23642955720424652,0.3353011906147003,-0.005131209269165993,0.15429291129112244
in,0.4840516746044159,0.21119031310081482,0.2542861998081207,0.539380669593811,0.2422005534172058,0.4322226941585541,0.1697147786617279,0.44050168991088867,0.3119421899318695,0.3793783485889435,0.26368704438209534,1.0,0.006334475241601467,0.20430970191955566
1984,-0.0876738429069519,0.18784183263778687,0.08013717830181122,-9.57133379415609e-05,0.05515841767191887,-0.06237468123435974,0.225337415933609,-0.017813758924603462,-0.027508269995450974,0.02381262183189392,-0.021380718797445297,0.006334475241601467,1.0,0.07765956968069077
(,0.2589828372001648,0.17289085686206818,0.15091001987457275,0.3206180930137634,0.18544432520866394,0.3357032239437103,0.183883935213089,0.2132600098848343,0.18159833550453186,0.1924784928560257,0.1844223588705063,0.3087427020072937,0.2548593580722809,0.40561532974243164
with,0.46403205394744873,0.15607880055904388,0.26250705122947693,0.3783375024795532,0.2320799082517624,0.39140474796295166,0.17432008683681488,0.33843478560447693,0.2841153144836426,0.3087116777896881,0.16277898848056793,0.4080928862094879,-0.02187938429415226,0.2433311939239502
the,0.6521818041801453,0.18489417433738708,0.22045251727104187,0.5829201340675354,0.27353307604789734,0.4739971458911896,0.2068762183189392,0.4565047025680542,0.3726840615272522,0.559237003326416,0.27883726358413696,0.6662389636039734,-0.007670710328966379,0.22068053483963013
latter,0.3792044222354889,0.15386152267456055,0.14827853441238403,0.2740139961242676,0.13194166123867035,0.22359251976013184,0.09004172682762146,0.31128883361816406,0.22087547183036804,0.19128233194351196,0.19157899916172028,0.27519580721855164,0.060028210282325745,0.12733961641788483
producing,0.4155447483062744,0.15968278050422668,0.591113269329071,0.2861628234386444,0.15275897085666656,0.30518653988838196,0.16384410858154297,0.1608930081129074,0.16434065997600555,0.3065360486507416,0.1564999222755432,0.2826419174671173,-0.03901391476392746,0.1406429558992386
a,0.56894451379776,0.17532344162464142,0.21993228793144226,1.0,0.23610427975654602,0.44038116931915283,0.21331243216991425,0.3831600844860077,0.28905317187309265,0.4424409866333008,0.2607046067714691,0.539380669593811,-9.57133379415609e-05,0.23916715383529663
short-lived,0.3185153305530548,0.3324200510978699,0.29553112387657166,0.341551274061203,0.32535284757614136,0.3404686152935028,0.29437947273254395,0.43263086676597595,0.329454243183136,0.2770605683326721,0.30572575330734253,0.4488484859466553,0.1714441329240799,0.27253833413124084
spinoff,0.23744307458400726,0.37610363960266113,0.29416656494140625,0.23610427975654602,1.0,0.2866019904613495,0.34668293595314026,0.24293993413448334,0.26742681860923767,0.28489983081817627,0.22843600809574127,0.2422005534172058,0.05515841767191887,0.1432255059480667
that,0.6894589066505432,0.16225899755954742,0.2527473568916321,0.47537946701049805,0.28691938519477844,0.4137635827064514,0.17440107464790344,0.373811811208725,0.2724566161632538,0.416561484336853,0.32061445713043213,0.435920387506485,-0.13985131680965424,0.32716336846351624
year,0.242343008518219,0.16091279685497284,0.16949312388896942,0.29350247979164124,0.1413799375295639,0.29294124245643616,0.2373921275138855,0.336445689201355,0.3346041738986969,0.15338382124900818,0.19306103885173798,0.3359307050704956,0.01860816963016987,0.18315006792545319
),0.2758678197860718,0.18132637441158295,0.15463140606880188,0.3640355169773102,0.19019821286201477,0.3639558255672455,0.18381085991859436,0.24162524938583374,0.2052900791168213,0.20629894733428955,0.1813306212425232,0.3326910734176636,0.21429310739040375,0.42300865054130554
",",0.3658004403114319,0.20374301075935364,0.22260788083076477,0.427140474319458,0.33401575684547424,0.4464869201183319,0.2097204476594925,0.38860568404197693,0.2547510862350464,0.33157986402511597,0.2309936285018921,0.5201468467712402,0.1623975932598114,0.31091248989105225
while,0.38669952750205994,0.17528370022773743,0.1446700096130371,0.3733035624027252,0.23054687678813934,0.4232339859008789,0.14978811144828796,0.42262914776802063,0.2689078152179718,0.3084518015384674,0.25356626510620117,0.3399278521537781,-0.028738481923937798,0.21076419949531555
the,0.6521818041801453,0.18489417433738708,0.22045251727104187,0.5829201340675354,0.27353307604789734,0.4739971458911896,0.2068762183189392,0.4565047025680542,0.3726840615272522,0.559237003326416,0.27883726358413696,0.6662389636039734,-0.007670710328966379,0.22068053483963013
love,0.21517449617385864,0.2987278699874878,0.1863280087709427,0.23674970865249634,0.2489003986120224,0.21999943256378174,0.22775214910507202,0.2096501588821411,0.27896004915237427,0.16419528424739838,0.10194175690412521,0.2026566118001938,0.009685805067420006,0.24261747300624847
boat,0.21313714981079102,0.20648641884326935,0.13486036658287048,0.26391369104385376,0.142327681183815,0.16991357505321503,0.19883042573928833,0.18359743058681488,0.09341365844011307,0.12511000037193298,0.14976024627685547,0.1934967190027237,0.12769052386283875,0.1711711287498474
ended,0.17998263239860535,0.24889639019966125,0.17260882258415222,0.23481619358062744,0.279362291097641,0.25393593311309814,0.2626802623271942,0.49760809540748596,0.513846755027771,0.207168310880661,0.23642955720424652,0.3353011906147003,-0.005131209269165993,0.15429291129112244
its,0.5154205560684204,0.16252698004245758,0.19729402661323547,0.4424409866333008,0.28489983081817627,0.2992613911628723,0.19045390188694,0.29879069328308105,0.26788225769996643,1.0,0.255632609128952,0.3793783485889435,0.02381262183189392,0.15103481709957123
run,0.32898253202438354,0.17811015248298645,0.15911537408828735,0.2607046067714691,0.22843600809574127,0.27206581830978394,0.1768566370010376,0.1923825591802597,0.22760280966758728,0.255632609128952,1.0,0.26368704438209534,-0.021380718797445297,0.17904110252857208
in,0.4840516746044159,0.21119031310081482,0.2542861998081207,0.539380669593811,0.2422005534172058,0.4322226941585541,0.1697147786617279,0.44050168991088867,0.3119421899318695,0.3793783485889435,0.26368704438209534,1.0,0.006334475241601467,0.20430970191955566
1986,0.13014493882656097,0.022962838411331177,0.0002017017686739564,0.17319737374782562,0.14156591892242432,0.11612676829099655,0.15814480185508728,0.07284300774335861,0.1377941220998764,0.1367247998714447,0.0863310769200325,0.05458921566605568,0.2035602480173111,0.14247135818004608
.,0.45942068099975586,0.23559598624706268,0.2634154260158539,0.50484299659729,0.31168410181999207,0.4726039469242096,0.2567209303379059,0.35870397090911865,0.21400396525859833,0.3566088080406189,0.2739698588848114,0.5591574311256409,0.08901527523994446,0.4130953550338745
