,when,did,barton,and,whitfield,demand,climate,research,records,?
commerce,0.1955074816942215,0.1370212733745575,0.18925407528877258,0.24256257712841034,0.1774478405714035,0.3161214590072632,0.24115215241909027,0.23622436821460724,0.10304473340511322,0.09677373617887497
wrote,0.18808679282665253,0.3485160768032074,0.16755938529968262,0.2975862920284271,0.22624243795871735,0.11666636168956757,0.12008630484342575,0.16409315168857574,0.23161126673221588,0.19322504103183746
joint,0.20029248297214508,0.14753364026546478,0.1288978010416031,0.1892649531364441,0.2039528787136078,0.13587574660778046,0.10191357135772705,0.24491891264915466,0.18817856907844543,0.15804731845855713
letters,0.22306860983371735,0.1800529956817627,0.15026606619358063,0.2574736475944519,0.23850685358047485,0.15262958407402039,0.09431810677051544,0.1300368309020996,0.1611059010028839,0.18739263713359833
with,0.5075214505195618,0.25472134351730347,0.1650400459766388,0.5477725267410278,0.19853976368904114,0.28463292121887207,0.19627727568149567,0.17809204757213593,0.1708124577999115,0.2433311939239502
ed,0.1340404897928238,0.11433116346597672,0.1709577590227127,0.2150764912366867,0.1834777593612671,0.04832839220762253,0.11543875932693481,0.0991445928812027,0.06971266865730286,0.16764874756336212
whitfield,0.18624280393123627,0.17026519775390625,0.3821754455566406,0.2908225655555725,0.9999998807907104,0.1444517821073532,0.14569856226444244,0.20385456085205078,0.24837157130241394,0.1670030653476715
",",0.36674630641937256,0.3015086054801941,0.28067484498023987,0.6633074283599854,0.3210216760635376,0.25499746203422546,0.224740669131279,0.2764695882797241,0.17940400540828705,0.31091248989105225
chairman,0.1375398188829422,0.10608064383268356,0.2353188693523407,0.2024257630109787,0.22202295064926147,0.1726521998643875,0.17960642278194427,0.18523642420768738,0.14232267439365387,0.08324678242206573
of,0.3757161796092987,0.2513895630836487,0.22543998062610626,0.5116966962814331,0.12382641434669495,0.2345065176486969,0.25840428471565247,0.22573977708816528,0.17885147035121918,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.22094224393367767,0.5171257257461548,0.17659328877925873,0.27194610238075256,0.2693597674369812,0.24391183257102966,0.23809710144996643,0.22068053483963013
subcommittee,0.18227256834506989,0.17053112387657166,0.18235674500465393,0.22810380160808563,0.1240951344370842,0.26037758588790894,0.24200697243213654,0.2682787775993347,0.16741394996643066,0.14806249737739563
on,0.37706470489501953,0.2670976221561432,0.11893081665039062,0.4077630043029785,0.25741681456565857,0.2564358413219452,0.23228000104427338,0.2395089864730835,0.21083123981952667,0.2714994251728058
oversight,0.2604200839996338,0.2560838460922241,0.15719197690486908,0.19822724163532257,0.17898011207580566,0.23802950978279114,0.20363107323646545,0.22170515358448029,0.14110246300697327,0.45554885268211365
and,0.4716290831565857,0.34479495882987976,0.2733054757118225,1.0,0.2908225655555725,0.3240898847579956,0.2292918860912323,0.27611881494522095,0.17576263844966888,0.20544172823429108
investigations,0.22372065484523773,0.21491368114948273,0.08693711459636688,0.20238573849201202,0.17903734743595123,0.2071051150560379,0.15321674942970276,0.45694756507873535,0.19383597373962402,0.14811140298843384
demanding,0.3180387616157532,0.3604845106601715,0.1598365157842636,0.2986477315425873,0.1530362218618393,0.7620267868041992,0.14925946295261383,0.17192977666854858,0.10482126474380493,0.11861293762922287
full,0.2801515758037567,0.21422791481018066,0.10242518037557602,0.2361413836479187,0.15870927274227142,0.23619450628757477,0.12091951817274094,0.1232801005244255,0.16622015833854675,0.168479785323143
records,0.19333356618881226,0.1876455396413803,0.10640839487314224,0.17576263844966888,0.24837157130241394,0.0894569531083107,0.03875958174467087,0.1728789508342743,1.0,0.12384546548128128
on,0.37706470489501953,0.2670976221561432,0.11893081665039062,0.4077630043029785,0.25741681456565857,0.2564358413219452,0.23228000104427338,0.2395089864730835,0.21083123981952667,0.2714994251728058
climate,0.18233810365200043,0.1748235523700714,0.11206281930208206,0.2292918860912323,0.14569856226444244,0.19487883150577545,1.0000001192092896,0.2112196981906891,0.03875958174467087,0.19998492300510406
research,0.19555708765983582,0.2046227902173996,0.10192124545574188,0.27611881494522095,0.20385456085205078,0.17297495901584625,0.2112196981906891,1.0,0.1728789508342743,0.13481977581977844
",",0.36674630641937256,0.3015086054801941,0.28067484498023987,0.6633074283599854,0.3210216760635376,0.25499746203422546,0.224740669131279,0.2764695882797241,0.17940400540828705,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.24488969147205353,0.49487000703811646,0.30607324838638306,0.21706032752990723,0.2189137190580368,0.27755290269851685,0.15781886875629425,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.2376386672258377,0.5258845686912537,0.22067098319530487,0.22885271906852722,0.2151697278022766,0.23831188678741455,0.15049244463443756,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.24488969147205353,0.49487000703811646,0.30607324838638306,0.21706032752990723,0.2189137190580368,0.27755290269851685,0.15781886875629425,0.27043893933296204
personal,0.18873369693756104,0.24463480710983276,0.04245034605264664,0.26224902272224426,0.1047157347202301,0.22527877986431122,0.14638075232505798,0.2044539600610733,0.18706417083740234,0.206199511885643
information,0.23412656784057617,0.20070023834705353,0.037367820739746094,0.28268665075302124,0.16790911555290222,0.27444514632225037,0.20073968172073364,0.37089455127716064,0.16836625337600708,0.24875912070274353
about,0.3835894465446472,0.28723078966140747,0.17488326132297516,0.3875081241130829,0.13230803608894348,0.13829933106899261,0.2469775229692459,0.248089000582695,0.12639892101287842,0.302409827709198
their,0.3682888448238373,0.38078752160072327,0.13739240169525146,0.45114588737487793,0.19553373754024506,0.2641177475452423,0.12227319926023483,0.19392672181129456,0.2097254991531372,0.1898253709077835
finances,0.19676335155963898,0.24709336459636688,0.2462766170501709,0.29335302114486694,0.17079442739486694,0.3309944272041321,0.2167157679796219,0.36188581585884094,0.21145810186862946,0.10296480357646942
and,0.4716290831565857,0.34479495882987976,0.2733054757118225,1.0,0.2908225655555725,0.3240898847579956,0.2292918860912323,0.27611881494522095,0.17576263844966888,0.20544172823429108
careers,0.19830834865570068,0.32275494933128357,0.18899835646152496,0.2854659855365753,0.22670231759548187,0.17214280366897583,0.12933827936649323,0.3008662760257721,0.24901923537254333,0.17144931852817535
",",0.36674630641937256,0.3015086054801941,0.28067484498023987,0.6633074283599854,0.3210216760635376,0.25499746203422546,0.224740669131279,0.2764695882797241,0.17940400540828705,0.31091248989105225
from,0.405669629573822,0.20248863101005554,0.10364250093698502,0.3601827025413513,0.13276951014995575,0.20165932178497314,0.21669475734233856,0.19734305143356323,0.15931837260723114,0.19969791173934937
mann,0.19676300883293152,0.10065829753875732,0.318293035030365,0.305417001247406,0.3408396542072296,0.08140464872121811,0.08481288701295853,0.07240244001150131,0.1793055534362793,0.1585768312215805
",",0.36674630641937256,0.3015086054801941,0.28067484498023987,0.6633074283599854,0.3210216760635376,0.25499746203422546,0.224740669131279,0.2764695882797241,0.17940400540828705,0.31091248989105225
bradley,0.15620145201683044,0.1644633561372757,0.3518463969230652,0.268306702375412,0.49858221411705017,0.12326487898826599,0.09034984558820724,0.18586061894893646,0.137718066573143,0.14008547365665436
and,0.4716290831565857,0.34479495882987976,0.2733054757118225,1.0,0.2908225655555725,0.3240898847579956,0.2292918860912323,0.27611881494522095,0.17576263844966888,0.20544172823429108
hughes,0.21571697294712067,0.18580825626850128,0.4911551773548126,0.30482640862464905,0.41495752334594727,0.16823329031467438,0.02747132070362568,0.15426002442836761,0.17203979194164276,0.1937333196401596
.,0.475719153881073,0.35288307070732117,0.24008001387119293,0.588965117931366,0.26362210512161255,0.2543337345123291,0.22208234667778015,0.2517603039741516,0.19482098519802094,0.4130953550338745
