,the,abolition,of,the,ottoman,caliphate,is,believed,to,have,ended,what,system,?
",",0.4933079481124878,0.2342340350151062,0.4946078956127167,0.4933079481124878,0.22751282155513763,0.1737840473651886,0.4691906273365021,0.2386300414800644,0.44245919585227966,0.3541618287563324,0.2682836353778839,0.3087472915649414,0.18439900875091553,0.31091248989105225
something,0.32640767097473145,0.13420790433883667,0.2189858853816986,0.32640767097473145,0.19315090775489807,0.1070299968123436,0.3330649733543396,0.31426340341567993,0.41753658652305603,0.431578665971756,0.17629188299179077,0.6258514523506165,0.26264089345932007,0.4761815667152405
for,0.4739971458911896,0.23733988404273987,0.4185989499092102,0.4739971458911896,0.12756021320819855,0.06873653829097748,0.43268078565597534,0.212932750582695,0.4451248347759247,0.41175219416618347,0.25393593311309814,0.3017193675041199,0.2630598843097687,0.264628142118454
which,0.6521818041801453,0.19931627810001373,0.5011631846427917,0.6521818041801453,0.19170889258384705,0.21244271099567413,0.4457404911518097,0.3179844319820404,0.5345056653022766,0.49652695655822754,0.17998263239860535,0.5261979103088379,0.37390631437301636,0.25814583897590637
it,0.6251175999641418,0.17274489998817444,0.38761502504348755,0.6251175999641418,0.19996459782123566,0.18022754788398743,0.6328473687171936,0.30581751465797424,0.513711154460907,0.40974161028862,0.180878683924675,0.45803478360176086,0.30691424012184143,0.25732165575027466
blames,0.2093295305967331,0.20665451884269714,0.18242906033992767,0.2093295305967331,0.12250223755836487,0.1787552386522293,0.11945684254169464,0.3694647550582886,0.25092580914497375,0.2009636014699936,0.19698455929756165,0.23735378682613373,0.08802925795316696,0.1453685164451599
``,0.029072100296616554,0.027926312759518623,0.06780257821083069,0.029072100296616554,0.1509597897529602,0.13673263788223267,0.058766357600688934,-0.039557237178087234,0.06720756739377975,0.1022237241268158,0.05489769205451012,0.008517155423760414,0.07236211001873016,0.0685480609536171
the,1.0,0.2524787187576294,0.733189046382904,1.0,0.2623080313205719,0.25527113676071167,0.5823672413825989,0.324635773897171,0.535392165184021,0.40389683842658997,0.3356485068798065,0.42745697498321533,0.3233085572719574,0.22068053483963013
disbelieving,0.34113240242004395,0.24281905591487885,0.2924976050853729,0.34113240242004395,0.182431161403656,0.27279478311538696,0.23748399317264557,0.5382997393608093,0.39406082034111023,0.3406722843647003,0.18078480660915375,0.4666604697704315,0.19353224337100983,0.23794059455394745
(,0.33289089798927307,0.18546411395072937,0.35032153129577637,0.33289089798927307,0.13974647223949432,0.14479483664035797,0.35393038392066956,0.09919161349534988,0.30882009863853455,0.23072676360607147,0.17012202739715576,0.2411840260028839,0.15626809000968933,0.40561532974243164
kafir,0.29858076572418213,0.1942664086818695,0.210407555103302,0.29858076572418213,0.4277668595314026,0.4441963732242584,0.35151007771492004,0.30750149488449097,0.22847776114940643,0.2722741365432739,0.1485517919063568,0.2961212992668152,0.1495916098356247,0.25370490550994873
),0.3456730246543884,0.19741375744342804,0.3680361211299896,0.3456730246543884,0.13357017934322357,0.14384311437606812,0.37732169032096863,0.1061650738120079,0.31236231327056885,0.22866283357143402,0.2159026563167572,0.26259949803352356,0.15207810699939728,0.42300865054130554
colonial,0.2715741693973541,0.3618868589401245,0.2972153425216675,0.2715741693973541,0.3105202317237854,0.275125116109848,0.15852876007556915,0.14924900233745575,0.22932834923267365,0.2394694685935974,0.15285420417785645,0.15791663527488708,0.11703799664974213,0.10191229730844498
powers,0.25233519077301025,0.24976791441440582,0.22709226608276367,0.25233519077301025,0.2508954405784607,0.28182196617126465,0.16329245269298553,0.2486814707517624,0.26181724667549133,0.2531462609767914,0.20001061260700226,0.24108682572841644,0.17697279155254364,0.17269276082515717
'',0.041273195296525955,-0.0726984441280365,0.13035868108272552,0.041273195296525955,0.10281000286340714,0.0782189816236496,0.0793738141655922,0.0020648620557039976,-0.009905828163027763,0.0312618687748909,0.053333453834056854,0.08143015950918198,-0.018831472843885422,0.018684765323996544
working,0.25857484340667725,0.12512798607349396,0.19986772537231445,0.25857484340667725,0.1476653665304184,0.08186116069555283,0.20290212333202362,0.19420374929904938,0.28215980529785156,0.27710407972335815,0.2050655633211136,0.2846863269805908,0.2118702232837677,0.17154020071029663
through,0.44071322679519653,0.1860828846693039,0.3647414743900299,0.44071322679519653,0.09018339961767197,0.1134839653968811,0.27805060148239136,0.19739846885204315,0.4062686562538147,0.2991202771663666,0.28797829151153564,0.23167094588279724,0.25831398367881775,0.16913433372974396
turkish,0.19575290381908417,0.11262103170156479,0.14263172447681427,0.19575290381908417,0.6171568036079407,0.3288300037384033,0.1648237258195877,0.024729399010539055,0.1500670164823532,0.1445072740316391,0.11335889995098114,0.11822055280208588,0.08222967386245728,0.10638481378555298
modernist,0.21576514840126038,0.2981448173522949,0.1880471557378769,0.21576514840126038,0.26443415880203247,0.2844850718975067,0.16538870334625244,0.2628679573535919,0.21308213472366333,0.15334385633468628,0.13410432636737823,0.228840172290802,0.19592048227787018,0.14106012880802155
mustafa,0.1992580145597458,0.15566343069076538,0.20103798806667328,0.1992580145597458,0.5664031505584717,0.517335832118988,0.14602333307266235,0.21008776128292084,0.1694382280111313,0.15227355062961578,0.15979447960853577,0.20122116804122925,0.07190357148647308,0.22951999306678772
kemal,0.25418126583099365,0.24858009815216064,0.24798539280891418,0.25418126583099365,0.571565568447113,0.4929354786872864,0.2071140706539154,0.22557877004146576,0.17498697340488434,0.16368357837200165,0.21963223814964294,0.19560258090496063,0.17690087854862213,0.1753988415002823
atatürk,0.25782713294029236,0.19880077242851257,0.25092560052871704,0.25782713294029236,0.5757121443748474,0.46817493438720703,0.16885636746883392,0.14801251888275146,0.17829228937625885,0.16934321820735931,0.161240354180336,0.21021579205989838,0.1806989461183548,0.20888830721378326
.,0.5934505462646484,0.22469259798526764,0.5352458953857422,0.5934505462646484,0.2524917721748352,0.18035581707954407,0.4569662809371948,0.26106974482536316,0.4645031690597534,0.41614407300949097,0.23468057811260223,0.3567904531955719,0.2277725487947464,0.4130953550338745
