,what,is,a,criticism,of,online,pharmacies,that,issue,drugs,without,a,prescription,?
practice,0.2749895751476288,0.21584326028823853,0.27658340334892273,0.38353899121284485,0.2597380578517914,0.23558442294597626,0.28357553482055664,0.3368259370326996,0.217082679271698,0.22516568005084991,0.25451329350471497,0.27658340334892273,0.3116932809352875,0.21386858820915222
has,0.20338068902492523,0.5668748617172241,0.4670248031616211,0.21729066967964172,0.3909035325050354,0.14979353547096252,0.19095739722251892,0.41272613406181335,0.20094510912895203,0.16406132280826569,0.20659762620925903,0.4670248031616211,0.10278894007205963,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3315402865409851,0.28237950801849365,0.31685134768486023,0.15147845447063446,0.14002875983715057,0.4152003228664398,0.2784901261329651,0.22266928851604462,0.26306283473968506,0.3315402865409851,0.19404134154319763,0.24354910850524902
criticized,0.26304760575294495,0.1687401533126831,0.20204293727874756,0.6760407090187073,0.20767788589000702,0.2193078100681305,0.0852348580956459,0.3086950182914734,0.24565428495407104,0.2794753611087799,0.19363494217395782,0.20204293727874756,0.2110799103975296,0.1673501580953598
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2165507674217224,0.3886612355709076,0.17307688295841217,0.2112244963645935,0.4735107421875,0.2138717770576477,0.19872604310512543,0.2948721945285797,0.39550232887268066,0.17076459527015686,0.27043893933296204
potentially,0.2998991906642914,0.2681794762611389,0.28146082162857056,0.2723556160926819,0.2309962660074234,0.23522506654262543,0.20726753771305084,0.4288795590400696,0.26925528049468994,0.2877558469772339,0.32413363456726074,0.28146082162857056,0.25991037487983704,0.2191503494977951
dangerous,0.26611804962158203,0.20405203104019165,0.25202593207359314,0.154033362865448,0.2242710292339325,0.10881340503692627,0.2196350246667862,0.3597552180290222,0.22483783960342407,0.4030908942222595,0.295935720205307,0.25202593207359314,0.30991554260253906,0.18417835235595703
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.28347697854042053,0.4946078956127167,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.22797159850597382,0.1834760159254074,0.24492648243904114,0.427140474319458,0.20243588089942932,0.31091248989105225
especially,0.3590192496776581,0.32683345675468445,0.3264579772949219,0.32519668340682983,0.37220633029937744,0.16422030329704285,0.26652511954307556,0.40526580810546875,0.19868212938308716,0.2750827670097351,0.30524972081184387,0.3264579772949219,0.3265363872051239,0.19751401245594025
by,0.2455483376979828,0.3899846076965332,0.32094135880470276,0.2550610303878784,0.3646814823150635,0.18373072147369385,0.14857017993927002,0.37496164441108704,0.17309652268886566,0.23394474387168884,0.3249483108520508,0.32094135880470276,0.1842144876718521,0.17966607213020325
those,0.44466671347618103,0.2352088838815689,0.24251152575016022,0.3110007643699646,0.37935635447502136,0.17883634567260742,0.27896976470947266,0.5085503458976746,0.23628374934196472,0.31606802344322205,0.3506168723106384,0.24251152575016022,0.34676697850227356,0.3328189253807068
who,0.40942975878715515,0.24293622374534607,0.36608949303627014,0.18993082642555237,0.2827862501144409,0.1755371391773224,0.29401692748069763,0.45444270968437195,0.18869589269161224,0.29238536953926086,0.2402247190475464,0.36608949303627014,0.2743528187274933,0.26220351457595825
feel,0.413962185382843,0.2400403469800949,0.2556643486022949,0.29857495427131653,0.19935615360736847,0.22559642791748047,0.17631174623966217,0.41628018021583557,0.28022730350494385,0.30920377373695374,0.3159411549568176,0.2556643486022949,0.3322329521179199,0.39212626218795776
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.3213452100753784,0.41498205065727234,0.20202763378620148,0.26742786169052124,1.0,0.30336466431617737,0.2915695607662201,0.3644297122955322,0.47537946701049805,0.2649725079536438,0.32716336846351624
only,0.41415658593177795,0.44708555936813354,0.47549712657928467,0.22989509999752045,0.49632513523101807,0.24376732110977173,0.27948763966560364,0.6004067063331604,0.2662765383720398,0.22291961312294006,0.45301562547683716,0.47549712657928467,0.315110981464386,0.2767370045185089
doctors,0.28694474697113037,0.14594002068042755,0.13876411318778992,0.1685195416212082,0.18925178050994873,0.140040323138237,0.4273624122142792,0.30322057008743286,0.1037992462515831,0.41630756855010986,0.2050994336605072,0.13876411318778992,0.4860135018825531,0.19305896759033203
can,0.34502777457237244,0.44256699085235596,0.3915780484676361,0.1459125131368637,0.2603091299533844,0.23413081467151642,0.30782270431518555,0.4522190988063812,0.19650492072105408,0.2963178753852844,0.40443679690361023,0.3915780484676361,0.38451072573661804,0.3226337134838104
reliably,0.3871935307979584,0.25384828448295593,0.20862700045108795,0.2904154062271118,0.10903158783912659,0.3328564763069153,0.2437278777360916,0.4130111038684845,0.24687226116657257,0.2655014991760254,0.29467445611953735,0.20862700045108795,0.31362706422805786,0.3101709485054016
assess,0.3918081521987915,0.21603770554065704,0.2574458718299866,0.25299233198165894,0.2644112706184387,0.22711455821990967,0.24514247477054596,0.3547878861427307,0.32210853695869446,0.2722853720188141,0.2798483669757843,0.2574458718299866,0.36723557114601135,0.30426618456840515
contraindications,0.34960252046585083,0.29376745223999023,0.3944781720638275,0.38172322511672974,0.3349708914756775,0.20373249053955078,0.33000636100769043,0.4401075839996338,0.3199022710323334,0.40823498368263245,0.3542875349521637,0.3944781720638275,0.5021390318870544,0.288415789604187
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.28347697854042053,0.4946078956127167,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.22797159850597382,0.1834760159254074,0.24492648243904114,0.427140474319458,0.20243588089942932,0.31091248989105225
risk/benefit,0.3450106680393219,0.20799176394939423,0.26473215222358704,0.2862209975719452,0.23385880887508392,0.2760758697986603,0.23997537791728973,0.41472113132476807,0.3043406009674072,0.29024794697761536,0.3829764425754547,0.26473215222358704,0.3387986421585083,0.32565760612487793
ratios,0.24166709184646606,0.23898246884346008,0.2373046725988388,0.2436734288930893,0.22878147661685944,0.16774676740169525,0.1872774213552475,0.32612112164497375,0.15707869827747345,0.1399923413991928,0.2225911021232605,0.2373046725988388,0.2777296006679535,0.18215593695640564
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.28347697854042053,0.4946078956127167,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.22797159850597382,0.1834760159254074,0.24492648243904114,0.427140474319458,0.20243588089942932,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.21094533801078796,0.5116966962814331,0.16058434545993805,0.3083914816379547,0.4731321930885315,0.19899961352348328,0.26581162214279175,0.35511502623558044,0.3739250600337982,0.20272508263587952,0.20544172823429108
an,0.2821882665157318,0.4654068350791931,0.44552403688430786,0.1976030319929123,0.32280945777893066,0.19921766221523285,0.1326616257429123,0.365763783454895,0.11452959477901459,0.17272815108299255,0.20276303589344025,0.44552403688430786,0.204946368932724,0.19793890416622162
individual,0.34021541476249695,0.21069909632205963,0.34062352776527405,0.1984877586364746,0.3372420072555542,0.1874908059835434,0.20073723793029785,0.3969862163066864,0.18618299067020416,0.21554361283779144,0.3441618084907532,0.34062352776527405,0.23904651403427124,0.2058374285697937
's,0.02692362666130066,0.02396530658006668,0.04866964742541313,0.006720665842294693,-0.03817026689648628,0.03594027832150459,0.054080091416835785,0.04397977516055107,-0.0772196352481842,0.027791844680905342,-0.0613141804933548,0.04866964742541313,0.019041765481233597,-0.023395681753754616
overall,0.23488298058509827,0.21297959983348846,0.23417603969573975,0.2132994383573532,0.2889781594276428,0.09335372596979141,0.15568163990974426,0.24199119210243225,0.13644099235534668,0.13116879761219025,0.19770489633083344,0.23417603969573975,0.12174873799085617,0.18573027849197388
suitability,0.3734707832336426,0.262384831905365,0.29545319080352783,0.33615702390670776,0.26112815737724304,0.21299152076244354,0.23784139752388,0.41386765241622925,0.31764930486679077,0.24998930096626282,0.3140024244785309,0.29545319080352783,0.33838531374931335,0.2934708893299103
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.2707096040248871,0.4185989499092102,0.24625372886657715,0.21496844291687012,0.4137635827064514,0.2011367380619049,0.2985316216945648,0.4273005723953247,0.44038116931915283,0.23479855060577393,0.264628142118454
use,0.3453877568244934,0.3357410430908203,0.30793872475624084,0.25022566318511963,0.2750902473926544,0.20578382909297943,0.2673823833465576,0.3939064145088196,0.2329900562763214,0.32218441367149353,0.4003336727619171,0.30793872475624084,0.3954066038131714,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.18326933681964874,1.0,0.19929544627666473,0.21392159163951874,0.41498205065727234,0.2598971724510193,0.21399663388729095,0.3081340193748474,0.5052502155303955,0.22264151275157928,0.1826142966747284
a,0.3320399522781372,0.658733606338501,1.0,0.1871447116136551,0.5052502155303955,0.20674628019332886,0.22259847819805145,0.47537946701049805,0.24249422550201416,0.18365530669689178,0.2797018885612488,1.0,0.2770058512687683,0.23916715383529663
medication,0.28847256302833557,0.2604193687438965,0.30508431792259216,0.19143477082252502,0.2616158723831177,0.17950735986232758,0.48041579127311707,0.3175073564052582,0.2105216532945633,0.6269899606704712,0.33709287643432617,0.30508431792259216,0.7076833248138428,0.2275196760892868
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.24778856337070465,0.5352458953857422,0.23714536428451538,0.2382737696170807,0.4460422694683075,0.2539304792881012,0.23083394765853882,0.29967203736305237,0.50484299659729,0.22900983691215515,0.4130953550338745
