,what,tax,rate,has,a,direct,relationship,with,income,inequality,?
either,0.3851809501647949,0.1602698415517807,0.17241279780864716,0.2964928448200226,0.40784984827041626,0.26455944776535034,0.1435977816581726,0.33237120509147644,0.18695926666259766,0.2630752921104431,0.31498292088508606
increasing,0.2066856026649475,0.3142072558403015,0.4550531506538391,0.311989963054657,0.2511899173259735,0.22338040173053741,0.27393174171447754,0.2642509341239929,0.31668421626091003,0.4020375907421112,0.0681626945734024
it,0.45803478360176086,0.17267748713493347,0.2473200112581253,0.41962623596191406,0.5452592968940735,0.26652148365974426,0.23314040899276733,0.3369046747684479,0.17110911011695862,0.1806231439113617,0.25732165575027466
or,0.33867141604423523,0.233906090259552,0.24512438476085663,0.316264808177948,0.48853766918182373,0.26956906914711,0.12278161197900772,0.38158315420150757,0.2201215922832489,0.261748343706131,0.32389625906944275
decreasing,0.21141842007637024,0.28779128193855286,0.4543616771697998,0.2745872437953949,0.2270156741142273,0.18108749389648438,0.2550860345363617,0.21629150211811066,0.28629621863365173,0.3692014515399933,0.06217806041240692
it,0.45803478360176086,0.17267748713493347,0.2473200112581253,0.41962623596191406,0.5452592968940735,0.26652148365974426,0.23314040899276733,0.3369046747684479,0.17110911011695862,0.1806231439113617,0.25732165575027466
",",0.3087472915649414,0.140306293964386,0.18156792223453522,0.3734780251979828,0.427140474319458,0.20868940651416779,0.23936419188976288,0.4120737314224243,0.19703416526317596,0.21822890639305115,0.31091248989105225
provided,0.2206064909696579,0.24619720876216888,0.14745335280895233,0.2187918722629547,0.20476344227790833,0.38978251814842224,0.16950096189975739,0.26677820086479187,0.2418348789215088,0.25247663259506226,0.16893617808818817
that,0.6297725439071655,0.26179835200309753,0.24504634737968445,0.41272613406181335,0.47537946701049805,0.3302111029624939,0.33911964297294617,0.4154358208179474,0.2627509534358978,0.3467824459075928,0.32716336846351624
income,0.21837803721427917,0.61326003074646,0.435928612947464,0.20378613471984863,0.2084353119134903,0.258579283952713,0.19258365035057068,0.19497792422771454,1.0,0.46967795491218567,0.14935168623924255
does,0.38564667105674744,0.18929047882556915,0.1932356208562851,0.42885294556617737,0.38201746344566345,0.19850881397724152,0.22021599113941193,0.26186925172805786,0.18851257860660553,0.24271976947784424,0.338003009557724
not,0.5449194312095642,0.25822365283966064,0.25928956270217896,0.32239022850990295,0.3791346549987793,0.26088273525238037,0.2483322024345398,0.3409014642238617,0.25472235679626465,0.30771467089653015,0.41942933201789856
change,0.3690716028213501,0.22354663908481598,0.2896713316440582,0.2470555454492569,0.3047741651535034,0.23464323580265045,0.25211265683174133,0.22604717314243317,0.17384357750415802,0.30474528670310974,0.24115969240665436
as,0.31749409437179565,0.15733236074447632,0.17456910014152527,0.351646363735199,0.39550232887268066,0.2503175735473633,0.2814804017543793,0.40387406945228577,0.1530616581439972,0.1947982758283615,0.27043893933296204
a,0.3320399522781372,0.23702840507030487,0.24373900890350342,0.4670248031616211,1.0,0.27544090151786804,0.25691166520118713,0.3783375024795532,0.2084353119134903,0.1783585250377655,0.23916715383529663
result,0.19945499300956726,0.20007318258285522,0.26211875677108765,0.18269969522953033,0.2767398953437805,0.27453455328941345,0.1634674072265625,0.21787862479686737,0.19292858242988586,0.31150659918785095,0.17218433320522308
of,0.33290785551071167,0.2403477430343628,0.24132871627807617,0.3909035325050354,0.5052502155303955,0.2533726394176483,0.22000651061534882,0.41827285289764404,0.2581324577331543,0.27910974621772766,0.1826142966747284
the,0.42745697498321533,0.19507044553756714,0.24881242215633392,0.4177538752555847,0.5829201340675354,0.3262479901313782,0.21018025279045105,0.4223487675189972,0.23699946701526642,0.23508106172084808,0.22068053483963013
change,0.3690716028213501,0.22354663908481598,0.2896713316440582,0.2470555454492569,0.3047741651535034,0.23464323580265045,0.25211265683174133,0.22604717314243317,0.17384357750415802,0.30474528670310974,0.24115969240665436
in,0.30808621644973755,0.20513993501663208,0.24951417744159698,0.4173259735107422,0.539380669593811,0.1965816169977188,0.20233847200870514,0.4080928862094879,0.1795814335346222,0.19402410089969635,0.20430970191955566
tax,0.21278929710388184,0.9999999403953552,0.33589982986450195,0.15139874815940857,0.23702840507030487,0.2701147794723511,0.16181272268295288,0.20174698531627655,0.61326003074646,0.3682924807071686,0.2097984105348587
regime,0.17682157456874847,0.24200457334518433,0.22993691265583038,0.16931605339050293,0.20675835013389587,0.1098974272608757,0.2360927015542984,0.15110966563224792,0.20067381858825684,0.3234865963459015,0.15561191737651825
.,0.3567904531955719,0.23817123472690582,0.2418757975101471,0.4105546176433563,0.50484299659729,0.27250880002975464,0.22535671293735504,0.4446153938770294,0.26448529958724976,0.22563500702381134,0.4130953550338745
