,what,was,the,civil,disobedience,performed,at,the,test,site,?
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.16441160440444946,0.42558613419532776,0.733189046382904,0.164191335439682,0.24291633069515228,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2477465271949768,0.30963727831840515,0.239950031042099,0.457212895154953,1.0,0.19235259294509888,0.288954496383667,0.22068053483963013
protesters,0.16313575208187103,0.2658044397830963,0.2494657039642334,0.32047852873802185,0.4898046851158142,0.16174854338169098,0.2438303530216217,0.2494657039642334,0.178915873169899,0.13021895289421082,0.16273485124111176
attempted,0.16848506033420563,0.29312843084335327,0.2688039243221283,0.19690777361392975,0.31331881880760193,0.16080819070339203,0.19948183000087738,0.2688039243221283,0.1305200159549713,0.11169307678937912,0.11123745888471603
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2019355595111847,0.30665844678878784,0.18510960042476654,0.36524343490600586,0.535392165184021,0.23725658655166626,0.2310456782579422,0.29463258385658264
enter,0.2278345823287964,0.1587110310792923,0.3499310314655304,0.12533818185329437,0.22052277624607086,0.189001202583313,0.2645385265350342,0.3499310314655304,0.2591295838356018,0.1264147013425827,0.11047764122486115
the,0.42745697498321533,0.48711544275283813,1.0,0.2477465271949768,0.30963727831840515,0.239950031042099,0.457212895154953,1.0,0.19235259294509888,0.288954496383667,0.22068053483963013
test,0.2596650719642639,0.13941486179828644,0.19235259294509888,0.13831187784671783,0.20443956553936005,0.22413843870162964,0.1877070963382721,0.19235259294509888,1.0000001192092896,0.17509596049785614,0.19832737743854523
site,0.21561308205127716,0.24460934102535248,0.288954496383667,0.16075068712234497,0.11523351818323135,0.13318349421024323,0.27583423256874084,0.288954496383667,0.17509596049785614,1.0000001192092896,0.2014765441417694
knowing,0.5129591822624207,0.22063079476356506,0.30492687225341797,0.12465256452560425,0.311983585357666,0.2400282621383667,0.19404444098472595,0.30492687225341797,0.2056661993265152,0.15767644345760345,0.3560667932033539
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.16867391765117645,0.3551425039768219,0.18835227191448212,0.3183255195617676,0.5473989248275757,0.27682164311408997,0.19933675229549408,0.32716336846351624
they,0.4431931674480438,0.3300964832305908,0.49925389885902405,0.14507707953453064,0.3148254156112671,0.24723447859287262,0.29493749141693115,0.49925389885902405,0.18307891488075256,0.18765343725681305,0.2753053903579712
faced,0.1428881287574768,0.3024119436740875,0.29245710372924805,0.18363572657108307,0.23864339292049408,0.15683098137378693,0.18418630957603455,0.29245710372924805,0.042449772357940674,0.13086290657520294,0.12312540411949158
arrest,0.19790410995483398,0.2724606692790985,0.20406219363212585,0.2031911313533783,0.39447519183158875,0.20249517261981964,0.1343207061290741,0.20406219363212585,0.12286001443862915,0.10717836767435074,0.1830197125673294
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2541380822658539,0.2603943943977356,0.2417089343070984,0.4549728035926819,0.5934505462646484,0.23588362336158752,0.22011229395866394,0.4130953550338745
