,who,was,mueller,replaced,as,associate,administrator,?
manned,0.20781661570072174,0.24339483678340912,0.1429021954536438,0.19416862726211548,0.2077736258506775,0.19191361963748932,0.22605964541435242,0.17514055967330933
space,0.1441284865140915,0.14677780866622925,0.13078631460666656,0.11389637738466263,0.1954064816236496,0.11934349685907364,0.21730218827724457,0.1885536164045334
flight,0.07788171619176865,0.19139665365219116,0.19803382456302643,0.009354178793728352,0.14144399762153625,0.15734639763832092,0.1620643585920334,0.20568472146987915
",",0.3365725874900818,0.45456063747406006,0.3152562379837036,0.21472671627998352,0.48816442489624023,0.27230769395828247,0.30028748512268066,0.31091248989105225
to,0.42656609416007996,0.3636345863342285,0.08670014888048172,0.2211306393146515,0.42092081904411316,0.30953624844551086,0.291531503200531,0.29463258385658264
replace,0.18356652557849884,0.1948053240776062,0.11832688748836517,0.7624567747116089,0.3251611888408661,0.20201867818832397,0.11887989938259125,0.27411603927612305
then,0.29952746629714966,0.27044644951820374,0.1454252004623413,0.21701590716838837,0.375661164522171,0.1957935392856598,0.20778825879096985,0.2884598970413208
associate,0.26234617829322815,0.1991092562675476,0.1873054802417755,0.17847728729248047,0.2852577567100525,1.0,0.3368593752384186,0.15745846927165985
administrator,0.29738950729370117,0.26034414768218994,0.18323931097984314,0.12115614861249924,0.24365711212158203,0.3368593752384186,0.9999999403953552,0.2915230691432953
d.,0.2071729600429535,0.0687001422047615,0.003743053413927555,-0.07210205495357513,0.011488161981105804,-0.04735785722732544,-0.08028827607631683,-0.049560099840164185
brainerd,0.2541179955005646,0.2002147138118744,0.22968363761901855,0.159589484333992,0.2141338735818863,0.1843581199645996,0.22379183769226074,0.3030485510826111
holmes,0.23823940753936768,0.23656100034713745,0.29667678475379944,0.15304115414619446,0.20151685178279877,0.26939430832862854,0.22657202184200287,0.17452923953533173
on,0.2340552806854248,0.3909217119216919,0.20331783592700958,0.2418564409017563,0.36047765612602234,0.15960651636123657,0.18246042728424072,0.2714994251728058
his,0.44966956973075867,0.4405253231525421,0.28225281834602356,0.12412574887275696,0.3146366477012634,0.19933782517910004,0.2117617130279541,0.18075084686279297
retirement,0.2876889109611511,0.32128533720970154,0.21015091240406036,0.19851380586624146,0.26281875371932983,0.27620795369148254,0.2718837857246399,0.12655292451381683
effective,0.18596899509429932,0.20736300945281982,0.1449500322341919,0.15280546247959137,0.24016928672790527,0.19539858400821686,0.2807200253009796,0.21825028955936432
september,0.21365830302238464,0.4425655007362366,0.2699428200721741,0.16175799071788788,0.2394716590642929,0.17434833943843842,0.2936391830444336,0.2665146589279175
1,-0.35742413997650146,-0.2275921255350113,-0.18913592398166656,-0.22402772307395935,-0.2728762626647949,-0.20952844619750977,-0.1751851588487625,-0.249979168176651
.,0.3541337847709656,0.40146201848983765,0.24379780888557434,0.2553439438343048,0.515582263469696,0.25058677792549133,0.279374897480011,0.4130953550338745
,who,was,mueller,replaced,as,associate,administrator,?
webb,0.27205929160118103,0.2562257945537567,0.3302505910396576,0.13305704295635223,0.262567400932312,0.23520846664905548,0.21940287947654724,0.11173157393932343
then,0.29952746629714966,0.27044644951820374,0.1454252004623413,0.21701590716838837,0.375661164522171,0.1957935392856598,0.20778825879096985,0.2884598970413208
worked,0.3184434771537781,0.38922780752182007,0.16884610056877136,0.20272187888622284,0.30257344245910645,0.33484771847724915,0.26671913266181946,0.0901828184723854
with,0.3282766342163086,0.27411898970603943,0.2031189501285553,0.24342618882656097,0.40387406945228577,0.33454373478889465,0.1131822019815445,0.2433311939239502
associate,0.26234617829322815,0.1991092562675476,0.1873054802417755,0.17847728729248047,0.2852577567100525,1.0,0.3368593752384186,0.15745846927165985
administrator,0.29738950729370117,0.26034414768218994,0.18323931097984314,0.12115614861249924,0.24365711212158203,0.3368593752384186,0.9999999403953552,0.2915230691432953
(,0.2443375140428543,0.2980341613292694,0.24318517744541168,0.2034374624490738,0.32029855251312256,0.24540476500988007,0.2554450035095215,0.40561532974243164
later,0.35185644030570984,0.5684447288513184,0.23662087321281433,0.36825934052467346,0.38482072949409485,0.21605117619037628,0.15178130567073822,0.1417175978422165
deputy,0.24006639420986176,0.25765955448150635,0.16557739675045013,0.2527586817741394,0.28702637553215027,0.33435049653053284,0.3770735263824463,0.08738585561513901
administrator,0.29738950729370117,0.26034414768218994,0.18323931097984314,0.12115614861249924,0.24365711212158203,0.3368593752384186,0.9999999403953552,0.2915230691432953
),0.2457384318113327,0.3267642855644226,0.23719491064548492,0.19962288439273834,0.32161882519721985,0.25335052609443665,0.24545639753341675,0.42300865054130554
robert,0.2748492956161499,0.24186499416828156,0.33249592781066895,0.12235049903392792,0.18202318251132965,0.17139434814453125,0.1594233363866806,0.11293095350265503
seamans,0.29676353931427,0.2059934288263321,0.2469014823436737,0.1770314872264862,0.18675698339939117,0.1767587661743164,0.2131880670785904,0.15091076493263245
to,0.42656609416007996,0.3636345863342285,0.08670014888048172,0.2211306393146515,0.42092081904411316,0.30953624844551086,0.291531503200531,0.29463258385658264
reorganize,0.16121064126491547,0.24110431969165802,0.06022125110030174,0.21526549756526947,0.1678602546453476,0.23199047148227692,0.2738834023475647,0.121614970266819
the,0.3733934462070465,0.48711544275283813,0.2319459170103073,0.2645455598831177,0.48381632566452026,0.25426939129829407,0.23136885464191437,0.22068053483963013
office,0.2092086672782898,0.3002835810184479,0.15582109987735748,0.20824690163135529,0.2288317233324051,0.22002027928829193,0.31083914637565613,0.16497313976287842
of,0.2827862501144409,0.4069072902202606,0.16156543791294098,0.20067165791988373,0.3886612355709076,0.30520564317703247,0.22513146698474884,0.1826142966747284
manned,0.20781661570072174,0.24339483678340912,0.1429021954536438,0.19416862726211548,0.2077736258506775,0.19191361963748932,0.22605964541435242,0.17514055967330933
space,0.1441284865140915,0.14677780866622925,0.13078631460666656,0.11389637738466263,0.1954064816236496,0.11934349685907364,0.21730218827724457,0.1885536164045334
flight,0.07788171619176865,0.19139665365219116,0.19803382456302643,0.009354178793728352,0.14144399762153625,0.15734639763832092,0.1620643585920334,0.20568472146987915
(,0.2443375140428543,0.2980341613292694,0.24318517744541168,0.2034374624490738,0.32029855251312256,0.24540476500988007,0.2554450035095215,0.40561532974243164
omsf,0.21871988475322723,0.224678173661232,0.2783781886100769,0.22214052081108093,0.2876894772052765,0.2348090261220932,0.2585099935531616,0.27354907989501953
),0.2457384318113327,0.3267642855644226,0.23719491064548492,0.19962288439273834,0.32161882519721985,0.25335052609443665,0.24545639753341675,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.24379780888557434,0.2553439438343048,0.515582263469696,0.25058677792549133,0.279374897480011,0.4130953550338745
