,what,does,the,beroida,have,instead,of,feeding,appendages,?
bundles,0.2000209242105484,0.11738890409469604,0.24538308382034302,0.21122728288173676,0.2409600466489792,0.263949990272522,0.21540015935897827,0.1741742342710495,0.3538373112678528,0.13219405710697174
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2601577937602997,0.3802283704280853,0.31208282709121704,1.0,0.2187827229499817,0.29222574830055237,0.1826142966747284
several,0.22446060180664062,0.2083442658185959,0.40559855103492737,0.19520080089569092,0.45253247022628784,0.244619220495224,0.3271615505218506,0.21006333827972412,0.2225641906261444,0.15595775842666626
thousand,0.170334592461586,0.08283954858779907,0.25864744186401367,0.1646917313337326,0.30149391293525696,0.18354572355747223,0.254867285490036,0.14211465418338776,0.17821085453033447,0.15439848601818085
large,0.2017821967601776,0.22553202509880066,0.3828733265399933,0.2148667871952057,0.33964231610298157,0.24561148881912231,0.3569655418395996,0.3083931803703308,0.3324565887451172,0.1355665624141693
cilia,0.17923450469970703,0.21396709978580475,0.18933437764644623,0.40976741909980774,0.2765101492404938,0.20445553958415985,0.18652039766311646,0.38605615496635437,0.49840953946113586,0.15204964578151703
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.24545250833034515,0.6577680706977844,0.32666558027267456,0.39081433415412903,0.2953028976917267,0.33168262243270874,0.24591213464736938
able,0.3404487371444702,0.37102675437927246,0.3435857892036438,0.12050649523735046,0.38822048902511597,0.2917018532752991,0.23883962631225586,0.21036578714847565,0.24240617454051971,0.260649710893631
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.14405828714370728,0.4544740617275238,0.457004189491272,0.41548454761505127,0.23164182901382446,0.20815803110599518,0.29463258385658264
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.16961714625358582,0.1022237241268158,0.08816583454608917,0.06780257821083069,0.11673901230096817,0.23322555422782898,0.0685480609536171
bite,0.20283693075180054,0.27339062094688416,0.16828715801239014,0.2725013196468353,0.356431782245636,0.18885107338428497,0.1540677547454834,0.3243687152862549,0.3757469952106476,0.25898826122283936
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.045726876705884933,0.0312618687748909,0.02831893041729927,0.13035868108272552,-0.09811045974493027,0.0021810324396938086,0.018684765323996544
off,0.2350364625453949,0.18683460354804993,0.2773582935333252,0.14464612305164337,0.2652609646320343,0.317584753036499,0.20023372769355774,0.2168489247560501,0.21711517870426178,0.12937544286251068
pieces,0.23248165845870972,0.17923106253147125,0.2676405906677246,0.20511692762374878,0.24844373762607574,0.27009809017181396,0.2685854732990265,0.14699022471904755,0.3406774699687958,0.12758022546768188
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2601577937602997,0.3802283704280853,0.31208282709121704,1.0,0.2187827229499817,0.29222574830055237,0.1826142966747284
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.2783316373825073,0.2883533239364624,0.22733305394649506,0.16259106993675232,0.5888319611549377,0.4569416344165802,0.15793472528457642
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.17968934774398804,0.6182622313499451,0.43556153774261475,0.41498205065727234,0.3123750388622284,0.2548351585865021,0.32716336846351624
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.24545250833034515,0.6577680706977844,0.32666558027267456,0.39081433415412903,0.2953028976917267,0.33168262243270874,0.24591213464736938
too,0.4120715260505676,0.36393922567367554,0.26985910534858704,0.21723860502243042,0.43338721990585327,0.38802799582481384,0.22150669991970062,0.2938983142375946,0.1920582503080368,0.33757779002189636
large,0.2017821967601776,0.22553202509880066,0.3828733265399933,0.2148667871952057,0.33964231610298157,0.24561148881912231,0.3569655418395996,0.3083931803703308,0.3324565887451172,0.1355665624141693
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.14405828714370728,0.4544740617275238,0.457004189491272,0.41548454761505127,0.23164182901382446,0.20815803110599518,0.29463258385658264
swallow,0.21095874905586243,0.19185402989387512,0.2042202651500702,0.29192739725112915,0.27177298069000244,0.2688397467136383,0.15405070781707764,0.4729960560798645,0.39530041813850403,0.18979132175445557
whole,0.38441845774650574,0.3298923075199127,0.4517841339111328,0.1340484470129013,0.3347744643688202,0.310932993888855,0.4001069962978363,0.1806487739086151,0.28217488527297974,0.21052291989326477
–,0.13008765876293182,0.13794226944446564,0.2607575058937073,0.14953501522541046,0.1137581542134285,0.140252023935318,0.2799985408782959,0.07128134369850159,0.11282814294099808,0.2714554965496063
almost,0.2467888444662094,0.28108128905296326,0.3341992199420929,0.1541968137025833,0.4221777319908142,0.30617862939834595,0.3144364058971405,0.21085892617702484,0.22504037618637085,0.1372147500514984
always,0.413568377494812,0.39540526270866394,0.31570959091186523,0.14931334555149078,0.4628961980342865,0.4415777027606964,0.25258868932724,0.20983590185642242,0.22137269377708435,0.26136693358421326
other,0.341873437166214,0.2947014272212982,0.44152235984802246,0.2188950777053833,0.559082567691803,0.329297810792923,0.38583824038505554,0.29278331995010376,0.30748769640922546,0.24682199954986572
ctenophores,0.2505159080028534,0.2655069828033447,0.2543465793132782,0.4251059293746948,0.3612369894981384,0.19820865988731384,0.2626190483570099,0.522219717502594,0.6319197416305542,0.2054179310798645
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2488606721162796,0.41614407300949097,0.3707379400730133,0.5352458953857422,0.2532356083393097,0.2640751600265503,0.4130953550338745
