,as,of,february,2011,",",how,many,numbers,has,goldbach,'s,conjecture,been,proven,to,?
has,0.351646363735199,0.3909035325050354,0.19113484025001526,0.037375278770923615,0.3734780251979828,0.26820555329322815,0.4266262650489807,0.17843097448349,1.0,0.19413617253303528,-0.040683966130018234,0.20477525889873505,0.6162750124931335,0.26320138573646545,0.3619994819164276,0.15994466841220856
been,0.3975982367992401,0.31685134768486023,0.2148434817790985,0.036697834730148315,0.34873589873313904,0.26456597447395325,0.4963826537132263,0.21510174870491028,0.6162750124931335,0.15431593358516693,-0.10734795778989792,0.2061055600643158,0.9999998807907104,0.36914217472076416,0.34945759177207947,0.24354910850524902
verified,0.2589449882507324,0.1795356571674347,0.2285805493593216,0.01806577295064926,0.27196717262268066,0.18464162945747375,0.20239469408988953,0.2167714238166809,0.1682259887456894,0.2578110992908478,-0.04892546311020851,0.32625293731689453,0.23313793540000916,0.48748186230659485,0.21959666907787323,0.3340679705142975
for,0.44774648547172546,0.4185989499092102,0.2791854739189148,0.10438573360443115,0.4464869201183319,0.3308170735836029,0.40972793102264404,0.2885598838329315,0.450642853975296,0.18572214245796204,-0.07241261005401611,0.19227825105190277,0.39068686962127686,0.23172174394130707,0.4451248347759247,0.264628142118454
all,0.33195313811302185,0.42798417806625366,0.18355658650398254,0.08477666974067688,0.425624817609787,0.3725806474685669,0.5443700551986694,0.35674673318862915,0.3343993127346039,0.20388512313365936,0.03181743621826172,0.20100736618041992,0.38339102268218994,0.25818124413490295,0.42520734667778015,0.29575422406196594
numbers,0.2396276444196701,0.228018656373024,0.10415931046009064,0.12710843980312347,0.26479464769363403,0.26623308658599854,0.3370567262172699,1.0,0.17843097448349,0.2859897315502167,0.02789759822189808,0.27368149161338806,0.21510174870491028,0.28497210144996643,0.29515770077705383,0.19297972321510315
up,0.22736889123916626,0.32945773005485535,0.19245265424251556,0.07306738942861557,0.34193792939186096,0.2819872200489044,0.2688518464565277,0.24530549347400665,0.27017050981521606,0.1280854046344757,-0.08862818777561188,0.13095183670520782,0.22395798563957214,0.11728572100400925,0.40375280380249023,0.1819818764925003
to,0.42092081904411316,0.41548454761505127,0.20325583219528198,0.03410811722278595,0.44245919585227966,0.44169697165489197,0.40243685245513916,0.29515770077705383,0.3619994819164276,0.180472731590271,0.03782717138528824,0.17337487637996674,0.34945759177207947,0.26366204023361206,1.0,0.29463258385658264
n,0.1300116330385208,0.18925218284130096,0.21363089978694916,0.09243521094322205,0.2316582053899765,0.11270806193351746,0.10965675115585327,0.2380986362695694,0.16362440586090088,0.16773244738578796,0.13510282337665558,0.2053423672914505,0.06609643250703812,0.13053978979587555,0.16421891748905182,0.19161871075630188
=,-0.010099519044160843,-0.056689027696847916,-0.07813531160354614,0.043017156422138214,-0.04015415534377098,0.005664738826453686,-0.0030256889294832945,-0.018321432173252106,-0.08267384022474289,-0.11241836845874786,0.006039164494723082,-0.02347019873559475,-0.0955204889178276,-0.12317325174808502,-0.02100103534758091,-0.005643122363835573
2,-0.038299113512039185,-0.013777675107121468,-0.010051839053630829,-0.0034568454138934612,-0.08638399094343185,-0.02554285153746605,-0.06294522434473038,-0.025768423452973366,-0.11922254413366318,-0.04575006663799286,0.10492397099733353,0.002628542250022292,-0.027018804103136063,-0.012917221523821354,-0.0836251974105835,0.001977203879505396
·,0.20121575891971588,0.15285034477710724,0.22735442221164703,-0.0552571676671505,0.23078954219818115,0.07769929617643356,0.10333748161792755,0.11834071576595306,0.10032756626605988,0.2016686201095581,0.021197037771344185,0.08334504812955856,0.14448292553424835,0.1146407276391983,0.11976463347673416,0.3037899136543274
1017,-0.08684730529785156,-0.24713803827762604,0.0758022889494896,-0.032383330166339874,0.0007084847311489284,-0.06237682327628136,-0.08662793040275574,0.10547441989183426,-0.14165866374969482,0.054514773190021515,0.019509408622980118,0.0229396540671587,-0.13310471177101135,-0.06458769738674164,-0.17196443676948547,0.09699966758489609
.,0.515582263469696,0.5352458953857422,0.3574530780315399,0.10024500638246536,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.2591777741909027,0.4105546176433563,0.3028356432914734,-0.003708066651597619,0.2158232480287552,0.33645182847976685,0.25880759954452515,0.4645031690597534,0.4130953550338745
