,on,what,day,was,super,bowl,opening,night,held,?
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.32185450196266174,0.22068053483963013
tuesday,0.2984199523925781,0.1987089216709137,0.3562348186969757,0.1511131078004837,0.23240308463573456,0.18528230488300323,0.1832258105278015,0.30995285511016846,0.278711199760437,0.18223229050636292
afternoon,0.34778741002082825,0.15643343329429626,0.4275512099266052,0.30226626992225647,0.14347326755523682,0.2340344786643982,0.25021499395370483,0.5021713376045227,0.2945902943611145,0.15454228222370148
prior,0.3162264823913574,0.2537507116794586,0.21696196496486664,0.29096508026123047,0.22880366444587708,0.22557669878005981,0.16759008169174194,0.1765523999929428,0.20017679035663605,0.16978254914283752
to,0.41031414270401,0.455847829580307,0.21753256022930145,0.3636345863342285,0.17783479392528534,0.16993016004562378,0.2393702119588852,0.1691640168428421,0.22177374362945557,0.29463258385658264
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.32185450196266174,0.22068053483963013
game,0.22967135906219482,0.2246788740158081,0.19963723421096802,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.2588692605495453,0.23222734034061432,0.172162726521492,0.1829071193933487
",",0.49057599902153015,0.3087472915649414,0.30821847915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,0.24495157599449158,0.24717365205287933,0.2880980372428894,0.31091248989105225
was,0.3909217119216919,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.21420986950397491,0.21915455162525177,0.20817555487155914,0.21724213659763336,0.30231067538261414,0.18412111699581146
moved,0.27367034554481506,0.20601840317249298,0.14585089683532715,0.3804442584514618,0.19257290661334991,0.20404411852359772,0.12855277955532074,0.1483219563961029,0.2575400173664093,0.15112607181072235
to,0.41031414270401,0.455847829580307,0.21753256022930145,0.3636345863342285,0.17783479392528534,0.16993016004562378,0.2393702119588852,0.1691640168428421,0.22177374362945557,0.29463258385658264
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.32185450196266174,0.22068053483963013
monday,0.35309505462646484,0.2309933304786682,0.44473156332969666,0.20968683063983917,0.17750458419322968,0.22726322710514069,0.20495353639125824,0.42339426279067993,0.2390621453523636,0.21348176896572113
evening,0.32098355889320374,0.21739105880260468,0.3926416337490082,0.25208455324172974,0.10377879440784454,0.17434057593345642,0.3298054337501526,0.5307435989379883,0.3215349018573761,0.15503956377506256
and,0.4077630043029785,0.31309178471565247,0.26673999428749084,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.23275460302829742,0.2350444346666336,0.22757986187934875,0.20544172823429108
re-branded,0.2890627384185791,0.18635530769824982,0.2195402979850769,0.34796443581581116,0.21721380949020386,0.13449451327323914,0.20948804914951324,0.22735336422920227,0.3110603988170624,0.16268296539783478
as,0.36047765612602234,0.31749409437179565,0.23300392925739288,0.3677520453929901,0.21450649201869965,0.14539222419261932,0.2158510535955429,0.1724044382572174,0.16727563738822937,0.27043893933296204
super,0.1569211632013321,0.13651713728904724,0.12438684701919556,0.21420986950397491,1.0000001192092896,0.4848237931728363,0.1250116229057312,0.14823408424854279,0.1602509617805481,0.166326642036438
bowl,0.1334993690252304,0.15942467749118805,0.17859336733818054,0.21915455162525177,0.4848237931728363,1.0,0.22217077016830444,0.19687917828559875,0.1913566142320633,0.21118052303791046
opening,0.2229088544845581,0.18146683275699615,0.20668262243270874,0.20817555487155914,0.1250116229057312,0.22217077016830444,1.0,0.27758240699768066,0.29831939935684204,0.16502447426319122
night,0.28230446577072144,0.20251014828681946,0.41238686442375183,0.21724213659763336,0.14823408424854279,0.19687917828559875,0.27758240699768066,0.9999998807907104,0.20320139825344086,0.13794848322868347
.,0.49257001280784607,0.3567904531955719,0.24232520163059235,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.2886379361152649,0.24810922145843506,0.2628571093082428,0.4130953550338745
,on,what,day,was,super,bowl,opening,night,held,?
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.37298497557640076,0.2817382514476776,0.32185450196266174,0.22068053483963013
event,0.21758322417736053,0.26981404423713684,0.3271280825138092,0.28341150283813477,0.20683135092258453,0.22903870046138763,0.3158341944217682,0.20209398865699768,0.45807647705078125,0.16076280176639557
was,0.3909217119216919,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.21420986950397491,0.21915455162525177,0.20817555487155914,0.21724213659763336,0.30231067538261414,0.18412111699581146
held,0.2410694807767868,0.0974166989326477,0.26760637760162354,0.30231067538261414,0.1602509617805481,0.1913566142320633,0.29831939935684204,0.20320139825344086,1.0,0.14103956520557404
on,0.9999999403953552,0.34226128458976746,0.3332281708717346,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.2229088544845581,0.28230446577072144,0.2410694807767868,0.2714994251728058
february,0.35595810413360596,0.1913013905286789,0.23981158435344696,0.446986585855484,0.11098520457744598,0.14879822731018066,0.16549500823020935,0.1608564704656601,0.19389818608760834,0.29594847559928894
1,-0.09574633836746216,-0.21266892552375793,-0.10370594263076782,-0.2275921255350113,-0.20172525942325592,-0.14906248450279236,-0.10446672886610031,-0.1076507568359375,-0.07817155867815018,-0.249979168176651
",",0.49057599902153015,0.3087472915649414,0.30821847915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,0.24495157599449158,0.24717365205287933,0.2880980372428894,0.31091248989105225
2016,-0.03417709469795227,0.10915659368038177,0.08458080887794495,-0.009529631584882736,-0.016256341710686684,0.014497322961688042,0.017308924347162247,-0.07691292464733124,0.048715416342020035,-0.12147852033376694
at,0.4806317389011383,0.2838611304759979,0.27667680382728577,0.36707764863967896,0.11449114978313446,0.2709662914276123,0.25734835863113403,0.2972809970378876,0.3822793960571289,0.21978627145290375
sap,0.1404116153717041,0.18864130973815918,0.16257329285144806,0.16645340621471405,0.16322582960128784,0.2455243170261383,0.14077742397785187,0.21259483695030212,0.1299058347940445,0.11318067461252213
center,0.23809784650802612,0.1908310204744339,0.1326109766960144,0.19517986476421356,0.10317984968423843,0.10079877823591232,0.17169365286827087,0.11867751181125641,0.2514551877975464,0.12538520991802216
in,0.46853652596473694,0.30808621644973755,0.2671984136104584,0.45514053106307983,0.18576006591320038,0.17236235737800598,0.2907836139202118,0.24847309291362762,0.3127288818359375,0.20430970191955566
san,0.20166277885437012,0.19375550746917725,0.20456178486347198,0.2675222158432007,0.15279507637023926,0.18508543074131012,0.10440074652433395,0.19215743243694305,0.1226641833782196,0.10952327400445938
jose,0.1476781964302063,0.14773352444171906,0.1902601718902588,0.2613803744316101,0.14319683611392975,0.1370301991701126,0.06776732951402664,0.17902083694934845,0.0878242701292038,0.06250977516174316
.,0.49257001280784607,0.3567904531955719,0.24232520163059235,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.2886379361152649,0.24810922145843506,0.2628571093082428,0.4130953550338745
