,approximately,how,many,objects,comprise,the,museum,'s,collections,of,south,and,south-east,asian,art,?
6000,-0.18795853853225708,-0.08042212575674057,-0.060008492320775986,-0.15132033824920654,-0.18555045127868652,-0.015774738043546677,-0.04618098586797714,-0.018459685146808624,-0.028301605954766273,0.024499543011188507,-0.09480882436037064,-0.0014027783181518316,-0.08762546628713608,-0.1246877908706665,-0.03436080366373062,-0.057236284017562866
paintings,0.04175901412963867,0.19760052859783173,0.3093363344669342,0.31869781017303467,0.05929853394627571,0.2167874127626419,0.3647291660308838,0.014467387460172176,0.4317837059497833,0.21768251061439514,0.1743992418050766,0.2532086968421936,0.27370065450668335,0.16951735317707062,0.535490870475769,0.1866389960050583
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21213118731975555,0.24136890470981598,0.4933079481124878,0.20741747319698334,-0.0016132977325469255,0.2696824073791504,0.4946078956127167,0.3256652057170868,0.6633074283599854,0.3828257918357849,0.21664521098136902,0.2700960636138916,0.31091248989105225
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.24716724455356598,0.30294761061668396,1.0,0.24861779808998108,-0.01540423184633255,0.27174001932144165,0.733189046382904,0.3129390776157379,0.5171257257461548,0.36915671825408936,0.2710895538330078,0.20297785103321075,0.22068053483963013
range,0.346810519695282,0.15032252669334412,0.3094656765460968,0.21270979940891266,0.18018323183059692,0.2311336100101471,0.05902322754263878,-0.008888337761163712,0.20566706359386444,0.234999418258667,0.24106867611408234,0.27470090985298157,0.2737163007259369,0.14617249369621277,0.10631529986858368,0.1204894632101059
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.23814009130001068,0.37900012731552124,0.733189046382904,0.23314370214939117,-0.03817026689648628,0.3185039758682251,1.0,0.33382371068000793,0.5116966962814331,0.34269678592681885,0.24605733156204224,0.22648051381111145,0.1826142966747284
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.24716724455356598,0.30294761061668396,1.0,0.24861779808998108,-0.01540423184633255,0.27174001932144165,0.733189046382904,0.3129390776157379,0.5171257257461548,0.36915671825408936,0.2710895538330078,0.20297785103321075,0.22068053483963013
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.3340989947319031,0.3226623833179474,0.25281965732574463,0.4441815912723541,0.003388406243175268,0.9249221086502075,0.2915455996990204,0.08604588359594345,0.2379438579082489,0.2149115800857544,0.15730531513690948,0.3446033000946045,0.20069393515586853
is,0.2724578380584717,0.22544461488723755,0.2649032473564148,0.23756065964698792,0.3045743703842163,0.5823672413825989,0.18299639225006104,0.02396530658006668,0.20405815541744232,0.4854315221309662,0.27680471539497375,0.3859752118587494,0.3043418228626251,0.17223115265369415,0.17386884987354279,0.22961433231830597
immense,0.23540760576725006,0.2868548333644867,0.2696574330329895,0.28078505396842957,0.14243687689304352,0.2820395827293396,0.15192221105098724,0.05728279426693916,0.2410985231399536,0.2916817367076874,0.0869213342666626,0.2355092465877533,0.16812370717525482,0.17780999839305878,0.17255084216594696,0.18681611120700836
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23188386857509613,0.185248464345932,0.5934505462646484,0.19497929513454437,-0.003708066651597619,0.30024775862693787,0.5352458953857422,0.2798699140548706,0.588965117931366,0.3275619149208069,0.2310253083705902,0.21795564889907837,0.4130953550338745
