,who,was,appointed,to,head,a,team,to,find,the,problems,north,america,had,regarding,manned,space,flight,?
1965,0.1256352663040161,0.07673795521259308,0.0662190392613411,0.16809216141700745,0.07579833269119263,0.07501427829265594,0.14787746965885162,0.16809216141700745,0.09321009367704391,0.09033208340406418,0.055792536586523056,-0.04849027469754219,-0.03949672356247902,0.0928993970155716,0.10813558846712112,0.08105231076478958,0.13605214655399323,0.06703021377325058,0.26302391290664673
to,0.42656609416007996,0.3636345863342285,0.21184861660003662,1.0,0.2177244871854782,0.45503583550453186,0.23889471590518951,1.0,0.42702093720436096,0.535392165184021,0.28989166021347046,0.2743184268474579,0.2636699676513672,0.37984350323677063,0.29117533564567566,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
cause,0.1876615583896637,0.1555917114019394,0.05686041712760925,0.3172815442085266,0.1351819932460785,0.2715701162815094,0.10100723803043365,0.3172815442085266,0.29714450240135193,0.2551237642765045,0.5120793581008911,0.13947278261184692,0.1612827032804489,0.25153225660324097,0.28639137744903564,0.10378918051719666,0.16475984454154968,0.14461691677570343,0.240532785654068
manned,0.20781661570072174,0.24339483678340912,0.24373222887516022,0.21649380028247833,0.12613937258720398,0.1981727033853531,0.16800931096076965,0.21649380028247833,0.16292086243629456,0.2392944097518921,0.16584967076778412,0.1967613399028778,0.17157822847366333,0.23989708721637726,0.2592703402042389,1.0000001192092896,0.4009856879711151,0.36177876591682434,0.17514055967330933
space,0.1441284865140915,0.14677780866622925,0.08340317755937576,0.22712917625904083,0.11255593597888947,0.20296213030815125,0.14264272153377533,0.22712917625904083,0.2332996129989624,0.24495907127857208,0.23476585745811462,0.09438390284776688,0.1778208613395691,0.16386190056800842,0.17571304738521576,0.4009856879711151,1.0000001192092896,0.281842440366745,0.1885536164045334
flight,0.07788171619176865,0.19139665365219116,0.1562042087316513,0.24953556060791016,0.16752751171588898,0.23704352974891663,0.17153584957122803,0.24953556060791016,0.1919150948524475,0.2498224973678589,0.1438106894493103,0.18431659042835236,0.19649244844913483,0.18317532539367676,0.08634249866008759,0.36177876591682434,0.281842440366745,0.9999999403953552,0.20568472146987915
administrator,0.29738950729370117,0.26034414768218994,0.36824923753738403,0.291531503200531,0.18992896378040314,0.23652416467666626,0.1780249923467636,0.291531503200531,0.17947331070899963,0.23136885464191437,0.16913631558418274,0.13450570404529572,0.10557649284601212,0.19595035910606384,0.24076434969902039,0.22605964541435242,0.21730218827724457,0.1620643585920334,0.2915230691432953
george,0.25805044174194336,0.2601471245288849,0.27711713314056396,0.17226167023181915,0.14053857326507568,0.19503153860569,0.14361397922039032,0.17226167023181915,0.08155333995819092,0.2510760426521301,0.11596295237541199,0.12012960761785507,0.15828517079353333,0.22182245552539825,0.14890913665294647,0.10492696613073349,0.163749560713768,0.12061979621648788,0.1479024887084961
mueller,0.25541362166404724,0.21837088465690613,0.2127954214811325,0.08670014888048172,0.10177440941333771,0.22967667877674103,0.16966776549816132,0.08670014888048172,0.11198414117097855,0.2319459170103073,0.10754838585853577,0.10941987484693527,0.19198042154312134,0.21044954657554626,0.1802166849374771,0.1429021954536438,0.13078631460666656,0.19803382456302643,0.1575169712305069
to,0.42656609416007996,0.3636345863342285,0.21184861660003662,1.0,0.2177244871854782,0.45503583550453186,0.23889471590518951,1.0,0.42702093720436096,0.535392165184021,0.28989166021347046,0.2743184268474579,0.2636699676513672,0.37984350323677063,0.29117533564567566,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
appoint,0.3189915716648102,0.25670552253723145,0.838501513004303,0.3012806177139282,0.2294444739818573,0.198948934674263,0.15010285377502441,0.3012806177139282,0.1405714601278305,0.25431281328201294,0.18088863790035248,0.13043704628944397,0.09846802800893784,0.2381097674369812,0.1957663744688034,0.18996919691562653,0.0963485836982727,0.12553228437900543,0.21547414362430573
program,0.2097788155078888,0.1849333792924881,0.14344049990177155,0.23681028187274933,0.14250719547271729,0.2779408395290375,0.2466873824596405,0.23681028187274933,0.1619601547718048,0.22986935079097748,0.2582780420780182,0.08396399766206741,0.17477057874202728,0.1725565642118454,0.18729732930660248,0.34068769216537476,0.27222728729248047,0.2009536623954773,0.1440187245607376
director,0.19509299099445343,0.30621418356895447,0.3443993031978607,0.1698155552148819,0.2522468566894531,0.17745283246040344,0.19405688345432281,0.1698155552148819,0.07752023637294769,0.19949141144752502,0.16928665339946747,0.1345839947462082,0.13289235532283783,0.19859392940998077,0.19872534275054932,0.1790986955165863,0.20854532718658447,0.14566922187805176,0.09360282123088837
samuel,0.261510968208313,0.23414932191371918,0.2180340588092804,0.07316149771213531,0.07324115931987762,0.19971542060375214,0.1076124832034111,0.07316149771213531,0.0964433029294014,0.15008985996246338,0.07563076913356781,0.12333853542804718,0.19161473214626312,0.22352536022663116,0.1677449643611908,0.18952542543411255,0.10103155672550201,0.10380521416664124,0.09954892843961716
phillips,0.24433107674121857,0.2839582860469818,0.24900004267692566,0.19412821531295776,0.15739008784294128,0.23526975512504578,0.21123676002025604,0.19412821531295776,0.19446928799152374,0.1886449009180069,0.14544960856437683,0.20063628256320953,0.18495076894760132,0.23178797960281372,0.15251582860946655,0.15856869518756866,0.13035443425178528,0.18751564621925354,0.15470919013023376
to,0.42656609416007996,0.3636345863342285,0.21184861660003662,1.0,0.2177244871854782,0.45503583550453186,0.23889471590518951,1.0,0.42702093720436096,0.535392165184021,0.28989166021347046,0.2743184268474579,0.2636699676513672,0.37984350323677063,0.29117533564567566,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
head,0.20998527109622955,0.2465479075908661,0.3099108636379242,0.2177244871854782,0.9999998807907104,0.2807295620441437,0.11526045948266983,0.2177244871854782,0.04847712442278862,0.3079071640968323,0.1446625143289566,0.15931591391563416,0.1164582297205925,0.24529026448726654,0.15664424002170563,0.12613937258720398,0.11255593597888947,0.16752751171588898,0.10879309475421906
a,0.36608949303627014,0.4508470594882965,0.18327824771404266,0.45503583550453186,0.2807295620441437,1.0,0.19125498831272125,0.45503583550453186,0.2540014088153839,0.5829201340675354,0.21523453295230865,0.25008413195610046,0.22012436389923096,0.34897568821907043,0.22400012612342834,0.1981727033853531,0.20296213030815125,0.23704352974891663,0.23916715383529663
``,0.02397952415049076,-0.012679691426455975,0.07393311709165573,0.06720756739377975,0.07376912981271744,0.07272057235240936,0.017291011288762093,0.06720756739377975,-0.017867403104901314,0.029072100296616554,0.07921574264764786,0.026401888579130173,-0.07555023580789566,0.0518546998500824,-0.06146683171391487,-0.01678762026131153,0.004888324998319149,0.03681600093841553,0.0685480609536171
tiger,0.1680096834897995,0.17127172648906708,0.025062233209609985,0.10677976906299591,0.20370332896709442,0.18936870992183685,0.13269607722759247,0.10677976906299591,0.09070661664009094,0.22069649398326874,0.10452646017074585,0.12180764228105545,0.1577816903591156,0.1640055924654007,0.14996910095214844,0.09574425965547562,0.08349741995334625,0.15031000971794128,0.15837858617305756
team,0.22248858213424683,0.13986483216285706,0.144041508436203,0.23889471590518951,0.11526045948266983,0.19125498831272125,1.0,0.23889471590518951,0.1678033173084259,0.22564226388931274,0.098353810608387,0.13787305355072021,0.048484280705451965,0.11808160692453384,0.06779689341783524,0.16800931096076965,0.14264272153377533,0.17153584957122803,0.11243411153554916
'',0.024401003494858742,0.04456103965640068,0.023523930460214615,-0.009905828163027763,-0.008918284438550472,0.04890415817499161,-0.023808861151337624,-0.009905828163027763,0.03271616995334625,0.041273195296525955,0.003717846004292369,-0.001331784063950181,-0.0384608618915081,0.024004416540265083,0.023724932223558426,-0.08075296133756638,-0.03227292746305466,-0.06533881276845932,0.018684765323996544
to,0.42656609416007996,0.3636345863342285,0.21184861660003662,1.0,0.2177244871854782,0.45503583550453186,0.23889471590518951,1.0,0.42702093720436096,0.535392165184021,0.28989166021347046,0.2743184268474579,0.2636699676513672,0.37984350323677063,0.29117533564567566,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
investigate,0.26686617732048035,0.19061051309108734,0.28246042132377625,0.23519323766231537,0.15571090579032898,0.19138024747371674,0.1264963001012802,0.23519323766231537,0.3838793635368347,0.25379443168640137,0.31590867042541504,0.0850733146071434,0.08911806344985962,0.2283918559551239,0.3741104006767273,0.24492858350276947,0.19337716698646545,0.24647913873195648,0.16237691044807434
north,0.11026738584041595,0.29020047187805176,0.1401587575674057,0.2743184268474579,0.15931591391563416,0.25008413195610046,0.13787305355072021,0.2743184268474579,0.12651664018630981,0.36298373341560364,0.06453061103820801,1.0,0.4837384521961212,0.18847866356372833,0.06084499508142471,0.1967613399028778,0.09438390284776688,0.18431659042835236,0.11829731613397598
american,0.3093835413455963,0.31632548570632935,0.22847925126552582,0.16338081657886505,0.12813374400138855,0.22026167809963226,0.11424583196640015,0.16338081657886505,0.16049824655056,0.24562937021255493,0.1841093897819519,0.2107747346162796,0.3915616571903229,0.20283499360084534,0.14006221294403076,0.18112444877624512,0.17944064736366272,0.1697535216808319,0.18877598643302917
's,0.05599616840481758,0.008974763564765453,-0.07290255278348923,0.03782717138528824,-0.041913021355867386,0.04866964742541313,0.04450521618127823,0.03782717138528824,0.08746320754289627,-0.01540423184633255,-0.0541396401822567,0.06196961551904678,0.04083184897899628,-0.004401352722197771,0.01318180002272129,0.009618762880563736,-0.1200559139251709,-0.034391406923532486,-0.023395681753754616
problems,0.25277501344680786,0.1851695030927658,0.18222874402999878,0.28989166021347046,0.1446625143289566,0.21523453295230865,0.098353810608387,0.28989166021347046,0.29659050703048706,0.2659202516078949,1.0,0.06453061103820801,0.16768378019332886,0.29386842250823975,0.3356267511844635,0.16584967076778412,0.23476585745811462,0.1438106894493103,0.2638136148452759
and,0.41279885172843933,0.3740963041782379,0.2608291208744049,0.48971283435821533,0.24040718376636505,0.3739250600337982,0.22394508123397827,0.48971283435821533,0.3228435218334198,0.5171257257461548,0.285793662071228,0.2776443064212799,0.2647855281829834,0.3872550129890442,0.3182925879955292,0.21635916829109192,0.22901733219623566,0.1828005611896515,0.20544172823429108
identify,0.3389873802661896,0.11893568187952042,0.18428121507167816,0.3323211371898651,0.12792159616947174,0.29013949632644653,0.10432569682598114,0.3323211371898651,0.4782347083091736,0.2653810381889343,0.20285017788410187,0.08392119407653809,0.19541563093662262,0.21549956500530243,0.2622970640659332,0.15417006611824036,0.13871723413467407,0.15645885467529297,0.20891983807086945
corrections,0.12863248586654663,0.18597804009914398,0.1841493844985962,0.31590238213539124,0.13761451840400696,0.24233116209506989,0.15181666612625122,0.31590238213539124,0.24730968475341797,0.26831090450286865,0.37428978085517883,0.1957472711801529,0.15682204067707062,0.2272072434425354,0.3468453884124756,0.2682231366634369,0.23257510364055634,0.1407620906829834,0.24641917645931244
.,0.3541337847709656,0.40146201848983765,0.23383042216300964,0.4645031690597534,0.2515932321548462,0.50484299659729,0.26467522978782654,0.4645031690597534,0.3133861720561981,0.5934505462646484,0.2602308988571167,0.3171539604663849,0.29180291295051575,0.37348684668540955,0.27343305945396423,0.2219262570142746,0.2385488897562027,0.23302660882472992,0.4130953550338745
