,what,was,the,result,of,the,2007,election,?
kenyatta,0.13579794764518738,0.2962837517261505,0.24919013679027557,0.18463927507400513,0.2688030004501343,0.24919013679027557,-0.2264103889465332,0.3568965792655945,0.1456252485513687
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.27436327934265137,0.5116966962814331,0.5171257257461548,-0.2391151487827301,0.19142299890518188,0.20544172823429108
deputy,0.20033134520053864,0.25765955448150635,0.2075105756521225,0.07124938815832138,0.25625330209732056,0.2075105756521225,-0.19641274213790894,0.34900543093681335,0.08738585561513901
president,0.1870913952589035,0.2505730390548706,0.24330610036849976,0.11034660786390305,0.21610750257968903,0.24330610036849976,-0.2631103992462158,0.48490437865257263,0.14148259162902832
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.14272192120552063,0.20272590219974518,0.21537061035633087,-0.20031748712062836,0.18922263383865356,0.14462219178676605
ruto,0.16127413511276245,0.27125877141952515,0.22264134883880615,0.06969045847654343,0.2282169610261917,0.22264134883880615,-0.25172266364097595,0.30507370829582214,0.147634357213974
related,0.258600115776062,0.10734758526086807,0.26962998509407043,0.15240991115570068,0.2691357135772705,0.26962998509407043,-0.02649318426847458,0.15728725492954254,0.17689068615436554
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23653174936771393,0.41548454761505127,0.535392165184021,-0.1738293468952179,0.20867465436458588,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.27778977155685425,0.733189046382904,1.0,-0.23657195270061493,0.22873377799987793,0.22068053483963013
2007,-0.15549811720848083,-0.29168957471847534,-0.23657195270061493,0.025412576273083687,-0.21244128048419952,-0.23657195270061493,1.0,-0.24550405144691467,-0.1664225310087204
election,0.2325795590877533,0.2808833718299866,0.22873377799987793,0.203122079372406,0.23051156103610992,0.22873377799987793,-0.24550405144691467,0.9999999403953552,0.23105260729789734
aftermath,0.18331018090248108,0.2607690393924713,0.24227569997310638,0.24557116627693176,0.18747471272945404,0.24227569997310638,-0.12552693486213684,0.2361116111278534,0.13848184049129486
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23341737687587738,0.4946078956127167,0.4933079481124878,-0.24049624800682068,0.22834618389606476,0.31091248989105225
us,0.32081687450408936,0.19898231327533722,0.25727739930152893,0.0966617688536644,0.23568789660930634,0.25727739930152893,-0.1765824407339096,0.1554027944803238,0.2742428481578827
president,0.1870913952589035,0.2505730390548706,0.24330610036849976,0.11034660786390305,0.21610750257968903,0.24330610036849976,-0.2631103992462158,0.48490437865257263,0.14148259162902832
barack,0.17694424092769623,0.23568755388259888,0.24946269392967224,0.16131719946861267,0.19500595331192017,0.24946269392967224,-0.17165833711624146,0.41298919916152954,0.24987603724002838
obama,0.1679007112979889,0.2369607388973236,0.21614792943000793,0.14520864188671112,0.17125636339187622,0.21614792943000793,-0.1675998717546463,0.38997331261634827,0.2326410561800003
chose,0.2544066309928894,0.37049561738967896,0.3029356896877289,0.14873628318309784,0.2676139771938324,0.3029356896877289,-0.20008395612239838,0.33414915204048157,0.2465825378894806
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.37978997826576233,0.3307090103626251,0.4310511648654938,-0.1546861231327057,0.2086537778377533,0.41942933201789856
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23653174936771393,0.41548454761505127,0.535392165184021,-0.1738293468952179,0.20867465436458588,0.29463258385658264
visit,0.2537829577922821,0.1841222643852234,0.28665876388549805,0.042522940784692764,0.2779003083705902,0.28665876388549805,-0.24482670426368713,0.21230925619602203,0.1747637540102005
the,0.42745697498321533,0.48711544275283813,1.0,0.27778977155685425,0.733189046382904,1.0,-0.23657195270061493,0.22873377799987793,0.22068053483963013
country,0.22705033421516418,0.24557247757911682,0.30432501435279846,0.08508487045764923,0.28866857290267944,0.30432501435279846,-0.20787322521209717,0.243717223405838,0.12647280097007751
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.2913775146007538,0.3869180977344513,0.4838213622570038,-0.2134939432144165,0.19821833074092865,0.1325719803571701
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1872090995311737,0.38364991545677185,0.4394008219242096,-0.2643594443798065,0.2440122812986374,0.18075084686279297
mid-2013,0.15472230315208435,0.18521274626255035,0.2860206961631775,0.16608284413814545,0.18322497606277466,0.2860206961631775,-0.027355685830116272,0.118721142411232,0.06706465035676956
african,0.11136822402477264,0.20509590208530426,0.23305515944957733,0.07253188639879227,0.23470255732536316,0.23305515944957733,-0.09581433981657028,0.16674283146858215,0.11862778663635254
trip,0.24576207995414734,0.2776995003223419,0.2299763560295105,0.12853561341762543,0.20024117827415466,0.2299763560295105,-0.12602008879184723,0.17847840487957,0.09162633121013641
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31092435121536255,0.5352458953857422,0.5934505462646484,-0.216732457280159,0.25081899762153625,0.4130953550338745
