,how,long,does,it,take,for,the,effects,to,manifest,as,changes,to,economic,growth,?
several,0.28568220138549805,0.28412291407585144,0.2083442658185959,0.30562862753868103,0.2261597365140915,0.3891045153141022,0.40559855103492737,0.21469512581825256,0.36196985840797424,0.16083577275276184,0.355270117521286,0.22080032527446747,0.36196985840797424,0.21386094391345978,0.1416005641222,0.15595775842666626
years,0.21949264407157898,0.34739476442337036,0.11878147721290588,0.21688692271709442,0.20916500687599182,0.2878222167491913,0.2912273406982422,0.21009866893291473,0.23891852796077728,0.15543299913406372,0.234328031539917,0.20688244700431824,0.23891852796077728,0.11291959881782532,0.17453862726688385,0.1914375126361847
for,0.3308170735836029,0.2547193765640259,0.35159170627593994,0.32171204686164856,0.33445194363594055,0.9999999403953552,0.4739971458911896,0.28118398785591125,0.4451248347759247,0.18027134239673615,0.44774648547172546,0.25747987627983093,0.4451248347759247,0.24368955194950104,0.24965375661849976,0.264628142118454
effects,0.2995959222316742,0.22319379448890686,0.2582561671733856,0.2284449189901352,0.23748360574245453,0.28118398785591125,0.25316479802131653,1.0000001192092896,0.2419324368238449,0.20950491726398468,0.2359563261270523,0.3442971706390381,0.2419324368238449,0.25325119495391846,0.2771943509578705,0.16749060153961182
to,0.44169697165489197,0.30218687653541565,0.4391997456550598,0.513711154460907,0.4075521230697632,0.4451248347759247,0.535392165184021,0.2419324368238449,1.0,0.21002426743507385,0.42092081904411316,0.32918253540992737,1.0,0.26856908202171326,0.2701800763607025,0.29463258385658264
manifest,0.24109628796577454,0.11921784281730652,0.16890102624893188,0.23836010694503784,0.1990470439195633,0.18027134239673615,0.24379371106624603,0.20950491726398468,0.21002426743507385,1.0000001192092896,0.21552956104278564,0.16628138720989227,0.21002426743507385,0.22525951266288757,0.17752933502197266,0.1783103048801422
as,0.33782753348350525,0.23432248830795288,0.31202155351638794,0.4461488723754883,0.26337623596191406,0.44774648547172546,0.48381632566452026,0.2359563261270523,0.42092081904411316,0.21552956104278564,1.0,0.252431720495224,0.42092081904411316,0.21993175148963928,0.2124733328819275,0.27043893933296204
changes,0.3518966734409332,0.2235695868730545,0.29364344477653503,0.29838016629219055,0.25233814120292664,0.25747987627983093,0.3427845537662506,0.3442971706390381,0.32918253540992737,0.16628138720989227,0.252431720495224,1.0,0.32918253540992737,0.2087453007698059,0.2565518319606781,0.21264225244522095
to,0.44169697165489197,0.30218687653541565,0.4391997456550598,0.513711154460907,0.4075521230697632,0.4451248347759247,0.535392165184021,0.2419324368238449,1.0,0.21002426743507385,0.42092081904411316,0.32918253540992737,1.0,0.26856908202171326,0.2701800763607025,0.29463258385658264
economic,0.22296547889709473,0.15617430210113525,0.14175917208194733,0.2075573205947876,0.12970860302448273,0.24368955194950104,0.282455176115036,0.25325119495391846,0.26856908202171326,0.22525951266288757,0.21993175148963928,0.2087453007698059,0.26856908202171326,0.9999999403953552,0.4732155203819275,0.1206481084227562
growth,0.20989903807640076,0.14879955351352692,0.18474416434764862,0.2740481495857239,0.1944890171289444,0.24965375661849976,0.2912366986274719,0.2771943509578705,0.2701800763607025,0.17752933502197266,0.2124733328819275,0.2565518319606781,0.2701800763607025,0.4732155203819275,1.0000001192092896,0.07547862827777863
.,0.3287222981452942,0.3247973620891571,0.3022993505001068,0.5593622326850891,0.3045158088207245,0.4726039469242096,0.5934505462646484,0.21454407274723053,0.4645031690597534,0.18849757313728333,0.515582263469696,0.29733169078826904,0.4645031690597534,0.22435031831264496,0.2825547754764557,0.4130953550338745
