,what,did,thoreau,ask,a,public,figure,the,taxman,to,do,?
a,0.3320399522781372,0.2552328109741211,0.25918325781822205,0.24988910555839539,1.0,0.19607044756412506,0.2584710121154785,0.5829201340675354,0.3023582696914673,0.45503583550453186,0.26237669587135315,0.23916715383529663
man,0.21916821599006653,0.2355959564447403,0.28048256039619446,0.21918627619743347,0.27759313583374023,0.12471773475408554,0.2523389160633087,0.23171134293079376,0.28982043266296387,0.2487562596797943,0.14896254241466522,0.2528940737247467
chose,0.2544066309928894,0.41616201400756836,0.21415011584758759,0.28117862343788147,0.20067369937896729,0.19801467657089233,0.07655956596136093,0.3029356896877289,0.18941469490528107,0.33018890023231506,0.20671330392360687,0.2465825378894806
to,0.455847829580307,0.4452643394470215,0.3212342858314514,0.3951546251773834,0.45503583550453186,0.2672370672225952,0.24264496564865112,0.535392165184021,0.27219638228416443,1.0,0.38876664638519287,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.24511386454105377,0.3649679720401764,0.39883795380592346,0.22898490726947784,0.24658392369747162,0.4248143136501312,0.19449426233768463,0.4972836375236511,0.36575672030448914,0.3324260413646698
an,0.2821882665157318,0.22598257660865784,0.22687667608261108,0.183440163731575,0.44552403688430786,0.19681620597839355,0.17891916632652283,0.4207492768764496,0.2855926752090454,0.3138085603713989,0.25865980982780457,0.19793890416622162
agent,0.1053810864686966,0.15263168513774872,0.15750916302204132,0.1755412518978119,0.251655638217926,0.18953193724155426,0.16447821259498596,0.1308915615081787,0.2486237734556198,0.21088580787181854,0.13827648758888245,0.13699154555797577
of,0.33290785551071167,0.2513895630836487,0.27008235454559326,0.18911920487880707,0.5052502155303955,0.2391265481710434,0.21327486634254456,0.733189046382904,0.24663615226745605,0.41548454761505127,0.26150479912757874,0.1826142966747284
injustice,0.33713334798812866,0.24045991897583008,0.3509259521961212,0.24872370064258575,0.2346445620059967,0.2869420647621155,0.21202029287815094,0.2641722857952118,0.2537500262260437,0.27146053314208984,0.1436183750629425,0.24520209431648254
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2689289450645447,0.427140474319458,0.2588968276977539,0.2352312207221985,0.4933079481124878,0.35420551896095276,0.44245919585227966,0.3283645510673523,0.31091248989105225
then,0.4072686731815338,0.303744375705719,0.1530727595090866,0.3486013412475586,0.3970017731189728,0.16864511370658875,0.15055319666862488,0.4297412931919098,0.261092871427536,0.5203860402107239,0.27838701009750366,0.2884598970413208
thoreau,0.3263375163078308,0.3151754140853882,1.0,0.23655018210411072,0.25918325781822205,0.2065267264842987,0.24047821760177612,0.30504027009010315,0.3621531128883362,0.3212342858314514,0.24632278084754944,0.1922200322151184
insisted,0.3362210988998413,0.49533259868621826,0.3431038558483124,0.2698718309402466,0.20067435503005981,0.31413403153419495,0.1430833637714386,0.22402240335941315,0.24766284227371216,0.32629093527793884,0.29612594842910767,0.20097918808460236
on,0.34226128458976746,0.2670976221561432,0.25229042768478394,0.19176903367042542,0.3848365545272827,0.25951382517814636,0.14913032948970795,0.5107308030128479,0.24609071016311646,0.41031414270401,0.3025321364402771,0.2714994251728058
confronting,0.28949445486068726,0.24411435425281525,0.24719911813735962,0.31940263509750366,0.18705610930919647,0.16795194149017334,0.22902911901474,0.27162379026412964,0.25950887799263,0.322160542011261,0.2529963254928589,0.19677139818668365
him,0.34912991523742676,0.4290095865726471,0.3592554032802582,0.3939869701862335,0.32137390971183777,0.22130249440670013,0.2523098587989807,0.39213326573371887,0.34204578399658203,0.4702378511428833,0.268117219209671,0.23943768441677094
with,0.2464839518070221,0.25472134351730347,0.23979006707668304,0.24455122649669647,0.3783375024795532,0.17061910033226013,0.1872265636920929,0.4223487675189972,0.21340081095695496,0.4239959120750427,0.23744353652000427,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.21926461160182953,0.5829201340675354,0.22857438027858734,0.24786046147346497,1.0,0.30761873722076416,0.535392165184021,0.30239659547805786,0.22068053483963013
fact,0.4454877972602844,0.30747947096824646,0.2622029185295105,0.2740950584411621,0.27727827429771423,0.20324170589447021,0.18208087980747223,0.32878658175468445,0.15929152071475983,0.35271596908569336,0.33229097723960876,0.2798655927181244
that,0.6297725439071655,0.47518548369407654,0.3305809795856476,0.36955076456069946,0.47537946701049805,0.2622828185558319,0.2428334504365921,0.5473989248275757,0.1944267451763153,0.5436353087425232,0.44533252716064453,0.32716336846351624
he,0.3114890456199646,0.3292143940925598,0.31285810470581055,0.2498217523097992,0.4393508732318878,0.25213822722435,0.25729724764823914,0.4571082592010498,0.330629825592041,0.385390967130661,0.19599148631095886,0.2089974731206894
was,0.22111038863658905,0.41399896144866943,0.263746052980423,0.17925341427326202,0.4508470594882965,0.2513592839241028,0.2638653516769409,0.48711544275283813,0.331788569688797,0.3636345863342285,0.11523093283176422,0.18412111699581146
making,0.30777570605278015,0.32095879316329956,0.17659173905849457,0.2202325314283371,0.3237393796443939,0.18647891283035278,0.14997437596321106,0.35185980796813965,0.15747961401939392,0.3740498423576355,0.27664241194725037,0.2539324164390564
a,0.3320399522781372,0.2552328109741211,0.25918325781822205,0.24988910555839539,1.0,0.19607044756412506,0.2584710121154785,0.5829201340675354,0.3023582696914673,0.45503583550453186,0.26237669587135315,0.23916715383529663
choice,0.29363784193992615,0.27128803730010986,0.17327575385570526,0.37349504232406616,0.2913992404937744,0.1808234453201294,0.06723779439926147,0.2640603482723236,0.28429466485977173,0.28106144070625305,0.20022471249103546,0.28709158301353455
.,0.3567904531955719,0.35288307070732117,0.2866504490375519,0.2994236946105957,0.50484299659729,0.21888655424118042,0.24939633905887604,0.5934505462646484,0.3357948362827301,0.4645031690597534,0.3613996207714081,0.4130953550338745
