,as,a,norm,",",what,day,of,the,week,is,the,traditional,media,day,held,prior,to,a,super,bowl,?
on,0.36047765612602234,0.3848365545272827,0.1660201996564865,0.49057599902153015,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.3635730445384979,0.5107308030128479,0.14103850722312927,0.19591841101646423,0.3332281708717346,0.2410694807767868,0.3162264823913574,0.41031414270401,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.2714994251728058
the,0.48381632566452026,0.5829201340675354,0.12613478302955627,0.4933079481124878,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.5823672413825989,1.0,0.25703898072242737,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.33782097697257996,0.535392165184021,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
tuesday,0.18355996906757355,0.19022716581821442,0.08613241463899612,0.2977811396121979,0.1987089216709137,0.3562348186969757,0.08020071685314178,0.20012995600700378,0.36669835448265076,0.13601934909820557,0.20012995600700378,0.09349355101585388,0.1602354645729065,0.3562348186969757,0.278711199760437,0.13287216424942017,0.21246790885925293,0.19022716581821442,0.23240308463573456,0.18528230488300323,0.18223229050636292
afternoon,0.2010844349861145,0.24086889624595642,0.12173786759376526,0.2678834795951843,0.15643343329429626,0.4275512099266052,0.16693705320358276,0.2482905238866806,0.40476566553115845,0.17113228142261505,0.2482905238866806,0.12214285880327225,0.08114715665578842,0.4275512099266052,0.2945902943611145,0.22686804831027985,0.17438967525959015,0.24086889624595642,0.14347326755523682,0.2340344786643982,0.15454228222370148
prior,0.2475208342075348,0.22647660970687866,0.10708171874284744,0.27105793356895447,0.2537507116794586,0.21696196496486664,0.3183474540710449,0.33782097697257996,0.29570311307907104,0.14228065311908722,0.33782097697257996,0.20628418028354645,0.18034997582435608,0.21696196496486664,0.20017679035663605,0.9999999403953552,0.264421671628952,0.22647660970687866,0.22880366444587708,0.22557669878005981,0.16978254914283752
to,0.42092081904411316,0.45503583550453186,0.21037925779819489,0.44245919585227966,0.455847829580307,0.21753256022930145,0.41548454761505127,0.535392165184021,0.27498435974121094,0.42745086550712585,0.535392165184021,0.2509959638118744,0.21723589301109314,0.21753256022930145,0.22177374362945557,0.264421671628952,1.0,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
the,0.48381632566452026,0.5829201340675354,0.12613478302955627,0.4933079481124878,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.5823672413825989,1.0,0.25703898072242737,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.33782097697257996,0.535392165184021,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
game,0.18194591999053955,0.23211604356765747,0.26909855008125305,0.2653886377811432,0.2246788740158081,0.19963723421096802,0.2298848181962967,0.285271555185318,0.29780805110931396,0.21222543716430664,0.285271555185318,0.20199939608573914,0.24786706268787384,0.19963723421096802,0.172162726521492,0.16753952205181122,0.2540906071662903,0.23211604356765747,0.3480181396007538,0.2413962334394455,0.1829071193933487
",",0.48816442489624023,0.427140474319458,0.20988225936889648,1.0000001192092896,0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.4691906273365021,0.4933079481124878,0.25490131974220276,0.23135341703891754,0.30821847915649414,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
was,0.3677520453929901,0.4508470594882965,0.12997004389762878,0.45456063747406006,0.22111038863658905,0.24314451217651367,0.4069072902202606,0.48711544275283813,0.24251437187194824,0.5810302495956421,0.48711544275283813,0.1784529834985733,0.17841780185699463,0.24314451217651367,0.30231067538261414,0.29096508026123047,0.3636345863342285,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
moved,0.24192632734775543,0.22416134178638458,0.06206990033388138,0.30661246180534363,0.20601840317249298,0.14585089683532715,0.22242598235607147,0.32031023502349854,0.18652573227882385,0.2061556726694107,0.32031023502349854,0.08297406136989594,0.11358164250850677,0.14585089683532715,0.2575400173664093,0.2261742651462555,0.2918468713760376,0.22416134178638458,0.19257290661334991,0.20404411852359772,0.15112607181072235
to,0.42092081904411316,0.45503583550453186,0.21037925779819489,0.44245919585227966,0.455847829580307,0.21753256022930145,0.41548454761505127,0.535392165184021,0.27498435974121094,0.42745086550712585,0.535392165184021,0.2509959638118744,0.21723589301109314,0.21753256022930145,0.22177374362945557,0.264421671628952,1.0,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
the,0.48381632566452026,0.5829201340675354,0.12613478302955627,0.4933079481124878,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.5823672413825989,1.0,0.25703898072242737,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.33782097697257996,0.535392165184021,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
monday,0.163418248295784,0.18311689794063568,0.20685076713562012,0.28260287642478943,0.2309933304786682,0.44473156332969666,0.11139426380395889,0.2114151269197464,0.43345996737480164,0.16047263145446777,0.2114151269197464,0.12630631029605865,0.13372261822223663,0.44473156332969666,0.2390621453523636,0.1779935508966446,0.2069530338048935,0.18311689794063568,0.17750458419322968,0.22726322710514069,0.21348176896572113
evening,0.22410087287425995,0.22510917484760284,0.1604623943567276,0.25500422716140747,0.21739105880260468,0.3926416337490082,0.16574963927268982,0.26509222388267517,0.3964192271232605,0.1546362042427063,0.26509222388267517,0.17825081944465637,0.12204697728157043,0.3926416337490082,0.3215349018573761,0.17920319736003876,0.24169042706489563,0.22510917484760284,0.10377879440784454,0.17434057593345642,0.15503956377506256
and,0.49487000703811646,0.3739250600337982,0.25557422637939453,0.6633074283599854,0.31309178471565247,0.26673999428749084,0.5116966962814331,0.5171257257461548,0.23252390325069427,0.3859752118587494,0.5171257257461548,0.30483514070510864,0.28782835602760315,0.26673999428749084,0.22757986187934875,0.2185291349887848,0.48971283435821533,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
re-branded,0.2624415159225464,0.2106315791606903,0.10044876486063004,0.3150296211242676,0.18635530769824982,0.2195402979850769,0.22680720686912537,0.285307377576828,0.28490445017814636,0.15574894845485687,0.285307377576828,0.16870708763599396,0.23846013844013214,0.2195402979850769,0.3110603988170624,0.24804085493087769,0.22937265038490295,0.2106315791606903,0.21721380949020386,0.13449451327323914,0.16268296539783478
as,1.0,0.39550232887268066,0.24783313274383545,0.48816442489624023,0.31749409437179565,0.23300392925739288,0.3886612355709076,0.48381632566452026,0.26266953349113464,0.43216490745544434,0.48381632566452026,0.24974563717842102,0.19105610251426697,0.23300392925739288,0.16727563738822937,0.2475208342075348,0.42092081904411316,0.39550232887268066,0.21450649201869965,0.14539222419261932,0.27043893933296204
super,0.21450649201869965,0.26005712151527405,0.11391718685626984,0.22322475910186768,0.13651713728904724,0.12438684701919556,0.14718765020370483,0.21959073841571808,0.18053525686264038,0.15390309691429138,0.21959073841571808,0.14538727700710297,0.2023422122001648,0.12438684701919556,0.1602509617805481,0.22880366444587708,0.17783479392528534,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.14539222419261932,0.19533146917819977,0.06751079857349396,0.1810409277677536,0.15942467749118805,0.17859336733818054,0.2243070751428604,0.21576224267482758,0.2576042413711548,0.14233897626399994,0.21576224267482758,0.13898542523384094,0.10416857153177261,0.17859336733818054,0.1913566142320633,0.22557669878005981,0.16993016004562378,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
opening,0.2158510535955429,0.2575104236602783,0.09535815566778183,0.24495157599449158,0.18146683275699615,0.20668262243270874,0.2651100158691406,0.37298497557640076,0.3003177344799042,0.1926470547914505,0.37298497557640076,0.12682758271694183,0.11797843873500824,0.20668262243270874,0.29831939935684204,0.16759008169174194,0.2393702119588852,0.2575104236602783,0.1250116229057312,0.22217077016830444,0.16502447426319122
night,0.1724044382572174,0.23192226886749268,0.14535033702850342,0.24717365205287933,0.20251014828681946,0.41238686442375183,0.19958451390266418,0.2817382514476776,0.339888334274292,0.17660148441791534,0.2817382514476776,0.12111261487007141,0.05729071423411369,0.41238686442375183,0.20320139825344086,0.1765523999929428,0.1691640168428421,0.23192226886749268,0.14823408424854279,0.19687917828559875,0.13794848322868347
.,0.515582263469696,0.50484299659729,0.23357605934143066,0.6812511086463928,0.3567904531955719,0.24232520163059235,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.4569662809371948,0.5934505462646484,0.1875026524066925,0.2313707321882248,0.24232520163059235,0.2628571093082428,0.2402365803718567,0.4645031690597534,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
