,where,are,issues,like,abortion,and,drug,policy,legislated,on,?
with,0.4142743945121765,0.38996943831443787,0.251447856426239,0.38741448521614075,0.14573515951633453,0.5477725267410278,0.2106175720691681,0.14287953078746796,0.16551019251346588,0.40749499201774597,0.2433311939239502
at,0.4402937591075897,0.2074895054101944,0.21672987937927246,0.2596063017845154,0.18512186408042908,0.3571503460407257,0.1579223871231079,0.2081100046634674,0.14999543130397797,0.4806317389011383,0.21978627145290375
",",0.3149496018886566,0.4062570035457611,0.2560703754425049,0.4085598886013031,0.19684121012687683,0.6633074283599854,0.1941215842962265,0.2903050184249878,0.2547365128993988,0.49057599902153015,0.31091248989105225
westminster,0.24652548134326935,0.13211141526699066,0.1456490010023117,0.1506974846124649,0.11345678567886353,0.2876969575881958,0.18145889043807983,0.19470617175102234,0.2894721031188965,0.19652540981769562,0.1651161164045334
(,0.1970011591911316,0.23263892531394958,0.24448470771312714,0.2465965300798416,0.17543454468250275,0.4862271547317505,0.0880715399980545,0.25026944279670715,0.173904150724411,0.28656116127967834,0.40561532974243164
and,0.43859338760375977,0.48576638102531433,0.2817770540714264,0.46997135877609253,0.17692211270332336,1.0,0.23028631508350372,0.2148873209953308,0.2737967073917389,0.4077630043029785,0.20544172823429108
where,0.9999999403953552,0.32389864325523376,0.19282740354537964,0.3468869626522064,0.22089290618896484,0.43859338760375977,0.189727321267128,0.16572098433971405,0.16419628262519836,0.37630224227905273,0.24793872237205505
ministerial,0.18763823807239532,0.21534018218517303,0.25173094868659973,0.13833606243133545,0.30692291259765625,0.2747107148170471,0.22638943791389465,0.3230336606502533,0.3766986131668091,0.2040565460920334,0.09284795820713043
functions,0.21445755660533905,0.3295574486255646,0.3138304054737091,0.21832795441150665,0.1258171796798706,0.2698383927345276,0.19162790477275848,0.2719525694847107,0.27627891302108765,0.17429310083389282,0.13745930790901184
usually,0.4019157886505127,0.5635237097740173,0.20312002301216125,0.4532163143157959,0.3002864718437195,0.3817319869995117,0.17223484814167023,0.1336793154478073,0.2135174721479416,0.25784361362457275,0.19435347616672516
lie,0.23795868456363678,0.3040589988231659,0.10998555272817612,0.22272157669067383,0.09095242619514465,0.2649589776992798,0.10632021725177765,0.1343749463558197,0.08420231938362122,0.22221310436725616,0.13703542947769165
with,0.4142743945121765,0.38996943831443787,0.251447856426239,0.38741448521614075,0.14573515951633453,0.5477725267410278,0.2106175720691681,0.14287953078746796,0.16551019251346588,0.40749499201774597,0.2433311939239502
uk,0.2041541039943695,0.14764739573001862,0.22731941938400269,0.1461125910282135,0.1947782039642334,0.2701246440410614,0.15530025959014893,0.2248694896697998,0.14427848160266876,0.2875306308269501,0.20222434401512146
government,0.16681428253650665,0.20126859843730927,0.2466317117214203,0.17701995372772217,0.31566691398620605,0.2859337627887726,0.22592046856880188,0.42850491404533386,0.5518813133239746,0.19216017425060272,0.18851417303085327
ministers,0.17009899020195007,0.2511488199234009,0.23343834280967712,0.17848655581474304,0.2627396881580353,0.2690688669681549,0.15322063863277435,0.31409382820129395,0.395956426858902,0.17722073197364807,0.15132683515548706
),0.20711064338684082,0.2373749315738678,0.24080540239810944,0.2585170269012451,0.17139832675457,0.4961937665939331,0.11646083742380142,0.22539465129375458,0.1672910898923874,0.29937487840652466,0.42300865054130554
.,0.41390106081962585,0.3452940285205841,0.23493336141109467,0.393751323223114,0.24027051031589508,0.588965117931366,0.26284900307655334,0.25152966380119324,0.24652720987796783,0.49257001280784607,0.4130953550338745
