,what,kind,of,water,body,is,rumored,to,be,obscuring,genghis,khan,'s,burial,site,?
manner,0.30641111731529236,0.39292946457862854,0.19968955218791962,0.16521941125392914,0.2868674099445343,0.232882559299469,0.16095708310604095,0.3179336488246918,0.4200229048728943,0.3322221636772156,0.09329192340373993,0.10539188981056213,-0.024694671854376793,0.18608735501766205,0.10261163115501404,0.24218928813934326
of,0.33290785551071167,0.2285657674074173,1.0,0.2741255462169647,0.25063133239746094,0.4854315221309662,0.21841372549533844,0.41548454761505127,0.33904364705085754,0.3381913900375366,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22971592843532562,0.24291633069515228,0.1826142966747284
burial,0.18476168811321259,0.10648578405380249,0.22971592843532562,0.1137867346405983,0.3177081048488617,0.1841937005519867,0.23914757370948792,0.19511598348617554,0.1791307032108307,0.20553629100322723,0.2772968113422394,0.10242138803005219,-0.03363705426454544,1.0,0.3375445008277893,0.15331946313381195
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.21305090188980103,0.24814960360527039,0.43216490745544434,0.258003294467926,0.42092081904411316,0.5230465531349182,0.21050016582012177,0.17543354630470276,0.22500167787075043,-0.05775856226682663,0.1516958475112915,0.21358512341976166,0.27043893933296204
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.297396719455719,0.31682634353637695,0.5823672413825989,0.24233172833919525,0.535392165184021,0.4248143136501312,0.29117339849472046,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.23356176912784576,0.288954496383667,0.22068053483963013
sumerian,0.19304022192955017,0.19591344892978668,0.20113617181777954,0.1634560227394104,0.17074936628341675,0.19742141664028168,0.19719909131526947,0.15663111209869385,0.19604402780532837,0.22567877173423767,0.42204755544662476,0.30432626605033875,0.03040177747607231,0.27776777744293213,0.18945476412773132,0.17600294947624207
king,0.18449601531028748,0.15626119077205658,0.2938710153102875,0.06158354878425598,0.10569711774587631,0.193196102976799,0.20209601521492004,0.24476152658462524,0.1335083544254303,0.20960718393325806,0.37942853569984436,0.19784586131572723,-0.002494113054126501,0.2484482079744339,0.11141810566186905,0.19130074977874756
gilgamesh,0.2251850813627243,0.18235337734222412,0.2305251806974411,0.2384006679058075,0.15798455476760864,0.18942148983478546,0.30054718255996704,0.24285107851028442,0.2150498628616333,0.3080790936946869,0.4900662899017334,0.34007516503334045,0.10086602717638016,0.22330094873905182,0.23035559058189392,0.16955150663852692
of,0.33290785551071167,0.2285657674074173,1.0,0.2741255462169647,0.25063133239746094,0.4854315221309662,0.21841372549533844,0.41548454761505127,0.33904364705085754,0.3381913900375366,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.22971592843532562,0.24291633069515228,0.1826142966747284
uruk,0.1764524132013321,0.11067017912864685,0.26474729180336,0.2126743346452713,0.1237969696521759,0.16045917570590973,0.22281266748905182,0.16230230033397675,0.11192690581083298,0.31296300888061523,0.5579200983047485,0.35837599635124207,0.05214487761259079,0.2347545325756073,0.15523862838745117,0.18278272449970245
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3054247498512268,0.2872275710105896,0.3859752118587494,0.2899439036846161,0.48971283435821533,0.41766801476478577,0.2972586750984192,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.19633576273918152,0.19108152389526367,0.20544172823429108
atilla,0.1113729178905487,0.06798706203699112,0.25455591082572937,0.21789535880088806,0.004830642137676477,0.21765276789665222,0.22000224888324738,0.11110276728868484,0.05571938678622246,0.07830967009067535,0.2630292773246765,0.2202041745185852,-0.008121391758322716,0.1006375104188919,0.15823021531105042,0.12246707826852798
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.297396719455719,0.31682634353637695,0.5823672413825989,0.24233172833919525,0.535392165184021,0.4248143136501312,0.29117339849472046,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.23356176912784576,0.288954496383667,0.22068053483963013
hun,0.0938253179192543,0.07140272855758667,0.2165219932794571,0.1663634330034256,0.09102562814950943,0.08420010656118393,0.19314168393611908,0.10117227584123611,0.11303052306175232,0.14769436419010162,0.4324305057525635,0.3271746337413788,0.03776079788804054,0.11382458359003067,0.040367815643548965,0.1950335055589676
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.18243473768234253,0.15783365070819855,0.37732169032096863,0.12402606755495071,0.31236231327056885,0.24578070640563965,0.17837439477443695,0.24887141585350037,0.2105041742324829,0.021107977256178856,0.13913394510746002,0.19364769756793976,0.42300865054130554
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.26634910702705383,0.29751062393188477,0.4569662809371948,0.24691656231880188,0.4645031690597534,0.4383580684661865,0.1750330626964569,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.18758666515350342,0.22011229395866394,0.4130953550338745
