,who,first,showed,that,newton,'s,theory,of,gravity,was,not,as,correct,as,another,theory,?
of,0.2827862501144409,0.3536086082458496,0.31843405961990356,0.41498205065727234,0.18479612469673157,-0.03817026689648628,0.23506702482700348,1.0,0.17525646090507507,0.4069072902202606,0.3307090103626251,0.3886612355709076,0.22131142020225525,0.3886612355709076,0.38147079944610596,0.23506702482700348,0.1826142966747284
mercury,0.14388059079647064,0.13525766134262085,0.10132115334272385,0.2205929309129715,0.1476024091243744,-0.06901101022958755,0.18622171878814697,0.19711527228355408,0.28041717410087585,0.2121867835521698,0.22383913397789001,0.21450486779212952,0.1782354712486267,0.21450486779212952,0.21381962299346924,0.18622171878814697,0.10977116972208023
's,0.05599616840481758,-0.014458609744906425,0.01130695454776287,0.04397977516055107,0.027833467349410057,0.9999999403953552,-0.0025054612196981907,-0.03817026689648628,-0.012237312272191048,0.008974763564765453,0.002583299996331334,-0.05775856226682663,0.014499801211059093,-0.05775856226682663,0.026405371725559235,-0.0025054612196981907,-0.023395681753754616
orbit,0.12035219371318817,0.17195448279380798,0.15881891548633575,0.24957840144634247,0.24766318500041962,-0.02842618152499199,0.2494249790906906,0.13123251497745514,0.48638010025024414,0.1862146407365799,0.20563210546970367,0.19716210663318634,0.2016274631023407,0.19716210663318634,0.2350972592830658,0.2494249790906906,0.16621392965316772
and,0.41279885172843933,0.3167642652988434,0.2900308668613434,0.4731321930885315,0.22255054116249084,0.06895173341035843,0.1765792816877365,0.5116966962814331,0.20030911266803741,0.3740963041782379,0.39099299907684326,0.49487000703811646,0.2299775332212448,0.49487000703811646,0.3214244842529297,0.1765792816877365,0.20544172823429108
found,0.17055200040340424,0.12677021324634552,0.32668524980545044,0.29063743352890015,0.13718564808368683,0.005866709165275097,0.14530161023139954,0.2982911467552185,0.1687525063753128,0.18447895348072052,0.23683975636959076,0.20543651282787323,0.20736822485923767,0.20543651282787323,0.21686312556266785,0.14530161023139954,0.16790300607681274
that,0.45444270968437195,0.3482176661491394,0.3511183559894562,1.0,0.22769790887832642,0.04397977516055107,0.36183905601501465,0.41498205065727234,0.3047354817390442,0.33670201897621155,0.6600887179374695,0.4735107421875,0.4394359886646271,0.4735107421875,0.5273378491401672,0.36183905601501465,0.32716336846351624
his,0.44966956973075867,0.3241460621356964,0.2827163338661194,0.3173833191394806,0.2519145607948303,0.047556519508361816,0.2209872305393219,0.38364991545677185,0.21037867665290833,0.4405253231525421,0.2710725963115692,0.3146366477012634,0.1520185023546219,0.3146366477012634,0.349472314119339,0.2209872305393219,0.18075084686279297
theory,0.19210977852344513,0.19488763809204102,0.28772151470184326,0.36183905601501465,0.2634228467941284,-0.0025054612196981907,0.9999999403953552,0.23506702482700348,0.4349239766597748,0.18278326094150543,0.24455146491527557,0.18675357103347778,0.3304538130760193,0.18675357103347778,0.26834559440612793,0.9999999403953552,0.1387292891740799
added,0.10734523087739944,0.172960564494133,0.27942585945129395,0.3874166011810303,0.14419372379779816,-0.06401729583740234,0.1107221320271492,0.2879071831703186,0.1590077430009842,0.22848746180534363,0.303799033164978,0.2611570656299591,0.2796626389026642,0.2611570656299591,0.2801187038421631,0.1107221320271492,0.2865637540817261
a,0.36608949303627014,0.4287874400615692,0.2502788305282593,0.47537946701049805,0.1884482353925705,0.04866964742541313,0.2233850657939911,0.5052502155303955,0.18152470886707306,0.4508470594882965,0.3791346549987793,0.39550232887268066,0.2943843901157379,0.39550232887268066,0.6191956996917725,0.2233850657939911,0.23916715383529663
correction,0.11305653303861618,0.16358254849910736,0.1918010711669922,0.3614071011543274,0.2644176781177521,-0.08402438461780548,0.3430864214897156,0.2237834632396698,0.2951265275478363,0.21111851930618286,0.305465966463089,0.22274179756641388,0.7074557542800903,0.22274179756641388,0.23164235055446625,0.3430864214897156,0.2516542971134186
",",0.3365725874900818,0.34503069519996643,0.2312069833278656,0.4137537479400635,0.2648763358592987,-0.0016132977325469255,0.18095813691616058,0.4946078956127167,0.18731217086315155,0.45456063747406006,0.3769696354866028,0.48816442489624023,0.2781456708908081,0.48816442489624023,0.3283841907978058,0.18095813691616058,0.31091248989105225
which,0.3688730001449585,0.3828166127204895,0.2747635841369629,0.6894589066505432,0.1681050956249237,0.03856118768453598,0.3127335011959076,0.5011631846427917,0.27287256717681885,0.2830964922904968,0.46766895055770874,0.41006597876548767,0.34926533699035645,0.41006597876548767,0.5561438798904419,0.3127335011959076,0.25814583897590637
could,0.33540013432502747,0.3076034188270569,0.28777647018432617,0.5584503412246704,0.17629225552082062,0.02905246801674366,0.2552470564842224,0.29043012857437134,0.20883938670158386,0.39896807074546814,0.5930190086364746,0.32771480083465576,0.38081035017967224,0.32771480083465576,0.3949410021305084,0.2552470564842224,0.3411986827850342
account,0.32250672578811646,0.192396879196167,0.23559649288654327,0.35935401916503906,0.13280294835567474,0.03217689320445061,0.2591670751571655,0.19751501083374023,0.22472195327281952,0.23784546554088593,0.3177369236946106,0.20839139819145203,0.3035922944545746,0.20839139819145203,0.3317717909812927,0.2591670751571655,0.34417325258255005
for,0.37110671401023865,0.3800288736820221,0.27973151206970215,0.4137635827064514,0.18168501555919647,-0.07241261005401611,0.20500218868255615,0.4185989499092102,0.17030301690101624,0.3863949179649353,0.39280617237091064,0.44774648547172546,0.33362966775894165,0.44774648547172546,0.36770403385162354,0.20500218868255615,0.264628142118454
the,0.3733934462070465,0.49448907375335693,0.3101346790790558,0.5473989248275757,0.1876603662967682,-0.01540423184633255,0.2277156263589859,0.733189046382904,0.22609853744506836,0.48711544275283813,0.4310511648654938,0.48381632566452026,0.3107529580593109,0.48381632566452026,0.5019711852073669,0.2277156263589859,0.22068053483963013
discrepancy,0.21203801035881042,0.15593814849853516,0.2141648828983307,0.4098103642463684,0.14495240151882172,0.018193047493696213,0.4063078761100769,0.235037699341774,0.2688218653202057,0.20491521060466766,0.3621188998222351,0.2547803819179535,0.37787574529647827,0.2547803819179535,0.2784619927406311,0.4063078761100769,0.2749764025211334
.,0.3541337847709656,0.4345304071903229,0.28805166482925415,0.4460422694683075,0.20699870586395264,-0.003708066651597619,0.18047811090946198,0.5352458953857422,0.19336320459842682,0.40146201848983765,0.4824007451534271,0.515582263469696,0.25020819902420044,0.515582263469696,0.3817248046398163,0.18047811090946198,0.4130953550338745
