,what,parts,of,a,conventional,reciprocating,steam,engine,could,be,replaced,by,a,pistonless,rotary,engine,?
the,0.42745697498321533,0.4042440354824066,0.733189046382904,0.5829201340675354,0.24935786426067352,0.25304242968559265,0.23105813562870026,0.21651263535022736,0.35393214225769043,0.4248143136501312,0.2645455598831177,0.4408751428127289,0.5829201340675354,0.32529592514038086,0.22118352353572845,0.21651263535022736,0.22068053483963013
wankel,0.1420304924249649,0.13887664675712585,0.19642026722431183,0.22147861123085022,0.17358385026454926,0.26101818680763245,0.2825385630130768,0.39207175374031067,0.1607748568058014,0.15983428061008453,0.24826958775520325,0.2097339928150177,0.22147861123085022,0.3982727527618408,0.38298115134239197,0.39207175374031067,0.15403079986572266
engine,0.18463268876075745,0.2536579370498657,0.17095594108104706,0.24768835306167603,0.217251256108284,0.35745206475257874,0.4921848475933075,1.0,0.19176195561885834,0.19078890979290009,0.2334025502204895,0.1870088279247284,0.24768835306167603,0.44789767265319824,0.37851420044898987,1.0,0.17739196121692657
in,0.30808621644973755,0.3282690644264221,0.5696388483047485,0.539380669593811,0.21955011785030365,0.21796420216560364,0.19852672517299652,0.18885408341884613,0.29357993602752686,0.3481820821762085,0.2068215310573578,0.370934396982193,0.539380669593811,0.2800803482532501,0.18010728061199188,0.18885408341884613,0.20430970191955566
place,0.2689766585826874,0.240615114569664,0.2685627043247223,0.3079278767108917,0.20922890305519104,0.18593651056289673,0.16869553923606873,0.15709622204303741,0.21121303737163544,0.2887270152568817,0.13872383534908295,0.22235022485256195,0.3079278767108917,0.19656826555728912,0.10187407582998276,0.15709622204303741,0.2455766350030899
of,0.33290785551071167,0.3379773199558258,1.0,0.5052502155303955,0.2812398374080658,0.27445268630981445,0.20239725708961487,0.17095594108104706,0.29043012857437134,0.33904364705085754,0.20067165791988373,0.3646814823150635,0.5052502155303955,0.26839569211006165,0.17702965438365936,0.17095594108104706,0.1826142966747284
the,0.42745697498321533,0.4042440354824066,0.733189046382904,0.5829201340675354,0.24935786426067352,0.25304242968559265,0.23105813562870026,0.21651263535022736,0.35393214225769043,0.4248143136501312,0.2645455598831177,0.4408751428127289,0.5829201340675354,0.32529592514038086,0.22118352353572845,0.21651263535022736,0.22068053483963013
cylinders,0.11697165668010712,0.23206289112567902,0.19662508368492126,0.2649710178375244,0.2948600649833679,0.44703638553619385,0.370393842458725,0.458169162273407,0.22289103269577026,0.25968313217163086,0.17699052393436432,0.16869713366031647,0.2649710178375244,0.5410164594650269,0.46834632754325867,0.458169162273407,0.10796968638896942
and,0.31309178471565247,0.3901200294494629,0.5116966962814331,0.3739250600337982,0.2517717182636261,0.28055915236473083,0.24133789539337158,0.18437977135181427,0.3385082483291626,0.41766801476478577,0.2584592401981354,0.4289871156215668,0.3739250600337982,0.2625163197517395,0.20693451166152954,0.18437977135181427,0.20544172823429108
valve,0.20161333680152893,0.21313370764255524,0.18834803998470306,0.24269413948059082,0.23282288014888763,0.3124169707298279,0.37188151478767395,0.42488303780555725,0.19924449920654297,0.26354271173477173,0.16851039230823517,0.2077023684978485,0.24269413948059082,0.4747163951396942,0.2934860289096832,0.42488303780555725,0.19203683733940125
gear,0.17239733040332794,0.19501084089279175,0.17945949733257294,0.2856457829475403,0.28315597772598267,0.2666711211204529,0.35625940561294556,0.4464776813983917,0.1969815045595169,0.20546923577785492,0.15966317057609558,0.1509874165058136,0.2856457829475403,0.39968645572662354,0.37464505434036255,0.4464776813983917,0.15315064787864685
of,0.33290785551071167,0.3379773199558258,1.0,0.5052502155303955,0.2812398374080658,0.27445268630981445,0.20239725708961487,0.17095594108104706,0.29043012857437134,0.33904364705085754,0.20067165791988373,0.3646814823150635,0.5052502155303955,0.26839569211006165,0.17702965438365936,0.17095594108104706,0.1826142966747284
a,0.3320399522781372,0.2777566909790039,0.5052502155303955,1.0,0.3075350821018219,0.3434195816516876,0.2141898274421692,0.24768835306167603,0.3736826181411743,0.39883795380592346,0.20298108458518982,0.32094135880470276,1.0,0.384858638048172,0.3010491132736206,0.24768835306167603,0.23916715383529663
conventional,0.20918875932693481,0.13304273784160614,0.2812398374080658,0.3075350821018219,1.0,0.4057614207267761,0.29860666394233704,0.217251256108284,0.2626279294490814,0.27948349714279175,0.17214372754096985,0.18741728365421295,0.3075350821018219,0.320898175239563,0.258306622505188,0.217251256108284,0.1549818217754364
reciprocating,0.3255842924118042,0.1953909546136856,0.27445268630981445,0.3434195816516876,0.4057614207267761,1.0,0.2718157172203064,0.35745206475257874,0.2938655614852905,0.38176456093788147,0.18293988704681396,0.25716814398765564,0.3434195816516876,0.5294446349143982,0.3759308457374573,0.35745206475257874,0.2616906762123108
steam,0.15672586858272552,0.20240749418735504,0.20239725708961487,0.2141898274421692,0.29860666394233704,0.2718157172203064,1.0000001192092896,0.4921848475933075,0.23015202581882477,0.22586002945899963,0.19683018326759338,0.18134352564811707,0.2141898274421692,0.42293035984039307,0.3665830194950104,0.4921848475933075,0.113324373960495
engine,0.18463268876075745,0.2536579370498657,0.17095594108104706,0.24768835306167603,0.217251256108284,0.35745206475257874,0.4921848475933075,1.0,0.19176195561885834,0.19078890979290009,0.2334025502204895,0.1870088279247284,0.24768835306167603,0.44789767265319824,0.37851420044898987,1.0,0.17739196121692657
.,0.3567904531955719,0.30755549669265747,0.5352458953857422,0.50484299659729,0.16788171231746674,0.26464229822158813,0.22855372726917267,0.21814921498298645,0.3200591504573822,0.4383580684661865,0.2553439438343048,0.3936232924461365,0.50484299659729,0.32125139236450195,0.1612177938222885,0.21814921498298645,0.4130953550338745
