,who,ordered,the,attack,on,the,caravan,of,traders,genghis,khan,send,to,khwarezmia,?
otrar,0.17557358741760254,0.11354935169219971,0.2740458846092224,0.14211247861385345,0.21936802566051483,0.2740458846092224,0.3280101418495178,0.30378198623657227,0.2563689351081848,0.3915311098098755,0.32984599471092224,0.20117789506912231,0.24221573770046234,0.492893785238266,0.17479901015758514
",",0.3365725874900818,0.23846343159675598,0.4933079481124878,0.29392024874687195,0.49057599902153015,0.4933079481124878,0.21492914855480194,0.4946078956127167,0.2036922574043274,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.35280895233154297,0.31091248989105225
attacked,0.27659302949905396,0.34713488817214966,0.27774572372436523,0.6741749048233032,0.23895423114299774,0.27774572372436523,0.1374429315328598,0.1974567323923111,0.25868263840675354,0.2611403465270996,0.09860583394765854,0.3026418387889862,0.1893170177936554,0.1759166270494461,0.08601678907871246
the,0.3733934462070465,0.2839050590991974,1.0,0.2508925497531891,0.5107308030128479,1.0,0.18716146051883698,0.733189046382904,0.28994330763816833,0.3448939025402069,0.21067845821380615,0.2581755518913269,0.535392165184021,0.3111512362957001,0.22068053483963013
caravan,0.1918439418077469,0.14883437752723694,0.18716146051883698,0.10673654079437256,0.20710664987564087,0.18716146051883698,1.0,0.17384137213230133,0.36661165952682495,0.3562623858451843,0.3428233861923218,0.1828981637954712,0.27172204852104187,0.3847879469394684,0.16481581330299377
that,0.45444270968437195,0.272600382566452,0.5473989248275757,0.1909303218126297,0.42569106817245483,0.5473989248275757,0.19087210297584534,0.41498205065727234,0.23709404468536377,0.21352417767047882,0.14077997207641602,0.30560147762298584,0.5436353087425232,0.3071853518486023,0.32716336846351624
came,0.26680538058280945,0.2237194925546646,0.39390382170677185,0.1158536970615387,0.224246084690094,0.39390382170677185,0.2047726809978485,0.3201526999473572,0.3330802619457245,0.27751803398132324,0.16267025470733643,0.2261093556880951,0.3111628592014313,0.26790541410446167,0.1739392727613449
from,0.27839982509613037,0.1754629760980606,0.40150508284568787,0.21350589394569397,0.36926645040512085,0.40150508284568787,0.19211246073246002,0.4249346852302551,0.2714627683162689,0.19071364402770996,0.10581372678279877,0.2573563754558563,0.4069952368736267,0.24975794553756714,0.19969791173934937
mongolia,0.16683310270309448,0.1083606481552124,0.26887956261634827,0.11172638088464737,0.17148731648921967,0.26887956261634827,0.2363080233335495,0.24969549477100372,0.24415813386440277,0.4294305145740509,0.37883228063583374,0.20101578533649445,0.1695680171251297,0.41296496987342834,0.12165829539299011
",",0.3365725874900818,0.23846343159675598,0.4933079481124878,0.29392024874687195,0.49057599902153015,0.4933079481124878,0.21492914855480194,0.4946078956127167,0.2036922574043274,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.44245919585227966,0.35280895233154297,0.31091248989105225
claiming,0.37082991003990173,0.21353359520435333,0.3210364878177643,0.2301476001739502,0.28998127579689026,0.3210364878177643,0.13762855529785156,0.2922937572002411,0.23329263925552368,0.1994614601135254,0.17431387305259705,0.14815719425678253,0.3378172814846039,0.24032975733280182,0.2698664963245392
that,0.45444270968437195,0.272600382566452,0.5473989248275757,0.1909303218126297,0.42569106817245483,0.5473989248275757,0.19087210297584534,0.41498205065727234,0.23709404468536377,0.21352417767047882,0.14077997207641602,0.30560147762298584,0.5436353087425232,0.3071853518486023,0.32716336846351624
the,0.3733934462070465,0.2839050590991974,1.0,0.2508925497531891,0.5107308030128479,1.0,0.18716146051883698,0.733189046382904,0.28994330763816833,0.3448939025402069,0.21067845821380615,0.2581755518913269,0.535392165184021,0.3111512362957001,0.22068053483963013
caravan,0.1918439418077469,0.14883437752723694,0.18716146051883698,0.10673654079437256,0.20710664987564087,0.18716146051883698,1.0,0.17384137213230133,0.36661165952682495,0.3562623858451843,0.3428233861923218,0.1828981637954712,0.27172204852104187,0.3847879469394684,0.16481581330299377
contained,0.04996775463223457,0.28650185465812683,0.31440216302871704,0.1072760596871376,0.22016724944114685,0.31440216302871704,0.1641896367073059,0.37918418645858765,0.16650886833667755,0.1266464740037918,0.13923379778862,0.22348004579544067,0.21074968576431274,0.23543350398540497,0.171995609998703
spies,0.3073040544986725,0.23289130628108978,0.24368083477020264,0.2064765989780426,0.2002357542514801,0.24368083477020264,0.13574422895908356,0.19449405372142792,0.26213932037353516,0.2625628411769867,0.15864846110343933,0.2236161231994629,0.18939924240112305,0.2382773607969284,0.13568925857543945
and,0.41279885172843933,0.23785066604614258,0.5171257257461548,0.24922382831573486,0.4077630043029785,0.5171257257461548,0.2836862802505493,0.5116966962814331,0.21318809688091278,0.26551535725593567,0.22885166108608246,0.3002150058746338,0.48971283435821533,0.34526392817497253,0.20544172823429108
therefore,0.3393709659576416,0.2213379293680191,0.4141571819782257,0.21178637444972992,0.25684699416160583,0.4141571819782257,0.20178385078907013,0.4106575846672058,0.23042166233062744,0.19967523217201233,0.11893609911203384,0.23211519420146942,0.49267399311065674,0.2788306474685669,0.3325358033180237
was,0.3318818509578705,0.3286064863204956,0.48711544275283813,0.22693441808223724,0.3909217119216919,0.48711544275283813,0.19941647350788116,0.4069072902202606,0.2303071916103363,0.3037589192390442,0.23483267426490784,0.11789905279874802,0.3636345863342285,0.2980318069458008,0.18412111699581146
a,0.36608949303627014,0.19972987473011017,0.5829201340675354,0.2556389570236206,0.3848365545272827,0.5829201340675354,0.1475343257188797,0.5052502155303955,0.16640108823776245,0.194350928068161,0.1743650734424591,0.2153356671333313,0.45503583550453186,0.3061319887638092,0.23916715383529663
conspiracy,0.19681134819984436,0.20180955529212952,0.20948681235313416,0.21584351360797882,0.18264807760715485,0.20948681235313416,0.1431846171617508,0.23141811788082123,0.17263121902942657,0.26883891224861145,0.17261181771755219,0.19106939435005188,0.1836303025484085,0.24594174325466156,0.19453290104866028
against,0.2942115366458893,0.20301148295402527,0.3090755045413971,0.31037792563438416,0.3163113296031952,0.3090755045413971,0.06664546579122543,0.2669808566570282,0.18139012157917023,0.2344937026500702,0.10938236117362976,0.19461211562156677,0.310872346162796,0.2110150009393692,0.18095137178897858
khwarezmia,0.29548218846321106,0.20061485469341278,0.3111512362957001,0.21267364919185638,0.15983900427818298,0.3111512362957001,0.3847879469394684,0.30564188957214355,0.276703804731369,0.5804197788238525,0.564900279045105,0.1667884737253189,0.27053171396255493,1.0,0.2672078311443329
.,0.3541337847709656,0.23037508130073547,0.5934505462646484,0.3003302216529846,0.49257001280784607,0.5934505462646484,0.18932875990867615,0.5352458953857422,0.14792589843273163,0.25373268127441406,0.19819748401641846,0.31951451301574707,0.4645031690597534,0.29643574357032776,0.4130953550338745
