,what,is,important,for,a,teacher,to,enjoy,?
the,0.42745697498321533,0.5823672413825989,0.39348116517066956,0.4739971458911896,0.5829201340675354,0.17760860919952393,0.535392165184021,0.19656315445899963,0.22068053483963013
subject,0.3828662037849426,0.25386592745780945,0.25938543677330017,0.28390559554100037,0.31756800413131714,0.2078711837530136,0.3198980987071991,0.27198147773742676,0.33952999114990234
matter,0.41697224974632263,0.2508554756641388,0.21444059908390045,0.2296326607465744,0.25967463850975037,0.18490366637706757,0.27089571952819824,0.21599344909191132,0.269619345664978
.,0.3567904531955719,0.4569662809371948,0.33938494324684143,0.4726039469242096,0.50484299659729,0.225234717130661,0.4645031690597534,0.20255951583385468,0.4130953550338745
,what,is,important,for,a,teacher,to,enjoy,?
a,0.3320399522781372,0.658733606338501,0.2963852882385254,0.44038116931915283,1.0,0.31202319264411926,0.45503583550453186,0.208265021443367,0.23916715383529663
teacher,0.20492632687091827,0.2001669555902481,0.2065788209438324,0.23373261094093323,0.31202319264411926,0.9999998807907104,0.1991342306137085,0.22482746839523315,0.1797819435596466
must,0.30362528562545776,0.3093329071998596,0.20722484588623047,0.31100544333457947,0.3016769587993622,0.15526846051216125,0.43356871604919434,0.19396758079528809,0.23707495629787445
enjoy,0.26737046241760254,0.17440982162952423,0.2406795173883438,0.3090849220752716,0.208265021443367,0.22482746839523315,0.22729535400867462,1.0,0.22365233302116394
teaching,0.27416905760765076,0.16213442385196686,0.27210643887519836,0.31977686285972595,0.21643459796905518,0.6199770569801331,0.2762126624584198,0.3087613582611084,0.20424684882164001
.,0.3567904531955719,0.4569662809371948,0.33938494324684143,0.4726039469242096,0.50484299659729,0.225234717130661,0.4645031690597534,0.20255951583385468,0.4130953550338745
,what,is,important,for,a,teacher,to,enjoy,?
they,0.4431931674480438,0.330102801322937,0.27455639839172363,0.3466525673866272,0.3528250455856323,0.1623399555683136,0.5452046394348145,0.33437174558639526,0.2753053903579712
also,0.42747777700424194,0.5012649297714233,0.4314649701118469,0.5373267531394958,0.5149940252304077,0.23410376906394958,0.5348826050758362,0.2955859303474426,0.21848613023757935
must,0.30362528562545776,0.3093329071998596,0.20722484588623047,0.31100544333457947,0.3016769587993622,0.15526846051216125,0.43356871604919434,0.19396758079528809,0.23707495629787445
enjoy,0.26737046241760254,0.17440982162952423,0.2406795173883438,0.3090849220752716,0.208265021443367,0.22482746839523315,0.22729535400867462,1.0,0.22365233302116394
being,0.3760843276977539,0.4445112943649292,0.26048415899276733,0.41687241196632385,0.3727131485939026,0.21180836856365204,0.4514104127883911,0.24459485709667206,0.26743772625923157
around,0.27475327253341675,0.286477267742157,0.3088698089122772,0.3193374276161194,0.3187784254550934,0.13865794241428375,0.3591267168521881,0.3057918846607208,0.14729668200016022
their,0.35142919421195984,0.2101074606180191,0.267950177192688,0.3406745493412018,0.29698723554611206,0.11377552151679993,0.44619059562683105,0.32708367705345154,0.1898253709077835
students,0.2380729615688324,0.2124544233083725,0.20294541120529175,0.2460945099592209,0.2676560878753662,0.5254908204078674,0.2905822694301605,0.28898897767066956,0.18017297983169556
.,0.3567904531955719,0.4569662809371948,0.33938494324684143,0.4726039469242096,0.50484299659729,0.225234717130661,0.4645031690597534,0.20255951583385468,0.4130953550338745
