,how,much,of,the,rhine,flow,does,ijssel,carry,?
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.35928019881248474,0.2897469401359558,0.26752355694770813,0.22068053483963013
ijsselmeer,0.1479371190071106,0.17792324721813202,0.28078320622444153,0.30970773100852966,0.5113273859024048,0.28752753138542175,0.12419496476650238,0.9030340909957886,0.19177556037902832,0.09744589030742645
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.16461063921451569,0.2728188931941986,0.12893220782279968,0.1326606422662735,0.40561532974243164
a,0.29312583804130554,0.2958075702190399,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.21422207355499268,0.38201746344566345,0.19711220264434814,0.2364719659090042,0.23916715383529663
former,0.05102010443806648,0.06014377996325493,0.30415382981300354,0.2251449078321457,0.14086152613162994,0.0637165904045105,0.09810520708560944,0.17554371058940887,0.10523459315299988,0.10570605844259262
bay,0.06300077587366104,0.14002099633216858,0.20480380952358246,0.2441686987876892,0.1254638284444809,0.12381334602832794,0.08515701442956924,0.2761158049106598,0.11264016479253769,0.10773546993732452
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.1727922409772873,0.2575884759426117,0.135809987783432,0.1394006609916687,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.4933079481124878,0.167837992310524,0.23027558624744415,0.28617382049560547,0.1813112050294876,0.1951419711112976,0.31091248989105225
while,0.2918691337108612,0.3463909924030304,0.3366928696632385,0.39804592728614807,0.13762977719306946,0.14664404094219208,0.3243313729763031,0.1867903769016266,0.224240243434906,0.21076419949531555
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.35928019881248474,0.2897469401359558,0.26752355694770813,0.22068053483963013
nederrijn,0.10722466558218002,0.08920956403017044,0.22627466917037964,0.1956699937582016,0.40257158875465393,0.14401964843273163,0.11752732843160629,0.5485771894454956,0.07629548758268356,0.254536509513855
carries,0.1937691867351532,0.2876644730567932,0.37620046734809875,0.367861807346344,0.14106231927871704,0.36078086495399475,0.3182373046875,0.2036016881465912,0.6246627569198608,0.13831257820129395
approximately,0.17167454957962036,0.24894006550312042,0.34526896476745605,0.33137547969818115,0.26409026980400085,0.2213667631149292,0.16432708501815796,0.21098542213439941,0.15231013298034668,0.10237617790699005
two,0.2499001920223236,0.2133389115333557,0.37726253271102905,0.43858039379119873,0.18329967558383942,0.17720970511436462,0.2100418359041214,0.18789206445217133,0.2173939347267151,0.19645625352859497
ninths,0.2017439752817154,0.3096667230129242,0.2980334758758545,0.35846996307373047,0.12961232662200928,0.1799219250679016,0.19195303320884705,0.1477203518152237,0.18794235587120056,0.1719719022512436
of,0.2480744868516922,0.2671096920967102,1.0,0.733189046382904,0.2548927664756775,0.2407451719045639,0.3119818866252899,0.25134557485580444,0.23692575097084045,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.35928019881248474,0.2897469401359558,0.26752355694770813,0.22068053483963013
flow,0.21408434212207794,0.2529391050338745,0.2407451719045639,0.314039409160614,0.20253489911556244,0.9999999403953552,0.21734505891799927,0.27179181575775146,0.3291282057762146,0.10458291321992874
west,0.13549664616584778,0.10327833145856857,0.2891985774040222,0.32918402552604675,0.3360097110271454,0.19337786734104156,0.14011532068252563,0.34010881185531616,0.08201221376657486,0.12088293582201004
along,0.2501010298728943,0.23069867491722107,0.34889817237854004,0.39495137333869934,0.24867600202560425,0.2806922495365143,0.18451251089572906,0.22881878912448883,0.1602284163236618,0.17134909331798553
a,0.29312583804130554,0.2958075702190399,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.21422207355499268,0.38201746344566345,0.19711220264434814,0.2364719659090042,0.23916715383529663
route,0.19816777110099792,0.19538038969039917,0.1700238138437271,0.22322526574134827,0.20275738835334778,0.19890868663787842,0.1639961153268814,0.22085203230381012,0.21682092547416687,0.10957027226686478
parallel,0.19836828112602234,0.1880127489566803,0.23076768219470978,0.26065152883529663,0.15285873413085938,0.29572048783302307,0.20213265717029572,0.18202263116836548,0.16972613334655762,0.13566309213638306
to,0.44169697165489197,0.40610215067863464,0.41548454761505127,0.535392165184021,0.1736302673816681,0.27439337968826294,0.4391997456550598,0.18485532701015472,0.32521840929985046,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.35928019881248474,0.2897469401359558,0.26752355694770813,0.22068053483963013
waal,0.16724680364131927,0.15045718848705292,0.18245531618595123,0.14903073012828827,0.3682439625263214,0.22669056057929993,0.11804382503032684,0.5719684958457947,0.1535181850194931,0.11904393881559372
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.191733717918396,0.3022993505001068,0.2116578221321106,0.21299658715724945,0.4130953550338745
