,what,site,is,located,in,the,san,francisco,bay,area,?
and,0.31309178471565247,0.19108152389526367,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.23541347682476044,0.2290353924036026,0.18794362246990204,0.3044000566005707,0.20544172823429108
the,0.42745697498321533,0.288954496383667,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
san,0.19375550746917725,0.11943182349205017,0.1594623327255249,0.19361372292041779,0.2617562413215637,0.2858080565929413,0.9999999403953552,0.8108479976654053,0.38444605469703674,0.22260162234306335,0.10952327400445938
francisco,0.17887917160987854,0.07393891364336014,0.12765364348888397,0.13487261533737183,0.21278683841228485,0.25086042284965515,0.8108479976654053,1.0,0.3707815408706665,0.2213580310344696,0.1020219698548317
bay,0.20251236855983734,0.1858305186033249,0.1959105283021927,0.20222993195056915,0.1926257163286209,0.2441686987876892,0.38444605469703674,0.3707815408706665,1.0000001192092896,0.32755857706069946,0.10773546993732452
area,0.21965408325195312,0.30512601137161255,0.29283958673477173,0.42610666155815125,0.33632898330688477,0.37834644317626953,0.22260162234306335,0.2213580310344696,0.32755857706069946,1.0,0.12640461325645447
's,0.02692362666130066,0.007863886654376984,0.02396530658006668,-0.031078986823558807,-0.037580832839012146,-0.01540423184633255,-0.022058377042412758,0.024126283824443817,0.04795898124575615,-0.002423585159704089,-0.023395681753754616
levi,0.13056978583335876,-0.0020847199484705925,0.09836933761835098,0.169908344745636,0.13398480415344238,0.15661084651947021,0.18648503720760345,0.20133531093597412,0.14603103697299957,0.10316256433725357,0.09252339601516724
's,0.02692362666130066,0.007863886654376984,0.02396530658006668,-0.031078986823558807,-0.037580832839012146,-0.01540423184633255,-0.022058377042412758,0.024126283824443817,0.04795898124575615,-0.002423585159704089,-0.023395681753754616
stadium,0.12456028908491135,0.22360195219516754,0.18311816453933716,0.28421011567115784,0.21361783146858215,0.21145665645599365,0.2035229355096817,0.21494066715240479,0.22726500034332275,0.22079673409461975,0.07579939067363739
.,0.3567904531955719,0.22011229395866394,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.5934505462646484,0.24563752114772797,0.2233876734972,0.18397286534309387,0.2760866582393646,0.4130953550338745
