,by,whom,did,st,paul,say,all,authorities,were,appointed,?
's,-0.010884488001465797,0.006846526637673378,0.05069678649306297,0.05475457385182381,-0.028859924525022507,0.02346254698932171,0.03181743621826172,0.029109153896570206,0.007088581565767527,-0.07290255278348923,-0.023395681753754616
counsel,0.12029062956571579,0.25457441806793213,0.17081686854362488,0.11856935173273087,0.022249389439821243,0.25388360023498535,0.12352214008569717,0.25896385312080383,0.09226915240287781,0.47726672887802124,0.19861382246017456
to,0.33534231781959534,0.3108522593975067,0.4452643394470215,0.21034306287765503,0.16250576078891754,0.38071900606155396,0.42520734667778015,0.29137885570526123,0.31913647055625916,0.21184861660003662,0.29463258385658264
``,-0.030704375356435776,0.08975642174482346,-0.029888948425650597,0.026780156418681145,0.031184984371066093,0.062410302460193634,0.0555710643529892,0.09225305914878845,0.006090171169489622,0.07393311709165573,0.0685480609536171
render,0.15891219675540924,0.10468122363090515,0.10855435580015182,0.09537948668003082,0.10763624310493469,0.17276719212532043,0.2014428824186325,0.1155833750963211,0.06448812782764435,0.13860967755317688,0.17435836791992188
unto,0.17327862977981567,0.19523757696151733,0.2020733505487442,0.07217961549758911,0.09351029992103577,0.27536100149154663,0.30534645915031433,0.20559753477573395,0.20627382397651672,0.06490536779165268,0.2539428174495697
caesar,0.1861966848373413,0.1965455710887909,0.13335463404655457,0.12695273756980896,0.16032883524894714,0.15161970257759094,0.13503402471542358,0.15788444876670837,0.19561006128787994,0.2117796242237091,0.18213310837745667
the,0.4408751428127289,0.23752936720848083,0.34736719727516174,0.27966225147247314,0.19191958010196686,0.3200206458568573,0.4860881567001343,0.2784515917301178,0.3906462490558624,0.2626524269580841,0.22068053483963013
things,0.25216156244277954,0.17089185118675232,0.362071692943573,0.14783449470996857,0.10961340367794037,0.4812338352203369,0.42795810103416443,0.2615187168121338,0.302395224571228,0.10635921359062195,0.36181706190109253
that,0.37496164441108704,0.3278515338897705,0.47518548369407654,0.162772074341774,0.1662633866071701,0.5852095484733582,0.53305584192276,0.3247348368167877,0.35517072677612305,0.15360014140605927,0.32716336846351624
are,0.37842893600463867,0.17908456921577454,0.2159031480550766,0.10307276248931885,0.156984344124794,0.37062135338783264,0.5343062281608582,0.2357611209154129,0.6489362716674805,0.0639224573969841,0.24591213464736938
caesar,0.1861966848373413,0.1965455710887909,0.13335463404655457,0.12695273756980896,0.16032883524894714,0.15161970257759094,0.13503402471542358,0.15788444876670837,0.19561006128787994,0.2117796242237091,0.18213310837745667
's,-0.010884488001465797,0.006846526637673378,0.05069678649306297,0.05475457385182381,-0.028859924525022507,0.02346254698932171,0.03181743621826172,0.029109153896570206,0.007088581565767527,-0.07290255278348923,-0.023395681753754616
'',-0.010275691747665405,-0.006111889611929655,0.01978493109345436,-0.04151668772101402,-0.023794766515493393,0.09060607105493546,-0.05933554098010063,0.04266991838812828,0.007215402089059353,0.023523930460214615,0.018684765323996544
;,0.10469875484704971,0.07843722403049469,0.10727239400148392,0.05242850258946419,-0.11526165902614594,0.009675594046711922,0.06663264334201813,0.10206414759159088,0.14040996134281158,0.0300153698772192,0.10349778085947037
st.,0.22391770780086517,0.1573760211467743,0.11965964734554291,0.3634484112262726,0.28688502311706543,0.14203724265098572,0.1211835965514183,0.10954669862985611,0.13992512226104736,0.1752772331237793,0.13592876493930817
paul,0.2352575659751892,0.23476611077785492,0.16905230283737183,0.2613179087638855,1.0000001192092896,0.134598508477211,0.15481975674629211,0.11789549142122269,0.17724290490150452,0.18167543411254883,0.16611461341381073
had,0.37294110655784607,0.3751879930496216,0.540525496006012,0.17427782714366913,0.15544436872005463,0.32848474383354187,0.37521764636039734,0.3139980733394623,0.6150832772254944,0.28075188398361206,0.20728366076946259
written,0.3622937500476837,0.1889127790927887,0.2051348239183426,0.16500498354434967,0.18937501311302185,0.32906895875930786,0.21620284020900726,0.12370721995830536,0.2078719437122345,0.18813195824623108,0.21451954543590546
in,0.370934396982193,0.20012985169887543,0.2593238651752472,0.259651780128479,0.21331322193145752,0.26482993364334106,0.3335905969142914,0.2868952453136444,0.3815755248069763,0.23088723421096802,0.20430970191955566
his,0.3107621967792511,0.38462314009666443,0.3546801507472992,0.19640818238258362,0.24743995070457458,0.21501833200454712,0.30359330773353577,0.2334609180688858,0.3142043352127075,0.32482656836509705,0.18075084686279297
epistle,0.1925315111875534,0.2228093296289444,0.14698465168476105,0.2179843783378601,0.3139711916446686,0.3041605055332184,0.1633615791797638,0.19515180587768555,0.16699273884296417,0.24204355478286743,0.27269983291625977
to,0.33534231781959534,0.3108522593975067,0.4452643394470215,0.21034306287765503,0.16250576078891754,0.38071900606155396,0.42520734667778015,0.29137885570526123,0.31913647055625916,0.21184861660003662,0.29463258385658264
the,0.4408751428127289,0.23752936720848083,0.34736719727516174,0.27966225147247314,0.19191958010196686,0.3200206458568573,0.4860881567001343,0.2784515917301178,0.3906462490558624,0.2626524269580841,0.22068053483963013
romans,0.2654496133327484,0.22419048845767975,0.19964459538459778,0.2141111046075821,0.22415302693843842,0.24641375243663788,0.2249373197555542,0.23887000977993011,0.3058897852897644,0.16224297881126404,0.14755459129810333
13:1–7,0.028755079954862595,0.055846672505140305,0.031194422394037247,0.1877659261226654,-0.02046865224838257,-0.0737481564283371,0.02132204733788967,0.06085013970732689,0.08249056339263916,0.12044471502304077,-0.030129581689834595
that,0.37496164441108704,0.3278515338897705,0.47518548369407654,0.162772074341774,0.1662633866071701,0.5852095484733582,0.53305584192276,0.3247348368167877,0.35517072677612305,0.15360014140605927,0.32716336846351624
all,0.2944089472293854,0.26200151443481445,0.33943864703178406,0.15627343952655792,0.15481975674629211,0.359422892332077,1.0000001192092896,0.28013110160827637,0.4387909770011902,0.1836719512939453,0.29575422406196594
authorities,0.2724512219429016,0.285440057516098,0.30031415820121765,0.15992231667041779,0.11789549142122269,0.2500171363353729,0.28013110160827637,1.0,0.3609226942062378,0.3442082703113556,0.17285770177841187
are,0.37842893600463867,0.17908456921577454,0.2159031480550766,0.10307276248931885,0.156984344124794,0.37062135338783264,0.5343062281608582,0.2357611209154129,0.6489362716674805,0.0639224573969841,0.24591213464736938
appointed,0.24135704338550568,0.2536097764968872,0.2657434642314911,0.23964570462703705,0.18167543411254883,0.130528524518013,0.1836719512939453,0.3442082703113556,0.19441884756088257,1.0,0.13895352184772491
by,1.0000001192092896,0.28481900691986084,0.18574509024620056,0.22418929636478424,0.2352575659751892,0.21690572798252106,0.2944089472293854,0.2724512219429016,0.4406847059726715,0.24135704338550568,0.17966607213020325
god,0.15825335681438446,0.26549845933914185,0.2420882135629654,0.07528030127286911,0.11141004413366318,0.3750264644622803,0.2611576020717621,0.19770757853984833,0.1674642413854599,0.1697070449590683,0.23396754264831543
and,0.4289871156215668,0.3148667514324188,0.34479495882987976,0.18031862378120422,0.2447807937860489,0.3314565122127533,0.4542157053947449,0.2857656180858612,0.42175528407096863,0.2608291208744049,0.20544172823429108
therefore,0.2611038386821747,0.3114527463912964,0.31914716958999634,0.13108639419078827,0.058371614664793015,0.4470030665397644,0.4070664644241333,0.2973739504814148,0.28445741534233093,0.1207326129078865,0.3325358033180237
should,0.2928081750869751,0.2608996629714966,0.3792380094528198,0.11068463325500488,0.1179366484284401,0.43024763464927673,0.3966715335845947,0.33545246720314026,0.3050706386566162,0.1520833671092987,0.4442402422428131
not,0.291808545589447,0.28049328923225403,0.6481515765190125,0.1404879093170166,0.1180066466331482,0.5230055451393127,0.4974499046802521,0.31496956944465637,0.33318549394607544,0.15823903679847717,0.41942933201789856
be,0.43158695101737976,0.21567033231258392,0.22657383978366852,0.11736679822206497,0.15270963311195374,0.4455845355987549,0.42151448130607605,0.2638494372367859,0.4064064621925354,0.10731258243322372,0.3324260413646698
resisted,0.2552635669708252,0.14260855317115784,0.28487497568130493,0.13554595410823822,0.1009838879108429,0.2389664351940155,0.23598425090312958,0.30525317788124084,0.30830809473991394,0.17563866078853607,0.0301983542740345
.,0.3936232924461365,0.26115289330482483,0.35288307070732117,0.2568463981151581,0.25831571221351624,0.33481550216674805,0.43406882882118225,0.17601054906845093,0.3378238379955292,0.23383042216300964,0.4130953550338745
