,who,did,luther,call,on,to,stop,the,revolt,?
wittenberg,0.21210268139839172,0.15746602416038513,0.42518264055252075,0.12535855174064636,0.19844768941402435,0.20284001529216766,0.07009037584066391,0.31221258640289307,0.16996951401233673,0.15716047585010529
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.49057599902153015,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.18433308601379395,0.31091248989105225
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.32403138279914856,0.385390967130661,0.2347853034734726,0.4571082592010498,0.17188477516174316,0.2089974731206894
gave,0.22712452709674835,0.4154756963253021,0.18163254857063293,0.2205384522676468,0.2442021518945694,0.27167177200317383,0.15872055292129517,0.32555076479911804,0.2139526903629303,0.1910865753889084
his,0.44966956973075867,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.32064297795295715,0.3715193271636963,0.21663039922714233,0.4394008219242096,0.24567684531211853,0.18075084686279297
interpretation,0.22267675399780273,0.2418224960565567,0.21711017191410065,0.20759373903274536,0.22396916151046753,0.2720033824443817,0.13404744863510132,0.2766321003437042,0.12853242456912994,0.2162649929523468
of,0.2827862501144409,0.2513895630836487,0.1719115972518921,0.2378445267677307,0.3966929316520691,0.41548454761505127,0.2052845060825348,0.733189046382904,0.23708310723304749,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.5107308030128479,0.535392165184021,0.25771772861480713,1.0,0.26279088854789734,0.22068053483963013
gospel,0.20583699643611908,0.1511441469192505,0.3065164089202881,0.13958963751792908,0.13497105240821838,0.22325627505779266,0.07879512012004852,0.16253972053527832,0.1735762506723404,0.1407461166381836
teaching,0.2535073459148407,0.27443423867225647,0.2627531886100769,0.12723736464977264,0.22978223860263824,0.2762126624584198,0.19542178511619568,0.2182690054178238,0.16151778399944305,0.20424684882164001
on,0.2340552806854248,0.2670976221561432,0.19090485572814941,0.14074347913265228,0.9999999403953552,0.41031414270401,0.2201516181230545,0.5107308030128479,0.1427350491285324,0.2714994251728058
wealth,0.28164976835250854,0.18967029452323914,0.05789264291524887,0.045543134212493896,0.1212598904967308,0.30562296509742737,0.05172695964574814,0.24999672174453735,0.2600334882736206,0.1624586433172226
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.49057599902153015,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.18433308601379395,0.31091248989105225
condemned,0.23943215608596802,0.2631458640098572,0.19332356750965118,0.12287131696939468,0.22427652776241302,0.23666207492351532,0.21509310603141785,0.2100345343351364,0.31181126832962036,0.18363839387893677
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.5107308030128479,0.535392165184021,0.25771772861480713,1.0,0.26279088854789734,0.22068053483963013
violence,0.2254926860332489,0.22152221202850342,0.21486099064350128,0.1871829777956009,0.1725843846797943,0.20034150779247284,0.3307725191116333,0.25465771555900574,0.3402756452560425,0.20634515583515167
as,0.3923053741455078,0.3596470057964325,0.20242992043495178,0.2785561680793762,0.36047765612602234,0.42092081904411316,0.20919211208820343,0.48381632566452026,0.1466166377067566,0.27043893933296204
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.5107308030128479,0.535392165184021,0.25771772861480713,1.0,0.26279088854789734,0.22068053483963013
devil,0.22739791870117188,0.20724423229694366,0.24422423541545868,0.1943480670452118,0.14877687394618988,0.23304817080497742,0.19496139883995056,0.2513056993484497,0.20654171705245972,0.19553880393505096
's,0.05599616840481758,0.05069678649306297,-0.009990512393414974,-0.021786727011203766,0.0026888418942689896,0.03782717138528824,-0.0715416669845581,-0.01540423184633255,-0.053470678627491,-0.023395681753754616
work,0.3146236836910248,0.336654931306839,0.15580131113529205,0.23327617347240448,0.26663315296173096,0.3482864499092102,0.2741018235683441,0.2704800069332123,0.16107280552387238,0.2621155381202698
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.49057599902153015,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.18433308601379395,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.237839937210083,0.4077630043029785,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.17719049751758575,0.20544172823429108
called,0.3151143789291382,0.277748167514801,0.09754475206136703,0.4729457497596741,0.25462663173675537,0.2987143397331238,0.19719716906547546,0.489897221326828,0.21917082369327545,0.18963319063186646
for,0.37110671401023865,0.318512886762619,0.12958186864852905,0.272861123085022,0.36199691891670227,0.4451248347759247,0.29848188161849976,0.4739971458911896,0.07323264330625534,0.264628142118454
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.5107308030128479,0.535392165184021,0.25771772861480713,1.0,0.26279088854789734,0.22068053483963013
nobles,0.333623468875885,0.26412659883499146,0.1821220964193344,0.1213974878191948,0.13056164979934692,0.265267550945282,0.15826097130775452,0.2815840542316437,0.40582746267318726,0.13999377191066742
to,0.42656609416007996,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.41031414270401,1.0,0.31219643354415894,0.535392165184021,0.2202012687921524,0.29463258385658264
put,0.25223246216773987,0.32128840684890747,0.11450035125017166,0.2756848633289337,0.33860915899276733,0.36244112253189087,0.305330753326416,0.34150463342666626,0.21043682098388672,0.2993032932281494
down,0.23123176395893097,0.2029697746038437,0.14699994027614594,0.2001877725124359,0.28514569997787476,0.33130598068237305,0.3074708580970764,0.3325848877429962,0.18335828185081482,0.13836295902729034
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.5107308030128479,0.535392165184021,0.25771772861480713,1.0,0.26279088854789734,0.22068053483963013
rebels,0.2556977868080139,0.21571314334869385,0.13136224448680878,0.15815912187099457,0.19017374515533447,0.21191246807575226,0.19985727965831757,0.299993097782135,0.5410236120223999,0.11566741019487381
like,0.34740978479385376,0.40502431988716125,0.13322240114212036,0.3469092547893524,0.3318610191345215,0.35482415556907654,0.30031344294548035,0.32912567257881165,0.14632458984851837,0.3268813192844391
mad,0.3205055594444275,0.1868353635072708,0.19918619096279144,0.20239311456680298,0.18110181391239166,0.200190931558609,0.22140206396579742,0.2028617411851883,0.20274852216243744,0.19706392288208008
dogs,0.1879582703113556,0.21929974853992462,0.10450684279203415,0.1878030002117157,0.18685637414455414,0.20866908133029938,0.2355114072561264,0.21611228585243225,0.15735670924186707,0.20021939277648926
:,-0.0025186005514115095,-0.05305134505033493,-0.0567622147500515,-0.12249946594238281,-0.06502202153205872,-0.09243495017290115,-0.14543592929840088,-0.03403344005346298,-0.07389842718839645,-0.07156077772378922
