,what,is,the,first,major,city,in,the,stream,of,the,rhine,?
is,0.28837618231773376,1.0,0.5823672413825989,0.30889374017715454,0.19079607725143433,0.3186660706996918,0.5394441485404968,0.5823672413825989,0.29532310366630554,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
located,0.2034616470336914,0.35717159509658813,0.407527357339859,0.17927506566047668,0.2015949785709381,0.3682219088077545,0.35149815678596497,0.407527357339859,0.19414624571800232,0.32520920038223267,0.407527357339859,0.18785762786865234,0.08983194828033447
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.35769423842430115,0.6662389636039734,1.0,0.2507912814617157,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.006519378628581762,0.044031765311956406,-0.009671642445027828,0.04765888676047325,0.029072100296616554,0.03565638139843941,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.13051658868789673,0.10607928037643433,0.26540544629096985,0.24648422002792358,0.30735138058662415,0.22996878623962402,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
knee,0.1789257973432541,0.1614992618560791,0.18102814257144928,0.10926808416843414,0.1199764609336853,0.10542816668748856,0.1856866031885147,0.18102814257144928,0.07456428557634354,0.13753263652324677,0.18102814257144928,0.132127046585083,0.16113388538360596
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.03874251991510391,0.003909514285624027,0.08278307318687439,0.07432962208986282,0.041273195296525955,-0.05355508252978325,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.07760433852672577,0.05951778590679169,0.07572981715202332,0.092739537358284,0.09152708947658539,0.0067383949644863605,0.054534342139959335,0.09152708947658539,0.029798196628689766,0.10349778085947037
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.41690850257873535,0.26410701870918274,0.18438997864723206,0.45205554366111755,0.6274310946464539,0.2619386613368988,0.45148900151252747,0.6274310946464539,0.16867555677890778,0.3155723512172699
is,0.28837618231773376,1.0,0.5823672413825989,0.30889374017715454,0.19079607725143433,0.3186660706996918,0.5394441485404968,0.5823672413825989,0.29532310366630554,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.4287874400615692,0.22990699112415314,0.2349124401807785,0.539380669593811,0.5829201340675354,0.28687193989753723,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.23916715383529663
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.3049021065235138,0.9999998807907104,0.259122371673584,0.3249945342540741,0.31775903701782227,0.124897301197052,0.2641255557537079,0.31775903701782227,0.10607928037643433,0.19788557291030884
bend,0.20938892662525177,0.24732418358325958,0.2507157623767853,0.13807706534862518,0.1522214412689209,0.2329743355512619,0.28219786286354065,0.2507157623767853,0.24237696826457977,0.24791669845581055,0.2507157623767853,0.19291333854198456,0.1713055521249771
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.29355156421661377,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2126854658126831,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.3238157331943512,0.20240604877471924,0.2686662971973419,0.5344807505607605,0.5003893971443176,0.23485782742500305,0.38066378235816956,0.5003893971443176,0.2007746696472168,0.24793872237205505
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.35769423842430115,0.6662389636039734,1.0,0.2507912814617157,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
overall,0.23488298058509827,0.21297959983348846,0.31739529967308044,0.19732029736042023,0.2079867273569107,0.10056816041469574,0.26280614733695984,0.31739529967308044,0.08820889890193939,0.2889781594276428,0.31739529967308044,0.07747253030538559,0.18573027849197388
direction,0.25776705145835876,0.2159055918455124,0.28851455450057983,0.15310871601104736,0.189147487282753,0.14949780702590942,0.17485231161117554,0.28851455450057983,0.2565418481826782,0.18922415375709534,0.28851455450057983,0.18879841268062592,0.10739318281412125
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3536086082458496,0.2641255557537079,0.32503411173820496,0.5696388483047485,0.733189046382904,0.1779453009366989,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.35769423842430115,0.6662389636039734,1.0,0.2507912814617157,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.13051658868789673,0.10607928037643433,0.26540544629096985,0.24648422002792358,0.30735138058662415,0.22996878623962402,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
changes,0.2740466892719269,0.23356598615646362,0.3427845537662506,0.21815986931324005,0.16707319021224976,0.12898893654346466,0.226434126496315,0.3427845537662506,0.1909242421388626,0.25827232003211975,0.3427845537662506,0.15896299481391907,0.21264225244522095
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23348960280418396,0.1417090892791748,0.3118290305137634,0.4274188280105591,0.40150508284568787,0.2308862954378128,0.4249346852302551,0.40150508284568787,0.2181936800479889,0.19969791173934937
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.24142304062843323,0.21044398844242096,0.37476465106010437,0.34078434109687805,0.32918402552604675,0.1962997019290924,0.2891985774040222,0.32918402552604675,0.3360097110271454,0.12088293582201004
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3792489171028137,0.19240309298038483,0.20300441980361938,0.45010748505592346,0.535392165184021,0.2466391623020172,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.2128637284040451,0.20476683974266052,0.3820379972457886,0.39050599932670593,0.36298373341560364,0.24047406017780304,0.3604778051376343,0.36298373341560364,0.3832572400569916,0.11829731613397598
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.4345304071903229,0.3054012954235077,0.29856356978416443,0.5591574311256409,0.5934505462646484,0.2079722285270691,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
