,plate,tectonics,can,be,seen,as,the,intimate,coupling,between,rigid,plates,on,the,surface,of,the,earth,and,what,?
and,0.1928771287202835,0.22829823195934296,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.2502600848674774,0.23167544603347778,0.40645647048950195,0.24586661159992218,0.2465437352657318,0.4077630043029785,0.5171257257461548,0.2626544237136841,0.5116966962814331,0.5171257257461548,0.27524080872535706,1.0,0.31309178471565247,0.20544172823429108
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
convecting,0.23930038511753082,0.4644443988800049,0.2254413664340973,0.2166343480348587,0.25935953855514526,0.2531314790248871,0.2526756823062897,0.167856827378273,0.390639066696167,0.22737708687782288,0.36415895819664,0.2691241204738617,0.24214008450508118,0.2526756823062897,0.46927616000175476,0.2490978091955185,0.2526756823062897,0.3069935739040375,0.29358822107315063,0.2249136120080948,0.107670359313488
mantle,0.3957595229148865,0.5224575996398926,0.21223805844783783,0.1719953864812851,0.24485337734222412,0.1855255514383316,0.24731530249118805,0.20524637401103973,0.26073405146598816,0.17208746075630188,0.39933377504348755,0.38017600774765015,0.15540851652622223,0.24731530249118805,0.4902591407299042,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.19090498983860016,0.20894600450992584,0.16224074363708496
is,0.20087085664272308,0.20463502407073975,0.44256699085235596,0.4819129705429077,0.2670730948448181,0.43216490745544434,0.5823672413825989,0.20428285002708435,0.14593730866909027,0.26809602975845337,0.2156284600496292,0.19400210678577423,0.3635730445384979,0.5823672413825989,0.29345643520355225,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.3859752118587494,0.28837618231773376,0.22961433231830597
called,0.18216685950756073,0.2380400151014328,0.306973397731781,0.2761072516441345,0.36151590943336487,0.2827680706977844,0.489897221326828,0.23822928965091705,0.2715598940849304,0.33096179366111755,0.21861717104911804,0.22001619637012482,0.25462663173675537,0.489897221326828,0.196139395236969,0.4222904443740845,0.489897221326828,0.20788531005382538,0.3251761794090271,0.3235960602760315,0.18963319063186646
plate,1.0000001192092896,0.562028169631958,0.19447751343250275,0.14116621017456055,0.10521645098924637,0.13557575643062592,0.2611875832080841,0.19938471913337708,0.2524239122867584,0.27275484800338745,0.21512453258037567,0.6540699601173401,0.2203824669122696,0.2611875832080841,0.33374515175819397,0.18672886490821838,0.2611875832080841,0.29739707708358765,0.1928771287202835,0.16980557143688202,0.17674463987350464
tectonics,0.562028169631958,1.0000001192092896,0.2385583370923996,0.19501331448554993,0.19235047698020935,0.18962937593460083,0.29442116618156433,0.22777318954467773,0.3500344157218933,0.2593609392642975,0.32956868410110474,0.4981820285320282,0.19171538949012756,0.29442116618156433,0.439758837223053,0.26461800932884216,0.29442116618156433,0.43669483065605164,0.22829823195934296,0.308398962020874,0.1727893352508545
.,0.21695120632648468,0.19750216603279114,0.35783761739730835,0.4383580684661865,0.30320122838020325,0.515582263469696,0.5934505462646484,0.22443737089633942,0.22904057800769806,0.30295518040657043,0.19160771369934082,0.19715885818004608,0.49257001280784607,0.5934505462646484,0.2543797492980957,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.588965117931366,0.3567904531955719,0.4130953550338745
,plate,tectonics,can,be,seen,as,the,intimate,coupling,between,rigid,plates,on,the,surface,of,the,earth,and,what,?
there,0.16253361105918884,0.25899824500083923,0.36423051357269287,0.41019052267074585,0.33816251158714294,0.33535557985305786,0.47025805711746216,0.18490228056907654,0.203169047832489,0.37209540605545044,0.19671376049518585,0.18516218662261963,0.3521401882171631,0.47025805711746216,0.16710306704044342,0.44397735595703125,0.47025805711746216,0.18399657309055328,0.4242868423461914,0.35085538029670715,0.29405656456947327
is,0.20087085664272308,0.20463502407073975,0.44256699085235596,0.4819129705429077,0.2670730948448181,0.43216490745544434,0.5823672413825989,0.20428285002708435,0.14593730866909027,0.26809602975845337,0.2156284600496292,0.19400210678577423,0.3635730445384979,0.5823672413825989,0.29345643520355225,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.3859752118587494,0.28837618231773376,0.22961433231830597
an,0.13899199664592743,0.145350381731987,0.23671309649944305,0.33041056990623474,0.21776726841926575,0.37218472361564636,0.4207492768764496,0.22298990190029144,0.19791318476200104,0.18003802001476288,0.18947117030620575,0.1535818725824356,0.3192969560623169,0.4207492768764496,0.18808452785015106,0.32280945777893066,0.4207492768764496,0.15274131298065186,0.2838519215583801,0.2821882665157318,0.19793890416622162
intimate,0.19938471913337708,0.22777318954467773,0.2596643567085266,0.22661349177360535,0.2589151859283447,0.2382292002439499,0.2074083834886551,1.0,0.31997156143188477,0.3077695071697235,0.1962972730398178,0.12179752439260483,0.16711647808551788,0.2074083834886551,0.229923814535141,0.2814376950263977,0.2074083834886551,0.2567412555217743,0.2502600848674774,0.34245947003364563,0.2215033620595932
coupling,0.2524239122867584,0.3500344157218933,0.21643008291721344,0.2188650667667389,0.17619279026985168,0.1761137992143631,0.22481796145439148,0.31997156143188477,0.9999999403953552,0.23298203945159912,0.4106350839138031,0.26852139830589294,0.20181584358215332,0.22481796145439148,0.3077126741409302,0.212398961186409,0.22481796145439148,0.21407164633274078,0.23167544603347778,0.15820637345314026,0.1310766637325287
between,0.27275484800338745,0.2593609392642975,0.23827335238456726,0.2079806923866272,0.21163398027420044,0.22009976208209991,0.39067012071609497,0.3077695071697235,0.23298203945159912,0.9999999403953552,0.20974265038967133,0.229627326130867,0.3335416913032532,0.39067012071609497,0.2189159244298935,0.3737983703613281,0.39067012071609497,0.1598401516675949,0.40645647048950195,0.2462156116962433,0.12887074053287506
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
movement,0.24611018598079681,0.3607710003852844,0.16283594071865082,0.1545189768075943,0.1755734086036682,0.22513282299041748,0.339571475982666,0.2737203538417816,0.27369430661201477,0.1931953877210617,0.2941872775554657,0.20586682856082916,0.15348097681999207,0.339571475982666,0.23585468530654907,0.2662941515445709,0.339571475982666,0.24327923357486725,0.2837696671485901,0.23934946954250336,0.1423349231481552
of,0.18672886490821838,0.26461800932884216,0.2603091299533844,0.33904364705085754,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2814376950263977,0.212398961186409,0.3737983703613281,0.20174510776996613,0.22298482060432434,0.3966929316520691,0.733189046382904,0.24204103648662567,1.0,0.733189046382904,0.2329314798116684,0.5116966962814331,0.33290785551071167,0.1826142966747284
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
plates,0.6540699601173401,0.4981820285320282,0.17263981699943542,0.18594355881214142,0.17210586369037628,0.12993218004703522,0.2566349506378174,0.12179752439260483,0.26852139830589294,0.229627326130867,0.3396848738193512,1.0000001192092896,0.18826749920845032,0.2566349506378174,0.3607916235923767,0.22298482060432434,0.2566349506378174,0.27481165528297424,0.2465437352657318,0.18082769215106964,0.15258446335792542
on,0.2203824669122696,0.19171538949012756,0.2772369682788849,0.37900757789611816,0.27378544211387634,0.36047765612602234,0.5107308030128479,0.16711647808551788,0.20181584358215332,0.3335416913032532,0.14952795207500458,0.18826749920845032,0.9999999403953552,0.5107308030128479,0.2674844264984131,0.3966929316520691,0.5107308030128479,0.20645220577716827,0.4077630043029785,0.34226128458976746,0.2714994251728058
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
surface,0.33374515175819397,0.439758837223053,0.3465462028980255,0.27637481689453125,0.23752912878990173,0.15905998647212982,0.2555135488510132,0.229923814535141,0.3077126741409302,0.2189159244298935,0.3747905194759369,0.3607916235923767,0.2674844264984131,0.2555135488510132,0.9999998807907104,0.24204103648662567,0.2555135488510132,0.49709221720695496,0.2626544237136841,0.23580394685268402,0.14613434672355652
and,0.1928771287202835,0.22829823195934296,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.2502600848674774,0.23167544603347778,0.40645647048950195,0.24586661159992218,0.2465437352657318,0.4077630043029785,0.5171257257461548,0.2626544237136841,0.5116966962814331,0.5171257257461548,0.27524080872535706,1.0,0.31309178471565247,0.20544172823429108
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
convection,0.22490501403808594,0.45255789160728455,0.18956638872623444,0.22722209990024567,0.23048381507396698,0.23098298907279968,0.21645057201385498,0.16879937052726746,0.38440024852752686,0.22012704610824585,0.3544222414493561,0.24242843687534332,0.22675830125808716,0.21645057201385498,0.4779530167579651,0.2026326209306717,0.21645057201385498,0.3251340985298157,0.26765209436416626,0.19807904958724976,0.130464106798172
of,0.18672886490821838,0.26461800932884216,0.2603091299533844,0.33904364705085754,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2814376950263977,0.212398961186409,0.3737983703613281,0.20174510776996613,0.22298482060432434,0.3966929316520691,0.733189046382904,0.24204103648662567,1.0,0.733189046382904,0.2329314798116684,0.5116966962814331,0.33290785551071167,0.1826142966747284
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
mantle,0.3957595229148865,0.5224575996398926,0.21223805844783783,0.1719953864812851,0.24485337734222412,0.1855255514383316,0.24731530249118805,0.20524637401103973,0.26073405146598816,0.17208746075630188,0.39933377504348755,0.38017600774765015,0.15540851652622223,0.24731530249118805,0.4902591407299042,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.19090498983860016,0.20894600450992584,0.16224074363708496
:,0.009262635372579098,-0.0837005004286766,-0.18125738203525543,-0.09417453408241272,-0.1109846904873848,-0.11037297546863556,-0.03403344005346298,-0.06987094134092331,-0.02021392248570919,-0.06276274472475052,-0.04163403436541557,-0.029646435752511024,-0.06502202153205872,-0.03403344005346298,-0.06341902911663055,-0.08807745575904846,-0.03403344005346298,-0.10272635519504547,-0.04625999182462692,-0.12022944539785385,-0.07156077772378922
oceanic,0.34134751558303833,0.43834638595581055,0.20432041585445404,0.145623579621315,0.20259921252727509,0.17697355151176453,0.26616084575653076,0.1817377209663391,0.23157373070716858,0.2578538656234741,0.31629201769828796,0.28759288787841797,0.21347108483314514,0.26616084575653076,0.2833317518234253,0.254686176776886,0.26616084575653076,0.3420540690422058,0.21267016232013702,0.11882314085960388,0.12940600514411926
plate,1.0000001192092896,0.562028169631958,0.19447751343250275,0.14116621017456055,0.10521645098924637,0.13557575643062592,0.2611875832080841,0.19938471913337708,0.2524239122867584,0.27275484800338745,0.21512453258037567,0.6540699601173401,0.2203824669122696,0.2611875832080841,0.33374515175819397,0.18672886490821838,0.2611875832080841,0.29739707708358765,0.1928771287202835,0.16980557143688202,0.17674463987350464
motions,0.17720209062099457,0.3554166853427887,0.31239888072013855,0.2701115012168884,0.2651960551738739,0.2228563278913498,0.2941848039627075,0.3090159595012665,0.41063758730888367,0.2215796262025833,0.2975112497806549,0.33254683017730713,0.23295734822750092,0.2941848039627075,0.3562377393245697,0.2702312767505646,0.2941848039627075,0.36539629101753235,0.2688892185688019,0.2951068878173828,0.19395221769809723
and,0.1928771287202835,0.22829823195934296,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.2502600848674774,0.23167544603347778,0.40645647048950195,0.24586661159992218,0.2465437352657318,0.4077630043029785,0.5171257257461548,0.2626544237136841,0.5116966962814331,0.5171257257461548,0.27524080872535706,1.0,0.31309178471565247,0.20544172823429108
mantle,0.3957595229148865,0.5224575996398926,0.21223805844783783,0.1719953864812851,0.24485337734222412,0.1855255514383316,0.24731530249118805,0.20524637401103973,0.26073405146598816,0.17208746075630188,0.39933377504348755,0.38017600774765015,0.15540851652622223,0.24731530249118805,0.4902591407299042,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.19090498983860016,0.20894600450992584,0.16224074363708496
convection,0.22490501403808594,0.45255789160728455,0.18956638872623444,0.22722209990024567,0.23048381507396698,0.23098298907279968,0.21645057201385498,0.16879937052726746,0.38440024852752686,0.22012704610824585,0.3544222414493561,0.24242843687534332,0.22675830125808716,0.21645057201385498,0.4779530167579651,0.2026326209306717,0.21645057201385498,0.3251340985298157,0.26765209436416626,0.19807904958724976,0.130464106798172
currents,0.26703691482543945,0.46783313155174255,0.2922135591506958,0.2603747248649597,0.21772082149982452,0.2305767983198166,0.30279916524887085,0.19692333042621613,0.3973696231842041,0.28129222989082336,0.366440087556839,0.35838890075683594,0.25429627299308777,0.30279916524887085,0.4587092399597168,0.2825077772140503,0.30279916524887085,0.3265847861766815,0.32871830463409424,0.2076863795518875,0.07452256232500076
always,0.12203723192214966,0.18285702168941498,0.38595834374427795,0.4642440974712372,0.3501018285751343,0.38701626658439636,0.31570959091186523,0.2996214032173157,0.14669722318649292,0.2795160710811615,0.2879815995693207,0.16019782423973083,0.27142107486724854,0.31570959091186523,0.24252554774284363,0.25258868932724,0.31570959091186523,0.23895370960235596,0.331595778465271,0.413568377494812,0.26136693358421326
move,0.2240999937057495,0.2746281921863556,0.3160126507282257,0.3126019537448883,0.20301158726215363,0.2628210484981537,0.29817628860473633,0.08248861134052277,0.2537883520126343,0.18952152132987976,0.3165658712387085,0.21763695776462555,0.2874688506126404,0.29817628860473633,0.27657026052474976,0.19058799743652344,0.29817628860473633,0.2092873901128769,0.2671177089214325,0.30861297249794006,0.24440962076187134
in,0.18938399851322174,0.1988927572965622,0.26527702808380127,0.3481820821762085,0.28402701020240784,0.3887844979763031,0.6662389636039734,0.1876668781042099,0.22004085779190063,0.41100412607192993,0.14316079020500183,0.17680886387825012,0.46853652596473694,0.6662389636039734,0.20246390998363495,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.4954058527946472,0.30808621644973755,0.20430970191955566
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
same,0.18927974998950958,0.1906750351190567,0.3393253982067108,0.3600577712059021,0.2934266924858093,0.3727807104587555,0.4583131968975067,0.27540266513824463,0.2357131987810135,0.2828424572944641,0.17337331175804138,0.23028546571731567,0.39247995615005493,0.4583131968975067,0.19253891706466675,0.3808329105377197,0.4583131968975067,0.25783753395080566,0.3205644488334656,0.3764382302761078,0.22649677097797394
direction,0.22902359068393707,0.32522884011268616,0.21558216214179993,0.2358003556728363,0.2075049877166748,0.24169524013996124,0.28851455450057983,0.20011495053768158,0.2789277136325836,0.23105444014072418,0.2194148451089859,0.23614650964736938,0.20268428325653076,0.28851455450057983,0.37458059191703796,0.18922415375709534,0.28851455450057983,0.2714579999446869,0.2529398798942566,0.25776705145835876,0.10739318281412125
",",0.1725088655948639,0.24012495577335358,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.48816442489624023,0.4933079481124878,0.251292884349823,0.15079252421855927,0.27714940905570984,0.1572289615869522,0.17598696053028107,0.49057599902153015,0.4933079481124878,0.23000483214855194,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.6633074283599854,0.3087472915649414,0.31091248989105225
because,0.13858681917190552,0.24399271607398987,0.4189445674419403,0.5052481293678284,0.352536141872406,0.42073941230773926,0.44596394896507263,0.26834774017333984,0.1483142375946045,0.3145020008087158,0.29493629932403564,0.2194492667913437,0.33021900057792664,0.44596394896507263,0.2516581118106842,0.4075504541397095,0.44596394896507263,0.2562822103500366,0.5069696307182312,0.46729007363319397,0.2528740465641022
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
oceanic,0.34134751558303833,0.43834638595581055,0.20432041585445404,0.145623579621315,0.20259921252727509,0.17697355151176453,0.26616084575653076,0.1817377209663391,0.23157373070716858,0.2578538656234741,0.31629201769828796,0.28759288787841797,0.21347108483314514,0.26616084575653076,0.2833317518234253,0.254686176776886,0.26616084575653076,0.3420540690422058,0.21267016232013702,0.11882314085960388,0.12940600514411926
lithosphere,0.4186927080154419,0.6026625037193298,0.24197936058044434,0.24243173003196716,0.27970394492149353,0.21238598227500916,0.28085029125213623,0.26027700304985046,0.35049334168434143,0.2725886404514313,0.46320000290870667,0.44351425766944885,0.2148325890302658,0.28085029125213623,0.518199622631073,0.2557520568370819,0.28085029125213623,0.5578895211219788,0.24077580869197845,0.22349202632904053,0.1646844744682312
is,0.20087085664272308,0.20463502407073975,0.44256699085235596,0.4819129705429077,0.2670730948448181,0.43216490745544434,0.5823672413825989,0.20428285002708435,0.14593730866909027,0.26809602975845337,0.2156284600496292,0.19400210678577423,0.3635730445384979,0.5823672413825989,0.29345643520355225,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.3859752118587494,0.28837618231773376,0.22961433231830597
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
rigid,0.21512453258037567,0.32956868410110474,0.25709301233291626,0.24329131841659546,0.21316774189472198,0.19419047236442566,0.21878214180469513,0.1962972730398178,0.4106350839138031,0.20974265038967133,0.9999998807907104,0.3396848738193512,0.14952795207500458,0.21878214180469513,0.3747905194759369,0.20174510776996613,0.21878214180469513,0.2312541902065277,0.24586661159992218,0.20563605427742004,0.12727688252925873
upper,0.1759115755558014,0.25844961404800415,0.18066754937171936,0.14648079872131348,0.1749962419271469,0.22030669450759888,0.35289278626441956,0.1346694827079773,0.17783544957637787,0.2323344200849533,0.2114429473876953,0.1645357608795166,0.1695995330810547,0.35289278626441956,0.2136794477701187,0.25818127393722534,0.35289278626441956,0.1664598137140274,0.2172592729330063,0.1592642068862915,0.051342256367206573
thermal,0.22567737102508545,0.44006478786468506,0.2869460880756378,0.2418178766965866,0.1719047725200653,0.14101684093475342,0.21634668111801147,0.20206788182258606,0.4902867078781128,0.1736115962266922,0.35175463557243347,0.2411426156759262,0.1284424513578415,0.21634668111801147,0.4123195707798004,0.2588534653186798,0.21634668111801147,0.30108800530433655,0.19621871411800385,0.17441019415855408,0.1446758508682251
boundary,0.3436771035194397,0.46535590291023254,0.1324826031923294,0.2160882204771042,0.2643638849258423,0.26852041482925415,0.3356972932815552,0.1567692756652832,0.21666236221790314,0.4219370484352112,0.21987400949001312,0.3119165599346161,0.20458129048347473,0.3356972932815552,0.3083607852458954,0.27984359860420227,0.3356972932815552,0.22721458971500397,0.24556493759155273,0.26910632848739624,0.0720028504729271
layer,0.3179345726966858,0.31872129440307617,0.2854679822921753,0.22688353061676025,0.2112141102552414,0.19151444733142853,0.22831332683563232,0.17228099703788757,0.236714705824852,0.23336006700992584,0.37829893827438354,0.3413454294204712,0.21330849826335907,0.22831332683563232,0.4052349030971527,0.19074802100658417,0.22831332683563232,0.356830358505249,0.2740338444709778,0.20606225728988647,0.11266916990280151
of,0.18672886490821838,0.26461800932884216,0.2603091299533844,0.33904364705085754,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2814376950263977,0.212398961186409,0.3737983703613281,0.20174510776996613,0.22298482060432434,0.3966929316520691,0.733189046382904,0.24204103648662567,1.0,0.733189046382904,0.2329314798116684,0.5116966962814331,0.33290785551071167,0.1826142966747284
the,0.2611875832080841,0.29442116618156433,0.312528520822525,0.4248143136501312,0.3442007005214691,0.48381632566452026,1.0,0.2074083834886551,0.22481796145439148,0.39067012071609497,0.21878214180469513,0.2566349506378174,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.42745697498321533,0.22068053483963013
convecting,0.23930038511753082,0.4644443988800049,0.2254413664340973,0.2166343480348587,0.25935953855514526,0.2531314790248871,0.2526756823062897,0.167856827378273,0.390639066696167,0.22737708687782288,0.36415895819664,0.2691241204738617,0.24214008450508118,0.2526756823062897,0.46927616000175476,0.2490978091955185,0.2526756823062897,0.3069935739040375,0.29358822107315063,0.2249136120080948,0.107670359313488
mantle,0.3957595229148865,0.5224575996398926,0.21223805844783783,0.1719953864812851,0.24485337734222412,0.1855255514383316,0.24731530249118805,0.20524637401103973,0.26073405146598816,0.17208746075630188,0.39933377504348755,0.38017600774765015,0.15540851652622223,0.24731530249118805,0.4902591407299042,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.19090498983860016,0.20894600450992584,0.16224074363708496
.,0.21695120632648468,0.19750216603279114,0.35783761739730835,0.4383580684661865,0.30320122838020325,0.515582263469696,0.5934505462646484,0.22443737089633942,0.22904057800769806,0.30295518040657043,0.19160771369934082,0.19715885818004608,0.49257001280784607,0.5934505462646484,0.2543797492980957,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.588965117931366,0.3567904531955719,0.4130953550338745
