,what,did,lepidodinium,viride,replace,their,original,chloroplast,with,?
and,0.31309178471565247,0.34479495882987976,0.2625358998775482,0.19998688995838165,0.2254238724708557,0.45114588737487793,0.29575109481811523,0.19758054614067078,0.5477725267410278,0.20544172823429108
replaced,0.12975038588047028,0.19568689167499542,0.22050350904464722,0.08872593939304352,0.7624567747116089,0.16171517968177795,0.25970789790153503,0.1561889797449112,0.24342618882656097,0.14945141971111298
it,0.45803478360176086,0.2993364930152893,0.2979842722415924,0.250107079744339,0.19596821069717407,0.3067983090877533,0.3096504509449005,0.23054824769496918,0.3369046747684479,0.25732165575027466
with,0.2464839518070221,0.25472134351730347,0.21050810813903809,0.1586763560771942,0.2551480233669281,0.4258328378200531,0.24073785543441772,0.19272543489933014,0.9999999403953552,0.2433311939239502
a,0.3320399522781372,0.2552328109741211,0.2375578135251999,0.3003922402858734,0.20985214412212372,0.29698723554611206,0.25438275933265686,0.237538680434227,0.3783375024795532,0.23916715383529663
green,0.16762696206569672,0.10622840374708176,0.2682045102119446,0.40958184003829956,0.11948550492525101,0.1598123162984848,0.1247340738773346,0.3238564133644104,0.2126576453447342,0.11409882456064224
algal,0.19235531985759735,0.12526299059391022,0.4545764923095703,0.4002942442893982,0.16728344559669495,0.24960730969905853,0.1684316098690033,0.585027813911438,0.2209617793560028,0.18147486448287964
derived,0.20143714547157288,0.13302093744277954,0.2518645226955414,0.22925108671188354,0.15978749096393585,0.21139393746852875,0.3088170886039734,0.25981593132019043,0.14513245224952698,0.1241099163889885
chloroplast,0.23505516350269318,0.1815837174654007,0.5146566033363342,0.44529175758361816,0.20104916393756866,0.25170472264289856,0.23150280117988586,1.0000001192092896,0.19272543489933014,0.12532055377960205
(,0.2411840260028839,0.18979617953300476,0.2394050508737564,0.3196376860141754,0.2254873365163803,0.15721023082733154,0.24095207452774048,0.17505401372909546,0.29503780603408813,0.40561532974243164
more,0.3484537899494171,0.2803135812282562,0.25809091329574585,0.1735347956418991,0.21795466542243958,0.36147117614746094,0.2222587913274765,0.22333800792694092,0.3535402715206146,0.27894994616508484
specifically,0.37581726908683777,0.1629284918308258,0.20606917142868042,0.1180947870016098,0.1767655313014984,0.24258369207382202,0.2350013703107834,0.1657068431377411,0.2542423605918884,0.2063003033399582
",",0.3087472915649414,0.3015086054801941,0.3018377721309662,0.26108846068382263,0.19695894420146942,0.3045167922973633,0.23508994281291962,0.20078974962234497,0.4120737314224243,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.2375578135251999,0.3003922402858734,0.20985214412212372,0.29698723554611206,0.25438275933265686,0.237538680434227,0.3783375024795532,0.23916715383529663
prasinophyte,0.21488139033317566,0.12234295159578323,0.561745822429657,0.43310120701789856,0.16605955362319946,0.20241475105285645,0.18809294700622559,0.5332319140434265,0.1771802455186844,0.22744351625442505
),0.26259949803352356,0.18584993481636047,0.23920650780200958,0.3258826434612274,0.23209428787231445,0.1549641638994217,0.24932408332824707,0.16709916293621063,0.3069596290588379,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.33042752742767334,0.23648479580879211,0.2834588289260864,0.34427863359451294,0.275844931602478,0.2371024191379547,0.4446153938770294,0.4130953550338745
