,what,happens,first,if,a,directive,'s,deadline,for,implementation,is,not,met,?
an,0.2821882665157318,0.2509342133998871,0.29757723212242126,0.26347705721855164,0.44552403688430786,0.23240485787391663,0.025255560874938965,0.16501756012439728,0.3236706852912903,0.2197505086660385,0.4654068350791931,0.3722182512283325,0.15634630620479584,0.19793890416622162
action,0.30170392990112305,0.2404371201992035,0.17236092686653137,0.22282744944095612,0.2362375408411026,0.28707143664360046,-0.003886178135871887,0.2679467797279358,0.23083873093128204,0.1774756908416748,0.20976395905017853,0.21239683032035828,0.08189991116523743,0.250188946723938
(,0.2411840260028839,0.22396224737167358,0.2450505793094635,0.26899856328964233,0.3206180930137634,0.2348853200674057,0.0012731997994706035,0.20452024042606354,0.3357032239437103,0.14972825348377228,0.35393038392066956,0.2710699737071991,0.17906036972999573,0.40561532974243164
so,0.539469838142395,0.38788628578186035,0.28397136926651,0.643597424030304,0.41474464535713196,0.23725582659244537,0.04364320635795593,0.30860814452171326,0.41512128710746765,0.31600677967071533,0.3153412640094757,0.6635211706161499,0.2121792733669281,0.43163934350013733
called,0.3235960602760315,0.4200170636177063,0.39303290843963623,0.26625341176986694,0.4868806302547455,0.18345393240451813,-0.021773243322968483,0.1404629647731781,0.29870352149009705,0.21255312860012054,0.430266410112381,0.324552983045578,0.23084348440170288,0.18963319063186646
``,0.008517155423760414,0.0038739771116524935,0.006519378628581762,0.20059196650981903,0.07272057235240936,0.0915854349732399,-0.03416389226913452,0.0711052343249321,0.01270448137074709,0.03907325863838196,0.058766357600688934,0.09406080842018127,-0.016672847792506218,0.0685480609536171
vertical,0.20163756608963013,0.20653918385505676,0.17322981357574463,0.21901452541351318,0.2576088309288025,0.2827247977256775,-0.06069492921233177,0.11780828982591629,0.20366720855236053,0.2835443615913391,0.1566234678030014,0.26052194833755493,0.033294714987277985,0.18911753594875336
'',0.08143015950918198,-0.039116133004426956,-0.03874251991510391,-0.010894154198467731,0.04890415817499161,0.025517597794532776,-0.04859459400177002,0.01063569076359272,-0.04479556903243065,0.017178403213620186,0.0793738141655922,0.04262445494532585,0.04951654002070427,0.018684765323996544
direct,0.26271191239356995,0.17503602802753448,0.3011454939842224,0.2853594124317169,0.27544090151786804,0.5903199911117554,0.05696379393339157,0.17410489916801453,0.2851608693599701,0.25838038325309753,0.20874382555484772,0.26088273525238037,0.12327640503644943,0.18476411700248718
effect,0.2546532452106476,0.3050525486469269,0.2410399615764618,0.2886280417442322,0.24771364033222198,0.28505420684814453,0.03170546516776085,0.22292782366275787,0.2288459986448288,0.3298119008541107,0.17614969611167908,0.345232754945755,0.07026845216751099,0.1783771812915802
),0.26259949803352356,0.21613579988479614,0.27228695154190063,0.2878422141075134,0.3640355169773102,0.247672438621521,0.021107977256178856,0.22127674520015717,0.3639558255672455,0.15989641845226288,0.37732169032096863,0.2718011736869812,0.16746267676353455,0.42300865054130554
.,0.3567904531955719,0.24076157808303833,0.4345304071903229,0.421799898147583,0.50484299659729,0.27493321895599365,-0.003708066651597619,0.21436874568462372,0.4726039469242096,0.22601431608200073,0.4569662809371948,0.4824007451534271,0.22833305597305298,0.4130953550338745
