,when,was,the,salary,range,listed,valid,for,(,month,and,year,),?
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19489715993404388,0.2808356285095215,0.30069199204444885,0.24272039532661438,0.4464869201183319,0.6363511681556702,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.63033527135849,0.31091248989105225
although,0.3650384247303009,0.3711436688899994,0.3265823423862457,0.2026059925556183,0.194715216755867,0.16436481475830078,0.20532368123531342,0.2825305759906769,0.19615760445594788,0.12041239440441132,0.334905743598938,0.20674915611743927,0.22343145310878754,0.15541206300258636
some,0.386913925409317,0.21528802812099457,0.4566698372364044,0.18808098137378693,0.3333519399166107,0.32486429810523987,0.2904492914676666,0.4257155656814575,0.2279975414276123,0.17062725126743317,0.5337774157524109,0.15327271819114685,0.2398642599582672,0.2562315762042999
salaries,0.24647900462150574,0.22511044144630432,0.29897719621658325,0.7571817636489868,0.11372540146112442,0.16362056136131287,0.23426876962184906,0.33575230836868286,0.1268525868654251,0.23671050369739532,0.22138139605522156,0.26271429657936096,0.1361779272556305,0.23913246393203735
can,0.39191514253616333,0.23099195957183838,0.312528520822525,0.15311087667942047,0.2876698672771454,0.22717534005641937,0.28996777534484863,0.35690054297447205,0.22726960480213165,0.1674650013446808,0.3675691485404968,0.13887766003608704,0.23216170072555542,0.3226337134838104
go,0.27644458413124084,0.16801296174526215,0.29801803827285767,0.10038863867521286,0.15134580433368683,0.15594765543937683,0.17922325432300568,0.2588973641395569,0.2865186929702759,0.3161945044994354,0.35260969400405884,0.25514400005340576,0.2738647758960724,0.25942572951316833
much,0.39518025517463684,0.2580166161060333,0.35023224353790283,0.2351851612329483,0.26733410358428955,0.1392006129026413,0.20740552246570587,0.2994346022605896,0.21788647770881653,0.19877013564109802,0.38395699858665466,0.2093992531299591,0.22256317734718323,0.23442231118679047
higher,0.21136637032032013,0.12998951971530914,0.3292480409145355,0.21080181002616882,0.22812753915786743,0.17993296682834625,0.18968237936496735,0.2346303015947342,0.17905442416667938,0.21075288951396942,0.3147866129875183,0.20488835871219635,0.19929355382919312,0.15679465234279633
depending,0.3267478942871094,0.1660737544298172,0.3423977494239807,0.2468871921300888,0.26846152544021606,0.25394687056541443,0.27940288186073303,0.35035470128059387,0.2042490690946579,0.21984326839447021,0.3186084032058716,0.18479035794734955,0.20178788900375366,0.21704205870628357
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.22385592758655548,0.19070495665073395,0.2711009681224823,0.19780968129634857,0.36199691891670227,0.28656116127967834,0.32571008801460266,0.4077630043029785,0.27628999948501587,0.29937487840652466,0.2714994251728058
experience,0.2492937445640564,0.17093802988529205,0.21682339906692505,0.23070719838142395,0.17633572220802307,0.14441119134426117,0.2167070508003235,0.29364609718322754,0.1832369565963745,0.23481915891170502,0.24539199471473694,0.16810964047908783,0.18781724572181702,0.25203612446784973
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.12764538824558258,0.27470090985298157,0.2351783663034439,0.20461980998516083,0.5064792633056641,0.4862271547317505,0.2231980711221695,1.0,0.2506658732891083,0.4961937665939331,0.20544172823429108
extra,0.22885535657405853,0.06457260996103287,0.20500101149082184,0.2783973217010498,0.19692355394363403,0.06446921080350876,0.177859827876091,0.2692755162715912,0.16927751898765564,0.1385999172925949,0.25303271412849426,0.1542356163263321,0.21099817752838135,0.11175043880939484
responsibilities,0.27496325969696045,0.19186560809612274,0.2885926067829132,0.2746930718421936,0.12925082445144653,0.22275346517562866,0.2678002715110779,0.3202719986438751,0.15252839028835297,0.16178187727928162,0.3244750499725342,0.1533001959323883,0.15281708538532257,0.2195286750793457
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2463613897562027,0.25816646218299866,0.2932872176170349,0.24261122941970825,0.4726039469242096,0.5072786808013916,0.25738951563835144,0.588965117931366,0.32538118958473206,0.5363735556602478,0.4130953550338745
