,was,is,the,name,of,the,torchwood,series,that,was,mostly,based,in,the,us,?
by,0.4752357602119446,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.20084117352962494,0.267352432012558,0.37496164441108704,0.4752357602119446,0.2722049355506897,0.3462308943271637,0.370934396982193,0.4408751428127289,0.1641579419374466,0.17966607213020325
bbc,0.19087861478328705,0.19024956226348877,0.2735401690006256,0.10844849795103073,0.1797877550125122,0.2735401690006256,0.4268866181373596,0.31758952140808105,0.22032664716243744,0.19087861478328705,0.14778180420398712,0.19511306285858154,0.22430340945720673,0.2735401690006256,0.14759892225265503,0.20556949079036713
wales,0.18637675046920776,0.1638261377811432,0.23852568864822388,0.13447226583957672,0.23133093118667603,0.23852568864822388,0.27517881989479065,0.15444718301296234,0.19660557806491852,0.18637675046920776,0.1551041156053543,0.06208093836903572,0.18714384734630585,0.23852568864822388,0.1100059226155281,0.15627945959568024
",",0.45456063747406006,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2555104196071625,0.24060699343681335,0.4137537479400635,0.45456063747406006,0.34322500228881836,0.27976205945014954,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.31091248989105225
bbc,0.19087861478328705,0.19024956226348877,0.2735401690006256,0.10844849795103073,0.1797877550125122,0.2735401690006256,0.4268866181373596,0.31758952140808105,0.22032664716243744,0.19087861478328705,0.14778180420398712,0.19511306285858154,0.22430340945720673,0.2735401690006256,0.14759892225265503,0.20556949079036713
worldwide,0.26323333382606506,0.20722445845603943,0.2698158025741577,0.14647707343101501,0.23144318163394928,0.2698158025741577,0.18969514966011047,0.2557160556316376,0.2686769962310791,0.26323333382606506,0.2669990062713623,0.22531120479106903,0.30781108140945435,0.2698158025741577,0.185543030500412,0.2253960371017456
and,0.3740963041782379,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2776868939399719,0.26972857117652893,0.4731321930885315,0.3740963041782379,0.45551156997680664,0.2660958170890808,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.20544172823429108
the,0.48711544275283813,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3267632722854614,0.31376904249191284,0.5473989248275757,0.48711544275283813,0.3490641117095947,0.29860720038414,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
american,0.31632548570632935,0.1853146106004715,0.24562937021255493,0.14227524399757385,0.22180068492889404,0.24562937021255493,0.2076025754213333,0.2417159527540207,0.24748189747333527,0.31632548570632935,0.24608111381530762,0.20235304534435272,0.22871561348438263,0.24562937021255493,0.23595276474952698,0.18877598643302917
entertainment,0.21684704720973969,0.15301001071929932,0.19077853858470917,0.13760916888713837,0.1392667293548584,0.19077853858470917,0.23054569959640503,0.26880231499671936,0.18857158720493317,0.21684704720973969,0.17553269863128662,0.17212162911891937,0.20493005216121674,0.19077853858470917,0.15658682584762573,0.11855241656303406
company,0.2293137013912201,0.18005689978599548,0.26591673493385315,0.21465471386909485,0.20467796921730042,0.26591673493385315,0.14370326697826385,0.23864467442035675,0.22723333537578583,0.2293137013912201,0.14392471313476562,0.26747408509254456,0.22141718864440918,0.26591673493385315,0.21607264876365662,0.12195809185504913
starz,0.2833356261253357,0.19998596608638763,0.27502408623695374,0.21720479428768158,0.23382481932640076,0.27502408623695374,0.32347509264945984,0.2847728133201599,0.18535637855529785,0.2833356261253357,0.2435716688632965,0.23133505880832672,0.21213871240615845,0.27502408623695374,0.18646728992462158,0.15314951539039612
debuted,0.3357197344303131,0.173699751496315,0.28418588638305664,0.1760513037443161,0.18094587326049805,0.28418588638305664,0.21017764508724213,0.2802524268627167,0.13997265696525574,0.3357197344303131,0.16292224824428558,0.21530987322330475,0.25110283493995667,0.28418588638305664,0.227402001619339,0.12089905142784119
in,0.45514053106307983,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.2696547210216522,0.2914260923862457,0.435920387506485,0.45514053106307983,0.3575078547000885,0.3070422410964966,1.0,0.6662389636039734,0.19746538996696472,0.20430970191955566
2011,-0.022202642634510994,0.07836040109395981,0.07811610400676727,-0.05647004023194313,0.09709474444389343,0.07811610400676727,-0.040739770978689194,0.003232794813811779,0.06810343265533447,-0.022202642634510994,0.07621483504772186,0.07585283368825912,0.08290185779333115,0.07811610400676727,0.05560107156634331,0.005212190095335245
.,0.40146201848983765,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2708266079425812,0.3121925890445709,0.4460422694683075,0.40146201848983765,0.3207794427871704,0.29699069261550903,0.5591574311256409,0.5934505462646484,0.3162994682788849,0.4130953550338745
