,what,are,two,examples,of,nonself,entities,in,accordance,with,frank,burnet,'s,theory,?
:,-0.12022944539785385,-0.1189703419804573,0.016365518793463707,-0.12352103739976883,-0.08807745575904846,-0.14521411061286926,-0.05743153393268585,0.020521078258752823,-0.0331495925784111,0.039687950164079666,-0.023502791300415993,-0.11135030537843704,0.07621461898088455,-0.05145213007926941,-0.07156077772378922
``,0.008517155423760414,0.12624181807041168,0.07021170109510422,0.05563976988196373,0.06780257821083069,0.04558238759636879,0.2373485416173935,0.04765888676047325,0.1013106033205986,0.08974023163318634,0.0010525768157094717,-0.06449779868125916,-0.03416389226913452,0.026165060698986053,0.0685480609536171
self,0.24097146093845367,0.1647612452507019,0.11544207483530045,0.12932047247886658,0.16502705216407776,0.529485821723938,0.2574605941772461,0.19085843861103058,0.22094109654426575,0.13229002058506012,0.09437326341867447,0.05776376277208328,-0.10524584352970123,0.19416743516921997,0.13157562911510468
'',0.08143015950918198,0.0263817198574543,-0.004284570459276438,0.021094894036650658,0.13035868108272552,-0.031495723873376846,0.03466317057609558,0.07432962208986282,0.057535067200660706,0.07907696813344955,0.04210325703024864,0.06814625859260559,-0.04859459400177002,0.07203595340251923,0.018684765323996544
constituents,0.2237626016139984,0.3307812213897705,0.23087160289287567,0.27430975437164307,0.3755418062210083,0.2007848471403122,0.39272046089172363,0.2542717456817627,0.17070436477661133,0.16803422570228577,0.13691259920597076,0.13454875349998474,-0.015517046675086021,0.2238161712884903,0.06210951879620552
(,0.2411840260028839,0.23263892531394958,0.2169162482023239,0.18685734272003174,0.35032153129577637,0.23553423583507538,0.17417724430561066,0.3087427020072937,0.17885372042655945,0.29503780603408813,0.20510651171207428,0.2792432904243469,0.0012731997994706035,0.15548324584960938,0.40561532974243164
constituents,0.2237626016139984,0.3307812213897705,0.23087160289287567,0.27430975437164307,0.3755418062210083,0.2007848471403122,0.39272046089172363,0.2542717456817627,0.17070436477661133,0.16803422570228577,0.13691259920597076,0.13454875349998474,-0.015517046675086021,0.2238161712884903,0.06210951879620552
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.3054686188697815,1.0,0.28311383724212646,0.2669031023979187,0.5696388483047485,0.263489693403244,0.41827285289764404,0.15825092792510986,0.15465624630451202,-0.03817026689648628,0.23506702482700348,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.30092597007751465,0.733189046382904,0.2805449962615967,0.2298012375831604,0.6662389636039734,0.26113438606262207,0.4223487675189972,0.23372484743595123,0.22217674553394318,-0.01540423184633255,0.2277156263589859,0.22068053483963013
body,0.2143840193748474,0.2451179027557373,0.182792067527771,0.19845961034297943,0.25063133239746094,0.23139312863349915,0.22475436329841614,0.2549867033958435,0.19925598800182343,0.25971415638923645,0.07173716276884079,0.16079796850681305,0.003652067156508565,0.13191357254981995,0.20136451721191406
),0.26259949803352356,0.2373749315738678,0.24161455035209656,0.20013900101184845,0.3680361211299896,0.2327795773744583,0.18293222784996033,0.3326910734176636,0.18662777543067932,0.3069596290588379,0.19624292850494385,0.27428972721099854,0.021107977256178856,0.1646711826324463,0.42300865054130554
do,0.4609605669975281,0.41111594438552856,0.22086432576179504,0.31857824325561523,0.26150479912757874,0.2903948426246643,0.2868528664112091,0.23402775824069977,0.21553988754749298,0.23744353652000427,0.11153193563222885,0.04215742647647858,-0.01994597539305687,0.16586095094680786,0.4093979299068451
not,0.5449194312095642,0.46186959743499756,0.2686237692832947,0.34699568152427673,0.3307090103626251,0.3992421329021454,0.366128146648407,0.3403114080429077,0.28106164932250977,0.3409014642238617,0.16025574505329132,0.1075972467660904,0.002583299996331334,0.24455146491527557,0.41942933201789856
trigger,0.25090304017066956,0.2943808436393738,0.1985229253768921,0.28459227085113525,0.15345779061317444,0.33478859066963196,0.14762164652347565,0.1758493185043335,0.10052461922168732,0.20642173290252686,0.14604856073856354,0.18796712160110474,-0.18211936950683594,0.2243395298719406,0.22531388700008392
destructive,0.2930704951286316,0.19956137239933014,0.17978383600711823,0.19892939925193787,0.21505078673362732,0.34432271122932434,0.13016961514949799,0.2215355485677719,0.13618940114974976,0.2134537249803543,0.11335495859384537,0.09056813269853592,0.07038499414920807,0.1763802468776703,0.18108771741390228
immune,0.2410416603088379,0.23878547549247742,0.15377098321914673,0.22981546819210052,0.16620753705501556,0.30002471804618835,0.20639415085315704,0.14682820439338684,0.21927544474601746,0.20084229111671448,0.07073593884706497,0.1431935578584671,-0.07542949169874191,0.2637048661708832,0.16080476343631744
responses,0.3741379678249359,0.28818485140800476,0.22166326642036438,0.2951385974884033,0.202371284365654,0.39072248339653015,0.30133721232414246,0.1903737336397171,0.3247479796409607,0.20096944272518158,0.06084353104233742,0.06523119658231735,-0.014069708995521069,0.31820592284202576,0.23588258028030396
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.30739903450012207,0.2422296404838562,0.5201468467712402,0.27891093492507935,0.4120737314224243,0.2494700700044632,0.28095126152038574,-0.0016132977325469255,0.18095813691616058,0.31091248989105225
while,0.35511791706085205,0.34230953454971313,0.3780401647090912,0.22679592669010162,0.3366928696632385,0.3512461185455322,0.1757388859987259,0.3399278521537781,0.24788425862789154,0.4426766335964203,0.22010481357574463,0.10482093691825867,0.0011869525769725442,0.11231737583875656,0.21076419949531555
``,0.008517155423760414,0.12624181807041168,0.07021170109510422,0.05563976988196373,0.06780257821083069,0.04558238759636879,0.2373485416173935,0.04765888676047325,0.1013106033205986,0.08974023163318634,0.0010525768157094717,-0.06449779868125916,-0.03416389226913452,0.026165060698986053,0.0685480609536171
nonself,0.3357766270637512,0.299288272857666,0.23427341878414154,0.25723835825920105,0.28311383724212646,1.0,0.2642708420753479,0.24588018655776978,0.27018001675605774,0.24575528502464294,0.16673947870731354,0.20171402394771576,-0.00036755678593181074,0.23039397597312927,0.31701844930648804
'',0.08143015950918198,0.0263817198574543,-0.004284570459276438,0.021094894036650658,0.13035868108272552,-0.031495723873376846,0.03466317057609558,0.07432962208986282,0.057535067200660706,0.07907696813344955,0.04210325703024864,0.06814625859260559,-0.04859459400177002,0.07203595340251923,0.018684765323996544
entities,0.24127137660980225,0.39018020033836365,0.256460040807724,0.35734039545059204,0.2669031023979187,0.2642708420753479,0.9999998807907104,0.23301775753498077,0.3098936676979065,0.24426595866680145,0.022845834493637085,0.025725411251187325,-0.030952174216508865,0.23055590689182281,0.1900196224451065
(,0.2411840260028839,0.23263892531394958,0.2169162482023239,0.18685734272003174,0.35032153129577637,0.23553423583507538,0.17417724430561066,0.3087427020072937,0.17885372042655945,0.29503780603408813,0.20510651171207428,0.2792432904243469,0.0012731997994706035,0.15548324584960938,0.40561532974243164
pathogens,0.24503889679908752,0.352535605430603,0.15383751690387726,0.2837522327899933,0.22946582734584808,0.29349005222320557,0.3003164529800415,0.17208784818649292,0.15375030040740967,0.1887669414281845,0.09691927582025528,0.17560294270515442,-0.07976488769054413,0.20882286131381989,0.21364152431488037
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.30739903450012207,0.2422296404838562,0.5201468467712402,0.27891093492507935,0.4120737314224243,0.2494700700044632,0.28095126152038574,-0.0016132977325469255,0.18095813691616058,0.31091248989105225
an,0.2821882665157318,0.1556541919708252,0.1867314726114273,0.19613532721996307,0.32280945777893066,0.2785964906215668,0.1772002875804901,0.2605783939361572,0.1875986009836197,0.2730048894882202,0.15296784043312073,0.18987900018692017,0.025255560874938965,0.15698443353176117,0.19793890416622162
allograft,0.22333016991615295,0.3192949593067169,0.31874531507492065,0.2978355884552002,0.33699697256088257,0.2525334060192108,0.3576500713825226,0.26907598972320557,0.26530513167381287,0.28595662117004395,0.18099217116832733,0.2497713714838028,-0.039542630314826965,0.40234678983688354,0.195121631026268
),0.26259949803352356,0.2373749315738678,0.24161455035209656,0.20013900101184845,0.3680361211299896,0.2327795773744583,0.18293222784996033,0.3326910734176636,0.18662777543067932,0.3069596290588379,0.19624292850494385,0.27428972721099854,0.021107977256178856,0.1646711826324463,0.42300865054130554
trigger,0.25090304017066956,0.2943808436393738,0.1985229253768921,0.28459227085113525,0.15345779061317444,0.33478859066963196,0.14762164652347565,0.1758493185043335,0.10052461922168732,0.20642173290252686,0.14604856073856354,0.18796712160110474,-0.18211936950683594,0.2243395298719406,0.22531388700008392
a,0.3320399522781372,0.265255331993103,0.3289857804775238,0.2633219361305237,0.5052502155303955,0.307869017124176,0.2339533120393753,0.539380669593811,0.2078917920589447,0.3783375024795532,0.15678770840168,0.21488821506500244,0.04866964742541313,0.2233850657939911,0.23916715383529663
destructive,0.2930704951286316,0.19956137239933014,0.17978383600711823,0.19892939925193787,0.21505078673362732,0.34432271122932434,0.13016961514949799,0.2215355485677719,0.13618940114974976,0.2134537249803543,0.11335495859384537,0.09056813269853592,0.07038499414920807,0.1763802468776703,0.18108771741390228
immune,0.2410416603088379,0.23878547549247742,0.15377098321914673,0.22981546819210052,0.16620753705501556,0.30002471804618835,0.20639415085315704,0.14682820439338684,0.21927544474601746,0.20084229111671448,0.07073593884706497,0.1431935578584671,-0.07542949169874191,0.2637048661708832,0.16080476343631744
response,0.3532308340072632,0.20697586238384247,0.17834842205047607,0.22730086743831635,0.21864040195941925,0.32510048151016235,0.20050545036792755,0.20744606852531433,0.33042410016059875,0.19723214209079742,0.05530596897006035,0.09180428832769394,-0.01666334457695484,0.2616921067237854,0.2007838636636734
.,0.3567904531955719,0.3452940285205841,0.3524959683418274,0.28905922174453735,0.5352458953857422,0.28581321239471436,0.24918359518051147,0.5591574311256409,0.21861378848552704,0.4446153938770294,0.2712804675102234,0.3164755403995514,-0.003708066651597619,0.18047811090946198,0.4130953550338745
