,what,tool,has,measured,the,amount,of,dust,that,travels,from,the,sahara,to,the,amazon,?
182,-0.04681291803717613,0.07092428207397461,0.09212843328714371,-0.03495508432388306,0.03700842335820198,0.03522701933979988,-0.022202739492058754,-0.0033743770327419043,0.014717614278197289,-0.012955943122506142,-0.05177156254649162,0.03700842335820198,0.0024168328382074833,-0.011615716852247715,0.03700842335820198,-0.02199956402182579,-0.048216577619314194
million,0.22197039425373077,0.13723893463611603,0.2611117959022522,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.2637370228767395,0.1516074687242508,0.252429723739624,0.277012437582016,0.2098587155342102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.23092924058437347
tons,0.15041828155517578,0.19484353065490723,0.21162201464176178,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.2261660397052765,0.150894895195961,0.13652382791042328,0.20730508863925934,0.11981531232595444,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19717051088809967
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.17862464487552643,0.14267772436141968,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.26238390803337097,0.26585280895233154,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.15803812444210052
are,0.29724663496017456,0.2178601771593094,0.4313911199569702,0.24699005484580994,0.40399202704429626,0.2873819172382355,0.39081433415412903,0.2122032791376114,0.45265161991119385,0.17861904203891754,0.2674213647842407,0.40399202704429626,0.16193075478076935,0.3504326641559601,0.40399202704429626,0.15230076014995575,0.24591213464736938
windblown,0.2304677665233612,0.1901163011789322,0.2134256809949875,0.30358463525772095,0.3168978691101074,0.20405791699886322,0.2747642695903778,0.36643874645233154,0.3038787245750427,0.31839969754219055,0.2936456501483917,0.3168978691101074,0.24108903110027313,0.27484211325645447,0.3168978691101074,0.2061614990234375,0.2240144908428192
out,0.3633197546005249,0.292790025472641,0.30727511644363403,0.2359967976808548,0.39404502511024475,0.30377626419067383,0.34176841378211975,0.29918667674064636,0.43996092677116394,0.2411985993385315,0.3196950852870941,0.39404502511024475,0.2551390826702118,0.42386990785598755,0.39404502511024475,0.15031638741493225,0.22020699083805084
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
sahara,0.24191512167453766,0.19413205981254578,0.18262594938278198,0.13201680779457092,0.23516924679279327,0.1894545555114746,0.17664550244808197,0.28134268522262573,0.22486364841461182,0.1709999293088913,0.16873504221439362,0.23516924679279327,0.9999999403953552,0.15024827420711517,0.23516924679279327,0.26794329285621643,0.17314527928829193
each,0.3353266417980194,0.17609800398349762,0.32155683636665344,0.28927627205848694,0.470844566822052,0.3607456386089325,0.38460010290145874,0.15729188919067383,0.46111494302749634,0.25983548164367676,0.22863267362117767,0.470844566822052,0.09896079450845718,0.3941934108734131,0.470844566822052,0.1488005518913269,0.21173812448978424
year,0.15184831619262695,0.13506343960762024,0.2526876926422119,0.18661636114120483,0.3609684407711029,0.2676939368247986,0.2578314542770386,0.10882840305566788,0.2826407253742218,0.17884473502635956,0.2101740688085556,0.3609684407711029,0.13338042795658112,0.23523004353046417,0.3609684407711029,0.1589571088552475,0.18315006792545319
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
at,0.2838611304759979,0.17661313712596893,0.2743658423423767,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.3183255195617676,0.219584122300148,0.3447161316871643,0.457212895154953,0.07953942567110062,0.36524343490600586,0.457212895154953,0.1615314781665802,0.21978627145290375
15,-0.01077192835509777,-0.037514302879571915,-0.030479373410344124,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.06895352154970169,-0.04161560907959938,-0.013154181651771069,-0.011810222640633583,-0.027680374681949615,-0.047946229577064514,-0.011810222640633583,-0.012911608442664146,-0.010706285014748573
degrees,0.2201736718416214,0.1947677731513977,0.21890012919902802,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.2528930604457855,0.24297037720680237,0.24367117881774902,0.22473014891147614,0.1928645521402359,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.1299446076154709
west,0.1946573108434677,0.041307125240564346,0.24930864572525024,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.14288705587387085,0.18904364109039307,0.2389117330312729,0.32918402552604675,0.26765793561935425,0.24611181020736694,0.32918402552604675,0.138602152466774,0.12088293582201004
longitude,0.2653953433036804,0.2217162549495697,0.14357808232307434,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.2028481513261795,0.2640332281589508,0.18141192197799683,0.2508544325828552,0.24152566492557526,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.19342944025993347
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
across,0.24809791147708893,0.16625896096229553,0.2821457087993622,0.3032621145248413,0.3816230297088623,0.22617805004119873,0.2936134934425354,0.21413765847682953,0.33602073788642883,0.33437380194664,0.35845574736595154,0.3816230297088623,0.2725405991077423,0.36818596720695496,0.3816230297088623,0.21476200222969055,0.17034576833248138
"1,600",0.0013495675520971417,0.25215503573417664,0.07963363826274872,0.2338145524263382,0.04439349099993706,0.16557635366916656,-0.00895964726805687,0.08849801123142242,0.11611638218164444,0.10570696741342545,0.06381126493215561,0.04439349099993706,0.02133297175168991,0.12041140347719193,0.04439349099993706,0.03478460758924484,0.05657687783241272
miles,0.1893789917230606,0.12723396718502045,0.22075259685516357,0.33142396807670593,0.25706055760383606,0.08502805978059769,0.2263605147600174,0.20904326438903809,0.16484005749225616,0.32723793387413025,0.21209825575351715,0.25706055760383606,0.14452864229679108,0.2342754453420639,0.25706055760383606,0.1900368481874466,0.09363767504692078
(,0.2411840260028839,0.1305304616689682,0.2498389035463333,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.2264307141304016,0.19049271941184998,0.25806233286857605,0.33289089798927307,0.15619352459907532,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.40561532974243164
"2,600",0.015221815556287766,0.10658840835094452,0.1302248239517212,0.15069657564163208,0.11931554228067398,0.03110876865684986,0.05123365670442581,0.09819567203521729,0.12260016798973083,0.13582631945610046,0.0791487842798233,0.11931554228067398,0.11919964849948883,0.09690508991479874,0.11931554228067398,0.1480444371700287,0.02350315824151039
km,0.1805391013622284,0.07032985985279083,0.20908011496067047,0.29542267322540283,0.21376769244670868,0.11047820746898651,0.2376161366701126,0.16242605447769165,0.1602332592010498,0.2754812240600586,0.21550244092941284,0.21376769244670868,0.12832523882389069,0.19593966007232666,0.21376769244670868,0.17538169026374817,0.08180338144302368
),0.26259949803352356,0.15837380290031433,0.26944878697395325,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.23478686809539795,0.18434388935565948,0.2672361731529236,0.3456730246543884,0.1442667692899704,0.31236231327056885,0.3456730246543884,0.131951242685318,0.42300865054130554
over,0.28007611632347107,0.2047620713710785,0.370955228805542,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.3882925808429718,0.19056732952594757,0.37539660930633545,0.39856547117233276,0.24398937821388245,0.38635820150375366,0.39856547117233276,0.18121705949306488,0.25742942094802856
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
atlantic,0.16333554685115814,0.07563887536525726,0.17720508575439453,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.2559850513935089,0.18319104611873627,0.21631835401058197,0.31052014231681824,0.26854392886161804,0.26242998242378235,0.31052014231681824,0.30139192938804626,0.15355663001537323
ocean,0.21858152747154236,0.08397814631462097,0.20168811082839966,0.22087125480175018,0.3185477554798126,0.15344691276550293,0.25798606872558594,0.2810789942741394,0.27191728353500366,0.24645765125751495,0.23398269712924957,0.3185477554798126,0.32432013750076294,0.30701687932014465,0.3185477554798126,0.29017552733421326,0.15205028653144836
(,0.2411840260028839,0.1305304616689682,0.2498389035463333,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.2264307141304016,0.19049271941184998,0.25806233286857605,0.33289089798927307,0.15619352459907532,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.40561532974243164
some,0.4491020441055298,0.2880076766014099,0.3587830364704132,0.24720537662506104,0.4566698372364044,0.3786327540874481,0.4300730526447296,0.27638301253318787,0.6049469113349915,0.19762322306632996,0.35210713744163513,0.4566698372364044,0.2305351197719574,0.4636894166469574,0.4566698372364044,0.19491901993751526,0.2562315762042999
dust,0.1907336562871933,0.17862464487552643,0.14267772436141968,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.26238390803337097,0.26585280895233154,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.15803812444210052
falls,0.1882239729166031,0.04960782453417778,0.1847171038389206,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.17870967090129852,0.3102148473262787,0.23195196688175201,0.2708098292350769,0.18480613827705383,0.15835121273994446,0.2708098292350769,0.21120955049991608,0.15918700397014618
into,0.2180619090795517,0.1477036476135254,0.29681676626205444,0.1615571826696396,0.39493247866630554,0.2708504796028137,0.32255905866622925,0.200248584151268,0.3239944875240326,0.26392585039138794,0.3410196900367737,0.39493247866630554,0.1959436684846878,0.38810545206069946,0.39493247866630554,0.13842037320137024,0.15662476420402527
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
atlantic,0.16333554685115814,0.07563887536525726,0.17720508575439453,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.2559850513935089,0.18319104611873627,0.21631835401058197,0.31052014231681824,0.26854392886161804,0.26242998242378235,0.31052014231681824,0.30139192938804626,0.15355663001537323
),0.26259949803352356,0.15837380290031433,0.26944878697395325,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.23478686809539795,0.18434388935565948,0.2672361731529236,0.3456730246543884,0.1442667692899704,0.31236231327056885,0.3456730246543884,0.131951242685318,0.42300865054130554
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
then,0.4072686731815338,0.1542205661535263,0.30170121788978577,0.19083963334560394,0.4297412931919098,0.25205758213996887,0.2937326431274414,0.18881799280643463,0.455153226852417,0.2325628101825714,0.3597400188446045,0.4297412931919098,0.17193597555160522,0.5203860402107239,0.4297412931919098,0.12791220843791962,0.2884598970413208
at,0.2838611304759979,0.17661313712596893,0.2743658423423767,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.3183255195617676,0.219584122300148,0.3447161316871643,0.457212895154953,0.07953942567110062,0.36524343490600586,0.457212895154953,0.1615314781665802,0.21978627145290375
35,-0.016979239881038666,-0.05654589459300041,-0.0899919867515564,-0.066204734146595,-0.04927394539117813,0.03481365367770195,-0.05862995982170105,-0.09235742688179016,-0.05084999278187752,-0.06310200691223145,-0.014427011832594872,-0.04927394539117813,-0.002708201063796878,-0.06221745163202286,-0.04927394539117813,-0.09066765755414963,-0.044106997549533844
degrees,0.2201736718416214,0.1947677731513977,0.21890012919902802,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.2528930604457855,0.24297037720680237,0.24367117881774902,0.22473014891147614,0.1928645521402359,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.1299446076154709
west,0.1946573108434677,0.041307125240564346,0.24930864572525024,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.14288705587387085,0.18904364109039307,0.2389117330312729,0.32918402552604675,0.26765793561935425,0.24611181020736694,0.32918402552604675,0.138602152466774,0.12088293582201004
longitude,0.2653953433036804,0.2217162549495697,0.14357808232307434,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.2028481513261795,0.2640332281589508,0.18141192197799683,0.2508544325828552,0.24152566492557526,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.19342944025993347
at,0.2838611304759979,0.17661313712596893,0.2743658423423767,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.3183255195617676,0.219584122300148,0.3447161316871643,0.457212895154953,0.07953942567110062,0.36524343490600586,0.457212895154953,0.1615314781665802,0.21978627145290375
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
eastern,0.2263268083333969,0.1040392741560936,0.18154920637607574,0.15833841264247894,0.3928247392177582,0.10734222829341888,0.33281487226486206,0.14646625518798828,0.23358812928199768,0.15441569685935974,0.2597717344760895,0.3928247392177582,0.32484015822410583,0.1750476211309433,0.3928247392177582,0.22832134366035461,0.20060817897319794
coast,0.2200622260570526,0.07878243178129196,0.19459828734397888,0.15810547769069672,0.28366661071777344,0.10121537744998932,0.2811681628227234,0.17937426269054413,0.19411782920360565,0.24720782041549683,0.2436395138502121,0.28366661071777344,0.3374280631542206,0.23308983445167542,0.28366661071777344,0.18184979259967804,0.15869849920272827
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
south,0.15388517081737518,0.1000407263636589,0.2072066068649292,0.22016523778438568,0.3129390776157379,0.04964972659945488,0.33382371068000793,0.20622549951076508,0.1571199595928192,0.239302858710289,0.308648020029068,0.3129390776157379,0.3288394510746002,0.25657615065574646,0.3129390776157379,0.23864558339118958,0.12336621433496475
america,0.2517423629760742,0.14315813779830933,0.1613205373287201,0.15401369333267212,0.37090015411376953,0.1575353443622589,0.28803038597106934,0.16416385769844055,0.28841280937194824,0.210129514336586,0.1968681514263153,0.37090015411376953,0.30101364850997925,0.2636699676513672,0.37090015411376953,0.37370234727859497,0.19333907961845398
",",0.3087472915649414,0.21031200885772705,0.3734780251979828,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.4137537479400635,0.20302538573741913,0.39760664105415344,0.4933079481124878,0.19524148106575012,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.31091248989105225
27.7,-0.34679582715034485,-0.30320775508880615,-0.3177461624145508,-0.2235599011182785,-0.24633660912513733,-0.3490774631500244,-0.25649863481521606,-0.14614100754261017,-0.3937903344631195,-0.09780101478099823,-0.22654686868190765,-0.24633660912513733,-0.2711383104324341,-0.32436224818229675,-0.24633660912513733,-0.11925646662712097,-0.3020332455635071
million,0.22197039425373077,0.13723893463611603,0.2611117959022522,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.2637370228767395,0.1516074687242508,0.252429723739624,0.277012437582016,0.2098587155342102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.23092924058437347
tons,0.15041828155517578,0.19484353065490723,0.21162201464176178,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.2261660397052765,0.150894895195961,0.13652382791042328,0.20730508863925934,0.11981531232595444,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19717051088809967
(,0.2411840260028839,0.1305304616689682,0.2498389035463333,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.2264307141304016,0.19049271941184998,0.25806233286857605,0.33289089798927307,0.15619352459907532,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.40561532974243164
15,-0.01077192835509777,-0.037514302879571915,-0.030479373410344124,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.06895352154970169,-0.04161560907959938,-0.013154181651771069,-0.011810222640633583,-0.027680374681949615,-0.047946229577064514,-0.011810222640633583,-0.012911608442664146,-0.010706285014748573
%,0.20738190412521362,0.14172513782978058,0.2022343873977661,0.21317414939403534,0.21490740776062012,0.2841183543205261,0.19953428208827972,0.15758822858333588,0.19162102043628693,0.08749455958604813,0.21054168045520782,0.21490740776062012,0.15446265041828156,0.18513022363185883,0.21490740776062012,0.17626920342445374,0.21441808342933655
),0.26259949803352356,0.15837380290031433,0.26944878697395325,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.23478686809539795,0.18434388935565948,0.2672361731529236,0.3456730246543884,0.1442667692899704,0.31236231327056885,0.3456730246543884,0.131951242685318,0.42300865054130554
of,0.33290785551071167,0.15587300062179565,0.3909035325050354,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.41498205065727234,0.2645129859447479,0.4249346852302551,0.733189046382904,0.17664550244808197,0.41548454761505127,0.733189046382904,0.20143137872219086,0.1826142966747284
dust,0.1907336562871933,0.17862464487552643,0.14267772436141968,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.26238390803337097,0.26585280895233154,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.15803812444210052
fall,0.26931828260421753,0.11277276277542114,0.09333419054746628,0.16108930110931396,0.3639753758907318,0.1813085973262787,0.2854328155517578,0.27373093366622925,0.2639525830745697,0.24566787481307983,0.29061755537986755,0.3639753758907318,0.21163059771060944,0.1966593861579895,0.3639753758907318,0.14312735199928284,0.1656162142753601
over,0.28007611632347107,0.2047620713710785,0.370955228805542,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.3882925808429718,0.19056732952594757,0.37539660930633545,0.39856547117233276,0.24398937821388245,0.38635820150375366,0.39856547117233276,0.18121705949306488,0.25742942094802856
the,0.42745697498321533,0.20790323615074158,0.4177538752555847,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.5473989248275757,0.31547650694847107,0.40150508284568787,1.0,0.23516924679279327,0.535392165184021,1.0,0.260541707277298,0.22068053483963013
amazon,0.16355936229228973,0.15676365792751312,0.1779293268918991,0.1639031171798706,0.260541707277298,0.1940114051103592,0.20143137872219086,0.13802170753479004,0.2228476107120514,0.1975102722644806,0.08236479759216309,0.260541707277298,0.26794329285621643,0.17033490538597107,0.260541707277298,1.0000001192092896,0.18144656717777252
basin,0.1565224826335907,0.12286479026079178,0.18059469759464264,0.24656406044960022,0.24553915858268738,0.19711507856845856,0.2557278275489807,0.27528029680252075,0.21932947635650635,0.118806391954422,0.19501222670078278,0.24553915858268738,0.313738614320755,0.1498844176530838,0.24553915858268738,0.41143864393234253,0.14685653150081635
