,a,teacher,must,be,a,member,in,good,standing,with,what,entity,in,many,situations,?
of,0.5052502155303955,0.19968076050281525,0.24322323501110077,0.33904364705085754,0.5052502155303955,0.2701796889305115,0.5696388483047485,0.2696770131587982,0.30196839570999146,0.41827285289764404,0.33290785551071167,0.21258564293384552,0.5696388483047485,0.37253960967063904,0.19685450196266174,0.1826142966747284
practice,0.27658340334892273,0.27965492010116577,0.2852766215801239,0.2743644714355469,0.27658340334892273,0.2764430642127991,0.24572531878948212,0.31561779975891113,0.24736405909061432,0.21465755999088287,0.2749895751476288,0.21441411972045898,0.24572531878948212,0.24912574887275696,0.3347594738006592,0.21386858820915222
",",0.427140474319458,0.2884024977684021,0.2231246829032898,0.39254459738731384,0.427140474319458,0.25757819414138794,0.5201468467712402,0.3217065632343292,0.22449126839637756,0.4120737314224243,0.3087472915649414,0.19129666686058044,0.5201468467712402,0.40610817074775696,0.20087973773479462,0.31091248989105225
providing,0.2715930938720703,0.1700018346309662,0.34914177656173706,0.36757728457450867,0.2715930938720703,0.1343030333518982,0.19932186603546143,0.3422488570213318,0.28063660860061646,0.31286540627479553,0.21766136586666107,0.22636988759040833,0.19932186603546143,0.3077678680419922,0.36535555124282837,0.1936793476343155
for,0.44038116931915283,0.23373261094093323,0.31100544333457947,0.3801851272583008,0.44038116931915283,0.2718653976917267,0.4322226941585541,0.39067649841308594,0.2957304120063782,0.39140474796295166,0.3017193675041199,0.18166229128837585,0.4322226941585541,0.40972793102264404,0.30300626158714294,0.264628142118454
the,0.5829201340675354,0.17760860919952393,0.2713140547275543,0.4248143136501312,0.5829201340675354,0.2806392312049866,0.6662389636039734,0.2735973596572876,0.32312217354774475,0.4223487675189972,0.42745697498321533,0.2403784692287445,0.6662389636039734,0.4335206151008606,0.2505728304386139,0.22068053483963013
ongoing,0.28042149543762207,0.05816943943500519,0.18149670958518982,0.23346158862113953,0.28042149543762207,0.17069414258003235,0.2755858302116394,0.19067217409610748,0.15811750292778015,0.23732483386993408,0.30659452080726624,0.2459094375371933,0.2755858302116394,0.26122185587882996,0.35627514123916626,0.24929021298885345
education,0.21779850125312805,0.4505820572376251,0.2360241413116455,0.19451211392879486,0.21779850125312805,0.2138187438249588,0.2654339671134949,0.2941954433917999,0.18221624195575714,0.11138669401407242,0.19940856099128723,0.19718119502067566,0.2654339671134949,0.2013951987028122,0.20293352007865906,0.18067774176597595
of,0.5052502155303955,0.19968076050281525,0.24322323501110077,0.33904364705085754,0.5052502155303955,0.2701796889305115,0.5696388483047485,0.2696770131587982,0.30196839570999146,0.41827285289764404,0.33290785551071167,0.21258564293384552,0.5696388483047485,0.37253960967063904,0.19685450196266174,0.1826142966747284
teachers,0.2509842813014984,0.7334206104278564,0.2154170721769333,0.20256873965263367,0.2509842813014984,0.19765903055667877,0.2128150761127472,0.2723744511604309,0.1529114842414856,0.17936164140701294,0.2526462972164154,0.06472471356391907,0.2128150761127472,0.29123616218566895,0.24095286428928375,0.19522249698638916
",",0.427140474319458,0.2884024977684021,0.2231246829032898,0.39254459738731384,0.427140474319458,0.25757819414138794,0.5201468467712402,0.3217065632343292,0.22449126839637756,0.4120737314224243,0.3087472915649414,0.19129666686058044,0.5201468467712402,0.40610817074775696,0.20087973773479462,0.31091248989105225
investigating,0.23532773554325104,0.20967768132686615,0.1425052434206009,0.23547308146953583,0.23532773554325104,0.21001757681369781,0.26570940017700195,0.15737980604171753,0.20213937759399414,0.1940147876739502,0.25692835450172424,0.18525007367134094,0.26570940017700195,0.27727529406547546,0.3211362957954407,0.16215763986110687
complaints,0.2440429925918579,0.14389023184776306,0.28976723551750183,0.34405168890953064,0.2440429925918579,0.1838090419769287,0.17870371043682098,0.22013956308364868,0.25285789370536804,0.27391478419303894,0.3619142174720764,0.1597050428390503,0.17870371043682098,0.30034884810447693,0.4684703052043915,0.25279009342193604
involving,0.24843230843544006,0.07458924502134323,0.21821223199367523,0.20224297046661377,0.24843230843544006,0.1526457965373993,0.3576067388057709,0.0926254615187645,0.15797503292560577,0.3238080143928528,0.22227725386619568,0.22584231197834015,0.3576067388057709,0.2604101300239563,0.34487804770469666,0.19034086167812347
members,0.1873859316110611,0.12784385681152344,0.19468946754932404,0.20344331860542297,0.1873859316110611,0.7046385407447815,0.196792870759964,0.11361496895551682,0.21299901604652405,0.2579888701438904,0.16873176395893097,0.13225822150707245,0.196792870759964,0.25127971172332764,0.1879134476184845,0.10212311148643494
",",0.427140474319458,0.2884024977684021,0.2231246829032898,0.39254459738731384,0.427140474319458,0.25757819414138794,0.5201468467712402,0.3217065632343292,0.22449126839637756,0.4120737314224243,0.3087472915649414,0.19129666686058044,0.5201468467712402,0.40610817074775696,0.20087973773479462,0.31091248989105225
conducting,0.2139514535665512,0.29457515478134155,0.12910929322242737,0.15140944719314575,0.2139514535665512,0.11430467665195465,0.28811705112457275,0.271506667137146,0.1607864648103714,0.25554710626602173,0.18511110544204712,0.11056496202945709,0.28811705112457275,0.2809017598628998,0.22106876969337463,0.06755834817886353
hearings,0.2203540802001953,0.19824683666229248,0.2637231647968292,0.2526901960372925,0.2203540802001953,0.16048304736614227,0.2096882164478302,0.20563311874866486,0.24263855814933777,0.2315017580986023,0.27326205372810364,0.15857186913490295,0.2096882164478302,0.2168424129486084,0.30949461460113525,0.17367567121982574
into,0.3461161255836487,0.08216088265180588,0.1991632729768753,0.3462390601634979,0.3461161255836487,0.126095712184906,0.38021373748779297,0.1321711391210556,0.1476317197084427,0.2912435233592987,0.2180619090795517,0.14294084906578064,0.38021373748779297,0.2618265151977539,0.1915069818496704,0.15662476420402527
allegations,0.23166947066783905,0.16501452028751373,0.19323138892650604,0.2245500236749649,0.23166947066783905,0.20994998514652252,0.23326563835144043,0.21721014380455017,0.22664347290992737,0.19327066838741302,0.23008185625076294,0.1910291612148285,0.23326563835144043,0.25040173530578613,0.4397980868816376,0.23546560108661652
of,0.5052502155303955,0.19968076050281525,0.24322323501110077,0.33904364705085754,0.5052502155303955,0.2701796889305115,0.5696388483047485,0.2696770131587982,0.30196839570999146,0.41827285289764404,0.33290785551071167,0.21258564293384552,0.5696388483047485,0.37253960967063904,0.19685450196266174,0.1826142966747284
professional,0.2665292024612427,0.265836626291275,0.09897125512361526,0.14581933617591858,0.2665292024612427,0.24267059564590454,0.20803587138652802,0.24748067557811737,0.17434914410114288,0.19501441717147827,0.20202119648456573,0.09654595702886581,0.20803587138652802,0.18333730101585388,0.15098978579044342,0.13074518740177155
misconduct,0.24821317195892334,0.15437303483486176,0.2719928026199341,0.27857711911201477,0.24821317195892334,0.15954096615314484,0.2310483604669571,0.25904086232185364,0.20278878509998322,0.1946912258863449,0.2703917920589447,0.24107271432876587,0.2310483604669571,0.2172582447528839,0.38425955176353455,0.21460698544979095
and,0.3739250600337982,0.27571162581443787,0.33253467082977295,0.41766801476478577,0.3739250600337982,0.28606608510017395,0.4954058527946472,0.3426591157913208,0.26176032423973083,0.5477725267410278,0.31309178471565247,0.20907706022262573,0.4954058527946472,0.5296266674995422,0.2805238664150238,0.20544172823429108
taking,0.2834925353527069,0.17094197869300842,0.24606633186340332,0.28882884979248047,0.2834925353527069,0.15096968412399292,0.25282081961631775,0.26553845405578613,0.2689325213432312,0.2591518759727478,0.24635453522205353,0.14395397901535034,0.25282081961631775,0.24438248574733734,0.25631245970726013,0.19960761070251465
appropriate,0.1916482150554657,0.1399274319410324,0.3191620707511902,0.4851205348968506,0.1916482150554657,0.134998619556427,0.16018737852573395,0.3054623007774353,0.17974185943603516,0.2186829298734665,0.29508692026138306,0.1965421736240387,0.16018737852573395,0.24942076206207275,0.29765620827674866,0.2732597291469574
disciplinary,0.2215966433286667,0.2815144956111908,0.21433591842651367,0.17670394480228424,0.2215966433286667,0.19937047362327576,0.22835305333137512,0.22460094094276428,0.24330778419971466,0.14280866086483002,0.23881381750106812,0.2143757939338684,0.22835305333137512,0.24647358059883118,0.29748156666755676,0.0760471373796463
action,0.2362375408411026,0.1565733253955841,0.22202716767787933,0.2540651559829712,0.2362375408411026,0.18496346473693848,0.22362500429153442,0.1781618297100067,0.19739817082881927,0.17809714376926422,0.30170392990112305,0.1253860592842102,0.22362500429153442,0.24865955114364624,0.3175162076950073,0.250188946723938
and,0.3739250600337982,0.27571162581443787,0.33253467082977295,0.41766801476478577,0.3739250600337982,0.28606608510017395,0.4954058527946472,0.3426591157913208,0.26176032423973083,0.5477725267410278,0.31309178471565247,0.20907706022262573,0.4954058527946472,0.5296266674995422,0.2805238664150238,0.20544172823429108
accrediting,0.23204918205738068,0.23547528684139252,0.28555628657341003,0.22478130459785461,0.23204918205738068,0.23358279466629028,0.19282761216163635,0.3114815354347229,0.19231803715229034,0.16845199465751648,0.28766679763793945,0.312399685382843,0.19282761216163635,0.23471030592918396,0.27324309945106506,0.29970458149909973
teacher,0.31202319264411926,0.9999998807907104,0.15526846051216125,0.1891087293624878,0.31202319264411926,0.21995455026626587,0.22632350027561188,0.3041628301143646,0.13845549523830414,0.13737362623214722,0.20492632687091827,0.10138304531574249,0.22632350027561188,0.16581547260284424,0.14729347825050354,0.1797819435596466
education,0.21779850125312805,0.4505820572376251,0.2360241413116455,0.19451211392879486,0.21779850125312805,0.2138187438249588,0.2654339671134949,0.2941954433917999,0.18221624195575714,0.11138669401407242,0.19940856099128723,0.19718119502067566,0.2654339671134949,0.2013951987028122,0.20293352007865906,0.18067774176597595
programs,0.25316864252090454,0.2544444799423218,0.1941605508327484,0.24123507738113403,0.25316864252090454,0.14814937114715576,0.2276356965303421,0.2140263020992279,0.06881352514028549,0.1916923075914383,0.23178155720233917,0.20722638070583344,0.2276356965303421,0.38324689865112305,0.3585534691810608,0.16452431678771973
.,0.50484299659729,0.225234717130661,0.27722811698913574,0.4383580684661865,0.50484299659729,0.19907453656196594,0.5591574311256409,0.29664117097854614,0.24833691120147705,0.4446153938770294,0.3567904531955719,0.24862751364707947,0.5591574311256409,0.3974229395389557,0.23311331868171692,0.4130953550338745
,a,teacher,must,be,a,member,in,good,standing,with,what,entity,in,many,situations,?
in,0.539380669593811,0.22632350027561188,0.18276341259479523,0.3481820821762085,0.539380669593811,0.20856694877147675,1.0,0.2152448445558548,0.23342552781105042,0.4080928862094879,0.30808621644973755,0.22507517039775848,1.0,0.41474202275276184,0.23203225433826447,0.20430970191955566
many,0.2872205972671509,0.16581547260284424,0.25259166955947876,0.3961109519004822,0.2872205972671509,0.11200715601444244,0.41474202275276184,0.35262995958328247,0.22681090235710144,0.35744401812553406,0.36131182312965393,0.14893649518489838,0.41474202275276184,0.9999999403953552,0.39155492186546326,0.2124512493610382
situations,0.2725852429866791,0.14729347825050354,0.38130512833595276,0.4006953835487366,0.2725852429866791,0.09434100985527039,0.23203225433826447,0.2470494657754898,0.319318026304245,0.2894513010978699,0.38073766231536865,0.3057265877723694,0.23203225433826447,0.39155492186546326,1.0,0.2605491280555725
teachers,0.2509842813014984,0.7334206104278564,0.2154170721769333,0.20256873965263367,0.2509842813014984,0.19765903055667877,0.2128150761127472,0.2723744511604309,0.1529114842414856,0.17936164140701294,0.2526462972164154,0.06472471356391907,0.2128150761127472,0.29123616218566895,0.24095286428928375,0.19522249698638916
in,0.539380669593811,0.22632350027561188,0.18276341259479523,0.3481820821762085,0.539380669593811,0.20856694877147675,1.0,0.2152448445558548,0.23342552781105042,0.4080928862094879,0.30808621644973755,0.22507517039775848,1.0,0.41474202275276184,0.23203225433826447,0.20430970191955566
publicly,0.13090147078037262,0.09740690886974335,0.21754446625709534,0.27423232793807983,0.13090147078037262,0.1988115906715393,0.17667265236377716,0.15307021141052246,0.17336685955524445,0.24367916584014893,0.2473599910736084,0.24396511912345886,0.17667265236377716,0.2424820363521576,0.22814323008060455,0.24073180556297302
funded,0.13728104531764984,0.1863022744655609,0.14682871103286743,0.19414004683494568,0.13728104531764984,0.21258263289928436,0.21351924538612366,0.14703543484210968,0.1607990264892578,0.16366346180438995,0.12889151275157928,0.20860792696475983,0.21351924538612366,0.25669431686401367,0.19195090234279633,0.14043596386909485
schools,0.2118925303220749,0.40885695815086365,0.17610707879066467,0.21943484246730804,0.2118925303220749,0.1388864517211914,0.2632134258747101,0.2281089574098587,0.15396471321582794,0.13740696012973785,0.1820785105228424,0.08553634583950043,0.2632134258747101,0.3108086585998535,0.2176903635263443,0.18349280953407288
must,0.3016769587993622,0.15526846051216125,1.0,0.4737209677696228,0.3016769587993622,0.187493696808815,0.18276341259479523,0.30945849418640137,0.2785762548446655,0.28391414880752563,0.30362528562545776,0.27852949500083923,0.18276341259479523,0.25259166955947876,0.38130512833595276,0.23707495629787445
be,0.39883795380592346,0.1891087293624878,0.4737209677696228,1.0,0.39883795380592346,0.15509481728076935,0.3481820821762085,0.3490540385246277,0.27520814538002014,0.36101722717285156,0.3929833769798279,0.2448408603668213,0.3481820821762085,0.3961109519004822,0.4006953835487366,0.3324260413646698
members,0.1873859316110611,0.12784385681152344,0.19468946754932404,0.20344331860542297,0.1873859316110611,0.7046385407447815,0.196792870759964,0.11361496895551682,0.21299901604652405,0.2579888701438904,0.16873176395893097,0.13225822150707245,0.196792870759964,0.25127971172332764,0.1879134476184845,0.10212311148643494
in,0.539380669593811,0.22632350027561188,0.18276341259479523,0.3481820821762085,0.539380669593811,0.20856694877147675,1.0,0.2152448445558548,0.23342552781105042,0.4080928862094879,0.30808621644973755,0.22507517039775848,1.0,0.41474202275276184,0.23203225433826447,0.20430970191955566
good,0.3146486282348633,0.3041628301143646,0.30945849418640137,0.3490540385246277,0.3146486282348633,0.1304256170988083,0.2152448445558548,0.9999999403953552,0.2801356017589569,0.2699926197528839,0.3916934132575989,0.1068156436085701,0.2152448445558548,0.35262995958328247,0.2470494657754898,0.3187684714794159
standing,0.3191242814064026,0.13845549523830414,0.2785762548446655,0.27520814538002014,0.3191242814064026,0.24390104413032532,0.23342552781105042,0.2801356017589569,0.9999999403953552,0.2784639894962311,0.19543994963169098,0.13335181772708893,0.23342552781105042,0.22681090235710144,0.319318026304245,0.11972658336162567
with,0.3783375024795532,0.13737362623214722,0.28391414880752563,0.36101722717285156,0.3783375024795532,0.1763933300971985,0.4080928862094879,0.2699926197528839,0.2784639894962311,0.9999999403953552,0.2464839518070221,0.10929257422685623,0.4080928862094879,0.35744401812553406,0.2894513010978699,0.2433311939239502
the,0.5829201340675354,0.17760860919952393,0.2713140547275543,0.4248143136501312,0.5829201340675354,0.2806392312049866,0.6662389636039734,0.2735973596572876,0.32312217354774475,0.4223487675189972,0.42745697498321533,0.2403784692287445,0.6662389636039734,0.4335206151008606,0.2505728304386139,0.22068053483963013
college,0.20302298665046692,0.39874279499053955,0.13240879774093628,0.1422659456729889,0.20302298665046692,0.19352437555789948,0.2160365730524063,0.19745691120624542,0.19950950145721436,0.0926685705780983,0.20568516850471497,0.12656772136688232,0.2160365730524063,0.20574161410331726,0.08487770706415176,0.11076676845550537
",",0.427140474319458,0.2884024977684021,0.2231246829032898,0.39254459738731384,0.427140474319458,0.25757819414138794,0.5201468467712402,0.3217065632343292,0.22449126839637756,0.4120737314224243,0.3087472915649414,0.19129666686058044,0.5201468467712402,0.40610817074775696,0.20087973773479462,0.31091248989105225
and,0.3739250600337982,0.27571162581443787,0.33253467082977295,0.41766801476478577,0.3739250600337982,0.28606608510017395,0.4954058527946472,0.3426591157913208,0.26176032423973083,0.5477725267410278,0.31309178471565247,0.20907706022262573,0.4954058527946472,0.5296266674995422,0.2805238664150238,0.20544172823429108
private,0.20346391201019287,0.22162912786006927,0.19110074639320374,0.1834806501865387,0.20346391201019287,0.19342178106307983,0.21135757863521576,0.18689791858196259,0.16964374482631683,0.20792533457279205,0.16778090596199036,0.26600924134254456,0.21135757863521576,0.2148355096578598,0.28033265471458435,0.14389030635356903
schools,0.2118925303220749,0.40885695815086365,0.17610707879066467,0.21943484246730804,0.2118925303220749,0.1388864517211914,0.2632134258747101,0.2281089574098587,0.15396471321582794,0.13740696012973785,0.1820785105228424,0.08553634583950043,0.2632134258747101,0.3108086585998535,0.2176903635263443,0.18349280953407288
may,0.29255667328834534,0.15417979657649994,0.35644111037254333,0.45514434576034546,0.29255667328834534,0.1533735990524292,0.3424151837825775,0.263968288898468,0.20204509794712067,0.23512546718120575,0.25739946961402893,0.12395066767930984,0.3424151837825775,0.29758191108703613,0.2755342125892639,0.2768254578113556
also,0.5149940252304077,0.23410376906394958,0.28744056820869446,0.48342031240463257,0.5149940252304077,0.2834150791168213,0.5073733329772949,0.3693075478076935,0.22969025373458862,0.44397303462028503,0.42747777700424194,0.23840709030628204,0.5073733329772949,0.6258217096328735,0.34262335300445557,0.21848613023757935
require,0.24720792472362518,0.11969908326864243,0.521908164024353,0.40844497084617615,0.24720792472362518,0.09753226488828659,0.14079172909259796,0.27629798650741577,0.15118196606636047,0.2634866237640381,0.2487315833568573,0.2702781558036804,0.14079172909259796,0.26421883702278137,0.3562702238559723,0.2463286817073822
their,0.29698723554611206,0.11377552151679993,0.3043864369392395,0.3200586438179016,0.29698723554611206,0.11408882588148117,0.34976133704185486,0.31324175000190735,0.2865380346775055,0.4258328378200531,0.35142919421195984,0.18816278874874115,0.34976133704185486,0.4574248492717743,0.3016696572303772,0.1898253709077835
teachers,0.2509842813014984,0.7334206104278564,0.2154170721769333,0.20256873965263367,0.2509842813014984,0.19765903055667877,0.2128150761127472,0.2723744511604309,0.1529114842414856,0.17936164140701294,0.2526462972164154,0.06472471356391907,0.2128150761127472,0.29123616218566895,0.24095286428928375,0.19522249698638916
to,0.45503583550453186,0.1991342306137085,0.43356871604919434,0.4972836375236511,0.45503583550453186,0.19456195831298828,0.45010748505592346,0.30719634890556335,0.2908179461956024,0.4239959120750427,0.455847829580307,0.19512765109539032,0.45010748505592346,0.40243685245513916,0.3599810302257538,0.29463258385658264
be,0.39883795380592346,0.1891087293624878,0.4737209677696228,1.0,0.39883795380592346,0.15509481728076935,0.3481820821762085,0.3490540385246277,0.27520814538002014,0.36101722717285156,0.3929833769798279,0.2448408603668213,0.3481820821762085,0.3961109519004822,0.4006953835487366,0.3324260413646698
college,0.20302298665046692,0.39874279499053955,0.13240879774093628,0.1422659456729889,0.20302298665046692,0.19352437555789948,0.2160365730524063,0.19745691120624542,0.19950950145721436,0.0926685705780983,0.20568516850471497,0.12656772136688232,0.2160365730524063,0.20574161410331726,0.08487770706415176,0.11076676845550537
peoples,0.1869891732931137,0.11159826815128326,0.13480184972286224,0.1862020343542099,0.1869891732931137,0.18383128941059113,0.2226382941007614,0.1659059375524521,0.19283568859100342,0.20099160075187683,0.26138749718666077,0.30163487792015076,0.2226382941007614,0.3117768168449402,0.24644871056079865,0.2085462063550949
.,0.50484299659729,0.225234717130661,0.27722811698913574,0.4383580684661865,0.50484299659729,0.19907453656196594,0.5591574311256409,0.29664117097854614,0.24833691120147705,0.4446153938770294,0.3567904531955719,0.24862751364707947,0.5591574311256409,0.3974229395389557,0.23311331868171692,0.4130953550338745
