,for,what,size,natural,number,does,bertrand,'s,postulate,hold,?
which,0.44095608592033386,0.5261979103088379,0.3073295056819916,0.2654266059398651,0.3661547005176544,0.39111801981925964,0.10974244773387909,0.03856118768453598,0.30523133277893066,0.32377585768699646,0.25814583897590637
states,0.2496437132358551,0.21526020765304565,0.17931771278381348,0.2139897495508194,0.2313869148492813,0.18093830347061157,0.20704543590545654,-0.004298824816942215,0.22735925018787384,0.21961475908756256,0.16272737085819244
that,0.4137635827064514,0.6297725439071655,0.3037673830986023,0.23673862218856812,0.32951247692108154,0.4764937460422516,0.16041304171085358,0.04397977516055107,0.36842939257621765,0.34848764538764954,0.32716336846351624
there,0.3728419542312622,0.35085538029670715,0.22725626826286316,0.2135133445262909,0.35469454526901245,0.2930194139480591,0.17123568058013916,-0.04860968142747879,0.27254778146743774,0.24829471111297607,0.29405656456947327
always,0.3574601709842682,0.413568377494812,0.20923243463039398,0.17732369899749756,0.2819766700267792,0.39540526270866394,0.19444586336612701,0.07762603461742401,0.2422543615102768,0.30722513794898987,0.26136693358421326
exists,0.24279531836509705,0.3020588457584381,0.22404879331588745,0.21656866371631622,0.26483482122421265,0.41654524207115173,0.2229084074497223,0.024081893265247345,0.3456229269504547,0.2403649240732193,0.26845401525497437
at,0.34237727522850037,0.2838611304759979,0.13528449833393097,0.15606315433979034,0.20500339567661285,0.17465277016162872,0.14183203876018524,-0.08481216430664062,0.11566848307847977,0.260353684425354,0.21978627145290375
least,0.330973356962204,0.3337163031101227,0.23331411182880402,0.1847957968711853,0.36161690950393677,0.23802171647548676,0.16195811331272125,0.05887432023882866,0.23494119942188263,0.18576933443546295,0.28866854310035706
one,0.384836345911026,0.376489520072937,0.23012298345565796,0.24921293556690216,0.4248921275138855,0.2924913763999939,0.23053382337093353,0.06913424283266068,0.29227209091186523,0.344856858253479,0.2673267424106598
prime,0.17833133041858673,0.15586113929748535,0.10158540308475494,0.1771565079689026,0.2556258738040924,0.19604897499084473,0.22327561676502228,-0.0056337774731218815,0.24006322026252747,0.15331196784973145,0.11276303976774216
number,0.2861633002758026,0.23046229779720306,0.2965795695781708,0.1901969313621521,1.0,0.1831183135509491,0.1536797285079956,0.033178191632032394,0.2552981674671173,0.26629573106765747,0.19256845116615295
p,0.13376198709011078,0.18586504459381104,0.11899010837078094,0.13867780566215515,0.17267411947250366,0.10012779384851456,0.1903959959745407,0.07090399414300919,0.18330694735050201,0.10001418739557266,0.20840544998645782
with,0.39140474796295166,0.2464839518070221,0.19676974415779114,0.09072273224592209,0.2513769268989563,0.26186925172805786,0.18482822179794312,-0.04624466598033905,0.2014497071504593,0.22930166125297546,0.2433311939239502
n,0.1384572833776474,0.16510315239429474,0.13694354891777039,0.19676735997200012,0.2545117735862732,0.184051975607872,0.16713400185108185,0.13510282337665558,0.23488211631774902,0.1855914443731308,0.19161871075630188
<,0.1510176658630371,0.18877972662448883,0.22586891055107117,0.10306994616985321,0.26685065031051636,0.24988827109336853,0.22001570463180542,0.028291644528508186,0.22527794539928436,0.11403199285268784,0.38651639223098755
p,0.13376198709011078,0.18586504459381104,0.11899010837078094,0.13867780566215515,0.17267411947250366,0.10012779384851456,0.1903959959745407,0.07090399414300919,0.18330694735050201,0.10001418739557266,0.20840544998645782
<,0.1510176658630371,0.18877972662448883,0.22586891055107117,0.10306994616985321,0.26685065031051636,0.24988827109336853,0.22001570463180542,0.028291644528508186,0.22527794539928436,0.11403199285268784,0.38651639223098755
2n,-0.035248931497335434,0.028559144586324692,0.08094777911901474,-0.01451437920331955,0.0795046016573906,-0.02538757398724556,0.05038435757160187,0.00632577994838357,0.07652817666530609,-0.03494010493159294,-0.061072010546922684
−,0.15744571387767792,0.14940914511680603,0.18006975948810577,0.1584877073764801,0.20983298122882843,0.21838165819644928,0.24265487492084503,0.06571318954229355,0.18986038863658905,0.14593318104743958,0.22067660093307495
2,-0.09542696177959442,-0.049862053245306015,-0.027175718918442726,-0.06790293753147125,0.04057243838906288,-0.06106966361403465,0.028948428109288216,0.10492397099733353,0.054139528423547745,0.03209078684449196,0.001977203879505396
",",0.4464869201183319,0.3087472915649414,0.2156888097524643,0.30864179134368896,0.2535701394081116,0.28617382049560547,0.3278551399707794,-0.0016132977325469255,0.24302847683429718,0.2803111970424652,0.31091248989105225
for,0.9999999403953552,0.3017193675041199,0.1818288266658783,0.20802545547485352,0.2861633002758026,0.35159170627593994,0.18927069008350372,-0.07241261005401611,0.1664469838142395,0.325223445892334,0.264628142118454
any,0.3944643437862396,0.43670421838760376,0.28004691004753113,0.20670585334300995,0.350625604391098,0.5203019976615906,0.13583822548389435,0.09017360955476761,0.31267493963241577,0.36762502789497375,0.4113408327102661
natural,0.20802545547485352,0.15666867792606354,0.14681078493595123,1.0,0.1901969313621521,0.1582203060388565,0.1673935204744339,-0.049410052597522736,0.2358727604150772,0.06496783345937729,0.16155436635017395
number,0.2861633002758026,0.23046229779720306,0.2965795695781708,0.1901969313621521,1.0,0.1831183135509491,0.1536797285079956,0.033178191632032394,0.2552981674671173,0.26629573106765747,0.19256845116615295
n,0.1384572833776474,0.16510315239429474,0.13694354891777039,0.19676735997200012,0.2545117735862732,0.184051975607872,0.16713400185108185,0.13510282337665558,0.23488211631774902,0.1855914443731308,0.19161871075630188
>,0.19978946447372437,0.10452091693878174,0.25676077604293823,0.09368909895420074,0.22310636937618256,0.13698267936706543,0.09546800702810287,0.08055411279201508,0.130377396941185,0.13477115333080292,0.25022614002227783
3,0.04892069101333618,0.04473085701465607,-0.05441586300730705,0.05539040267467499,-0.0164857879281044,0.09254035353660583,0.030323801562190056,-0.06116730347275734,0.031061973422765732,1.084331870515598e-05,0.005975271109491587
.,0.4726039469242096,0.3567904531955719,0.30260366201400757,0.25792330503463745,0.3256329298019409,0.3022993505001068,0.2827604115009308,-0.003708066651597619,0.26137009263038635,0.30296799540519714,0.4130953550338745
