,how,many,individual,libraries,make,up,the,main,school,library,?
and,0.33647966384887695,0.5296266674995422,0.30311039090156555,0.28810685873031616,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.29831406474113464,0.2752758264541626,0.18451033532619476,0.20544172823429108
private,0.08935344964265823,0.2148355096578598,0.21468594670295715,0.3285027742385864,0.16853754222393036,0.12035677582025528,0.18291357159614563,0.13530492782592773,0.3584248125553131,0.20243872702121735,0.14389030635356903
library,0.09932420402765274,0.1814885139465332,0.0871775820851326,0.7666171193122864,0.14912079274654388,0.14000046253204346,0.19920319318771362,0.20055335760116577,0.3038032054901123,0.9999999403953552,0.18938742578029633
system,0.282820463180542,0.2631138563156128,0.237809956073761,0.2806265354156494,0.22797423601150513,0.1728370487689972,0.3233085572719574,0.13672471046447754,0.17072676122188568,0.19369082152843475,0.15556083619594574
",",0.22659391164779663,0.40610817074775696,0.20963770151138306,0.23942817747592926,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2989408075809479,0.27141863107681274,0.16805633902549744,0.31091248989105225
comprising,0.12358041852712631,0.260195255279541,0.3724384009838104,0.1887669861316681,0.1790982335805893,0.21918985247612,0.3166780471801758,0.1891886293888092,0.12092282623052597,0.16138026118278503,0.043617378920316696
79,0.09637238085269928,0.02933395840227604,0.09368862211704254,0.037159282714128494,0.03579253703355789,0.03462466225028038,0.10815461724996567,0.09065379947423935,0.13781853020191193,0.04726657271385193,0.07359330356121063
individual,0.38188791275024414,0.3489879369735718,1.0000001192092896,0.1644895374774933,0.29596713185310364,0.2357223480939865,0.3706541955471039,0.2082316130399704,0.1255941390991211,0.0871775820851326,0.2058374285697937
libraries,0.13814528286457062,0.3066696524620056,0.1644895374774933,1.0,0.21353989839553833,0.14470958709716797,0.2134861946105957,0.16687613725662231,0.3162413239479065,0.7666171193122864,0.20525334775447845
with,0.3525622487068176,0.35744401812553406,0.30067092180252075,0.161440908908844,0.39503780007362366,0.38676461577415466,0.4223487675189972,0.1962798684835434,0.13135014474391937,0.1252506524324417,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.2843254804611206,0.13645578920841217,0.2852066159248352,0.37640950083732605,0.39856547117233276,0.21292510628700256,0.14844030141830444,0.15256260335445404,0.25742942094802856
18,-0.03501921147108078,-0.0017783388029783964,0.003162937005981803,0.011195174418389797,-0.09030688554048538,-0.1156342402100563,-0.07796193659305573,0.017105532810091972,-0.09021811187267303,-0.02788235992193222,-0.04919438064098358
million,0.21114659309387207,0.3520967364311218,0.19285444915294647,0.19101005792617798,0.16034354269504547,0.21891556680202484,0.277012437582016,0.1191573217511177,0.10483641177415848,0.11873524636030197,0.23092924058437347
volumes,0.20560778677463531,0.14458376169204712,0.14899849891662598,0.34301313757896423,0.14712128043174744,0.1866200566291809,0.21537050604820251,0.09485449641942978,0.10193359851837158,0.29893770813941956,0.11960393190383911
.,0.3287222981452942,0.3974229395389557,0.26377516984939575,0.2704726457595825,0.3547073304653168,0.351434588432312,0.5934505462646484,0.31122034788131714,0.24214158952236176,0.23675528168678284,0.4130953550338745
