,what,crew,did,eisele,eventually,get,relocated,to,after,having,surgery,and,not,making,the,first,mission,?
on,0.34226128458976746,0.24291740357875824,0.2670976221561432,0.20190277695655823,0.26264438033103943,0.2705233693122864,0.2054913491010666,0.41031414270401,0.39330315589904785,0.312691330909729,0.20030495524406433,0.4077630043029785,0.3516409695148468,0.3108430504798889,0.5107308030128479,0.3120559751987457,0.21317659318447113,0.2714994251728058
september,0.2153792530298233,0.17721207439899445,0.2693498432636261,0.2905232310295105,0.20458437502384186,0.17019382119178772,0.18404796719551086,0.22485187649726868,0.3386346399784088,0.1915423572063446,0.18426969647407532,0.2902049422264099,0.1737949252128601,0.16999459266662598,0.2516939043998718,0.2735162377357483,0.1694384217262268,0.2665146589279175
29,0.3355891704559326,0.2664465010166168,0.2972381114959717,0.3695332407951355,0.28606459498405457,0.397327721118927,0.30464881658554077,0.3399474024772644,0.2937862277030945,0.2778393626213074,0.21905675530433655,0.4261225759983063,0.3558029532432556,0.29826048016548157,0.3374987244606018,0.3449716866016388,0.21607640385627747,0.38368016481399536
as,0.31749409437179565,0.15990298986434937,0.3596470057964325,0.20064349472522736,0.31215140223503113,0.2830592393875122,0.19487054646015167,0.42092081904411316,0.3014480769634247,0.36958321928977966,0.18073296546936035,0.49487000703811646,0.5105602741241455,0.32462048530578613,0.48381632566452026,0.33842000365257263,0.1715000569820404,0.27043893933296204
the,0.42745697498321533,0.25329816341400146,0.34736719727516174,0.25543972849845886,0.42022404074668884,0.29667025804519653,0.3594534695148468,0.535392165184021,0.4565047025680542,0.3821379244327545,0.23019781708717346,0.5171257257461548,0.4310511648654938,0.35185980796813965,1.0,0.49448907375335693,0.22673439979553223,0.22068053483963013
prime,0.15586113929748535,0.08113184571266174,0.15196266770362854,0.17323479056358337,0.16288655996322632,0.11285720765590668,0.18879729509353638,0.2015804797410965,0.20167937874794006,0.1670990288257599,0.14487676322460175,0.21528048813343048,0.12917746603488922,0.08621732145547867,0.19960100948810577,0.21695679426193237,0.09702515602111816,0.11276303976774216
crew,0.17533187568187714,1.0,0.16688382625579834,0.214498832821846,0.21601547300815582,0.18468205630779266,0.14542213082313538,0.21819929778575897,0.21056842803955078,0.14270903170108795,0.18841591477394104,0.22802916169166565,0.18006333708763123,0.16504840552806854,0.25329816341400146,0.22136586904525757,0.30851319432258606,0.16586194932460785
for,0.3017193675041199,0.22704027593135834,0.318512886762619,0.19878441095352173,0.3156387209892273,0.342695415019989,0.20552076399326324,0.4451248347759247,0.3650246858596802,0.38465240597724915,0.148825004696846,0.5064792633056641,0.39280617237091064,0.4092673361301422,0.4739971458911896,0.3800288736820221,0.18326549232006073,0.264628142118454
as-205,0.21847939491271973,0.1149907261133194,0.19215694069862366,0.17771880328655243,0.2082376331090927,0.19536228477954865,0.0959942489862442,0.22243361175060272,0.09755579382181168,0.17135471105575562,0.15060678124427795,0.14939044415950775,0.25946906208992004,0.1490437239408493,0.13828249275684357,0.14155861735343933,0.1783914715051651,0.29807814955711365
.,0.3567904531955719,0.24222686886787415,0.35288307070732117,0.26259469985961914,0.3220598101615906,0.39392393827438354,0.22727832198143005,0.4645031690597534,0.35870397090911865,0.3542446792125702,0.20701275765895844,0.588965117931366,0.4824007451534271,0.3708619773387909,0.5934505462646484,0.4345304071903229,0.2227463275194168,0.4130953550338745
,what,crew,did,eisele,eventually,get,relocated,to,after,having,surgery,and,not,making,the,first,mission,?
slayton,0.23170025646686554,0.2105407863855362,0.1913660317659378,0.29939863085746765,0.24322925508022308,0.2140524983406067,0.17441214621067047,0.1590685397386551,0.15230700373649597,0.14430242776870728,0.18722495436668396,0.24650567770004272,0.2379504144191742,0.17462804913520813,0.1978636533021927,0.23163387179374695,0.16500860452651978,0.22689397633075714
replaced,0.12975038588047028,0.10929477214813232,0.19568689167499542,0.14531098306179047,0.2979739010334015,0.19068485498428345,0.2805728316307068,0.2211306393146515,0.3087861239910126,0.11566190421581268,0.15123192965984344,0.2584592401981354,0.23922377824783325,0.13363978266716003,0.2645455598831177,0.2733210027217865,0.052472520619630814,0.14945141971111298
him,0.34912991523742676,0.253439724445343,0.4290095865726471,0.16332390904426575,0.4424140155315399,0.3421841859817505,0.18925489485263824,0.4702378511428833,0.41209572553634644,0.3774479627609253,0.1895214021205902,0.35759612917900085,0.35652121901512146,0.22571833431720734,0.39213326573371887,0.27283504605293274,0.16225078701972961,0.23943768441677094
with,0.2464839518070221,0.18058010935783386,0.25472134351730347,0.12576186656951904,0.32133352756500244,0.3307689428329468,0.20582926273345947,0.4239959120750427,0.33843478560447693,0.5057834982872009,0.20730449259281158,0.5477725267410278,0.3409014642238617,0.37677428126335144,0.4223487675189972,0.2691199779510498,0.13122236728668213,0.2433311939239502
chaffee,0.2119944542646408,0.34566739201545715,0.20161812007427216,0.3384081721305847,0.18212716281414032,0.25744664669036865,0.20428401231765747,0.21649853885173798,0.17536281049251556,0.21803036332130432,0.24292431771755219,0.34135451912879944,0.19681882858276367,0.17147517204284668,0.2939971685409546,0.23394331336021423,0.2674466371536255,0.2570136785507202
.,0.3567904531955719,0.24222686886787415,0.35288307070732117,0.26259469985961914,0.3220598101615906,0.39392393827438354,0.22727832198143005,0.4645031690597534,0.35870397090911865,0.3542446792125702,0.20701275765895844,0.588965117931366,0.4824007451534271,0.3708619773387909,0.5934505462646484,0.4345304071903229,0.2227463275194168,0.4130953550338745
