,how,much,older,was,manning,than,newton,during,super,bowl,50,?
super,0.11920704692602158,0.17592276632785797,0.1262740045785904,0.21420986950397491,0.30535250902175903,0.1716693788766861,0.18797411024570465,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.1720007210969925,0.13628067076206207,0.0671110525727272,0.21915455162525177,0.32417115569114685,0.13464641571044922,0.1892489492893219,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
quarterbacks,0.13205264508724213,0.14543205499649048,0.16564400494098663,0.24214230477809906,0.5415143966674805,0.1878730207681656,0.27886372804641724,0.22529897093772888,0.286996066570282,0.38157108426094055,0.031167227774858475,0.15307676792144775
at,0.2154216170310974,0.23158283531665802,0.1733909249305725,0.36707764863967896,0.2622990310192108,0.27679139375686646,0.12256313115358353,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
13,-0.02601788192987442,-0.103819839656353,0.06589992344379425,0.020193999633193016,0.03662071377038956,-0.09491273760795593,0.04008413106203079,0.06221802532672882,-0.00828040111809969,0.017800776287913322,-0.06467641890048981,-0.11384815722703934
years,0.21949264407157898,0.2631898522377014,0.3646269142627716,0.35855233669281006,0.2865668535232544,0.2976750135421753,0.1120469719171524,0.39110565185546875,0.15193983912467957,0.221580371260643,-0.00639002351090312,0.1914375126361847
and,0.33647966384887695,0.38395699858665466,0.3224782347679138,0.3740963041782379,0.2638654112815857,0.39361441135406494,0.22255054116249084,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
48,0.042629729956388474,0.0642852708697319,0.003917301073670387,-0.05388278514146805,0.062166325747966766,0.02917730249464512,-0.0019829163793474436,0.1524352729320526,0.13596157729625702,0.1193712055683136,0.09434502571821213,-0.07097072154283524
days,0.23509229719638824,0.28362569212913513,0.19126930832862854,0.2985812723636627,0.16395950317382812,0.2790418267250061,0.1264730989933014,0.3143676519393921,0.10065062344074249,0.1537923514842987,-0.0082699591293931,0.2198754847049713
(,0.1676948219537735,0.21788647770881653,0.1299084722995758,0.2980341613292694,0.21254406869411469,0.19419437646865845,0.17499087750911713,0.2139192670583725,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
manning,0.2318497896194458,0.20351333916187286,0.17185641825199127,0.2607507109642029,0.9999998807907104,0.15556462109088898,0.31537702679634094,0.25985732674598694,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
was,0.16678167879581451,0.2580166161060333,0.20353880524635315,1.0000001192092896,0.2607507109642029,0.1872616857290268,0.25264593958854675,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
39,0.07569380104541779,0.02019437961280346,-0.06864280253648758,0.0029520741663873196,0.0860123261809349,0.03733959048986435,0.061374858021736145,0.044406019151210785,0.08757179975509644,0.17817457020282745,0.019131619483232498,0.04514012485742569
",",0.22659391164779663,0.36182254552841187,0.2598324418067932,0.45456063747406006,0.30921146273612976,0.3371901512145996,0.2648763358592987,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
newton,0.2514588236808777,0.18355298042297363,0.06449645012617111,0.25264593958854675,0.31537702679634094,0.11650118976831436,1.0000001192092896,0.1617087423801422,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
was,0.16678167879581451,0.2580166161060333,0.20353880524635315,1.0000001192092896,0.2607507109642029,0.1872616857290268,0.25264593958854675,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
26,0.02506413869559765,-0.02066558040678501,0.03873586654663086,0.15403041243553162,0.13123629987239838,-0.018883472308516502,0.030190760269761086,0.15227010846138,0.11988881230354309,0.006043682806193829,0.021628636866807938,-0.05200668424367905
),0.17939934134483337,0.22256317734718323,0.14076276123523712,0.3267642855644226,0.21028824150562286,0.21982109546661377,0.17433513700962067,0.23182427883148193,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.27821221947669983,0.40146201848983765,0.2937074899673462,0.3594527542591095,0.20699870586395264,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
