,what,body,has,stated,that,physicians,can,also,dispense,drugs,under,specific,conditions,?
their,0.35142919421195984,0.28403112292289734,0.2814009487628937,0.26580682396888733,0.4266771972179413,0.2604007124900818,0.3564860224723816,0.4181114733219147,0.336417555809021,0.26237866282463074,0.24656233191490173,0.3369782567024231,0.2503899037837982,0.1898253709077835
office,0.12159775197505951,0.09287155419588089,0.16802968084812164,0.1577526181936264,0.15124648809432983,0.08185740560293198,0.10147278010845184,0.16794390976428986,0.13280564546585083,0.12097523361444473,0.19371576607227325,0.15055277943611145,0.17032022774219513,0.16497313976287842
practices,0.30286267399787903,0.279509574174881,0.19174151122570038,0.2932957708835602,0.34443169832229614,0.2761363983154297,0.226459339261055,0.2921900451183319,0.33656495809555054,0.330954372882843,0.18772058188915253,0.28180181980133057,0.39215412735939026,0.18974241614341736
as,0.31749409437179565,0.24814960360527039,0.351646363735199,0.3581467568874359,0.4735107421875,0.12709230184555054,0.3245031237602234,0.5774298906326294,0.24883991479873657,0.19872604310512543,0.29018887877464294,0.25336480140686035,0.23607788980007172,0.27043893933296204
long,0.28276848793029785,0.25068914890289307,0.2952231168746948,0.1679525077342987,0.34424030780792236,0.12899957597255707,0.3047220706939697,0.29311269521713257,0.17112094163894653,0.20903660356998444,0.1120559424161911,0.3085255026817322,0.2007988542318344,0.19699987769126892
as,0.31749409437179565,0.24814960360527039,0.351646363735199,0.3581467568874359,0.4735107421875,0.12709230184555054,0.3245031237602234,0.5774298906326294,0.24883991479873657,0.19872604310512543,0.29018887877464294,0.25336480140686035,0.23607788980007172,0.27043893933296204
there,0.35085538029670715,0.20432932674884796,0.42909398674964905,0.2992285490036011,0.6006520986557007,0.23438739776611328,0.36423051357269287,0.44705238938331604,0.24889124929904938,0.18040451407432556,0.23181530833244324,0.34578293561935425,0.3210534155368805,0.29405656456947327
is,0.28837618231773376,0.2790417969226837,0.5668748617172241,0.19155573844909668,0.3995479643344879,0.12708066403865814,0.44256699085235596,0.5012649297714233,0.19841524958610535,0.13498282432556152,0.21294879913330078,0.27748769521713257,0.22178798913955688,0.22961433231830597
no,0.339326947927475,0.22352643311023712,0.2747333347797394,0.30033501982688904,0.41830796003341675,0.16116465628147125,0.2225070297718048,0.30939173698425293,0.20251032710075378,0.22191062569618225,0.17363780736923218,0.29517310857772827,0.22120840847492218,0.32165053486824036
patient,0.3135989308357239,0.3193228840827942,0.2073928266763687,0.20725993812084198,0.2760578989982605,0.3838181793689728,0.2972522974014282,0.2716696560382843,0.260670930147171,0.3712905943393707,0.13364486396312714,0.2291477620601654,0.3110395073890686,0.24355199933052063
exploitation,0.1492319405078888,0.14639228582382202,0.1740856170654297,0.2150907963514328,0.21258315443992615,0.1525905430316925,0.21326281130313873,0.22173216938972473,0.36098188161849976,0.30173295736312866,0.10889589041471481,0.2427424043416977,0.3063598573207855,0.2030007243156433
and,0.31309178471565247,0.2872275710105896,0.43716782331466675,0.23788554966449738,0.4731321930885315,0.19310346245765686,0.3675691485404968,0.5755972862243652,0.254540354013443,0.26581162214279175,0.3005301356315613,0.25608575344085693,0.252461701631546,0.20544172823429108
patients,0.28700166940689087,0.29245445132255554,0.18696948885917664,0.27517175674438477,0.32123279571533203,0.4770808815956116,0.29884251952171326,0.29328489303588867,0.2164132446050644,0.4646126627922058,0.13217326998710632,0.2460787445306778,0.4179055988788605,0.17145128548145294
have,0.39808809757232666,0.27852192521095276,0.6353569626808167,0.3213719129562378,0.6182622313499451,0.28175392746925354,0.5489245653152466,0.5252172946929932,0.25842422246932983,0.30214083194732666,0.2579502761363983,0.39285340905189514,0.31333091855049133,0.32991164922714233
the,0.42745697498321533,0.31682634353637695,0.4177538752555847,0.2814950942993164,0.5473989248275757,0.20843391120433807,0.312528520822525,0.6021018624305725,0.27511832118034363,0.19485467672348022,0.3348022699356079,0.3501757085323334,0.2622014284133911,0.22068053483963013
right,0.38502591848373413,0.2310061901807785,0.20662447810173035,0.18989458680152893,0.3680553734302521,0.1443832814693451,0.2777777910232544,0.2222057282924652,0.169684499502182,0.1671564131975174,0.1540471762418747,0.26776766777038574,0.1829613894224167,0.27135515213012695
to,0.455847829580307,0.307265043258667,0.3619994819164276,0.3195562958717346,0.5436353087425232,0.2605861723423004,0.4979398250579834,0.5348826050758362,0.2911553680896759,0.2537701725959778,0.27177539467811584,0.3962339460849762,0.2756218910217285,0.29463258385658264
a,0.3320399522781372,0.26263290643692017,0.4670248031616211,0.22154705226421356,0.47537946701049805,0.19939659535884857,0.3915780484676361,0.5149940252304077,0.2607380151748657,0.18365530669689178,0.18317826092243195,0.3531852960586548,0.24847128987312317,0.23916715383529663
written,0.25412634015083313,0.13115352392196655,0.20841866731643677,0.35846900939941406,0.31561627984046936,0.12838079035282135,0.16795562207698822,0.2812683582305908,0.20693811774253845,0.1523040235042572,0.1799977719783783,0.14867417514324188,0.07790571451187134,0.21451954543590546
prescription,0.2773992717266083,0.2639848291873932,0.10278894007205963,0.25638124346733093,0.2649725079536438,0.3915436565876007,0.38451072573661804,0.27702975273132324,0.3521782457828522,0.5812135934829712,0.20007850229740143,0.37355268001556396,0.37935808300971985,0.1977909505367279
that,0.6297725439071655,0.32291916012763977,0.41272613406181335,0.48625776171684265,1.0,0.2623414397239685,0.4522190988063812,0.6005857586860657,0.2900259792804718,0.2915695607662201,0.26447200775146484,0.38467007875442505,0.32457053661346436,0.32716336846351624
can,0.34502777457237244,0.2680990397930145,0.4103628396987915,0.20671573281288147,0.4522190988063812,0.19532375037670135,1.0,0.4861826002597809,0.23799535632133484,0.2963178753852844,0.12717050313949585,0.4094622731208801,0.31035202741622925,0.3226337134838104
be,0.3929833769798279,0.28826382756233215,0.3863394856452942,0.2993191182613373,0.6036020517349243,0.21560610830783844,0.5791122913360596,0.48342031240463257,0.2613804042339325,0.2942923605442047,0.23514987528324127,0.41437941789627075,0.328298419713974,0.3324260413646698
filled,0.17941854894161224,0.1939060240983963,0.2222566157579422,0.1664886176586151,0.3294929265975952,0.12008646875619888,0.27570444345474243,0.23049931228160858,0.254412442445755,0.11412539333105087,0.09572544693946838,0.15831206738948822,0.2509887218475342,0.1782117635011673
elsewhere,0.40968769788742065,0.11238285899162292,0.2803468704223633,0.30821773409843445,0.3747892677783966,0.17448584735393524,0.3053864538669586,0.3537241220474243,0.20953354239463806,0.19540254771709442,0.16788628697395325,0.25595739483833313,0.2197750210762024,0.33915433287620544
.,0.3567904531955719,0.29751062393188477,0.4105546176433563,0.26454663276672363,0.4460422694683075,0.2053295075893402,0.35783761739730835,0.49166762828826904,0.21888433396816254,0.23083394765853882,0.2901604175567627,0.2631765305995941,0.17719176411628723,0.4130953550338745
