,what,are,the,three,most,abundent,elements,of,the,universe,by,mass,?
table,0.2240780144929886,0.19949348270893097,0.22716619074344635,0.17897075414657593,0.12742261588573456,0.21689853072166443,0.4039480686187744,0.20049740374088287,0.22716619074344635,0.18436112999916077,0.162551149725914,0.1793585568666458,0.1782790720462799
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.4309377074241638,0.3347434103488922,0.2731180787086487,0.5116966962814331,0.5171257257461548,0.18351790308952332,0.4289871156215668,0.21843883395195007,0.20544172823429108
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.23072560131549835,0.41165053844451904,0.2530495524406433,0.25405067205429077,0.4854315221309662,0.5823672413825989,0.22245483100414276,0.3899846076965332,0.21063528954982758,0.22961433231830597
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3025658130645752,0.3508910834789276,0.2428262084722519,0.2716076672077179,0.5052502155303955,0.5829201340675354,0.16387277841567993,0.32094135880470276,0.21558082103729248,0.23916715383529663
highly,0.22724121809005737,0.3284640908241272,0.2051282376050949,0.08783192187547684,0.4704337418079376,0.2774292528629303,0.2584996819496155,0.21906863152980804,0.2051282376050949,0.18043258786201477,0.21692721545696259,0.14044517278671265,0.1542806625366211
reactive,0.26621317863464355,0.2855731248855591,0.16592693328857422,0.1706143319606781,0.2753845453262329,0.3603585958480835,0.3410106897354126,0.1701417863368988,0.16592693328857422,0.24385476112365723,0.23722143471240997,0.22927919030189514,0.20790518820285797
nonmetal,0.19008761644363403,0.33746445178985596,0.2641720175743103,0.2412930428981781,0.30890798568725586,0.3342456519603729,0.47553399205207825,0.25948023796081543,0.2641720175743103,0.23460203409194946,0.24032169580459595,0.2812875211238861,0.23527126014232635
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.4309377074241638,0.3347434103488922,0.2731180787086487,0.5116966962814331,0.5171257257461548,0.18351790308952332,0.4289871156215668,0.21843883395195007,0.20544172823429108
oxidizing,0.21426115930080414,0.30138859152793884,0.1708206832408905,0.14592888951301575,0.28477898240089417,0.38552558422088623,0.30432865023612976,0.16561134159564972,0.1708206832408905,0.21238873898983002,0.2033339887857437,0.2035883367061615,0.20724813640117645
agent,0.1053810864686966,0.12905684113502502,0.1308915615081787,0.06812652200460434,0.17536833882331848,0.1907171905040741,0.14389951527118683,0.10356795787811279,0.1308915615081787,0.1182037815451622,0.23951858282089233,0.11199147254228592,0.13699154555797577
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.3407050371170044,0.4497850239276886,0.30960798263549805,0.30113428831100464,0.41498205065727234,0.5473989248275757,0.2718609571456909,0.37496164441108704,0.2827543616294861,0.32716336846351624
readily,0.27001523971557617,0.35891780257225037,0.22898723185062408,0.16047582030296326,0.2544723153114319,0.3083384037017822,0.3125962018966675,0.15855850279331207,0.22898723185062408,0.22365330159664154,0.2643090486526489,0.1925061196088791,0.20249982178211212
forms,0.16334041953086853,0.32807791233062744,0.2950737178325653,0.19852806627750397,0.2905651926994324,0.24222926795482635,0.38868337869644165,0.33835989236831665,0.2950737178325653,0.10897616297006607,0.19076815247535706,0.13405899703502655,0.1196754202246666
compounds,0.19472219049930573,0.3708919882774353,0.18294313549995422,0.15801316499710083,0.28228920698165894,0.3068256974220276,0.45408159494400024,0.232599675655365,0.18294313549995422,0.21475756168365479,0.21271248161792755,0.27257660031318665,0.2057836651802063
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2272176295518875,0.20654040575027466,0.22964772582054138,0.17732132971286774,0.35032153129577637,0.33289089798927307,0.1668705940246582,0.20696312189102173,0.16710513830184937,0.40561532974243164
notably,0.1358402669429779,0.27992135286331177,0.33497244119644165,0.21941792964935303,0.5077248811721802,0.17200466990470886,0.22429592907428741,0.3080497682094574,0.33497244119644165,0.19733573496341705,0.2677176892757416,0.08843358606100082,0.10343469679355621
oxides,0.1899927854537964,0.309944212436676,0.15098689496517181,0.16181333363056183,0.2328629344701767,0.3163204491138458,0.38888758420944214,0.19486629962921143,0.15098689496517181,0.22942127287387848,0.1887144297361374,0.2511148750782013,0.18569931387901306
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.2493964433670044,0.23620007932186127,0.22369234263896942,0.15872348845005035,0.3680361211299896,0.3456730246543884,0.15982751548290253,0.2151763141155243,0.18670302629470825,0.42300865054130554
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.35964319109916687,0.336320698261261,0.20959343016147614,0.20816650986671448,0.41827285289764404,0.4223487675189972,0.16755671799182892,0.39731505513191223,0.15513640642166138,0.2433311939239502
most,0.3219912350177765,0.48698675632476807,0.47635307908058167,0.33429425954818726,1.0,0.3142719566822052,0.21912208199501038,0.4178851246833801,0.47635307908058167,0.2293161004781723,0.270847886800766,0.15011264383792877,0.2107497900724411
elements,0.2152351289987564,0.2717064321041107,0.22297804057598114,0.18965443968772888,0.21912208199501038,0.25000840425491333,1.0000001192092896,0.23613712191581726,0.22297804057598114,0.29989519715309143,0.211335688829422,0.24174880981445312,0.15222592651844025
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.34968629479408264,0.35404038429260254,0.32457590103149414,0.2422238141298294,0.5352458953857422,0.5934505462646484,0.2225492149591446,0.3936232924461365,0.25224974751472473,0.4130953550338745
,what,are,the,three,most,abundent,elements,of,the,universe,by,mass,?
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.28754812479019165,0.270847886800766,0.18381112813949585,0.211335688829422,0.3646814823150635,0.4408751428127289,0.1716056764125824,1.0000001192092896,0.21824167668819427,0.17966607213020325
mass,0.23905135691165924,0.19478152692317963,0.2284930944442749,0.13619205355644226,0.15011264383792877,0.24336253106594086,0.24174880981445312,0.26915112137794495,0.2284930944442749,0.25475403666496277,0.21824167668819427,1.0000001192092896,0.2076406031847
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.3636029064655304,0.2679663896560669,0.2555456757545471,0.4946078956127167,0.4933079481124878,0.184484601020813,0.3680937886238098,0.2439754158258438,0.31091248989105225
oxygen,0.16781960427761078,0.24342744052410126,0.20428593456745148,0.20057295262813568,0.21728017926216125,0.35711637139320374,0.32853466272354126,0.16848602890968323,0.20428593456745148,0.173919215798378,0.1292176991701126,0.28330692648887634,0.16786395013332367
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.23072560131549835,0.41165053844451904,0.2530495524406433,0.25405067205429077,0.4854315221309662,0.5823672413825989,0.22245483100414276,0.3899846076965332,0.21063528954982758,0.22961433231830597
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.47635307908058167,0.30475324392318726,0.22297804057598114,0.733189046382904,1.0,0.23688684403896332,0.4408751428127289,0.2284930944442749,0.22068053483963013
third-most,0.34903883934020996,0.3976445198059082,0.509972333908081,0.4883907735347748,0.5399351716041565,0.4158264994621277,0.22947631776332855,0.46885785460472107,0.509972333908081,0.17450229823589325,0.3324224352836609,0.2707499861717224,0.22875003516674042
abundant,0.20062927901744843,0.35650694370269775,0.24729062616825104,0.1928892880678177,0.39561912417411804,0.6378387212753296,0.2948490083217621,0.24499425292015076,0.24729062616825104,0.1803348809480667,0.12328586727380753,0.24218623340129852,0.13836130499839783
element,0.24694041907787323,0.18915845453739166,0.2041647583246231,0.15666170418262482,0.1972019523382187,0.2990356683731079,0.8280320763587952,0.21102571487426758,0.2041647583246231,0.28245818614959717,0.1585245132446289,0.3031277060508728,0.18393386900424957
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.34828072786331177,0.41416558623313904,0.24779096245765686,0.18130259215831757,0.5696388483047485,0.6662389636039734,0.18757644295692444,0.370934396982193,0.1766357719898224,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.47635307908058167,0.30475324392318726,0.22297804057598114,0.733189046382904,1.0,0.23688684403896332,0.4408751428127289,0.2284930944442749,0.22068053483963013
universe,0.2486504465341568,0.22710135579109192,0.23688684403896332,0.15256279706954956,0.2293161004781723,0.1738395094871521,0.29989519715309143,0.2241278737783432,0.23688684403896332,1.0,0.1716056764125824,0.25475403666496277,0.22314924001693726
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.3636029064655304,0.2679663896560669,0.2555456757545471,0.4946078956127167,0.4933079481124878,0.184484601020813,0.3680937886238098,0.2439754158258438,0.31091248989105225
after,0.21973377466201782,0.19438853859901428,0.4565047025680542,0.2759888768196106,0.22962093353271484,0.17185872793197632,0.13743987679481506,0.3867455720901489,0.4565047025680542,0.08857287466526031,0.41259682178497314,0.09251433610916138,0.16608688235282898
hydrogen,0.19052310287952423,0.26539382338523865,0.20406323671340942,0.19678151607513428,0.18514886498451233,0.31937357783317566,0.3752661645412445,0.2024032324552536,0.20406323671340942,0.2615381181240082,0.19148549437522888,0.36183273792266846,0.14590126276016235
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.4309377074241638,0.3347434103488922,0.2731180787086487,0.5116966962814331,0.5171257257461548,0.18351790308952332,0.4289871156215668,0.21843883395195007,0.20544172823429108
helium,0.21581047773361206,0.21171361207962036,0.20720821619033813,0.20164430141448975,0.15893882513046265,0.307918518781662,0.37904995679855347,0.17627575993537903,0.20720821619033813,0.3232251703739166,0.1713740974664688,0.332841694355011,0.1527850180864334
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.34968629479408264,0.35404038429260254,0.32457590103149414,0.2422238141298294,0.5352458953857422,0.5934505462646484,0.2225492149591446,0.3936232924461365,0.25224974751472473,0.4130953550338745
