,who,took,control,of,qara,khitai,after,fleeing,temüjin,'s,mongol,empire,?
and,0.41279885172843933,0.25750628113746643,0.29790008068084717,0.5116966962814331,0.2067168802022934,0.2598592936992645,0.3765919506549835,0.2840641438961029,0.3789469599723816,0.06895173341035843,0.21553155779838562,0.27479609847068787,0.20544172823429108
usurped,0.27490314841270447,0.2414231300354004,0.18749551475048065,0.12786135077476501,0.2934613525867462,0.38976866006851196,0.29316246509552,0.2234431356191635,0.37912726402282715,0.011457649990916252,0.2844688296318054,0.2768628001213074,0.3928505778312683
the,0.3733934462070465,0.31657639145851135,0.32841500639915466,0.733189046382904,0.30156639218330383,0.25684550404548645,0.4565047025680542,0.3496497869491577,0.43713900446891785,-0.01540423184633255,0.2924198508262634,0.32532164454460144,0.22068053483963013
khanate,0.19392476975917816,0.1925768107175827,0.259089857339859,0.22579920291900635,0.4836786985397339,0.6174697279930115,0.1390591710805893,0.2953885793685913,0.5709882378578186,0.05343331769108772,0.6049708127975464,0.5126373171806335,0.1488671898841858
of,0.2827862501144409,0.2766268849372864,0.2817542552947998,1.0,0.2509344220161438,0.2516428530216217,0.3867455720901489,0.3198378384113312,0.378805011510849,-0.03817026689648628,0.22712039947509766,0.30522286891937256,0.1826142966747284
qara,0.2534676790237427,0.1859729290008545,0.11220081895589828,0.2509344220161438,1.0000001192092896,0.5335841178894043,0.19061830639839172,0.2071715146303177,0.41009655594825745,-0.012327208183705807,0.36368659138679504,0.2913404405117035,0.1857597380876541
khitai,0.24462084472179413,0.2215563803911209,0.22544315457344055,0.2516428530216217,0.5335841178894043,0.9999999403953552,0.2221745252609253,0.23098962008953094,0.6270874738693237,0.024805303663015366,0.628433883190155,0.39967280626296997,0.20356783270835876
(,0.2443375140428543,0.16954104602336884,0.18417280912399292,0.35032153129577637,0.19621217250823975,0.2688376307487488,0.2132600098848343,0.0867697075009346,0.2132648229598999,0.0012731997994706035,0.17867407202720642,0.20560875535011292,0.40561532974243164
also,0.47919341921806335,0.24025732278823853,0.26935648918151855,0.4924938678741455,0.28052276372909546,0.28809118270874023,0.33205533027648926,0.21071705222129822,0.4113709032535553,-0.0014726108638569713,0.2039244920015335,0.18621070683002472,0.21848613023757935
known,0.24757125973701477,0.2446189522743225,0.1592499315738678,0.35814476013183594,0.2168641984462738,0.25645530223846436,0.19016911089420319,0.17611923813819885,0.28133606910705566,0.008368984796106815,0.1330147236585617,0.1583230346441269,0.18314571678638458
as,0.3923053741455078,0.2319253534078598,0.18926969170570374,0.3886612355709076,0.2439606487751007,0.22551114857196808,0.3014480769634247,0.24738362431526184,0.32332390546798706,-0.05775856226682663,0.17740172147750854,0.21108263731002808,0.27043893933296204
the,0.3733934462070465,0.31657639145851135,0.32841500639915466,0.733189046382904,0.30156639218330383,0.25684550404548645,0.4565047025680542,0.3496497869491577,0.43713900446891785,-0.01540423184633255,0.2924198508262634,0.32532164454460144,0.22068053483963013
western,0.2089514136314392,0.1699967384338379,0.18137386441230774,0.32974064350128174,0.2202376127243042,0.24716635048389435,0.1770457625389099,0.20514485239982605,0.23566260933876038,0.06932425498962402,0.23737891018390656,0.3127332925796509,0.17439141869544983
liao,0.23988668620586395,0.19792121648788452,0.17813120782375336,0.22867083549499512,0.3286026418209076,0.5907338857650757,0.20227192342281342,0.23118963837623596,0.5381660461425781,0.006922587286680937,0.4802624583244324,0.2883446514606476,0.13700619339942932
",",0.3365725874900818,0.27655306458473206,0.20811550319194794,0.4946078956127167,0.27953922748565674,0.2694466710090637,0.38860568404197693,0.2255520522594452,0.3484273850917816,-0.0016132977325469255,0.2229510098695755,0.27646857500076294,0.31091248989105225
as,0.3923053741455078,0.2319253534078598,0.18926969170570374,0.3886612355709076,0.2439606487751007,0.22551114857196808,0.3014480769634247,0.24738362431526184,0.32332390546798706,-0.05775856226682663,0.17740172147750854,0.21108263731002808,0.27043893933296204
it,0.2868398427963257,0.2015649825334549,0.2016621232032776,0.38761502504348755,0.21806764602661133,0.1437860131263733,0.36872005462646484,0.18420465290546417,0.33305618166923523,0.06608816236257553,0.17263510823249817,0.24114786088466644,0.25732165575027466
was,0.3318818509578705,0.48213186860084534,0.19347785413265228,0.4069072902202606,0.2961975038051605,0.23286694288253784,0.49306565523147583,0.25848597288131714,0.38774195313453674,0.008974763564765453,0.17204789817333221,0.30602675676345825,0.18412111699581146
originally,0.285441130399704,0.236061230301857,0.14673210680484772,0.21349623799324036,0.23045724630355835,0.19504298269748688,0.28176453709602356,0.16371168196201324,0.3063139319419861,0.06449723243713379,0.15465284883975983,0.2315271645784378,0.07821967452764511
established,0.20118318498134613,0.19906370341777802,0.19759847223758698,0.2735237777233124,0.23681853711605072,0.24355487525463104,0.25570741295814514,0.214971125125885,0.3069640100002289,-0.05163693428039551,0.19130797684192657,0.30176958441734314,0.15917523205280304
as,0.3923053741455078,0.2319253534078598,0.18926969170570374,0.3886612355709076,0.2439606487751007,0.22551114857196808,0.3014480769634247,0.24738362431526184,0.32332390546798706,-0.05775856226682663,0.17740172147750854,0.21108263731002808,0.27043893933296204
remnants,0.08858194202184677,0.18661203980445862,0.13548791408538818,0.22459746897220612,0.2112966775894165,0.19708646833896637,0.2850334644317627,0.3006840646266937,0.28256863355636597,0.041353240609169006,0.21310028433799744,0.23944604396820068,0.09044837206602097
of,0.2827862501144409,0.2766268849372864,0.2817542552947998,1.0,0.2509344220161438,0.2516428530216217,0.3867455720901489,0.3198378384113312,0.378805011510849,-0.03817026689648628,0.22712039947509766,0.30522286891937256,0.1826142966747284
the,0.3733934462070465,0.31657639145851135,0.32841500639915466,0.733189046382904,0.30156639218330383,0.25684550404548645,0.4565047025680542,0.3496497869491577,0.43713900446891785,-0.01540423184633255,0.2924198508262634,0.32532164454460144,0.22068053483963013
liao,0.23988668620586395,0.19792121648788452,0.17813120782375336,0.22867083549499512,0.3286026418209076,0.5907338857650757,0.20227192342281342,0.23118963837623596,0.5381660461425781,0.006922587286680937,0.4802624583244324,0.2883446514606476,0.13700619339942932
dynasty,0.19946415722370148,0.20061828196048737,0.22460196912288666,0.285645067691803,0.35906869173049927,0.5256697535514832,0.19166739284992218,0.2500486671924591,0.4867609441280365,-0.03789631649851799,0.5123041272163391,0.43554046750068665,0.15884074568748474
),0.2457384318113327,0.16915756464004517,0.19527244567871094,0.3680361211299896,0.23450464010238647,0.30228549242019653,0.24162524938583374,0.09455601871013641,0.23526804149150848,0.021107977256178856,0.2076263129711151,0.21227380633354187,0.42300865054130554
.,0.3541337847709656,0.2481018751859665,0.24319837987422943,0.5352458953857422,0.2833588123321533,0.23738299310207367,0.35870397090911865,0.21415789425373077,0.31788840889930725,-0.003708066651597619,0.16751837730407715,0.2811720371246338,0.4130953550338745
