,what,third,type,of,plea,uses,creative,words,?
``,0.008517155423760414,0.04341840744018555,0.03534303233027458,0.06780257821083069,0.0052652740851044655,0.07921067625284195,-0.08694133162498474,0.14403259754180908,0.0685480609536171
creative,0.2690553069114685,0.1256362646818161,0.11346504837274551,0.25801882147789,0.1481475532054901,0.24963751435279846,1.0,0.2125644087791443,0.1945163905620575
plea,0.26929304003715515,0.1694290041923523,0.07549217343330383,0.12213211506605148,1.0000001192092896,0.04000041261315346,0.1481475532054901,0.1098271831870079,0.25167709589004517
",",0.3087472915649414,0.283071368932724,0.1804078221321106,0.4946078956127167,0.21992337703704834,0.28387847542762756,0.21602694690227509,0.2805471420288086,0.31091248989105225
'',0.08143015950918198,-0.003199114231392741,0.054222505539655685,0.13035868108272552,-0.06017336994409561,0.026499738916754723,0.04885755479335785,0.01894891820847988,0.018684765323996544
and,0.31309178471565247,0.26207348704338074,0.16898801922798157,0.5116966962814331,0.19093772768974304,0.2964407801628113,0.3037698566913605,0.26495280861854553,0.20544172823429108
will,0.3510494530200958,0.20012491941452026,0.1847439557313919,0.2473582625389099,0.21897532045841217,0.39540013670921326,0.22499454021453857,0.25044238567352295,0.35046905279159546
usually,0.32521089911460876,0.1500483900308609,0.4050453305244446,0.33931583166122437,0.13569070398807526,0.38397204875946045,0.20557931065559387,0.31776586174964905,0.19435347616672516
be,0.3929833769798279,0.1948365867137909,0.25716274976730347,0.33904364705085754,0.20576588809490204,0.25802361965179443,0.1531522572040558,0.3365652561187744,0.3324260413646698
interpreted,0.3610887825489044,0.13703304529190063,0.18939770758152008,0.22020648419857025,0.20141011476516724,0.23820236325263977,0.13660913705825806,0.3298838436603546,0.22247080504894257
as,0.31749409437179565,0.19291457533836365,0.19307732582092285,0.3886612355709076,0.13612988591194153,0.25049033761024475,0.17981693148612976,0.2402321696281433,0.27043893933296204
a,0.3320399522781372,0.35260438919067383,0.3813284635543823,0.5052502155303955,0.16599608957767487,0.35566505789756775,0.20846913754940033,0.32116660475730896,0.23916715383529663
plea,0.26929304003715515,0.1694290041923523,0.07549217343330383,0.12213211506605148,1.0000001192092896,0.04000041261315346,0.1481475532054901,0.1098271831870079,0.25167709589004517
of,0.33290785551071167,0.30602210760116577,0.18112817406654358,1.0,0.12213211506605148,0.2738003432750702,0.25801882147789,0.26259833574295044,0.1826142966747284
not,0.5449194312095642,0.17987997829914093,0.2697264850139618,0.3307090103626251,0.2595071494579315,0.2542484700679779,0.20831890404224396,0.30803123116493225,0.41942933201789856
guilty,0.2844175100326538,0.0927240401506424,0.07153806835412979,0.15539902448654175,0.3787485659122467,0.11794543266296387,0.166107639670372,0.1606481969356537,0.17103199660778046
.,0.3567904531955719,0.3039522171020508,0.23195341229438782,0.5352458953857422,0.14726075530052185,0.30030930042266846,0.21247921884059906,0.24427732825279236,0.4130953550338745
,what,third,type,of,plea,uses,creative,words,?
a,0.3320399522781372,0.35260438919067383,0.3813284635543823,0.5052502155303955,0.16599608957767487,0.35566505789756775,0.20846913754940033,0.32116660475730896,0.23916715383529663
plea,0.26929304003715515,0.1694290041923523,0.07549217343330383,0.12213211506605148,1.0000001192092896,0.04000041261315346,0.1481475532054901,0.1098271831870079,0.25167709589004517
of,0.33290785551071167,0.30602210760116577,0.18112817406654358,1.0,0.12213211506605148,0.2738003432750702,0.25801882147789,0.26259833574295044,0.1826142966747284
no,0.339326947927475,0.17957063019275665,0.20265884697437286,0.24809792637825012,0.16935378313064575,0.1814735233783722,0.15288981795310974,0.1955418884754181,0.32165053486824036
contest,0.23279163241386414,0.1852627545595169,0.13140560686588287,0.2265491932630539,0.2195899486541748,0.12021803110837936,0.2647860050201416,0.17639966309070587,0.18081821501255035
is,0.28837618231773376,0.31551501154899597,0.3053323030471802,0.4854315221309662,0.1474817395210266,0.41359779238700867,0.17856445908546448,0.2681862413883209,0.22961433231830597
sometimes,0.34229418635368347,0.17823192477226257,0.29955020546913147,0.296434611082077,0.15551497042179108,0.32516124844551086,0.15026512742042542,0.3245544135570526,0.1751544177532196
regarded,0.19386208057403564,0.18630971014499664,0.1432257443666458,0.3187633752822876,0.12582194805145264,0.1263611912727356,0.18445540964603424,0.15807907283306122,0.1741991639137268
as,0.31749409437179565,0.19291457533836365,0.19307732582092285,0.3886612355709076,0.13612988591194153,0.25049033761024475,0.17981693148612976,0.2402321696281433,0.27043893933296204
a,0.3320399522781372,0.35260438919067383,0.3813284635543823,0.5052502155303955,0.16599608957767487,0.35566505789756775,0.20846913754940033,0.32116660475730896,0.23916715383529663
compromise,0.31433627009391785,0.21600094437599182,0.16414512693881989,0.2493201643228531,0.2822475731372833,0.1294746994972229,0.2711101174354553,0.2010926604270935,0.3125070035457611
between,0.2462156116962433,0.22830769419670105,0.13229937851428986,0.3737983703613281,0.09311523288488388,0.1706092357635498,0.14359740912914276,0.20553942024707794,0.12887074053287506
the,0.42745697498321533,0.4229298532009125,0.21819381415843964,0.733189046382904,0.19232803583145142,0.2830192744731903,0.1688297688961029,0.29205581545829773,0.22068053483963013
two,0.23363454639911652,0.31169626116752625,0.14017313718795776,0.37726253271102905,0.14693598449230194,0.1594761162996292,0.143789142370224,0.2391805499792099,0.19645625352859497
.,0.3567904531955719,0.3039522171020508,0.23195341229438782,0.5352458953857422,0.14726075530052185,0.30030930042266846,0.21247921884059906,0.24427732825279236,0.4130953550338745
