,when,was,this,edict,declared,?
until,0.494509756565094,0.43126991391181946,0.27892377972602844,0.18079978227615356,0.33101439476013184,0.20304496586322784
he,0.39115971326828003,0.5410010814666748,0.3176022469997406,0.1761856973171234,0.21704353392124176,0.2089974731206894
issued,0.18766894936561584,0.273990273475647,0.1938018500804901,0.30887192487716675,0.3418554365634918,0.169851616024971
the,0.5091903209686279,0.48711544275283813,0.6274310946464539,0.17931364476680756,0.260531485080719,0.22068053483963013
edict,0.22003233432769775,0.20409467816352844,0.2323581576347351,0.9999999403953552,0.3098209500312805,0.16218337416648865
of,0.3757161796092987,0.4069072902202606,0.45148900151252747,0.2533416450023651,0.27392512559890747,0.1826142966747284
fontainebleau,0.21120743453502655,0.3126985430717468,0.277034729719162,0.34164702892303467,0.26476410031318665,0.15787631273269653
(,0.2459595799446106,0.2980341613292694,0.3388223350048065,0.10369827598333359,0.17443864047527313,0.40561532974243164
1685,0.14429332315921783,0.19254884123802185,0.07573841512203217,0.037480611354112625,0.1196717843413353,-0.07933684438467026
),0.2538422644138336,0.3267642855644226,0.3621573746204376,0.10884413868188858,0.17275194823741913,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4316047728061676,0.14357776939868927,0.2511547803878784,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6719430088996887,0.20482130348682404,0.22968026995658875,0.25814583897590637
abolished,0.21253010630607605,0.3075462579727173,0.20703132450580597,0.26370969414711,0.3726266920566559,0.14427442848682404
all,0.35107192397117615,0.23179835081100464,0.4746263027191162,0.17088624835014343,0.2040587216615677,0.29575422406196594
legal,0.20874182879924774,0.21931737661361694,0.27093538641929626,0.2889106571674347,0.3204677104949951,0.2143220454454422
recognition,0.2345452457666397,0.23298479616641998,0.30721089243888855,0.24046330153942108,0.3747714161872864,0.20074869692325592
of,0.3757161796092987,0.4069072902202606,0.45148900151252747,0.2533416450023651,0.27392512559890747,0.1826142966747284
protestantism,0.1701282560825348,0.24404795467853546,0.29651692509651184,0.43736541271209717,0.2592273950576782,0.1824951469898224
in,0.4431333839893341,0.45514053106307983,0.45205554366111755,0.18521805107593536,0.24232879281044006,0.20430970191955566
france,0.24438227713108063,0.2715669870376587,0.23969228565692902,0.2535679042339325,0.21835297346115112,0.15069349110126495
",",0.36674630641937256,0.45456063747406006,0.4316047728061676,0.14357776939868927,0.2511547803878784,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.42353692650794983,0.1510496437549591,0.2012694627046585,0.20544172823429108
forced,0.31717783212661743,0.21640066802501678,0.23018012940883636,0.24688631296157837,0.29109737277030945,0.17547516524791718
the,0.5091903209686279,0.48711544275283813,0.6274310946464539,0.17931364476680756,0.260531485080719,0.22068053483963013
huguenots,0.21745723485946655,0.20650696754455566,0.2504573166370392,0.4464908242225647,0.238909512758255,0.16010338068008423
to,0.5423505902290344,0.3636345863342285,0.5759071707725525,0.22104638814926147,0.19457092881202698,0.29463258385658264
convert,0.256915420293808,0.10694126784801483,0.2758326232433319,0.25046035647392273,0.06633635610342026,0.2126215249300003
.,0.475719153881073,0.40146201848983765,0.500583827495575,0.1859036087989807,0.22663556039333344,0.4130953550338745
