,how,many,nfl,teams,have,gone,15-1,in,one,season,?
only,0.36590442061424255,0.4670507609844208,0.17798107862472534,0.2170780897140503,0.5199421048164368,0.32216840982437134,0.11193782836198807,0.42992329597473145,0.5699372291564941,0.23518846929073334,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.2782314121723175,0.12775918841362,0.4129433035850525,1.0000001192092896,0.24332979321479797,0.2673267424106598
loss,0.2624443769454956,0.1755927950143814,0.1628478318452835,0.20257067680358887,0.25157350301742554,0.15172402560710907,0.08469710499048233,0.21028298139572144,0.23399928212165833,0.1905544549226761,0.1312553584575653
",",0.22659391164779663,0.40610817074775696,0.18939071893692017,0.22220629453659058,0.3541618287563324,0.2606525719165802,0.20214328169822693,0.5201468467712402,0.3696635365486145,0.2232367992401123,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2080700695514679,0.2197335660457611,0.4711785912513733,0.28215569257736206,0.17380689084529877,0.4954058527946472,0.42438167333602905,0.2369309365749359,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.2782314121723175,0.12775918841362,0.4129433035850525,1.0000001192092896,0.24332979321479797,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.1524115800857544,0.27933305501937866,0.3802283704280853,0.22952912747859955,0.19267389178276062,0.5696388483047485,0.4999135136604309,0.1598338931798935,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.17798107862472534,0.2170780897140503,0.5199421048164368,0.32216840982437134,0.11193782836198807,0.42992329597473145,0.5699372291564941,0.23518846929073334,0.2767370045185089
six,0.20644865930080414,0.37673795223236084,0.1474575251340866,0.2748291790485382,0.32482776045799255,0.22240979969501495,0.13461832702159882,0.3013422191143036,0.5123199820518494,0.2219657301902771,0.15298804640769958
teams,0.11085164546966553,0.1992911547422409,0.35639065504074097,1.0,0.27656877040863037,0.18733778595924377,0.18377935886383057,0.2639528214931488,0.30337628722190857,0.44570213556289673,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.1526731252670288,0.2634691894054413,0.4544740617275238,0.2740478217601776,0.11846543103456497,0.45010748505592346,0.4025384783744812,0.22382742166519165,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.18029768764972687,0.27656877040863037,0.9999999403953552,0.349427729845047,0.1540241539478302,0.36843645572662354,0.4507926106452942,0.20235268771648407,0.32991164922714233
acquired,0.11872366070747375,0.14446644484996796,0.15773946046829224,0.16765739023685455,0.1963210105895996,0.16759219765663147,0.11218341439962387,0.20108897984027863,0.11634697020053864,0.1935940384864807,0.09366346150636673
a,0.29312583804130554,0.2872205972671509,0.1210956797003746,0.21163642406463623,0.338716596364975,0.2558717131614685,0.19046682119369507,0.539380669593811,0.4910551905632019,0.1855505406856537,0.23916715383529663
15–1,-0.22103790938854218,-0.2537030279636383,0.03573276102542877,-0.0761062279343605,-0.222250297665596,-0.12841328978538513,0.04597029834985733,-0.21467117965221405,-0.23872147500514984,-0.04442024230957031,0.04290514066815376
record,0.1698412001132965,0.17106595635414124,0.26143500208854675,0.1979433000087738,0.23839209973812103,0.19302846491336823,0.049468670040369034,0.23162534832954407,0.26469558477401733,0.2865971624851227,0.14407116174697876
",",0.22659391164779663,0.40610817074775696,0.18939071893692017,0.22220629453659058,0.3541618287563324,0.2606525719165802,0.20214328169822693,0.5201468467712402,0.3696635365486145,0.2232367992401123,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.11480259895324707,0.19458292424678802,0.3577405512332916,0.31179267168045044,0.07787933200597763,0.3399278521537781,0.3461143672466278,0.21403980255126953,0.21076419949531555
the,0.33890387415885925,0.4335206151008606,0.15305201709270477,0.3164927661418915,0.40389683842658997,0.295327752828598,0.18179646134376526,0.6662389636039734,0.5514441132545471,0.2507155239582062,0.22068053483963013
denver,0.15631112456321716,0.18606427311897278,0.39768490195274353,0.22444693744182587,0.17510470747947693,0.11412210017442703,0.1551414132118225,0.2221570909023285,0.12505562603473663,0.2508152425289154,0.1520889848470688
broncos,0.11217407882213593,0.1706678420305252,0.5295679569244385,0.4494050145149231,0.16986088454723358,0.1459943950176239,0.22020475566387177,0.20316283404827118,0.17801736295223236,0.3664494454860687,0.18377114832401276
became,0.10954522341489792,0.25642040371894836,0.1548083871603012,0.16736291348934174,0.16746708750724792,0.1818474531173706,0.14768581092357635,0.31047213077545166,0.3227209746837616,0.22485962510108948,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.2782314121723175,0.12775918841362,0.4129433035850525,1.0000001192092896,0.24332979321479797,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.1524115800857544,0.27933305501937866,0.3802283704280853,0.22952912747859955,0.19267389178276062,0.5696388483047485,0.4999135136604309,0.1598338931798935,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.14371241629123688,0.3023456633090973,0.3544043302536011,0.16429421305656433,0.11538591980934143,0.3085027039051056,0.523897111415863,0.22295859456062317,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,0.35639065504074097,1.0,0.27656877040863037,0.18733778595924377,0.18377935886383057,0.2639528214931488,0.30337628722190857,0.44570213556289673,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.1526731252670288,0.2634691894054413,0.4544740617275238,0.2740478217601776,0.11846543103456497,0.45010748505592346,0.4025384783744812,0.22382742166519165,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.18029768764972687,0.27656877040863037,0.9999999403953552,0.349427729845047,0.1540241539478302,0.36843645572662354,0.4507926106452942,0.20235268771648407,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.14304013550281525,0.15167807042598724,0.2891587018966675,0.19532163441181183,0.20384801924228668,0.25271502137184143,0.3043140470981598,0.1318005621433258,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.1530182808637619,0.28549376130104065,0.31264185905456543,0.14016863703727722,0.1772778034210205,0.3002670109272003,0.5235236287117004,0.1824951469898224,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,0.2629111707210541,0.2740537226200104,0.19192880392074585,0.13976721465587616,0.08837995678186417,0.2627871632575989,0.22399930655956268,0.3922994136810303,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.12599408626556396,0.2639528214931488,0.36843645572662354,0.15523068606853485,0.25555047392845154,1.0,0.4129433035850525,0.2184021919965744,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.15305201709270477,0.3164927661418915,0.40389683842658997,0.295327752828598,0.18179646134376526,0.6662389636039734,0.5514441132545471,0.2507155239582062,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.319060355424881,0.26333683729171753,0.19903038442134857,0.18149544298648834,0.20944155752658844,0.18576006591320038,0.21711376309394836,0.2755677402019501,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.48354101181030273,0.2752957046031952,0.19536113739013672,0.166810542345047,0.2030279040336609,0.17236235737800598,0.19098831713199615,0.3117852509021759,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.1964210718870163,0.23459066450595856,0.41614407300949097,0.29000023007392883,0.24461010098457336,0.5591574311256409,0.4123194217681885,0.24674734473228455,0.4130953550338745
