,who,said,barton,'s,investigation,was,``,misguided,and,illegitimate,'',?
joint,0.1359657198190689,0.11684489995241165,0.1288978010416031,-0.07964841276407242,0.177173912525177,0.18301956355571747,0.035489272326231,0.12231925874948502,0.1892649531364441,0.1193016842007637,0.04313424602150917,0.15804731845855713
letters,0.22802039980888367,0.23527897894382477,0.15026606619358063,0.06331107020378113,0.15524879097938538,0.16712252795696259,0.20845459401607513,0.12199338525533676,0.2574736475944519,0.11468083411455154,0.02267012931406498,0.18739263713359833
with,0.3282766342163086,0.28060880303382874,0.1650400459766388,-0.04624466598033905,0.1375364065170288,0.27411898970603943,0.08974023163318634,0.1782539039850235,0.5477725267410278,0.16783642768859863,0.07907696813344955,0.2433311939239502
ed,0.1637633740901947,0.1552630364894867,0.1709577590227127,-0.12763477861881256,0.1809116154909134,0.20469819009304047,-0.044609781354665756,0.2275773584842682,0.2150764912366867,0.11962314695119858,0.022188346832990646,0.16764874756336212
whitfield,0.26478269696235657,0.18809470534324646,0.3821754455566406,-0.033466700464487076,0.17012476921081543,0.25529298186302185,0.03222426399588585,0.17883482575416565,0.2908225655555725,0.1595384180545807,-0.029094651341438293,0.1670030653476715
",",0.3365725874900818,0.34496036171913147,0.28067484498023987,-0.0016132977325469255,0.23980677127838135,0.45456063747406006,0.09681109338998795,0.23423050343990326,0.6633074283599854,0.2852293848991394,-0.037358131259679794,0.31091248989105225
chairman,0.17702560126781464,0.20778338611125946,0.2353188693523407,-0.09313603490591049,0.21828176081180573,0.2656080424785614,-0.002318055834621191,0.15161006152629852,0.2024257630109787,0.2240806668996811,0.00793930608779192,0.08324678242206573
of,0.2827862501144409,0.29014745354652405,0.22543998062610626,-0.03817026689648628,0.23923081159591675,0.4069072902202606,0.06780257821083069,0.2985362410545349,0.5116966962814331,0.31988653540611267,0.13035868108272552,0.1826142966747284
the,0.3733934462070465,0.3024602234363556,0.22094224393367767,-0.01540423184633255,0.2993324100971222,0.48711544275283813,0.029072100296616554,0.2881642282009125,0.5171257257461548,0.20953090488910675,0.041273195296525955,0.22068053483963013
subcommittee,0.21859753131866455,0.234601229429245,0.18235674500465393,0.03854060173034668,0.3428886830806732,0.29152747988700867,0.0356958732008934,0.20296795666217804,0.22810380160808563,0.13402073085308075,-0.01030194666236639,0.14806249737739563
on,0.2340552806854248,0.3034963011741638,0.11893081665039062,0.0026888418942689896,0.2780320346355438,0.3909217119216919,-0.03274054825305939,0.21420036256313324,0.4077630043029785,0.17389677464962006,0.04238596186041832,0.2714994251728058
oversight,0.30674415826797485,0.25077933073043823,0.15719197690486908,0.04202092066407204,0.3721807599067688,0.17834053933620453,0.11099065840244293,0.4142487049102783,0.19822724163532257,0.23022034764289856,-0.00050007039681077,0.45554885268211365
and,0.41279885172843933,0.2940692901611328,0.2733054757118225,0.06895173341035843,0.17241890728473663,0.3740963041782379,0.036644238978624344,0.2534513771533966,1.0,0.256327360868454,0.021612688899040222,0.20544172823429108
investigations,0.20638415217399597,0.2649720311164856,0.08693711459636688,-0.016362208873033524,0.9577296376228333,0.22831429541110992,-0.010090774856507778,0.320955753326416,0.20238573849201202,0.19274330139160156,-0.03488077223300934,0.14811140298843384
demanding,0.2823983430862427,0.3553430140018463,0.1598365157842636,-0.01852060854434967,0.32731589674949646,0.27919358015060425,0.029361171647906303,0.3683677315711975,0.2986477315425873,0.23086878657341003,-0.07384360581636429,0.11861293762922287
full,0.18801523745059967,0.1974981129169464,0.10242518037557602,0.03059709072113037,0.15729084610939026,0.1574539840221405,0.01934840716421604,0.22268129885196686,0.2361413836479187,0.13653017580509186,0.0077558355405926704,0.168479785323143
records,0.1928240954875946,0.18508727848529816,0.10640839487314224,0.015400216914713383,0.17968423664569855,0.23035451769828796,-0.07490953803062439,0.1292412132024765,0.17576263844966888,0.11974938213825226,0.003006522310897708,0.12384546548128128
on,0.2340552806854248,0.3034963011741638,0.11893081665039062,0.0026888418942689896,0.2780320346355438,0.3909217119216919,-0.03274054825305939,0.21420036256313324,0.4077630043029785,0.17389677464962006,0.04238596186041832,0.2714994251728058
climate,0.09277761727571487,0.18339762091636658,0.11206281930208206,0.04239832982420921,0.16239753365516663,0.14714933931827545,0.08754599839448929,0.17505259811878204,0.2292918860912323,0.16368183493614197,0.0035800382029265165,0.19998492300510406
research,0.17335498332977295,0.19926363229751587,0.10192124545574188,-0.03923575207591057,0.4513018727302551,0.21417704224586487,-0.05338248610496521,0.21345742046833038,0.27611881494522095,0.1284063309431076,0.04679169878363609,0.13481977581977844
",",0.3365725874900818,0.34496036171913147,0.28067484498023987,-0.0016132977325469255,0.23980677127838135,0.45456063747406006,0.09681109338998795,0.23423050343990326,0.6633074283599854,0.2852293848991394,-0.037358131259679794,0.31091248989105225
as,0.3923053741455078,0.3216577470302582,0.24488969147205353,-0.05775856226682663,0.2349434792995453,0.3677520453929901,0.03910288214683533,0.33838561177253723,0.49487000703811646,0.225799560546875,0.006628023460507393,0.27043893933296204
well,0.3480316996574402,0.26324546337127686,0.2376386672258377,-0.0049502006731927395,0.14452292025089264,0.3130364418029785,0.01762915775179863,0.30589067935943604,0.5258845686912537,0.1949508935213089,0.0931968167424202,0.24815571308135986
as,0.3923053741455078,0.3216577470302582,0.24488969147205353,-0.05775856226682663,0.2349434792995453,0.3677520453929901,0.03910288214683533,0.33838561177253723,0.49487000703811646,0.225799560546875,0.006628023460507393,0.27043893933296204
personal,0.2505263686180115,0.27015814185142517,0.04245034605264664,0.09529546648263931,0.20324094593524933,0.1733088493347168,-0.023330092430114746,0.30474740266799927,0.26224902272224426,0.2926229238510132,0.0013543425593525171,0.206199511885643
information,0.19909629225730896,0.203593447804451,0.037367820739746094,0.00878301914781332,0.3750974237918854,0.15183912217617035,-0.0023000300861895084,0.3347715735435486,0.28268665075302124,0.138552725315094,0.049384698271751404,0.24875912070274353
about,0.3477841317653656,0.3560279309749603,0.17488326132297516,-0.020936643704771996,0.22082452476024628,0.2577359974384308,0.008102871477603912,0.2898900508880615,0.3875081241130829,0.2070533037185669,0.007750829216092825,0.302409827709198
their,0.3767721951007843,0.27915167808532715,0.13739240169525146,-0.005530759692192078,0.1706157922744751,0.2396296262741089,0.05465886741876602,0.3086952567100525,0.45114588737487793,0.18573778867721558,0.011550518684089184,0.1898253709077835
finances,0.2506108582019806,0.24461446702480316,0.2462766170501709,0.08503457903862,0.3817211091518402,0.2728915512561798,0.04355619475245476,0.2457137107849121,0.29335302114486694,0.22628577053546906,0.0026167533360421658,0.10296480357646942
and,0.41279885172843933,0.2940692901611328,0.2733054757118225,0.06895173341035843,0.17241890728473663,0.3740963041782379,0.036644238978624344,0.2534513771533966,1.0,0.256327360868454,0.021612688899040222,0.20544172823429108
careers,0.2792385220527649,0.2171655148267746,0.18899835646152496,-0.01686170883476734,0.22494734823703766,0.2539888620376587,0.04597751796245575,0.2623181641101837,0.2854659855365753,0.19134336709976196,0.03113729879260063,0.17144931852817535
",",0.3365725874900818,0.34496036171913147,0.28067484498023987,-0.0016132977325469255,0.23980677127838135,0.45456063747406006,0.09681109338998795,0.23423050343990326,0.6633074283599854,0.2852293848991394,-0.037358131259679794,0.31091248989105225
from,0.27839982509613037,0.23566637933254242,0.10364250093698502,-0.01936490088701248,0.1870211958885193,0.31171464920043945,0.02677825279533863,0.22690382599830627,0.3601827025413513,0.2658831477165222,-0.011389154009521008,0.19969791173934937
mann,0.30077773332595825,0.19710345566272736,0.318293035030365,0.07955168932676315,0.1519530862569809,0.23526287078857422,-0.03694453835487366,0.246890589594841,0.305417001247406,0.21477554738521576,-0.06099822372198105,0.1585768312215805
",",0.3365725874900818,0.34496036171913147,0.28067484498023987,-0.0016132977325469255,0.23980677127838135,0.45456063747406006,0.09681109338998795,0.23423050343990326,0.6633074283599854,0.2852293848991394,-0.037358131259679794,0.31091248989105225
bradley,0.2099350243806839,0.26612943410873413,0.3518463969230652,0.018466433510184288,0.14722369611263275,0.2518783509731293,-0.0593874454498291,0.22105814516544342,0.268306702375412,0.16559559106826782,-0.03866201266646385,0.14008547365665436
and,0.41279885172843933,0.2940692901611328,0.2733054757118225,0.06895173341035843,0.17241890728473663,0.3740963041782379,0.036644238978624344,0.2534513771533966,1.0,0.256327360868454,0.021612688899040222,0.20544172823429108
hughes,0.25713270902633667,0.23714490234851837,0.4911551773548126,-0.03217606991529465,0.1699792891740799,0.2729848027229309,0.041732873767614365,0.10379944741725922,0.30482640862464905,0.2371446043252945,-0.018347833305597305,0.1937333196401596
.,0.3541337847709656,0.33782967925071716,0.24008001387119293,-0.003708066651597619,0.26891666650772095,0.40146201848983765,0.05720457062125206,0.21197940409183502,0.588965117931366,0.22279155254364014,-0.07181349396705627,0.4130953550338745
