,what,was,the,name,of,the,wife,arranged,for,temüjin,by,his,father,?
age,0.1895245760679245,0.27072176337242126,0.24711290001869202,0.16161322593688965,0.2372717410326004,0.24711290001869202,0.2022932767868042,0.15596497058868408,0.23129768669605255,0.32041993737220764,0.17756789922714233,0.2922106981277466,0.319592148065567,0.16859300434589386
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.16665782034397125,0.38706058263778687,0.4571082592010498,0.3971930146217346,0.13712453842163086,0.4540175199508667,0.44463157653808594,0.2485479861497879,0.7171558737754822,0.4997532367706299,0.2089974731206894
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.3110053539276123,0.1825263798236847,0.3863949179649353,0.38774195313453674,0.4752357602119446,0.4405253231525421,0.3492507338523865,0.18412111699581146
delivered,0.15653006732463837,0.2562667727470398,0.24479162693023682,0.12840543687343597,0.17907582223415375,0.24479162693023682,0.12363903224468231,0.22697478532791138,0.2239048331975937,0.2079528421163559,0.23574380576610565,0.2412818819284439,0.11054057627916336,0.17044389247894287
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.20560935139656067,0.2703990042209625,0.3248702883720398,0.2763390839099884,1.0000001192092896,0.3107621967792511,0.20845550298690796,0.17966607213020325
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.4394008219242096,0.4532906115055084,0.20409953594207764,0.39312878251075745,0.4682264029979706,0.3107621967792511,0.9999998807907104,0.5241755247116089,0.18075084686279297
father,0.21527598798274994,0.3492507338523865,0.24010279774665833,0.21667927503585815,0.22142449021339417,0.24010279774665833,0.5310758352279663,0.17029841244220734,0.19884538650512695,0.40216585993766785,0.20845550298690796,0.5241755247116089,1.0,0.14826634526252747
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.20460014045238495,0.2805038392543793,0.4451248347759247,0.36858871579170227,0.33534231781959534,0.3715193271636963,0.2544635832309723,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.18555577099323273,0.26620063185691833,0.4739971458911896,0.43713900446891785,0.4408751428127289,0.4394008219242096,0.24010279774665833,0.22068053483963013
family,0.16391263902187347,0.21917963027954102,0.2394849956035614,0.23032744228839874,0.1893671154975891,0.2394849956035614,0.3506312072277069,0.19719086587429047,0.18213365972042084,0.2874669134616852,0.1652497947216034,0.26740866899490356,0.4191097319126129,0.15222905576229095
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2074100226163864,0.33214297890663147,0.4185989499092102,0.378805011510849,0.3646814823150635,0.38364991545677185,0.22142449021339417,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.4394008219242096,0.4532906115055084,0.20409953594207764,0.39312878251075745,0.4682264029979706,0.3107621967792511,0.9999998807907104,0.5241755247116089,0.18075084686279297
future,0.29700374603271484,0.21697655320167542,0.2337762415409088,0.1605333536863327,0.25455814599990845,0.2337762415409088,0.24782556295394897,0.15790480375289917,0.2983153760433197,0.26498523354530334,0.17252910137176514,0.2392699122428894,0.2365822046995163,0.3367180824279785
wife,0.15537087619304657,0.3110053539276123,0.18555577099323273,0.18573977053165436,0.2074100226163864,0.18555577099323273,1.0000001192092896,0.19241105020046234,0.1919161081314087,0.28186294436454773,0.20560935139656067,0.4532906115055084,0.5310758352279663,0.19987250864505768
börte,0.26751965284347534,0.25561463832855225,0.26430708169937134,0.19940178096294403,0.2801446318626404,0.26430708169937134,0.2510291337966919,0.1427229791879654,0.17009302973747253,0.30774152278900146,0.12522684037685394,0.2615121304988861,0.24303357303142548,0.2609442472457886
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.27755871415138245,0.2789522111415863,0.4464869201183319,0.3484273850917816,0.3680937886238098,0.3378419280052185,0.30597206950187683,0.31091248989105225
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.3764849305152893,0.13102956116199493,0.37110671401023865,0.416724294424057,0.39727845788002014,0.44966956973075867,0.4164644777774811,0.26220351457595825
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.3110053539276123,0.1825263798236847,0.3863949179649353,0.38774195313453674,0.4752357602119446,0.4405253231525421,0.3492507338523865,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.15953688323497772,0.22070619463920593,0.44038116931915283,0.36845725774765015,0.32094135880470276,0.3497250974178314,0.22525158524513245,0.23916715383529663
member,0.09932345896959305,0.31559354066848755,0.2806392312049866,0.22240453958511353,0.2701796889305115,0.2806392312049866,0.18447339534759521,0.12403034418821335,0.2718653976917267,0.22817368805408478,0.14692413806915283,0.23374894261360168,0.26571106910705566,0.06826172769069672
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2074100226163864,0.33214297890663147,0.4185989499092102,0.378805011510849,0.3646814823150635,0.38364991545677185,0.22142449021339417,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.18555577099323273,0.26620063185691833,0.4739971458911896,0.43713900446891785,0.4408751428127289,0.4394008219242096,0.24010279774665833,0.22068053483963013
tribe,0.2215883582830429,0.18090631067752838,0.280248761177063,0.25835946202278137,0.22602348029613495,0.280248761177063,0.13890691101551056,0.09227725863456726,0.0773274376988411,0.40159136056900024,0.16805842518806458,0.1629103273153305,0.16479159891605377,0.11037874221801758
khongirad,0.20208673179149628,0.2824534475803375,0.3199666738510132,0.24745959043502808,0.2763439416885376,0.3199666738510132,0.23132367432117462,0.1438329517841339,0.18767109513282776,0.6073430180549622,0.21079981327056885,0.23961137235164642,0.2576713562011719,0.20853276550769806
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.24426577985286713,0.22968827188014984,0.4726039469242096,0.31788840889930725,0.3936232924461365,0.3119256794452667,0.2509099841117859,0.4130953550338745
