,in,what,decade,was,seafloor,spreading,discovered,?
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
earth,0.18566735088825226,0.25883176922798157,0.1837978959083557,0.18661361932754517,0.4015771448612213,0.20524802803993225,0.19622096419334412,0.17717236280441284
's,-0.037580832839012146,0.02692362666130066,-0.05015040934085846,0.008974763564765453,-0.009987762197852135,-0.009455624967813492,-0.08296903222799301,-0.023395681753754616
lithosphere,0.2248716950416565,0.22349202632904053,0.1718551516532898,0.1490851193666458,0.5834140181541443,0.323851078748703,0.266022652387619,0.1646844744682312
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.2553011476993561,0.2830964922904968,0.39282411336898804,0.37211287021636963,0.2420753687620163,0.25814583897590637
includes,0.32460328936576843,0.17138352990150452,0.19098781049251556,0.2100689858198166,0.23580269515514374,0.16096173226833344,0.2292248010635376,0.14011523127555847
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
crust,0.1749051809310913,0.22092486917972565,0.1922072470188141,0.13834446668624878,0.5571556687355042,0.271651953458786,0.2483384907245636,0.1887258142232895
and,0.4954058527946472,0.31309178471565247,0.14070798456668854,0.3740963041782379,0.3130952715873718,0.328510582447052,0.21031536161899567,0.20544172823429108
rigid,0.14316079020500183,0.20563605427742004,0.11611643433570862,0.08410520106554031,0.3823860287666321,0.2749597430229187,0.16315297782421112,0.12727688252925873
uppermost,0.29233795404434204,0.2495148926973343,0.13989678025245667,0.15682370960712433,0.4627947211265564,0.20609940588474274,0.24671101570129395,0.12623976171016693
portion,0.2811550498008728,0.287394255399704,0.14863614737987518,0.20989027619361877,0.27685534954071045,0.2500597834587097,0.19293206930160522,0.11719609797000885
of,0.5696388483047485,0.33290785551071167,0.15614621341228485,0.4069072902202606,0.24901849031448364,0.3028612434864044,0.22074753046035767,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
upper,0.27419501543045044,0.1592642068862915,0.113306924700737,0.16268539428710938,0.2965845763683319,0.14818735420703888,0.20220786333084106,0.051342256367206573
mantle,0.12298760563135147,0.20894600450992584,0.13066773116588593,0.15010838210582733,0.474693238735199,0.24395842850208282,0.22409461438655853,0.16224074363708496
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
is,0.5394441485404968,0.28837618231773376,0.1303359419107437,0.5810302495956421,0.23558688163757324,0.23088431358337402,0.21262536942958832,0.22961433231830597
separated,0.26304155588150024,0.18778635561466217,0.05328933522105217,0.187358558177948,0.23000265657901764,0.14994457364082336,0.2562688887119293,0.0923643484711647
into,0.38021373748779297,0.2180619090795517,0.09609755873680115,0.2322220653295517,0.29613667726516724,0.24987934529781342,0.16960807144641876,0.15662476420402527
a,0.539380669593811,0.3320399522781372,0.17141307890415192,0.4508470594882965,0.22781863808631897,0.278085857629776,0.20319467782974243,0.23916715383529663
number,0.3024539053440094,0.23046229779720306,0.25983700156211853,0.1855042725801468,0.25573137402534485,0.1571979820728302,0.16768693923950195,0.19256845116615295
of,0.5696388483047485,0.33290785551071167,0.15614621341228485,0.4069072902202606,0.24901849031448364,0.3028612434864044,0.22074753046035767,0.1826142966747284
tectonic,0.22851157188415527,0.267217755317688,0.18504515290260315,0.1583947390317917,0.5932695269584656,0.2641808092594147,0.2744843065738678,0.18071772158145905
plates,0.17680886387825012,0.18082769215106964,0.09905171394348145,0.15388374030590057,0.41592419147491455,0.2107854038476944,0.2259017825126648,0.15258446335792542
that,0.435920387506485,0.6297725439071655,0.21680240333080292,0.33670201897621155,0.31648513674736023,0.3587521016597748,0.3047933280467987,0.32716336846351624
move,0.23030683398246765,0.30861297249794006,0.08984524011611938,0.1574081927537918,0.26868337392807007,0.26539477705955505,0.10887913405895233,0.24440962076187134
across,0.36988839507102966,0.24809791147708893,0.15056073665618896,0.20413610339164734,0.37233051657676697,0.4310753643512726,0.22704076766967773,0.17034576833248138
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
plastically,0.26460960507392883,0.22901691496372223,0.24596820771694183,0.27962517738342285,0.33831143379211426,0.20135441422462463,0.22279293835163116,0.12775133550167084
deforming,0.2562110126018524,0.25628918409347534,0.20128411054611206,0.1794380247592926,0.3836931884288788,0.3484000861644745,0.23015250265598297,0.17095476388931274
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
solid,0.19513580203056335,0.2455693930387497,0.15551011264324188,0.13400307297706604,0.30686497688293457,0.2360941767692566,0.13219480216503143,0.2297065705060959
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
upper,0.27419501543045044,0.1592642068862915,0.113306924700737,0.16268539428710938,0.2965845763683319,0.14818735420703888,0.20220786333084106,0.051342256367206573
mantle,0.12298760563135147,0.20894600450992584,0.13066773116588593,0.15010838210582733,0.474693238735199,0.24395842850208282,0.22409461438655853,0.16224074363708496
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.2553011476993561,0.2830964922904968,0.39282411336898804,0.37211287021636963,0.2420753687620163,0.25814583897590637
is,0.5394441485404968,0.28837618231773376,0.1303359419107437,0.5810302495956421,0.23558688163757324,0.23088431358337402,0.21262536942958832,0.22961433231830597
called,0.40847352147102356,0.3235960602760315,0.13814294338226318,0.33927658200263977,0.2673299014568329,0.23972304165363312,0.33786487579345703,0.18963319063186646
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
asthenosphere,0.2347104549407959,0.25394147634506226,0.18316148221492767,0.18605202436447144,0.596493124961853,0.3482368290424347,0.2888105511665344,0.1568097174167633
.,0.5591574311256409,0.3567904531955719,0.1714698225259781,0.40146201848983765,0.28589141368865967,0.2843473553657532,0.23523737490177155,0.4130953550338745
